n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,rate,window,minimum_history
287,1.1350282485875707,0.37282229965156793,0.3379032258064516,1.103340457202731,30.503800528026655,1.0281923714759538,1.0677966101694916,1.1864406779661016,0.39984767707539987,0.14157303370786517,2.0681818181818183,1.103340457202731,1.103340457202731,1.1350282485875707,1.1350282485875707,0.18,120,10
237,0.9372881355932203,0.3206751054852321,0.3379032258064516,0.9490146319849351,25.164933078679756,0.8806818181818181,0.8700564971751413,0.9689265536723164,0.39984767707539987,0.14157303370786517,1.7659090909090909,0.9490146319849351,0.9490146319849351,0.9372881355932203,0.9372881355932203,0.18,120,20
351,1.3881355932203392,0.36182336182336183,0.3379032258064516,1.0707899013388273,27.93071996888737,0.9389671361502346,1.3248587570621468,1.4830508474576272,0.19446845289541917,0.7865168539325843,2.243181818181818,1.0707899013388273,1.0707899013388273,1.3881355932203392,1.3881355932203392,0.2,20,5
330,1.305084745762712,0.36666666666666664,0.3379032258064516,1.0851233094669848,28.240973852885762,0.9552238805970149,1.2457627118644068,1.4039548022598871,0.19446845289541917,0.7865168539325843,2.243181818181818,1.0851233094669848,1.0851233094669848,1.305084745762712,1.305084745762712,0.2,20,10
277,1.0954802259887007,0.3249097472924188,0.3379032258064516,0.9615467461637215,24.125872073231463,0.8571428571428572,1.0480225988700564,1.1666666666666667,0.19667832167832167,0.315,1.925,0.9615467461637215,0.9615467461637215,1.0954802259887007,1.0954802259887007,0.2,20,20
344,1.3604519774011299,0.3691860465116279,0.3379032258064516,1.092579230726536,32.45951444054114,0.9765258215962441,1.305084745762712,1.4039548022598871,0.3846153846153846,0.6292134831460674,2.0522727272727272,1.092579230726536,1.092579230726536,1.3604519774011299,1.3604519774011299,0.2,40,5
323,1.2774011299435029,0.3746130030959752,0.3379032258064516,1.1086399136969196,33.070933838758485,0.9950248756218906,1.2062146892655368,1.3248587570621468,0.3846153846153846,0.6292134831460674,2.0522727272727272,1.1086399136969196,1.1086399136969196,1.2774011299435029,1.2774011299435029,0.2,40,10
270,1.0677966101694916,0.3333333333333333,0.3379032258064516,0.9864757358790771,29.797247491673346,0.8692223439211391,1.0084745762711864,1.1073446327683616,0.3883136094674556,0.2975,1.7340909090909091,0.9864757358790771,0.9864757358790771,1.0677966101694916,1.0677966101694916,0.2,40,20
331,1.309039548022599,0.3685800604229607,0.3379032258064516,1.0907858590082846,32.309397369538765,1.041044776119403,1.265536723163842,1.344632768361582,0.3774263120057512,0.298876404494382,2.147727272727273,1.0907858590082846,1.0907858590082846,1.309039548022599,1.309039548022599,0.2,60,5
310,1.225988700564972,0.3741935483870968,0.3379032258064516,1.1073985680190932,32.93628771512958,1.0037945863900835,1.1666666666666667,1.265536723163842,0.3774263120057512,0.298876404494382,2.147727272727273,1.1073985680190932,1.1073985680190932,1.225988700564972,1.225988700564972,0.2,60,10
257,1.0163841807909604,0.33073929961089493,0.3379032258064516,0.9787988819033645,29.46923885028398,0.906487968321657,0.9689265536723164,1.0480225988700564,0.38098693759071117,0.2975,1.8295454545454546,0.9787988819033645,0.9787988819033645,1.0163841807909604,1.0163841807909604,0.2,60,20
322,1.2734463276836159,0.36335403726708076,0.3379032258064516,1.0753198238930315,30.56059367365393,1.0256410256410258,1.225988700564972,1.3248587570621468,0.3774263120057512,0.15730337078651685,2.147727272727273,1.0753198238930315,1.0753198238930315,1.2734463276836159,1.2734463276836159,0.2,120,5
301,1.1903954802259888,0.3687707641196013,0.3379032258064516,1.09135023271672,31.084218688669118,1.0390154490704373,1.1271186440677967,1.2457627118644068,0.3774263120057512,0.15730337078651685,2.147727272727273,1.09135023271672,1.09135023271672,1.1903954802259888,1.1903954802259888,0.2,120,10
248,0.9807909604519774,0.3225806451612903,0.3379032258064516,0.9546539379474941,27.095544427912166,0.8788093550673283,0.9293785310734464,1.0084745762711864,0.38098693759071117,0.15730337078651685,1.8295454545454546,0.9546539379474941,0.9546539379474941,0.9807909604519774,0.9807909604519774,0.2,120,20
369,1.459322033898305,0.36314363143631434,0.3379032258064516,1.0746971431528158,27.053454888939065,0.9729729729729729,1.384180790960452,1.5028248587570623,0.3682487725040916,0.802247191011236,2.3386363636363634,1.0746971431528158,1.0746971431528158,1.459322033898305,1.459322033898305,0.22,20,5
348,1.3762711864406778,0.367816091954023,0.3379032258064516,1.0885249499355334,27.29472274825102,0.9904761904761905,1.305084745762712,1.423728813559322,0.3682487725040916,0.802247191011236,2.3386363636363634,1.0885249499355334,1.0885249499355334,1.3762711864406778,1.3762711864406778,0.22,20,10
290,1.1468926553672316,0.3275862068965517,0.3379032258064516,0.9694675335363344,24.022733116373256,0.8735632183908045,1.0875706214689267,1.1666666666666667,0.3722084367245657,0.3675,1.9886363636363638,0.9694675335363344,0.9694675335363344,1.1468926553672316,1.1468926553672316,0.22,20,20
358,1.415819209039548,0.3743016759776536,0.3379032258064516,1.1077185637524833,32.673098908674376,1.0232711668592176,1.384180790960452,1.463276836158192,0.42735042735042733,0.6292134831460674,2.131818181818182,1.1077185637524833,1.1077185637524833,1.415819209039548,1.415819209039548,0.22,40,5
337,1.332768361581921,0.3798219584569733,0.3379032258064516,1.1240554379156251,33.2724275123984,1.0392875851231012,1.305084745762712,1.384180790960452,0.42735042735042733,0.6292134831460674,2.131818181818182,1.1240554379156251,1.1240554379156251,1.332768361581921,1.332768361581921,0.22,40,10
279,1.1033898305084746,0.34050179211469533,0.3379032258064516,1.007690267833466,31.11411168112958,0.9070567986230637,1.0875706214689267,1.1468926553672316,0.4313443565780014,0.35,1.7818181818181817,1.007690267833466,1.007690267833466,1.1033898305084746,1.1033898305084746,0.22,40,20
350,1.384180790960452,0.3657142857142857,0.3379032258064516,1.0823048073644732,28.798444342431072,1.0244406196213425,1.364406779661017,1.423728813559322,0.3978779840848806,0.3146067415730337,2.1954545454545458,1.0823048073644732,1.0823048073644732,1.384180790960452,1.384180790960452,0.22,60,5
329,1.301129943502825,0.3708206686930091,0.3379032258064516,1.097416776084323,29.165027909494565,1.041255932822198,1.2853107344632768,1.344632768361582,0.3978779840848806,0.3146067415730337,2.1954545454545458,1.097416776084323,1.097416776084323,1.301129943502825,1.301129943502825,0.22,60,10
271,1.0717514124293785,0.3284132841328413,0.3379032258064516,0.9719152084122273,26.063923503987464,0.9020231870879746,1.0480225988700564,1.1073446327683616,0.4013377926421405,0.3146067415730337,1.8454545454545455,0.9719152084122273,0.9719152084122273,1.0717514124293785,1.0717514124293785,0.22,60,20
343,1.356497175141243,0.358600583090379,0.3379032258064516,1.0612523222722434,26.998356631623366,0.9959839357429718,1.3248587570621468,1.384180790960452,0.3978779840848806,0.20449438202247192,2.1954545454545458,1.0612523222722434,1.0612523222722434,1.356497175141243,1.356497175141243,0.22,120,5
322,1.2734463276836159,0.36335403726708076,0.3379032258064516,1.0753198238930315,27.255512382048607,1.0113067655236332,1.2457627118644068,1.305084745762712,0.3978779840848806,0.20449438202247192,2.1954545454545458,1.0753198238930315,1.0753198238930315,1.2734463276836159,1.2734463276836159,0.22,120,10
264,1.0440677966101695,0.3181818181818182,0.3379032258064516,0.9416359297027554,23.652666948395993,0.8619091751621872,1.0282485875706215,1.0677966101694916,0.4013377926421405,0.20449438202247192,1.8454545454545455,0.9416359297027554,0.9416359297027554,1.0440677966101695,1.0440677966101695,0.22,120,20
389,1.538418079096045,0.35989717223650386,0.3379032258064516,1.0650894834684124,25.69569092689163,0.9710843373493977,1.4830508474576272,1.5819209039548023,0.4079254079254079,0.8179775280898877,2.465909090909091,1.0650894834684124,1.0650894834684124,1.538418079096045,1.538418079096045,0.25,20,5
368,1.455367231638418,0.3641304347826087,0.3379032258064516,1.0776175158244268,25.846365306885,0.9828788839568803,1.4039548022598871,1.5028248587570623,0.4079254079254079,0.8179775280898877,2.465909090909091,1.0776175158244268,1.0776175158244268,1.455367231638418,1.455367231638418,0.25,20,10
304,1.2022598870056498,0.3256578947368421,0.3379032258064516,0.963760834066072,23.73579466701723,0.8674698795180724,1.1666666666666667,1.2457627118644068,0.41208791208791207,0.4375,2.0522727272727272,0.963760834066072,0.963760834066072,1.2022598870056498,1.2022598870056498,0.25,20,20
378,1.494915254237288,0.36507936507936506,0.3379032258064516,1.0804258059627987,29.374770082611327,0.9959839357429718,1.423728813559322,1.5423728813559323,0.4048582995951417,0.6764044943820224,2.1954545454545458,1.0804258059627987,1.0804258059627987,1.494915254237288,1.494915254237288,0.25,40,5
357,1.4118644067796613,0.3697478991596639,0.3379032258064516,1.0942419927398168,29.746503511484363,1.009443178117877,1.3248587570621468,1.463276836158192,0.4048582995951417,0.6764044943820224,2.1954545454545458,1.0942419927398168,1.0942419927398168,1.4118644067796613,1.4118644067796613,0.25,40,10
293,1.1587570621468928,0.3310580204778157,0.3379032258064516,0.9797421131085715,28.40860375235317,0.8963855421686747,1.1073446327683616,1.1864406779661016,0.4084411164057182,0.4375,1.7977272727272728,0.9797421131085715,0.9797421131085715,1.1587570621468928,1.1587570621468928,0.25,40,20
382,1.5107344632768362,0.3743455497382199,0.3379032258064516,1.1078484049532045,32.43018890212512,1.0477233609763732,1.4435028248587571,1.5819209039548023,0.4690431519699812,0.40898876404494383,2.3863636363636362,1.1078484049532045,1.1078484049532045,1.5107344632768362,1.5107344632768362,0.25,60,5
361,1.4276836158192092,0.37950138504155123,0.3379032258064516,1.1231067242279797,32.9755424459408,1.0642020135335863,1.364406779661017,1.5028248587570623,0.4690431519699812,0.40898876404494383,2.3863636363636362,1.1231067242279797,1.1231067242279797,1.4276836158192092,1.4276836158192092,0.25,60,10
297,1.1745762711864407,0.3434343434343434,0.3379032258064516,1.016368939996625,32.351481376512425,0.9553158705701078,1.1271186440677967,1.225988700564972,0.47288776796973514,0.40898876404494383,1.9727272727272729,1.016368939996625,1.016368939996625,1.1745762711864407,1.1745762711864407,0.25,60,20
379,1.498870056497175,0.36939313984168864,0.3379032258064516,1.093192108362038,31.188559769882563,1.0221940393151554,1.4435028248587571,1.5621468926553672,0.4690431519699812,0.36179775280898874,2.3863636363636362,1.093192108362038,1.093192108362038,1.498870056497175,1.498870056497175,0.25,120,5
358,1.415819209039548,0.3743016759776536,0.3379032258064516,1.1077185637524833,31.665650321671297,1.037483266398929,1.364406779661017,1.4830508474576272,0.4690431519699812,0.36179775280898874,2.3863636363636362,1.1077185637524833,1.1077185637524833,1.415819209039548,1.415819209039548,0.25,120,10
294,1.1627118644067798,0.336734693877551,0.3379032258064516,0.9965418148166187,30.750074697271717,0.9231974921630093,1.1271186440677967,1.2062146892655368,0.47288776796973514,0.36179775280898874,1.9727272727272729,0.9965418148166187,0.9965418148166187,1.1627118644067798,1.1627118644067798,0.25,120,20
426,1.6847457627118645,0.3615023474178404,0.3379032258064516,1.0698398825730837,29.0452779311208,0.9728215186326703,1.6016949152542375,1.7401129943502827,0.3671328671328671,0.9595505617977528,2.5613636363636365,1.0698398825730837,1.0698398825730837,1.6847457627118645,1.6847457627118645,0.3,20,5
404,1.5977401129943503,0.36633663366336633,0.3379032258064516,1.0841466008175997,29.147054159930022,0.9838377901851308,1.5225988700564972,1.6412429378531075,0.3671328671328671,0.9595505617977528,2.5613636363636365,1.0841466008175997,1.0841466008175997,1.5977401129943503,1.5977401129943503,0.3,20,10
329,1.301129943502825,0.3404255319148936,0.3379032258064516,1.007464581323313,29.242908162395807,0.90543994158452,1.265536723163842,1.344632768361582,0.3846153846153846,0.5425,2.1,1.007464581323313,1.007464581323313,1.301129943502825,1.301129943502825,0.3,20,20
429,1.6966101694915254,0.35664335664335667,0.3379032258064516,1.0554600530734184,25.354107279989687,0.9400297820495466,1.6412429378531075,1.7994350282485876,0.3523194362889019,0.7393258426966293,2.481818181818182,1.0554600530734184,1.0554600530734184,1.6966101694915254,1.6966101694915254,0.3,40,5
407,1.6096045197740114,0.36117936117936117,0.3379032258064516,1.068884028311236,25.25561057756717,0.9491141034727144,1.5423728813559323,1.7005649717514124,0.3523194362889019,0.7393258426966293,2.481818181818182,1.068884028311236,1.068884028311236,1.6096045197740114,1.6096045197740114,0.3,40,10
332,1.3129943502824861,0.33433734939759036,0.3379032258064516,0.9894470483365443,24.47150725869377,0.8660729876025843,1.2457627118644068,1.364406779661017,0.3663003663003663,0.56,2.0204545454545455,0.9894470483365443,0.9894470483365443,1.3129943502824861,1.3129943502824861,0.3,40,20
437,1.7282485875706217,0.3707093821510298,0.3379032258064516,1.0970874316641455,33.03739304192003,1.0303282093892814,1.6610169491525424,1.7994350282485876,0.49450549450549447,0.5662921348314607,2.609090909090909,1.0970874316641455,1.0970874316641455,1.7282485875706217,1.7282485875706217,0.3,60,5
415,1.6412429378531075,0.3759036144578313,0.3379032258064516,1.1124593840756822,33.348101786200765,1.0439831615619104,1.5819209039548023,1.7005649717514124,0.49450549450549447,0.5662921348314607,2.609090909090909,1.1124593840756822,1.1124593840756822,1.6412429378531075,1.6412429378531075,0.3,60,10
340,1.344632768361582,0.35294117647058826,0.3379032258064516,1.0445037203425525,34.36755631202885,0.9811185038662111,1.3248587570621468,1.364406779661017,0.5128205128205128,0.5662921348314607,2.147727272727273,1.0445037203425525,1.0445037203425525,1.344632768361582,1.344632768361582,0.3,60,20
435,1.7203389830508475,0.367816091954023,0.3379032258064516,1.0885249499355334,32.39557001885696,1.0303282093892814,1.6610169491525424,1.7994350282485876,0.49450549450549447,0.5348314606741573,2.609090909090909,1.0885249499355334,1.0885249499355334,1.7203389830508475,1.7203389830508475,0.3,120,5
413,1.6333333333333333,0.3728813559322034,0.3379032258064516,1.1035152299664253,32.673594286094534,1.0439831615619104,1.5819209039548023,1.7005649717514124,0.49450549450549447,0.5348314606741573,2.609090909090909,1.1035152299664253,1.1035152299664253,1.6333333333333333,1.6333333333333333,0.3,120,10
338,1.3367231638418078,0.34911242603550297,0.3379032258064516,1.033172812133708,33.54941226323532,0.9811185038662111,1.3248587570621468,1.364406779661017,0.5128205128205128,0.5348314606741573,2.147727272727273,1.033172812133708,1.033172812133708,1.3367231638418078,1.3367231638418078,0.3,120,20
460,1.8192090395480227,0.36086956521739133,0.3379032258064516,1.0679672097125663,27.74137587176332,1.0232558139534884,1.7005649717514124,1.8785310734463279,0.3814367450731087,1.053932584269663,2.625,1.0679672097125663,1.0679672097125663,1.8192090395480227,1.8192090395480227,0.35,20,5
437,1.7282485875706217,0.36613272311212813,0.3379032258064516,1.0835431423843411,27.639661351684772,1.0406504065040652,1.6214689265536724,1.7796610169491527,0.3814367450731087,1.053932584269663,2.625,1.0835431423843411,1.0835431423843411,1.7282485875706217,1.7282485875706217,0.35,20,10
352,1.3920903954802262,0.3494318181818182,0.3379032258064516,1.034118029941419,28.884615878244258,0.9803921568627452,1.344632768361582,1.423728813559322,0.4084411164057182,0.6825,2.115909090909091,1.034118029941419,1.034118029941419,1.3920903954802262,1.3920903954802262,0.35,20,20
463,1.8310734463276837,0.35205183585313177,0.3379032258064516,1.0418717815223948,26.134903667160078,0.9750158528852252,1.7796610169491527,1.8983050847457628,0.41208791208791207,0.755056179775281,2.7045454545454546,1.0418717815223948,1.0418717815223948,1.8310734463276837,1.8310734463276837,0.35,40,5
440,1.7401129943502827,0.3568181818181818,0.3379032258064516,1.0559774354523759,25.949907971750534,0.9922480620155039,1.7005649717514124,1.7994350282485876,0.41208791208791207,0.755056179775281,2.7045454545454546,1.0559774354523759,1.0559774354523759,1.7401129943502827,1.7401129943502827,0.35,40,10
355,1.4039548022598871,0.3380281690140845,0.3379032258064516,1.0003697603280783,26.779752918383014,0.9258442219582556,1.384180790960452,1.423728813559322,0.4370629370629371,0.6475,2.1954545454545458,1.0003697603280783,1.0003697603280783,1.4039548022598871,1.4039548022598871,0.35,40,20
481,1.9022598870056497,0.35343035343035345,0.3379032258064516,1.0459514039466307,34.377125192900046,0.9959839357429718,1.8389830508474576,1.997175141242938,0.6054131054131053,0.597752808988764,2.8000000000000003,1.0459514039466307,1.0459514039466307,1.9022598870056497,1.9022598870056497,0.35,60,5
458,1.8112994350282485,0.35807860262008734,0.3379032258064516,1.059707559066607,34.613310758646364,1.0171750833119713,1.7598870056497176,1.8983050847457628,0.6054131054131053,0.597752808988764,2.8000000000000003,1.059707559066607,1.059707559066607,1.8112994350282485,1.8112994350282485,0.35,60,10
373,1.475141242937853,0.34048257372654156,0.3379032258064516,1.0076333924126768,37.37734344749537,0.9561445783132531,1.4435028248587571,1.5225988700564972,0.6368631368631368,0.597752808988764,2.45,1.0076333924126768,1.0076333924126768,1.475141242937853,1.475141242937853,0.35,60,20
481,1.9022598870056497,0.35343035343035345,0.3379032258064516,1.0459514039466307,34.377125192900046,0.9959839357429718,1.8389830508474576,1.997175141242938,0.6054131054131053,0.597752808988764,2.8000000000000003,1.0459514039466307,1.0459514039466307,1.9022598870056497,1.9022598870056497,0.35,120,5
458,1.8112994350282485,0.35807860262008734,0.3379032258064516,1.059707559066607,34.613310758646364,1.0171750833119713,1.7598870056497176,1.8983050847457628,0.6054131054131053,0.597752808988764,2.8000000000000003,1.059707559066607,1.059707559066607,1.8112994350282485,1.8112994350282485,0.35,120,10
373,1.475141242937853,0.34048257372654156,0.3379032258064516,1.0076333924126768,37.37734344749537,0.9561445783132531,1.4435028248587571,1.5225988700564972,0.6368631368631368,0.597752808988764,2.45,1.0076333924126768,1.0076333924126768,1.475141242937853,1.475141242937853,0.35,120,20
