rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,301,1.1903954802259888,20,0,0.53156146179402,0.3379032258064516,1.5731174525646414,0.6981255759464418,66.99984626827556,1.5731174525646414,1.5731174525646414,1,1,1.1468926553672316,1.225988700564972,1.4040144107050951,0.7432432432432432,1.5731174525646414,1.1903954802259888,1.1903954802259888,0.9438202247191012,1.8613636363636363,4,incumbent,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,316,1.2461971830985916,20,0,0.4588607594936709,0.22186234817813766,2.068222766330962,0.7742581100890952,64.1844585857615,2.068222766330962,2.068222766330962,1,1,1.2028169014084507,1.2816901408450705,1.900635664101706,0.8070739549839229,2.068222766330962,1.2461971830985916,1.2461971830985916,1.1666666666666667,1.4615384615384615,4,incumbent,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,219,1.3626666666666665,20,0,0.6118721461187214,0.3401273885350318,1.7989499427086006,0.7675191242606972,115.74108977325565,1.7989499427086006,1.7989499427086006,1,1,1.3066666666666666,1.431111111111111,1.4427736006683376,0.8504672897196262,1.7989499427086006,1.3626666666666665,1.3626666666666665,1.0733333333333333,1.7,3,incumbent,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,535,1.2630691399662732,20,0,0.5214953271028038,0.26782178217821784,1.9471729403838514,0.7759626764849608,85.28894873540864,1.7989499427086006,1.9335863545197811,2,2,1.2158516020236088,1.2984822934232716,1.693772381867412,0.8169811320754717,1.9335863545197811,1.2461971830985916,1.3626666666666665,1.0733333333333333,1.7,7,incumbent,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,375,1.4830508474576272,20,0,0.416,0.3379032258064516,1.2311217183770884,0.5871150788229036,30.565097627338385,1.2311217183770884,1.2311217183770884,1,1,1.4830508474576272,1.4830508474576272,1.1377777777777778,0.8513513513513513,1.2311217183770884,1.4830508474576272,1.4830508474576272,0.875,2.7045454545454546,4,kyrgyz_selected,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,310,1.2225352112676056,20,0,0.27741935483870966,0.22186234817813766,1.2504120555686367,0.5953994090705393,-5.549458603121109,1.2504120555686367,1.2504120555686367,1,1,1.2225352112676056,1.2225352112676056,1.1382488479262671,0.8032786885245902,1.2504120555686367,1.2225352112676056,1.2225352112676056,0.8461538461538461,1.4318181818181819,4,kyrgyz_selected,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,195,1.2133333333333332,20,0,0.26666666666666666,0.3401273885350318,0.784019975031211,0.45394270675169557,4.408700186042912,0.784019975031211,0.784019975031211,0,1,1.2133333333333332,1.2133333333333332,0.6441025641025641,0.7894736842105263,0.784019975031211,1.2133333333333332,1.2133333333333332,0.8555555555555555,1.5,3,kyrgyz_selected,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,505,1.1922428330522767,20,0,0.2732673267326733,0.26782178217821784,1.0203327171903882,0.5652667848961244,-1.7042289716617334,0.784019975031211,1.017216015299924,1,2,1.1922428330522767,1.1922428330522767,0.9541284403669724,0.79,1.017216015299924,1.2133333333333332,1.2225352112676056,0.8461538461538461,1.5,7,kyrgyz_selected,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,299,1.1824858757062147,20,0,0.5351170568561873,0.3379032258064516,1.58363997733096,0.7034729752121373,66.26400844171751,1.58363997733096,1.58363997733096,1,1,1.0677966101694916,1.2457627118644068,1.370923161967938,0.7414965986394558,1.58363997733096,1.1824858757062147,1.1824858757062147,0.9123595505617977,1.8613636363636363,4,incumbent90_kyrgyz10,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,321,1.2659154929577465,20,0,0.45794392523364486,0.22186234817813766,2.0640903199399685,0.7769393195956159,59.756465804608894,2.0640903199399685,2.0640903199399685,1,1,1.2225352112676056,1.3211267605633803,1.8903061224489794,0.810126582278481,2.0640903199399685,1.2659154929577465,1.2659154929577465,1.0769230769230769,1.5230769230769232,4,incumbent90_kyrgyz10,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,221,1.3751111111111112,20,0,0.5882352941176471,0.3401273885350318,1.7294558272747302,0.7595982820701923,111.31526160985682,1.7294558272747302,1.7294558272747302,1,1,1.2755555555555553,1.462222222222222,1.4427736006683376,0.8564814814814815,1.7294558272747302,1.3751111111111112,1.3751111111111112,1.0733333333333333,1.625,3,incumbent90_kyrgyz10,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,542,1.279595278246206,20,0,0.511070110701107,0.26782178217821784,1.908246993745353,0.7744566881504339,80.77951723073397,1.7294558272747302,1.8967730736073494,2,2,1.239460370994941,1.3220910623946038,1.7260347129506006,0.8212290502793296,1.8967730736073494,1.2659154929577465,1.3751111111111112,1.0733333333333333,1.625,7,incumbent90_kyrgyz10,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,296,1.1706214689265537,20,0,0.5405405405405406,0.3379032258064516,1.5996903825066118,0.706983159834767,65.90831829087142,1.5996903825066118,1.5996903825066118,1,1,1.1271186440677967,1.2062146892655368,1.4563249327134817,0.7560137457044673,1.5996903825066118,1.1706214689265537,1.1706214689265537,0.8909090909090909,1.9886363636363638,4,incumbent75_kyrgyz25,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
