candidate,horizon,case_lift,matched_random_day_rate,macro_corridor_year_lift,symmetric_benefit_bps,future_only_benefit_bps,n_signals
kyrgyz_nbkr_direct_basis,1,0.8972877297100319,0.5435483870967741,0.8994306707769038,22.561182449079094,-13.856006389924403,285
kyrgyz_nbkr_direct_basis,3,1.0474333983105912,0.39193548387096777,1.0503785182704337,47.58717580460848,2.599071565523696,285
kyrgyz_nbkr_direct_basis,5,1.03839551145166,0.33790322580645166,1.051756818987249,53.94858387651909,14.115826808902415,285
kyrgyz_nbkr_direct_basis,10,1.1072591658787687,0.2693548387096774,1.113868250866427,53.43586692511359,28.726873680340397,285
kyrgyz_nbkr_direct_basis,20,1.1713900134952766,0.18870967741935485,1.1698714499620742,35.603082406579986,38.52047202595617,285
kyrgyz_nbkr_negative_direct_basis,1,1.138900664123216,0.5435483870967742,1.1365400201699922,-21.27193078620372,21.784479287038753,315
kyrgyz_nbkr_negative_direct_basis,3,1.0205761316872428,0.3919354838709677,1.0119306284343281,-41.58820536827265,18.130730689442785,315
kyrgyz_nbkr_negative_direct_basis,5,1.0052657498958215,0.3379032258064516,0.9919048855930711,-42.304479384713375,15.821434591290942,315
kyrgyz_nbkr_negative_direct_basis,10,0.9075182967398534,0.26935483870967747,0.8957973223243167,-47.97054994134997,8.838016910195108,315
kyrgyz_nbkr_negative_direct_basis,20,0.8916022249355582,0.18870967741935488,0.8752003663829578,-49.385735207056655,8.256157423669631,315
kyrgyz_nbkr_usd_basis,1,0.9604184479203339,0.5435483870967742,0.9605600138854197,-2.6108055196353996,2.3936179802981368,295
kyrgyz_nbkr_usd_basis,3,1.0465229824928506,0.39193548387096777,1.0431457556365185,-9.526620990051626,8.98583365652427,295
kyrgyz_nbkr_usd_basis,5,1.1336110998746005,0.33790322580645166,1.1264816689197743,-11.119934502000373,17.335946212149064,295
kyrgyz_nbkr_usd_basis,10,1.1955749517913323,0.26935483870967747,1.1903199428759732,6.479937711289677,49.886109061226406,295
kyrgyz_nbkr_usd_basis,20,1.5268723743300017,0.18870967741935482,1.51713219300957,29.228242682962456,94.0519967265697,295
kyrgyz_nbkr_negative_usd_basis,1,1.0913845999094702,0.5435483870967742,1.090466486861148,3.9904134237800926,6.021110003796678,295
kyrgyz_nbkr_negative_usd_basis,3,1.0551719327613864,0.39193548387096777,1.0539679119111476,11.429677066137984,-0.2930820693962294,295
kyrgyz_nbkr_negative_usd_basis,5,0.9329719671534322,0.33790322580645166,0.931328173582493,17.334779544828947,-2.470684853825859,295
kyrgyz_nbkr_negative_usd_basis,10,0.7425149700598801,0.26935483870967747,0.7527051628161996,5.368835573066552,-13.007972046244042,295
kyrgyz_nbkr_negative_usd_basis,20,0.7364913805591773,0.18870967741935482,0.738067886164621,-8.061325087125898,1.9554057335240378,295
kyrgyz_nbkr_cny_basis,1,1.049891196834817,0.5435483870967742,1.051128934773566,2.0840837630309332,10.219939666897293,375
kyrgyz_nbkr_cny_basis,3,1.143045267489712,0.3919354838709677,1.147088699235191,7.3167641098599345,17.750809873387166,375
kyrgyz_nbkr_cny_basis,5,1.2311217183770884,0.3379032258064516,1.2384251942187565,15.754414768753904,30.565097627338385,375
kyrgyz_nbkr_cny_basis,10,1.3563273453093814,0.2693548387096774,1.3707814826293472,37.11700610104733,66.86680832166776,375
kyrgyz_nbkr_cny_basis,20,1.7805128205128202,0.18870967741935488,1.7935528530559832,77.14481256470674,131.13664958448007,375
kyrgyz_nbkr_negative_cny_basis,1,0.9366064202859455,0.5435483870967741,0.9345997186360266,-6.241269912905363,-8.735003189018299,385
kyrgyz_nbkr_negative_cny_basis,3,0.8085083640639196,0.39193548387096777,0.8065706183662135,-13.797813073510312,-14.691007988582795,385
kyrgyz_nbkr_negative_cny_basis,5,0.7533087437622044,0.3379032258064516,0.7502148579162197,-19.390613389844585,-21.665398856509157,385
kyrgyz_nbkr_negative_cny_basis,10,0.6267983513492494,0.26935483870967747,0.6292191719105498,-23.896729316480858,-29.485552492184553,385
kyrgyz_nbkr_negative_cny_basis,20,0.46797646797646797,0.18870967741935485,0.46279004781660105,-34.86245561690032,-23.615615713649188,385
kyrgyz_nbkr_consensus_basis,1,0.9361145051492405,0.5435483870967742,0.9386177194200549,19.82008116092567,-1.3103616063470402,340
kyrgyz_nbkr_consensus_basis,3,1.0806100217864925,0.3919354838709677,1.085598020895987,37.297950215465974,2.3533368616996344,340
kyrgyz_nbkr_consensus_basis,5,1.061912115681595,0.3379032258064516,1.0720349992835898,42.918420470475986,11.54323630460412,340
kyrgyz_nbkr_consensus_basis,10,1.0373370905248327,0.2693548387096774,1.0450994855265605,49.542844336742405,37.70067792945311,340
kyrgyz_nbkr_consensus_basis,20,1.3092006033182506,0.18870967741935482,1.311265824128471,50.33046172765503,72.49804579605102,340
kyrgyz_nbkr_negative_consensus_basis,1,1.0398658237646754,0.5435483870967742,1.0372872711065575,-21.042584054803417,1.4608900710527766,345
kyrgyz_nbkr_negative_consensus_basis,3,0.8726665473847437,0.39193548387096777,0.8649854237636561,-42.17420748112274,-2.594913968182392,345
kyrgyz_nbkr_negative_consensus_basis,5,0.8149147383348899,0.3379032258064516,0.798365522736335,-49.18119266743034,-8.265110638570233,345
kyrgyz_nbkr_negative_consensus_basis,10,0.6026208452659897,0.2693548387096774,0.591898730690028,-61.92887078452435,-25.831853316569898,345
kyrgyz_nbkr_negative_consensus_basis,20,0.5068747677443329,0.18870967741935485,0.4958590802025511,-74.86877669978695,-27.64753151765265,345
kyrgyz_nbkr_inverse_rub_momentum_1,1,1.0599229372425705,0.5435483870967742,1.0583534391095448,1.6551789006528228,6.756755161581521,335
