candidate,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
ap26_core_ap23_calendar_fallback_cap2,1,3280,704,2024-01-09,2026-08-31,1.0,0.5161585365853658,1.9373892498523333,1.944806296961277,1.0451749734888653,1.016967126193001,1.0615058324496287,31.49716506727302,94.8851984446056
ap26_core_ap23_calendar_fallback_cap2,3,3270,704,2024-01-09,2026-08-27,0.8522727272727273,0.354434250764526,2.4046003608126125,2.420520513209137,1.0496272630457937,1.0212992545260917,1.066027689030884,62.069707064783934,123.2412758691673
ap26_core_ap23_calendar_fallback_cap2,5,3260,704,2024-01-09,2026-08-25,0.7272727272727273,0.294478527607362,2.4696969696969697,2.4899669934347157,1.0518676627534684,1.023479188900747,1.0683030949839913,74.59642622931636,132.93943610972852
ap26_core_ap23_calendar_fallback_cap2,10,3235,694,2024-01-09,2026-08-18,0.5561959654178674,0.22812982998454404,2.4380676803886194,2.4709519545805296,1.0447311827956987,1.0161290322580645,1.0612903225806452,79.61018949629657,132.77276780498335
ap26_core_ap23_calendar_fallback_cap2,20,3185,680,2024-01-09,2026-08-04,0.4088235294117647,0.165149136577708,2.475480876761351,2.516300457061765,1.039301310043668,1.0087336244541485,1.054585152838428,88.27482222173933,129.27972167116326
ap26_core_ap23_deficit_decision_cap2,1,3280,720,2024-01-09,2026-08-31,1.0,0.5161585365853658,1.9373892498523333,1.9466974198629987,1.0689289501590666,1.0466595970307528,1.0837751855779427,31.6939077153684,94.39279818856386
ap26_core_ap23_deficit_decision_cap2,3,3270,720,2024-01-09,2026-08-27,0.8444444444444444,0.354434250764526,2.3825136612021858,2.4031426596839087,1.0734824281150162,1.0511182108626198,1.08839190628328,61.265851645753344,121.36960717599773
ap26_core_ap23_deficit_decision_cap2,5,3260,720,2024-01-09,2026-08-25,0.7194444444444444,0.294478527607362,2.443113425925926,2.4688706872670174,1.0757737459978656,1.0533617929562433,1.0907150480256136,73.4633243377477,130.13802834320467
ap26_core_ap23_deficit_decision_cap2,10,3235,710,2024-01-09,2026-08-18,0.5507042253521127,0.22812982998454404,2.4139948089621743,2.4556975522890974,1.0688172043010753,1.0462365591397849,1.0838709677419354,78.20724737094736,129.29040131135008
ap26_core_ap23_deficit_decision_cap2,20,3185,696,2024-01-09,2026-08-04,0.40229885057471265,0.165149136577708,2.4359730780997335,2.489157410162647,1.063755458515284,1.039301310043668,1.0775109170305677,86.63341857275137,125.26030403102794
