rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,rate,rolling,cooldown
0.22,248,0.9807909604519774,40,3,0.29838709677419356,0.3379032258064516,0.883054892601432,0.5649158863833904,-6.433800975667058,0.883054892601432,0.883054892601432,0,1,0.9293785310734464,1.0480225988700564,0.797598627787307,0.8930041152263375,0.883054892601432,0.9807909604519774,0.9807909604519774,0.4876404494382023,1.590909090909091,4,quarterly_reset_hist_qrank60,0.22,40,3
0.22,209,0.8265536723163841,60,3,0.3684210526315789,0.3379032258064516,1.0903152870242432,0.5649158863833904,19.570294925620676,1.0903152870242432,1.0903152870242432,1,1,0.7514124293785311,0.9096045197740114,1.024793388429752,0.8725490196078431,1.0903152870242432,0.8265536723163841,0.8265536723163841,0.17303370786516856,1.6863636363636363,4,quarterly_reset_hist_qrank60,0.22,60,3
0.25,775,3.0649717514124295,0,0,0.3664516129032258,0.3379032258064516,1.0844868735083533,0.5649158863833904,16.24894398191504,1.0844868735083533,1.0844868735083533,1,1,2.669491525423729,3.282485875706215,1.0257147994964935,0.9766233766233766,1.0844868735083533,3.0649717514124295,3.0649717514124295,0.9545454545454546,5.122727272727273,4,quarterly_reset_hist_qrank60,0.25,0,0
0.25,497,1.965536723163842,20,0,0.30181086519114686,0.3379032258064516,0.8931872860072126,0.5649158863833904,-3.578217520687854,0.8931872860072126,0.8931872860072126,0,1,1.7994350282485876,2.076271186440678,0.8051948051948051,0.9247967479674797,0.8931872860072126,1.965536723163842,1.965536723163842,1.21123595505618,3.2613636363636362,4,quarterly_reset_hist_qrank60,0.25,20,0
0.25,512,2.0248587570621472,40,0,0.3125,0.3379032258064516,0.9248210023866349,0.5649158863833904,-2.8913269924106793,0.9248210023866349,0.9248210023866349,0,1,1.8587570621468927,2.2344632768361583,0.8671328671328672,0.9585798816568047,0.9248210023866349,2.0248587570621472,2.0248587570621472,0.8494382022471911,3.4045454545454543,4,quarterly_reset_hist_qrank60,0.25,40,0
0.25,483,1.9101694915254237,60,0,0.36645962732919257,0.3379032258064516,1.0845105916186129,0.5649158863833904,19.935863910654355,1.0845105916186129,1.0845105916186129,1,1,1.8389830508474576,1.997175141242938,1.0271084337349399,0.9560669456066946,1.0845105916186129,1.9101694915254237,1.9101694915254237,0.33033707865168543,4.168181818181818,4,quarterly_reset_hist_qrank60,0.25,60,0
0.25,484,1.9141242937853107,120,0,0.39462809917355374,0.3379032258064516,1.1678731335923787,0.5649158863833904,26.721200554258015,1.1678731335923787,1.1678731335923787,1,1,1.7994350282485876,2.016949152542373,1.0838648712497048,0.9749478079331941,1.1678731335923787,1.9141242937853107,1.9141242937853107,0.0,4.470454545454546,4,quarterly_reset_hist_qrank60,0.25,120,0
0.25,578,2.2858757062146893,250,0,0.39273356401384085,0.3379032258064516,1.162266394694899,0.5649158863833904,25.35757443363531,1.162266394694899,1.162266394694899,1,1,2.214689265536723,2.3531073446327686,1.0938037865748709,0.9738219895287958,1.162266394694899,2.2858757062146893,2.2858757062146893,0.03146067415730337,4.947727272727273,4,quarterly_reset_hist_qrank60,0.25,250,0
0.25,255,1.0084745762711864,40,3,0.30196078431372547,0.3379032258064516,0.8936309607375169,0.5649158863833904,-6.319367426856921,0.8936309607375169,0.8936309607375169,0,1,0.9491525423728814,1.1073446327683616,0.8051948051948051,0.904,0.8936309607375169,1.0084745762711864,1.0084745762711864,0.4876404494382023,1.6068181818181817,4,quarterly_reset_hist_qrank60,0.25,40,3
0.25,230,0.9096045197740114,60,3,0.34347826086956523,0.3379032258064516,1.01649891044931,0.5649158863833904,10.66823840362764,1.01649891044931,1.01649891044931,1,1,0.8700564971751413,0.9491525423728814,0.9696969696969697,0.88,1.01649891044931,0.9096045197740114,0.9096045197740114,0.17303370786516856,1.8454545454545455,4,quarterly_reset_hist_qrank60,0.25,60,3
0.3,821,3.2468926553672315,0,0,0.35809987819732036,0.3379032258064516,1.0597705225887286,0.5649158863833904,13.114130709573217,1.0597705225887286,1.0597705225887286,1,1,3.1242937853107344,3.3220338983050848,1.0135039090262972,0.9828431372549019,1.0597705225887286,3.2468926553672315,3.2468926553672315,1.1454545454545455,5.138636363636364,4,quarterly_reset_hist_qrank60,0.3,0,0
