rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,passed_2025
0.12,397,0.9372681281618889,120,0,0.3929471032745592,0.26782178217821784,1.4671962081600916,0.5984372715240727,30.727794544167484,1.48475740661228,1.4877498063287702,2,2,0.8735244519392918,1.003372681281619,1.2103305785123968,0.9285714285714286,1.4877498063287702,0.8835555555555554,1.0056338028169014,0.0,3.8153846153846156,7,quarterly_reset_hist_qrank120_anchor50,False
0.12,388,0.9160202360876897,120,0,0.3788659793814433,0.26782178217821784,1.4146197381710082,0.5716906687463053,30.22885798843881,1.4096903066894957,1.424656595938058,2,2,0.790893760539629,1.003372681281619,1.2106548279689233,0.9242819843342036,1.424656595938058,0.9022222222222221,0.9583098591549296,0.0,3.4153846153846152,7,quarterly_qrank_tree_consensus,False
0.12,460,1.0860033726812817,120,0,0.3695652173913043,0.26782178217821784,1.3798923089287147,0.5719768690190079,32.894143757621855,1.3349529304585486,1.3722541692770513,2,2,0.9561551433389546,1.1686340640809445,1.2585669781931463,0.9428571428571428,1.3722541692770513,1.084507042253521,1.151111111111111,0.0,4.1692307692307695,7,quarterly_reset_extra_qrank120,False
0.25,306,0.7224283305227657,60,3,0.38235294117647056,0.26782178217821784,1.4276394476459713,0.5619998525256237,34.43168870708155,1.2877997914494264,1.3637113383180233,2,2,0.672849915682968,0.7672849915682969,1.0787031150667514,0.8704318936877077,1.3637113383180233,0.6349295774647887,0.9022222222222221,0.0,1.95,7,anchor_multiscale_locked,False
0.12,412,0.9726812816188871,60,0,0.3470873786407767,0.26782178217821784,1.2959639646106633,0.5617711422640316,13.856374708113414,1.1631740051801271,1.2897148001601741,2,2,0.8381112984822935,1.0505902192242833,0.9875451053428006,0.8378378378378378,1.2897148001601741,0.9780281690140845,1.0204444444444443,0.2545454545454546,2.5846153846153848,7,quarterly_reset_hist_qrank250_anchor25,False
0.22,285,0.672849915682968,60,3,0.34035087719298246,0.26782178217821784,1.2708110386872913,0.5759211836943331,26.517251810837998,1.163338991727966,1.2299796648470847,2,2,0.6374367622259697,0.7082630691399663,0.9274563820018367,0.7964285714285714,1.2299796648470847,0.5757746478873239,0.8648888888888888,0.05384615384615385,1.7076923076923076,7,quarterly_reset_hist_qrank250_anchor50,False
0.2,505,1.1922428330522767,60,0,0.32475247524752476,0.26782178217821784,1.212569316081331,0.5588129062575379,6.8680894231960306,1.184512094865599,1.195526134352452,2,2,1.12141652613828,1.239460370994941,1.0730939498278405,0.894,1.195526134352452,1.155492957746479,1.319111111111111,0.3340909090909091,3.1076923076923078,7,quarterly_reset_hist_qrank120,False
0.3,383,0.9042158516020236,60,3,0.3263707571801567,0.26782178217821784,1.2186116996375536,0.5938668156407825,16.77825547315315,1.171897810218978,1.1723572880734072,2,2,0.8381112984822935,0.9325463743676223,0.9720682079715451,0.8571428571428571,1.1723572880734072,0.7887323943661971,1.1386666666666665,0.1846153846153846,1.9076923076923078,7,quarterly_reset_hist_qrank60_anchor50,False
0.12,442,1.0435075885328837,20,0,0.32805429864253394,0.26782178217821784,1.2248977509388512,0.5898356410573663,15.590743219550413,0.7257515773846344,1.126438931850748,1,2,0.9443507588532885,1.1332209106239461,1.078168044077135,0.8032036613272311,1.126438931850748,0.9307042253521127,1.2817777777777777,0.4,2.45,7,quarterly_qrank_tree_anchor,False
0.2,551,1.3008431703204049,60,0,0.29038112522686027,0.26782178217821784,1.084232667205652,0.538020268978265,-3.770047018954753,0.9871894654914912,1.0989042722919011,1,2,1.2748735244519394,1.345699831365936,0.9583715947352311,0.8791208791208791,1.0989042722919011,1.2693333333333332,1.3684507042253522,0.3181818181818182,2.630769230769231,7,quarterly_reset_hist_qrank250,False
0.25,326,0.7696458684654301,60,3,0.294478527607362,0.26782178217821784,1.0995316557613146,0.5880209563588327,14.811370177550225,1.0543716905592149,1.0750343753437281,2,2,0.6964586846543002,0.8263069139966274,0.9599239664185014,0.7819314641744548,1.0750343753437281,0.7138028169014085,0.9022222222222221,0.16923076923076924,1.876923076923077,7,quarterly_reset_hist_qrank120_anchor25,False
0.3,432,1.0198988195615515,40,3,0.26851851851851855,0.26782178217821784,1.0026014924351339,0.5826681364112986,-1.5930009498140723,0.8619536452729228,0.9832560868159056,1,2,0.9915682967959528,1.0387858347386172,0.8744588744588745,0.8360655737704918,0.9832560868159056,0.9898591549295775,1.1262222222222222,0.43076923076923074,1.723076923076923,7,quarterly_reset_hist_qrank60_anchor25,False
0.35,416,0.98212478920742,60,3,0.25961538461538464,0.26782178217821784,0.9693587373809186,0.5537687826740103,-2.933413086143401,0.8765440714634658,0.9685425380932614,1,2,0.9207419898819562,1.026981450252951,0.8265514889747669,0.829683698296837,0.9685425380932614,1.0017777777777779,1.0056338028169014,0.3076923076923077,1.8153846153846156,7,quarterly_reset_hist_qrank60,False
