candidate,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
t1810_cny_urgent_cap2,1,1135,330,2023-01-09,2023-12-01,0.7818181818181819,0.5744493392070484,1.3609871723368656,1.3609871723368656,1.4128440366972477,1.4128440366972477,1.4128440366972477,20.450530369900164,56.32604670984632
t1810_cny_urgent_cap2,3,1135,330,2023-01-09,2023-12-01,0.6393939393939394,0.45198237885462555,1.4146435111347393,1.4146435111347393,1.4128440366972477,1.4128440366972477,1.4128440366972477,24.524318264150857,58.88087235436773
t1810_cny_urgent_cap2,5,1135,330,2023-01-09,2023-12-01,0.5666666666666667,0.3894273127753304,1.455128205128205,1.4551282051282053,1.4128440366972477,1.4128440366972477,1.4128440366972477,32.46584546792475,76.46678053378444
t1810_cny_urgent_cap2,10,1135,330,2023-01-09,2023-12-01,0.47575757575757577,0.31541850220264317,1.5083375656001354,1.5083375656001354,1.4128440366972477,1.4128440366972477,1.4128440366972477,44.41454389992176,115.43477770239905
t1810_cny_urgent_cap2,20,1135,330,2023-01-09,2023-12-01,0.4121212121212121,0.2669603524229075,1.5437543754375436,1.5437543754375436,1.4128440366972477,1.4128440366972477,1.4128440366972477,53.26685219397226,176.03841081706432
t1810_cny_hist50_urgent_cap2,1,1135,316,2023-01-09,2023-12-01,0.7753164556962026,0.5744493392070484,1.3496689834588802,1.3498131158681617,1.352905198776758,1.3058103975535167,1.3700305810397553,16.2061869026793,49.89392732056158
t1810_cny_hist50_urgent_cap2,3,1135,316,2023-01-09,2023-12-01,0.6550632911392406,0.45198237885462555,1.4493115700644017,1.4499645138396027,1.352905198776758,1.3058103975535167,1.3700305810397553,24.04252086854013,62.53363866340768
t1810_cny_hist50_urgent_cap2,5,1135,316,2023-01-09,2023-12-01,0.5981012658227848,0.3894273127753304,1.53584827309697,1.5363652641002685,1.352905198776758,1.3058103975535167,1.3700305810397553,31.73193026314776,81.91177793142502
t1810_cny_hist50_urgent_cap2,10,1135,316,2023-01-09,2023-12-01,0.4936708860759494,0.31541850220264317,1.5651297645145323,1.5665560716655607,1.352905198776758,1.3058103975535167,1.3700305810397553,45.16748579016033,122.6762495877459
t1810_cny_hist50_urgent_cap2,20,1135,316,2023-01-09,2023-12-01,0.4272151898734177,0.2669603524229075,1.6002945231231984,1.6026881439255267,1.352905198776758,1.3058103975535167,1.3700305810397553,60.876324621483015,176.18247964788725
t1810_cny_hazard50_urgent_cap2,1,1135,320,2023-01-09,2023-12-01,0.76875,0.5744493392070484,1.3382381134969326,1.3381098437649765,1.3700305810397553,1.348623853211009,1.3914373088685015,16.59259114141809,52.87345325512172
t1810_cny_hazard50_urgent_cap2,3,1135,320,2023-01-09,2023-12-01,0.634375,0.45198237885462555,1.4035392300194933,1.403111868948298,1.3700305810397553,1.348623853211009,1.3914373088685015,27.464032642564327,65.82357729984342
t1810_cny_hazard50_urgent_cap2,5,1135,320,2023-01-09,2023-12-01,0.578125,0.3894273127753304,1.4845517533936652,1.4841844848913237,1.3700305810397553,1.348623853211009,1.3914373088685015,36.31023439574454,85.57594376321461
