currency,date,decision_at,cny_announced_price,cny_announced_effective_date,cny_source_received_at,local_source_term,cny_basis_last_z,cny_last_missing,cny_basis_mean_z,cny_mean_missing,cny_basis_post_z,cny_post_missing,cny_n,cny_age,cny_quality,cny_range,cny_late_z,cny_max_source,local_basis_last_z,local_last_missing,local_basis_mean_z,local_mean_missing,local_basis_post_z,local_post_missing,local_n,local_age,local_quality,local_range,local_late_z,local_max_source
AMD,2022-01-12,2022-01-12T19:30:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.8976601510238834,0.0,-0.022803851355537457,0.0,0.1596071132657079,0.0,50.0,20.016666666666666,0.8463641661483698,78.71269719751058,0.8532438716129201,2022-01-12T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-12,2022-01-12T19:30:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.8976601510238834,0.0,-0.022803851355537457,0.0,0.1596071132657079,0.0,50.0,20.016666666666666,0.8463641661483698,78.71269719751058,0.8532438716129201,2022-01-12T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-12,2022-01-12T19:30:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.8976601510238834,0.0,-0.022803851355537457,0.0,0.1596071132657079,0.0,50.0,20.016666666666666,0.8463641661483698,78.71269719751058,0.8532438716129201,2022-01-12T19:30:00,-0.6293742177500593,0.0,-0.6293742177501015,0.0,0.0,1.0,1.0,525.95,0.000520369981233441,0.0,0.0,2022-01-12T11:10:00
TJS,2022-01-12,2022-01-12T19:30:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.8976601510238834,0.0,-0.022803851355537457,0.0,0.1596071132657079,0.0,50.0,20.016666666666666,0.8463641661483698,78.71269719751058,0.8532438716129201,2022-01-12T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-12,2022-01-12T19:30:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.8976601510238834,0.0,-0.022803851355537457,0.0,0.1596071132657079,0.0,50.0,20.016666666666666,0.8463641661483698,78.71269719751058,0.8532438716129201,2022-01-12T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-13,2022-01-13T19:30:00+03:00,11.7246,2022-01-14,2022-01-13T18:00:00+03:00,TOD,5.460471405550739,0.0,1.5870692844184213,0.0,3.526171688608002,0.0,54.0,20.016666666666666,0.8463641661483698,267.2962038054699,3.442907083564388,2022-01-13T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-13,2022-01-13T19:30:00+03:00,11.7246,2022-01-14,2022-01-13T18:00:00+03:00,TOD,5.460471405550739,0.0,1.5870692844184213,0.0,3.526171688608002,0.0,54.0,20.016666666666666,0.8463641661483698,267.2962038054699,3.442907083564388,2022-01-13T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-13,2022-01-13T19:30:00+03:00,11.7246,2022-01-14,2022-01-13T18:00:00+03:00,TOM,5.460471405550739,0.0,1.5870692844184213,0.0,3.526171688608002,0.0,54.0,20.016666666666666,0.8463641661483698,267.2962038054699,3.442907083564388,2022-01-13T19:30:00,1.7323238602474207,0.0,1.7323238602474207,0.0,0.0,1.0,1.0,390.01666666666665,0.0016153676207933763,0.0,0.0,2022-01-13T13:20:00
TJS,2022-01-13,2022-01-13T19:30:00+03:00,11.7246,2022-01-14,2022-01-13T18:00:00+03:00,TOD,5.460471405550739,0.0,1.5870692844184213,0.0,3.526171688608002,0.0,54.0,20.016666666666666,0.8463641661483698,267.2962038054699,3.442907083564388,2022-01-13T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-13,2022-01-13T19:30:00+03:00,11.7246,2022-01-14,2022-01-13T18:00:00+03:00,TOD,5.460471405550739,0.0,1.5870692844184213,0.0,3.526171688608002,0.0,54.0,20.016666666666666,0.8463641661483698,267.2962038054699,3.442907083564388,2022-01-13T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-14,2022-01-14T19:30:00+03:00,11.9457,2022-01-15,2022-01-14T18:00:00+03:00,TOD,0.5801714000511554,0.0,0.6535133053382685,0.0,1.0600919434589613,0.0,54.0,20.016666666666666,0.8463641661483698,172.6046080172715,-1.209180420521614,2022-01-14T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-14,2022-01-14T19:30:00+03:00,11.9457,2022-01-15,2022-01-14T18:00:00+03:00,TOD,0.5801714000511554,0.0,0.6535133053382685,0.0,1.0600919434589613,0.0,54.0,20.016666666666666,0.8463641661483698,172.6046080172715,-1.209180420521614,2022-01-14T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-14,2022-01-14T19:30:00+03:00,11.9457,2022-01-15,2022-01-14T18:00:00+03:00,TOM,0.5801714000511554,0.0,0.6535133053382685,0.0,1.0600919434589613,0.0,54.0,20.016666666666666,0.8463641661483698,172.6046080172715,-1.209180420521614,2022-01-14T19:30:00,0.4205302965842173,0.0,-0.36497882672641363,0.0,0.0,1.0,2.0,420.93333333333334,0.0024969521582347736,90.87693267477748,0.0,2022-01-14T12:50:00
TJS,2022-01-14,2022-01-14T19:30:00+03:00,11.9457,2022-01-15,2022-01-14T18:00:00+03:00,TOD,0.5801714000511554,0.0,0.6535133053382685,0.0,1.0600919434589613,0.0,54.0,20.016666666666666,0.8463641661483698,172.6046080172715,-1.209180420521614,2022-01-14T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-14,2022-01-14T19:30:00+03:00,11.9457,2022-01-15,2022-01-14T18:00:00+03:00,TOD,0.5801714000511554,0.0,0.6535133053382685,0.0,1.0600919434589613,0.0,54.0,20.016666666666666,0.8463641661483698,172.6046080172715,-1.209180420521614,2022-01-14T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-17,2022-01-17T19:30:00+03:00,11.9798,2022-01-18,2022-01-17T18:00:00+03:00,TOD,-0.10454665735632603,0.0,0.6587801074759935,0.0,0.6645324188263922,0.0,54.0,20.016666666666666,0.8463641661483698,143.79741369893193,-1.095935343683591,2022-01-17T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-17,2022-01-17T19:30:00+03:00,11.9798,2022-01-18,2022-01-17T18:00:00+03:00,TOD,-0.10454665735632603,0.0,0.6587801074759935,0.0,0.6645324188263922,0.0,54.0,20.016666666666666,0.8463641661483698,143.79741369893193,-1.095935343683591,2022-01-17T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-17,2022-01-17T19:30:00+03:00,11.9798,2022-01-18,2022-01-17T18:00:00+03:00,TOM,-0.10454665735632603,0.0,0.6587801074759935,0.0,0.6645324188263922,0.0,54.0,20.016666666666666,0.8463641661483698,143.79741369893193,-1.095935343683591,2022-01-17T19:30:00,1.9513867105418279,0.0,2.3974176515148526,0.0,0.0,1.0,4.0,288.95,0.01500043413606043,307.37105013565093,0.0,2022-01-17T15:10:00
TJS,2022-01-17,2022-01-17T19:30:00+03:00,11.9798,2022-01-18,2022-01-17T18:00:00+03:00,TOD,-0.10454665735632603,0.0,0.6587801074759935,0.0,0.6645324188263922,0.0,54.0,20.016666666666666,0.8463641661483698,143.79741369893193,-1.095935343683591,2022-01-17T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-17,2022-01-17T19:30:00+03:00,11.9798,2022-01-18,2022-01-17T18:00:00+03:00,TOD,-0.10454665735632603,0.0,0.6587801074759935,0.0,0.6645324188263922,0.0,54.0,20.016666666666666,0.8463641661483698,143.79741369893193,-1.095935343683591,2022-01-17T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-18,2022-01-18T19:30:00+03:00,12.018,2022-01-19,2022-01-18T18:00:00+03:00,TOD,0.6655236706669692,0.0,0.27658386602427876,0.0,0.40936962786285996,0.0,55.0,20.016666666666666,0.8463641661483698,85.16063647383035,0.4259191468767016,2022-01-18T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-18,2022-01-18T19:30:00+03:00,12.018,2022-01-19,2022-01-18T18:00:00+03:00,TOD,0.6655236706669692,0.0,0.27658386602427876,0.0,0.40936962786285996,0.0,55.0,20.016666666666666,0.8463641661483698,85.16063647383035,0.4259191468767016,2022-01-18T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-18,2022-01-18T19:30:00+03:00,12.018,2022-01-19,2022-01-18T18:00:00+03:00,TOM,0.6655236706669692,0.0,0.27658386602427876,0.0,0.40936962786285996,0.0,55.0,20.016666666666666,0.8463641661483698,85.16063647383035,0.4259191468767016,2022-01-18T19:30:00,6.732694046653219,0.0,2.5338177850029533,0.0,0.0,1.0,3.0,341.9166666666667,0.007235563061642877,380.5719480637336,0.0,2022-01-18T14:10:00
TJS,2022-01-18,2022-01-18T19:30:00+03:00,12.018,2022-01-19,2022-01-18T18:00:00+03:00,TOD,0.6655236706669692,0.0,0.27658386602427876,0.0,0.40936962786285996,0.0,55.0,20.016666666666666,0.8463641661483698,85.16063647383035,0.4259191468767016,2022-01-18T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-18,2022-01-18T19:30:00+03:00,12.018,2022-01-19,2022-01-18T18:00:00+03:00,TOD,0.6655236706669692,0.0,0.27658386602427876,0.0,0.40936962786285996,0.0,55.0,20.016666666666666,0.8463641661483698,85.16063647383035,0.4259191468767016,2022-01-18T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-19,2022-01-19T19:30:00+03:00,12.1011,2022-01-20,2022-01-19T18:00:00+03:00,TOD,-0.8142912988185179,0.0,-0.8080695850231786,0.0,-1.0669363390911566,0.0,53.0,20.016666666666666,0.8463641661483698,157.69543184387544,0.7916180183504562,2022-01-19T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-19,2022-01-19T19:30:00+03:00,12.1011,2022-01-20,2022-01-19T18:00:00+03:00,TOD,-0.8142912988185179,0.0,-0.8080695850231786,0.0,-1.0669363390911566,0.0,53.0,20.016666666666666,0.8463641661483698,157.69543184387544,0.7916180183504562,2022-01-19T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-19,2022-01-19T19:30:00+03:00,12.1011,2022-01-20,2022-01-19T18:00:00+03:00,TOM,-0.8142912988185179,0.0,-0.8080695850231786,0.0,-1.0669363390911566,0.0,53.0,20.016666666666666,0.8463641661483698,157.69543184387544,0.7916180183504562,2022-01-19T19:30:00,-5.762072024686389,0.0,-5.762072024686368,0.0,0.0,1.0,1.0,490.01666666666665,0.0007020358740771424,0.0,0.0,2022-01-19T11:40:00
TJS,2022-01-19,2022-01-19T19:30:00+03:00,12.1011,2022-01-20,2022-01-19T18:00:00+03:00,TOD,-0.8142912988185179,0.0,-0.8080695850231786,0.0,-1.0669363390911566,0.0,53.0,20.016666666666666,0.8463641661483698,157.69543184387544,0.7916180183504562,2022-01-19T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-19,2022-01-19T19:30:00+03:00,12.1011,2022-01-20,2022-01-19T18:00:00+03:00,TOD,-0.8142912988185179,0.0,-0.8080695850231786,0.0,-1.0669363390911566,0.0,53.0,20.016666666666666,0.8463641661483698,157.69543184387544,0.7916180183504562,2022-01-19T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-20,2022-01-20T19:30:00+03:00,12.052,2022-01-21,2022-01-20T18:00:00+03:00,TOD,-0.16387083189188073,0.0,0.19692214984937612,0.0,0.2230741197965796,0.0,53.0,20.016666666666666,0.8463641661483698,88.657036936314,-0.5456024564269101,2022-01-20T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-20,2022-01-20T19:30:00+03:00,12.052,2022-01-21,2022-01-20T18:00:00+03:00,TOD,-0.16387083189188073,0.0,0.19692214984937612,0.0,0.2230741197965796,0.0,53.0,20.016666666666666,0.8463641661483698,88.657036936314,-0.5456024564269101,2022-01-20T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-20,2022-01-20T19:30:00+03:00,12.052,2022-01-21,2022-01-20T18:00:00+03:00,TOD,-0.16387083189188073,0.0,0.19692214984937612,0.0,0.2230741197965796,0.0,53.0,20.016666666666666,0.8463641661483698,88.657036936314,-0.5456024564269101,2022-01-20T19:30:00,5.400198864642371,0.0,3.032413102333957,0.0,0.0,1.0,2.0,465.95,0.001715890113386803,280.1303622767389,0.0,2022-01-20T12:10:00
TJS,2022-01-20,2022-01-20T19:30:00+03:00,12.052,2022-01-21,2022-01-20T18:00:00+03:00,TOD,-0.16387083189188073,0.0,0.19692214984937612,0.0,0.2230741197965796,0.0,53.0,20.016666666666666,0.8463641661483698,88.657036936314,-0.5456024564269101,2022-01-20T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-20,2022-01-20T19:30:00+03:00,12.052,2022-01-21,2022-01-20T18:00:00+03:00,TOD,-0.16387083189188073,0.0,0.19692214984937612,0.0,0.2230741197965796,0.0,53.0,20.016666666666666,0.8463641661483698,88.657036936314,-0.5456024564269101,2022-01-20T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-21,2022-01-21T19:30:00+03:00,12.0972,2022-01-22,2022-01-21T18:00:00+03:00,TOD,1.57004991982004,0.0,-0.04100537847786199,0.0,0.32813325848530395,0.0,54.0,20.016666666666666,0.8463641661483698,159.22458235750315,1.8679018949150965,2022-01-21T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-21,2022-01-21T19:30:00+03:00,12.0972,2022-01-22,2022-01-21T18:00:00+03:00,TOD,1.57004991982004,0.0,-0.04100537847786199,0.0,0.32813325848530395,0.0,54.0,20.016666666666666,0.8463641661483698,159.22458235750315,1.8679018949150965,2022-01-21T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-21,2022-01-21T19:30:00+03:00,12.0972,2022-01-22,2022-01-21T18:00:00+03:00,TOM,1.57004991982004,0.0,-0.04100537847786199,0.0,0.32813325848530395,0.0,54.0,20.016666666666666,0.8463641661483698,159.22458235750315,1.8679018949150965,2022-01-21T19:30:00,-0.8888554994627101,0.0,-0.8888554994627101,0.0,0.0,1.0,1.0,458.93333333333334,0.0009096066771575709,0.0,0.0,2022-01-21T12:20:00
TJS,2022-01-21,2022-01-21T19:30:00+03:00,12.0972,2022-01-22,2022-01-21T18:00:00+03:00,TOD,1.57004991982004,0.0,-0.04100537847786199,0.0,0.32813325848530395,0.0,54.0,20.016666666666666,0.8463641661483698,159.22458235750315,1.8679018949150965,2022-01-21T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-21,2022-01-21T19:30:00+03:00,12.0972,2022-01-22,2022-01-21T18:00:00+03:00,TOD,1.57004991982004,0.0,-0.04100537847786199,0.0,0.32813325848530395,0.0,54.0,20.016666666666666,0.8463641661483698,159.22458235750315,1.8679018949150965,2022-01-21T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-24,2022-01-24T19:30:00+03:00,12.219,2022-01-25,2022-01-24T18:00:00+03:00,TOD,3.764554743484547,0.0,2.380417032889959,0.0,3.40879449594242,0.0,55.0,20.016666666666666,0.8463641661483698,312.14863914387615,0.35573287703619494,2022-01-24T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-24,2022-01-24T19:30:00+03:00,12.219,2022-01-25,2022-01-24T18:00:00+03:00,TOD,3.764554743484547,0.0,2.380417032889959,0.0,3.40879449594242,0.0,55.0,20.016666666666666,0.8463641661483698,312.14863914387615,0.35573287703619494,2022-01-24T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-24,2022-01-24T19:30:00+03:00,12.219,2022-01-25,2022-01-24T18:00:00+03:00,TOM,3.764554743484547,0.0,2.380417032889959,0.0,3.40879449594242,0.0,55.0,20.016666666666666,0.8463641661483698,312.14863914387615,0.35573287703619494,2022-01-24T19:30:00,-5.074464560131129,0.0,-5.074464560131129,0.0,0.0,1.0,1.0,391.4166666666667,0.0015966311736783619,0.0,0.0,2022-01-24T13:20:00
TJS,2022-01-24,2022-01-24T19:30:00+03:00,12.219,2022-01-25,2022-01-24T18:00:00+03:00,TOD,3.764554743484547,0.0,2.380417032889959,0.0,3.40879449594242,0.0,55.0,20.016666666666666,0.8463641661483698,312.14863914387615,0.35573287703619494,2022-01-24T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-24,2022-01-24T19:30:00+03:00,12.219,2022-01-25,2022-01-24T18:00:00+03:00,TOD,3.764554743484547,0.0,2.380417032889959,0.0,3.40879449594242,0.0,55.0,20.016666666666666,0.8463641661483698,312.14863914387615,0.35573287703619494,2022-01-24T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-25,2022-01-25T19:30:00+03:00,12.4324,2022-01-26,2022-01-25T18:00:00+03:00,TOD,0.9334116690745135,0.0,0.03152583920775846,0.0,0.4863328291342294,0.0,52.0,20.016666666666666,0.8463641661483698,121.50192865704557,1.0083438870437138,2022-01-25T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-25,2022-01-25T19:30:00+03:00,12.4324,2022-01-26,2022-01-25T18:00:00+03:00,TOD,0.9334116690745135,0.0,0.03152583920775846,0.0,0.4863328291342294,0.0,52.0,20.016666666666666,0.8463641661483698,121.50192865704557,1.0083438870437138,2022-01-25T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-25,2022-01-25T19:30:00+03:00,12.4324,2022-01-26,2022-01-25T18:00:00+03:00,TOM,0.9334116690745135,0.0,0.03152583920775846,0.0,0.4863328291342294,0.0,52.0,20.016666666666666,0.8463641661483698,121.50192865704557,1.0083438870437138,2022-01-25T19:30:00,-0.22579641130923392,0.0,-0.225796411309251,0.0,0.0,1.0,1.0,513.9333333333333,0.0005751776501361442,0.0,0.0,2022-01-25T11:20:00
TJS,2022-01-25,2022-01-25T19:30:00+03:00,12.4324,2022-01-26,2022-01-25T18:00:00+03:00,TOD,0.9334116690745135,0.0,0.03152583920775846,0.0,0.4863328291342294,0.0,52.0,20.016666666666666,0.8463641661483698,121.50192865704557,1.0083438870437138,2022-01-25T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-25,2022-01-25T19:30:00+03:00,12.4324,2022-01-26,2022-01-25T18:00:00+03:00,TOD,0.9334116690745135,0.0,0.03152583920775846,0.0,0.4863328291342294,0.0,52.0,20.016666666666666,0.8463641661483698,121.50192865704557,1.0083438870437138,2022-01-25T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-26,2022-01-26T19:30:00+03:00,12.4864,2022-01-27,2022-01-26T18:00:00+03:00,TOD,1.85207778361029,0.0,0.3050448603174602,0.0,0.6665846313088092,0.0,55.0,20.016666666666666,0.8463641661483698,163.02001147267057,1.5367746239652507,2022-01-26T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-26,2022-01-26T19:30:00+03:00,12.4864,2022-01-27,2022-01-26T18:00:00+03:00,TOD,1.85207778361029,0.0,0.3050448603174602,0.0,0.6665846313088092,0.0,55.0,20.016666666666666,0.8463641661483698,163.02001147267057,1.5367746239652507,2022-01-26T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-26,2022-01-26T19:30:00+03:00,12.4864,2022-01-27,2022-01-26T18:00:00+03:00,TOD,1.85207778361029,0.0,0.3050448603174602,0.0,0.6665846313088092,0.0,55.0,20.016666666666666,0.8463641661483698,163.02001147267057,1.5367746239652507,2022-01-26T19:30:00,0.2664742548145503,0.0,0.1907991079241019,0.0,0.0,1.0,2.0,470.45,0.0016527357786365164,9.647854100989033,0.0,2022-01-26T12:00:00
TJS,2022-01-26,2022-01-26T19:30:00+03:00,12.4864,2022-01-27,2022-01-26T18:00:00+03:00,TOD,1.85207778361029,0.0,0.3050448603174602,0.0,0.6665846313088092,0.0,55.0,20.016666666666666,0.8463641661483698,163.02001147267057,1.5367746239652507,2022-01-26T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-26,2022-01-26T19:30:00+03:00,12.4864,2022-01-27,2022-01-26T18:00:00+03:00,TOD,1.85207778361029,0.0,0.3050448603174602,0.0,0.6665846313088092,0.0,55.0,20.016666666666666,0.8463641661483698,163.02001147267057,1.5367746239652507,2022-01-26T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-27,2022-01-27T19:30:00+03:00,12.4054,2022-01-28,2022-01-27T18:00:00+03:00,TOD,-2.152400779827193,0.0,-1.0059479565483136,0.0,-2.0705766616907395,0.0,55.0,20.016666666666666,0.8463641661483698,313.6159626208963,-1.8812921711492165,2022-01-27T19:30:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
