candidate,h,mean_bps,ci_lo,ci_hi
t1810_cny_urgent_cap2,1,20.450530369900164,14.10287304449816,27.868279158182936
t1810_cny_urgent_cap2,3,24.524318264150857,13.174044637832578,34.71097918480692
t1810_cny_urgent_cap2,5,32.46584546792475,12.464158333971941,49.5709113215547
t1810_cny_urgent_cap2,10,44.41454389992176,5.038572059075495,78.79522423178376
t1810_cny_urgent_cap2,20,53.26685219397226,-11.448735047566487,107.54586764009252
t1810_cny_hist50_urgent_cap2,1,16.2061869026793,9.791536342222331,23.36180212233148
t1810_cny_hist50_urgent_cap2,3,24.04252086854013,13.607384139437128,35.50944761656191
t1810_cny_hist50_urgent_cap2,5,31.73193026314776,15.930887329905017,47.969055641333924
t1810_cny_hist50_urgent_cap2,10,45.16748579016033,16.98158953260449,75.55813332709212
t1810_cny_hist50_urgent_cap2,20,60.876324621483015,1.0386075935094454,111.2479158127966
t1810_cny_hazard50_urgent_cap2,1,16.59259114141809,10.63943728366932,23.1265821774612
t1810_cny_hazard50_urgent_cap2,3,27.464032642564327,17.79332155810268,38.300595493815884
t1810_cny_hazard50_urgent_cap2,5,36.31023439574454,20.215904704865643,52.83005837119527
t1810_cny_hazard50_urgent_cap2,10,49.896257964448445,18.629301892249444,81.01456043843298
t1810_cny_hazard50_urgent_cap2,20,65.67296208954718,3.273035164566698,118.9805422716677
t1830_cny_urgent_cap2,1,21.3754328718398,14.214531731283243,28.808622744094098
t1830_cny_urgent_cap2,3,25.439816690713016,14.793533459014709,35.98060597854724
t1830_cny_urgent_cap2,5,32.4073640120898,13.579326591894262,50.71848984687158
t1830_cny_urgent_cap2,10,40.32975776019375,6.664105654084262,75.86999635620572
t1830_cny_urgent_cap2,20,43.668623451917775,-17.12693561374375,91.60259818708994
t1830_cny_hist50_urgent_cap2,1,17.539238241098772,13.117951362152692,23.5005752269621
t1830_cny_hist50_urgent_cap2,3,28.133505868105072,17.47263649880346,39.69312025316438
t1830_cny_hist50_urgent_cap2,5,37.39815377911974,20.33831153492624,53.666421984377074
t1830_cny_hist50_urgent_cap2,10,52.08009486431181,19.32659741779922,80.21722999955274
t1830_cny_hist50_urgent_cap2,20,70.94636029450108,7.37906754563444,121.84282736519403
t1830_cny_hazard50_urgent_cap2,1,17.937269012857666,13.296043186810865,23.07226714341727
t1830_cny_hazard50_urgent_cap2,3,28.596982879543308,18.485621623783775,38.957301821061996
t1830_cny_hazard50_urgent_cap2,5,36.93394079163143,20.32605745709251,54.42561867520486
t1830_cny_hazard50_urgent_cap2,10,48.576546396895026,17.929594560054742,80.90549492587002
t1830_cny_hazard50_urgent_cap2,20,65.64579605593755,2.6322055544005574,117.1077320331458
t1850_cny_urgent_cap2,1,17.445939636047665,10.61955435891976,24.79387579265118
t1850_cny_urgent_cap2,3,23.508044664414836,13.409928828601062,33.221323544906596
t1850_cny_urgent_cap2,5,30.014667161963466,16.34271998528409,45.49083202851649
t1850_cny_urgent_cap2,10,41.78362975157696,12.65003347360642,71.72987016607067
t1850_cny_urgent_cap2,20,43.99211317197808,-12.810377385647817,88.45921036013351
t1850_cny_hist50_urgent_cap2,1,15.903572327790064,9.901206690414147,22.645173149509702
t1850_cny_hist50_urgent_cap2,3,23.888040462960006,13.440034184702593,35.16271518780603
t1850_cny_hist50_urgent_cap2,5,32.63977520022133,17.600734527440846,48.96067026489886
t1850_cny_hist50_urgent_cap2,10,48.6185446096787,19.876467376582198,78.05381161520543
t1850_cny_hist50_urgent_cap2,20,67.04784328278754,11.584350667607525,119.00910104696585
t1850_cny_hazard50_urgent_cap2,1,15.658510384671672,10.06332873832962,21.529443895441215
t1850_cny_hazard50_urgent_cap2,3,27.089199586399662,16.729040965744513,37.6436450435521
t1850_cny_hazard50_urgent_cap2,5,36.37812642674545,21.597641503153152,51.50641585520129
t1850_cny_hazard50_urgent_cap2,10,51.52276470059815,24.273791061537963,79.51314996400204
t1850_cny_hazard50_urgent_cap2,20,70.67939261425134,12.910298535074496,119.29135737455334
t1930_cny_urgent_cap2,1,20.904991040884955,14.561705759996485,27.425042952119213
t1930_cny_urgent_cap2,3,29.630940203161188,20.519194147864777,40.81140180477795
t1930_cny_urgent_cap2,5,39.66571078612038,25.77848318489268,53.98743737449714
t1930_cny_urgent_cap2,10,52.84166780825649,26.459527826280418,79.52643397989613
t1930_cny_urgent_cap2,20,56.88389709513604,1.3625672319885436,101.82814414975438
t1930_cny_hist50_urgent_cap2,1,15.16424118039859,9.678006111576467,21.21485645303533
t1930_cny_hist50_urgent_cap2,3,24.867787518461892,14.565117822179857,37.158628321894255
t1930_cny_hist50_urgent_cap2,5,33.510296337954365,17.208573231416924,52.31035323646194
t1930_cny_hist50_urgent_cap2,10,48.25548354829073,17.437550538566015,79.22124351443229
t1930_cny_hist50_urgent_cap2,20,61.30198284275393,1.7955776355586193,114.68086908302641
t1930_cny_hazard50_urgent_cap2,1,16.635643427034623,11.46806480228895,22.940199454158517
t1930_cny_hazard50_urgent_cap2,3,29.682633783584606,21.421637832220068,41.24564077468234
