scenario,clock,brier_delayed_selected,brier_identity_h20,logloss_delayed_selected,logloss_identity_h20,ece_delayed_selected,ece_identity_h20,auc_delayed_selected,auc_identity_h20,average_precision_delayed_selected,average_precision_identity_h20,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,00:15,0.12901630687635907,0.12428935098399156,0.4528698957912936,0.4201615955475662,0.0787133792912241,0.036075777056309745,0.3329320912795729,0.3741152962054678,0.09541813792269001,0.10152054427289763,0.004726955892367504,0.032708300243727395,0.042637602234914355,-0.04118320492589489,-0.006102406350207618,-0.0005400141806889707,0.01134484959308747,-0.13967293140808199,0.048186483248664716,False
calendar_assumed_replay,06:00,0.12901630687635907,0.12428935098399156,0.4528698957912936,0.4201615955475662,0.07871337929122407,0.036075777056309745,0.3329320912795729,0.3741152962054678,0.09541813792269001,0.10152054427289763,0.004726955892367504,0.032708300243727395,0.04263760223491433,-0.04118320492589489,-0.006102406350207618,-0.0006663736509848302,0.011338401261882913,-0.13566546692969517,0.0453915197086046,False
calendar_assumed_replay,09:15,0.12918180784549319,0.12428935098399156,0.4535895630259204,0.4201615955475662,0.0788934115896329,0.036075777056309745,0.32810620737427,0.3741152962054678,0.09480789967312668,0.10152054427289763,0.004892456861501623,0.03342796747835419,0.04281763453332315,-0.04600908883119781,-0.006712644599770945,-0.0007626269079240801,0.011348070157615912,-0.14355987433171394,0.04695548215270645,False
calendar_assumed_replay,10:15,0.12019399463513383,0.11875734888999052,0.40529755209697965,0.4000760592456141,0.027868260912497805,0.03182679756896785,0.522501494676556,0.5664948911506165,0.15495265178325532,0.17520816131024183,0.0014366457451433085,0.005221492851365528,-0.003958536656470044,-0.04399339647406042,-0.020255509526986515,-0.0001111109794433996,0.0037556963014111215,-0.12395774782923775,4.260850317618006e-05,False
calendar_assumed_replay,10:45,0.11940930569296221,0.11770455971760314,0.402599604546079,0.3952768542826707,0.034154972789702726,0.03147655921957627,0.5585608785005125,0.5993069092484298,0.17193667641190089,0.18757891920287384,0.001704745975359065,0.00732275026340834,0.0026784135701264575,-0.04074603074791727,-0.015642242790972954,0.0,0.004767923312951984,-0.13951218221112097,0.001851403347736496,False
calendar_assumed_replay,11:45,0.11919424657068092,0.11777707207577807,0.4012934145497293,0.3944596237333479,0.029798224724136017,0.03171365247598176,0.5690031530439,0.6115178427949602,0.17391736268519753,0.19270254644555398,0.001417174494902848,0.006833790816381358,-0.0019154277518457462,-0.04251468975106021,-0.018785183760356455,-0.00036880526613189055,0.004381649366942405,-0.12337001210287905,0.0,False
calendar_assumed_replay,12:45,0.11903720846628493,0.11761612810734255,0.4004043780890652,0.3935752544573411,0.02811248818736031,0.0316281361789471,0.5732536239044445,0.6166236978347901,0.1833612854393885,0.19912522948597194,0.001421080358942381,0.00682912363172411,-0.003515647991586792,-0.04337007393034564,-0.015763944046583434,-0.00032774774675817746,0.004133583961755712,-0.12543236124281967,0.0,False
calendar_assumed_replay,13:45,0.1187207509340675,0.11712235216117395,0.3986686352397374,0.39149584968715967,0.028728958473217412,0.03141475375351321,0.5837667645817051,0.6296336220878761,0.18837226381661148,0.20631369216327045,0.0015983987728935556,0.007172785552577721,-0.0026857952802957948,-0.04586685750617103,-0.01794142834665896,-0.0002727662510509186,0.004401535607890002,-0.12816196227170096,-0.0006129805891209913,False
calendar_assumed_replay,14:45,0.11837114343436876,0.11682219225255243,0.3966502999385717,0.39013809669263905,0.02755167023225792,0.031042854593878615,0.5918574812179792,0.6370381349630547,0.19372665124187127,0.2119387794102788,0.0015489511818163326,0.006512203245932657,-0.003491184361620693,-0.045180653745075516,-0.018212128168407532,-0.0002954327124022572,0.004617511646406488,-0.12112306254041602,-0.000908639338587541,False
calendar_assumed_replay,15:10,0.11781124520066305,0.11573440001112661,0.39425563586966833,0.385663044076101,0.03096889091870686,0.031575012584157576,0.6017098700554653,0.6426580190021051,0.20227107250142107,0.2242290907394312,0.002076845189536436,0.008592591793567306,-0.0006061216654507165,-0.040948148946639784,-0.021958018238010135,0.0,0.005626294346073146,-0.12059089391680808,0.0,False
calendar_assumed_replay,15:25,0.12119783831445095,0.11559740012808753,0.40296912203832047,0.3852979292391892,0.04021471447272521,0.03156714423630308,0.5874168695334513,0.643303300066175,0.18609996078154642,0.22428330454073092,0.005600438186363424,0.017671192799131263,0.008647570236422132,-0.055886430532723685,-0.0381833437591845,0.0005872287389928609,0.012463980928318,-0.12921951129465883,-0.005460259381324859,False
calendar_assumed_replay,15:45,0.12101583728609303,0.11559408523676269,0.40257079543755175,0.3851716670705343,0.039742860554393585,0.03173654225936399,0.5881025742372658,0.6439266226098899,0.18688370669206691,0.22449787024965234,0.005421752049330333,0.017399128367017458,0.008006318295029596,-0.05582404837262411,-0.03761416355758543,0.0005644737128265678,0.01140850204047446,-0.12441323553272336,-0.006092079427328981,False
calendar_assumed_replay,16:45,0.11854735172286593,0.11580200154319217,0.3939033965301264,0.3861549582066332,0.03964981212238602,0.032349341806215716,0.6192687014230119,0.6407431362156886,0.20054507882015657,0.2223295571589361,0.0027453501796737556,0.007748438323493201,0.007300470316170302,-0.021474434792676633,-0.021784478338779528,1.072969158444806e-05,0.006981817376650565,-0.04951811623729904,0.0,False
calendar_assumed_replay,17:45,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.0001923970600152647,0.0011596656223642453,-0.02734378132766794,0.0009481756569536723,False
calendar_assumed_replay,18:45,0.12442789359180623,0.12122297986055745,0.4228934143796225,0.40912336286545337,0.0708997579688377,0.04815132918403837,0.520298156781839,0.5294758201756881,0.1578746112258917,0.1735016048371404,0.0032049137312487735,0.013770051514169157,0.02274842878479933,-0.009177663393849067,-0.015626993611248696,-0.007370574188893421,0.015618028354426982,-0.16135353621185305,0.2010846407549441,False
