scenario,clock,brier_delayed_selected,brier_identity_h20,logloss_delayed_selected,logloss_identity_h20,ece_delayed_selected,ece_identity_h20,auc_delayed_selected,auc_identity_h20,average_precision_delayed_selected,average_precision_identity_h20,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,19:15,0.11964375193779998,0.12052476340923467,0.4036526110117266,0.40652028628537573,0.045804478857218195,0.04754369127089533,0.5873385175403663,0.5408173959390711,0.18503301863333743,0.18115392738506728,-0.000881011471434684,-0.0028676752736491173,-0.001739212413677138,0.04652112160129518,0.0038790912482701556,-0.0099747237588727,0.008978972833543231,-0.10305130183950256,0.21082083046222647,False
calendar_assumed_replay,20:15,0.11892714134445437,0.1204357065008863,0.4016024110133442,0.40693656865964495,0.040920842324842686,0.04549084480420587,0.5966239773068672,0.5332417064165791,0.1889277212295897,0.18171762118682544,-0.0015085651564319263,-0.005334157646300741,-0.004570002479363185,0.06338227089028814,0.007210100042764261,-0.010848639357327721,0.008702967462244963,-0.0904416217114608,0.23440073698521574,False
calendar_assumed_replay,21:15,0.11862699362316186,0.1204357065008863,0.4004576960903116,0.40693656865964495,0.04021085510771296,0.04549084480420587,0.5998868138087152,0.5332417064165791,0.19252688783462873,0.18171762118682544,-0.0018087128777244388,-0.006478872569333327,-0.005279989696492911,0.06664510739213614,0.010809266647803295,-0.01083067146213253,0.007754722546140204,-0.08017844230440253,0.2322774784176977,False
calendar_assumed_replay,22:15,0.11870829500395258,0.1204357065008863,0.40081706620668367,0.40693656865964495,0.03882414597268865,0.04549084480420587,0.598646157408655,0.5332417064165791,0.191750376458636,0.18171762118682544,-0.0017274114969337145,-0.0061195024529612785,-0.006666698831517222,0.06540445099207592,0.01003275527181055,-0.010082746077694582,0.007536532916475382,-0.08451730161704357,0.21580068824281737,False
calendar_assumed_replay,23:15,0.11863165413473907,0.1204357065008863,0.40049838834884166,0.40693656865964495,0.03942615219272793,0.04549084480420587,0.5991771543554226,0.5332417064165791,0.1923419549583204,0.18171762118682544,-0.001804052366147224,-0.0064381803108032876,-0.006064692611477941,0.06593544793884354,0.010624333771494965,-0.010155942775416881,0.0077731059611420555,-0.0936327608699985,0.21972225244716317,False
no_same_day_receipt,00:15,0.12901630687635907,0.12428935098399156,0.4528698957912936,0.4201615955475662,0.0787133792912241,0.036075777056309745,0.3329320912795729,0.3741152962054678,0.09541813792269001,0.10152054427289763,0.004726955892367504,0.032708300243727395,0.042637602234914355,-0.04118320492589489,-0.006102406350207618,-0.0007682597588645952,0.011862799526681074,-0.13324055117365322,0.05066727439557416,False
no_same_day_receipt,06:00,0.12901630687635907,0.12428935098399156,0.4528698957912936,0.4201615955475662,0.07871337929122407,0.036075777056309745,0.3329320912795729,0.3741152962054678,0.09541813792269001,0.10152054427289763,0.004726955892367504,0.032708300243727395,0.04263760223491433,-0.04118320492589489,-0.006102406350207618,-0.0005630014189417705,0.01166271252823966,-0.14842760974669408,0.050949550618112134,False
no_same_day_receipt,09:15,0.12918180784549319,0.12428935098399156,0.4535895630259204,0.4201615955475662,0.0788934115896329,0.036075777056309745,0.32810620737427,0.3741152962054678,0.09480789967312668,0.10152054427289763,0.004892456861501623,0.03342796747835419,0.04281763453332315,-0.04600908883119781,-0.006712644599770945,-0.0004309517753899292,0.011910466892160188,-0.15230475825098924,0.046857359572008234,False
no_same_day_receipt,10:15,0.12019399463513383,0.11875734888999052,0.40529755209697965,0.4000760592456141,0.027868260912497805,0.03182679756896785,0.522501494676556,0.5664948911506165,0.15495265178325532,0.17520816131024183,0.0014366457451433085,0.005221492851365528,-0.003958536656470044,-0.04399339647406042,-0.020255509526986515,-8.001073371681833e-05,0.0036967950376065135,-0.12779294814166192,9.13417347440933e-05,False
no_same_day_receipt,10:45,0.11940930569296221,0.11770455971760314,0.402599604546079,0.3952768542826707,0.034154972789702726,0.03147655921957627,0.5585608785005125,0.5993069092484298,0.17193667641190089,0.18757891920287384,0.001704745975359065,0.00732275026340834,0.0026784135701264575,-0.04074603074791727,-0.015642242790972954,-1.9578673463436878e-05,0.004779955251327875,-0.1255591075692973,0.0018498895589968232,False
no_same_day_receipt,11:45,0.11919424657068092,0.11777707207577807,0.4012934145497293,0.3944596237333479,0.029798224724136017,0.03171365247598176,0.5690031530439,0.6115178427949602,0.17391736268519753,0.19270254644555398,0.001417174494902848,0.006833790816381358,-0.0019154277518457462,-0.04251468975106021,-0.018785183760356455,-0.0002683655432193391,0.0042668078622760085,-0.12028306466435935,-0.00016466006219448932,False
no_same_day_receipt,12:45,0.11903720846628493,0.11761612810734255,0.4004043780890652,0.3935752544573411,0.02811248818736031,0.0316281361789471,0.5732536239044445,0.6166236978347901,0.1833612854393885,0.19912522948597194,0.001421080358942381,0.00682912363172411,-0.003515647991586792,-0.04337007393034564,-0.015763944046583434,-0.000403561246393873,0.004132422352649802,-0.12703477374207603,0.0,False
no_same_day_receipt,13:45,0.1187207509340675,0.11712235216117395,0.3986686352397374,0.39149584968715967,0.028728958473217412,0.03141475375351321,0.5837667645817051,0.6296336220878761,0.18837226381661148,0.20631369216327045,0.0015983987728935556,0.007172785552577721,-0.0026857952802957948,-0.04586685750617103,-0.01794142834665896,-0.0003540226751658237,0.004392903946206912,-0.1317910119611331,0.0,False
no_same_day_receipt,14:45,0.11837114343436876,0.11682219225255243,0.3966502999385717,0.39013809669263905,0.02755167023225792,0.031042854593878615,0.5918574812179792,0.6370381349630547,0.19372665124187127,0.2119387794102788,0.0015489511818163326,0.006512203245932657,-0.003491184361620693,-0.045180653745075516,-0.018212128168407532,-0.00037138062269507507,0.004671928242484346,-0.11942746263532569,-7.77725354725319e-05,False
no_same_day_receipt,15:10,0.11781124520066305,0.11573440001112661,0.39425563586966833,0.385663044076101,0.03096889091870686,0.031575012584157576,0.6017098700554653,0.6426580190021051,0.20227107250142107,0.2242290907394312,0.002076845189536436,0.008592591793567306,-0.0006061216654507165,-0.040948148946639784,-0.021958018238010135,0.0,0.005458323524827354,-0.12021184775008172,-7.48010784506776e-05,False
no_same_day_receipt,15:25,0.12119783831445095,0.11559740012808753,0.40296912203832047,0.3852979292391892,0.04021471447272521,0.03156714423630308,0.5874168695334513,0.643303300066175,0.18609996078154642,0.22428330454073092,0.005600438186363424,0.017671192799131263,0.008647570236422132,-0.055886430532723685,-0.0381833437591845,0.0004104463363082587,0.013024330837855468,-0.13849204725154746,-0.004452849524005313,False
no_same_day_receipt,15:45,0.12101583728609303,0.11559408523676269,0.40257079543755175,0.3851716670705343,0.039742860554393585,0.03173654225936399,0.5881025742372658,0.6439266226098899,0.18688370669206691,0.22449787024965234,0.005421752049330333,0.017399128367017458,0.008006318295029596,-0.05582404837262411,-0.03761416355758543,0.0005139126304183767,0.011794671943066192,-0.13317876791772146,-0.004244445404749371,False
no_same_day_receipt,16:45,0.11854735172286593,0.11580200154319217,0.3939033965301264,0.3861549582066332,0.03964981212238602,0.032349341806215716,0.6192687014230119,0.6407431362156886,0.20054507882015657,0.2223295571589361,0.0027453501796737556,0.007748438323493201,0.007300470316170302,-0.021474434792676633,-0.021784478338779528,0.00012486567993010334,0.007149604041657783,-0.04953643777734023,-0.00040550239234453226,False
no_same_day_receipt,17:45,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.00022740509416297822,0.0011624499164713518,-0.026128446828632274,0.0011177486789532619,False
no_same_day_receipt,18:45,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.0002591833166991895,0.0011696785291860873,-0.02632075063574076,0.0011548736355036712,False
no_same_day_receipt,19:15,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.0002520071208223469,0.0011292758498056303,-0.026050881721833126,0.0007560398929670391,False
no_same_day_receipt,20:15,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.00023723994162690583,0.0011847798378547298,-0.026227005023440657,0.0010428402422817226,False
no_same_day_receipt,21:15,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.0002456129177758801,0.001166426901776747,-0.02596497172267911,0.0008939072590591698,False
no_same_day_receipt,22:15,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.00024993596911443764,0.0010656542241462418,-0.02597072344289648,0.0010044036801391486,False
no_same_day_receipt,23:15,0.11593267051050306,0.11561666060119635,0.38853099547471304,0.38732321482108845,0.03344251869728689,0.033247472267899966,0.6338935750367556,0.642939986365755,0.2189827088827146,0.22632738412190875,0.00031600990930670536,0.0012077806536245905,0.00019504642938692612,-0.009046411328999415,-0.007344675239194159,-0.00020118634673637833,0.0012313884530826813,-0.025428067596658874,0.0008425201926657796,False
