scenario,clock,h,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,ece_delta
calendar_assumed_replay,00:15,20,identity_h20,ALL,ALL,2910,0.13711340206185568,0.1676783468058738,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.0,0.0,0.3741152962054678,0.10152054427289763,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency,AMD,582,0.13402061855670103,0.18755330421009617,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.0,0.0,0.31651912901912904,0.09342515052134345,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency,KGS,582,0.1254295532646048,0.17878653027518596,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.0,0.0,0.29800575934548,0.0852874939111021,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency,KZT,582,0.12027491408934708,0.13885788978316427,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.0,0.0,0.28549107142857144,0.08016097129921766,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency,TJS,582,0.15807560137457044,0.17583079029096266,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.0,0.0,0.44165927240461406,0.13519964569238016,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency,UZS,582,0.14776632302405499,0.15736321946995982,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.0,0.0,0.3773677794448612,0.11373884375888584,0.0
calendar_assumed_replay,00:15,20,identity_h20,year,2025,1825,0.08712328767123288,0.18052926647968046,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.0,0.0,0.38031061481196254,0.0647764860215399,0.0
calendar_assumed_replay,00:15,20,identity_h20,year,2026,1085,0.22119815668202766,0.14606274458956303,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0,0.0,0.47120315581854044,0.23971163241768675,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,AMD:2025,365,0.0821917808219178,0.20503361976355414,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.0,0.0,0.2937313432835821,0.05770892172164603,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,AMD:2026,217,0.22119815668202766,0.15815093012248252,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.0,0.0,0.45056706114398415,0.24891049047399083,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,KGS:2025,365,0.0821917808219178,0.19503278113400152,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.0,0.0,0.22208955223880594,0.05260525751672619,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,KGS:2026,217,0.19815668202764977,0.15145988712556535,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0,0.0,0.45977011494252873,0.23753837253251936,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,KZT:2025,365,0.049315068493150684,0.14891407724336292,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.0,0.0,0.20829330771693882,0.030832780274359834,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,KZT:2026,217,0.23963133640552994,0.1219431044238439,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0,0.0,0.4869463869463869,0.3055882509617552,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,TJS:2025,365,0.14246575342465753,0.18616539504659327,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.0,0.0,0.3860899483902679,0.1119280752029574,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,TJS:2026,217,0.18433179723502305,0.1584476993425518,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.0,0.0,0.49675141242937854,0.2696538608896375,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,UZS:2025,365,0.07945205479452055,0.16750045921089043,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.0,0.0,0.3519088669950738,0.0604098208245257,0.0
calendar_assumed_replay,00:15,20,identity_h20,currency_year,UZS:2026,217,0.2626728110599078,0.1403121019333715,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0,0.0,0.5383771929824561,0.40961731171543914,0.0
calendar_assumed_replay,00:15,20,delayed_selected,ALL,ALL,2910,0.13711340206185568,0.1465453775508123,0.12901630687635907,0.4528698957912936,0.0787133792912241,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.004726955892367504,0.032708300243727395,0.3329320912795729,0.09541813792269001,0.042637602234914355
calendar_assumed_replay,00:15,20,delayed_selected,currency,AMD,582,0.13402061855670103,0.1608061209074847,0.13223432684570932,0.4697430829705842,0.11594335467363233,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.006462679748647782,0.0440842864459004,0.27604802604802603,0.08816496059601447,0.05731318978079835
calendar_assumed_replay,00:15,20,delayed_selected,currency,KGS,582,0.1254295532646048,0.15531348505539658,0.1254621323953826,0.45489435851756077,0.11692791574276819,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.0064404546534544554,0.04590668438992013,0.25559114029657937,0.08066202636467444,0.06357093873218701
calendar_assumed_replay,00:15,20,delayed_selected,currency,KZT,582,0.12027491408934708,0.12452644440781462,0.11066884795100065,0.39063997617027424,0.01622853188533741,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.00012928258019770378,0.004255349255400054,0.3610770089285714,0.0884288680701471,-0.002354443808479774
calendar_assumed_replay,00:15,20,delayed_selected,currency,TJS,582,0.15807560137457044,0.1526831036865848,0.1436612597223241,0.49227666848587504,0.10258683035042732,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.007717906324262086,0.04632768404035381,0.3645519077196096,0.11916649085398942,0.06453850949240039
calendar_assumed_replay,00:15,20,delayed_selected,currency,UZS,582,0.14776632302405499,0.1393977336967806,0.13305496746737872,0.456795392812174,0.06730299628870982,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.0028844561552756054,0.022967497087062416,0.4074690547636909,0.11938205630650783,0.01796548577317922
calendar_assumed_replay,00:15,20,delayed_selected,year,2025,1825,0.08712328767123288,0.15150523112465014,0.09694981301323734,0.3815316674814018,0.13064038387023763,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.005122906220647039,0.04064088578228375,0.27618217098160014,0.05587756190114428,0.03723440506179006
calendar_assumed_replay,00:15,20,delayed_selected,year,2026,1085,0.22119815668202766,0.13820276670080844,0.18295303618529654,0.5728627682941069,0.08299538998121919,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.00406095649226601,0.019365472033713194,0.4025542406311637,0.20380744630175096,0.00785997788875456
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,AMD:2025,365,0.0821917808219178,0.16951541199154727,0.1016005277346306,0.40631311347052135,0.16675695807302618,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.006670190204265444,0.05358038850415259,0.21064676616915423,0.05121673876509058,0.043915119131389846
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,AMD:2026,217,0.22119815668202766,0.1461568524941997,0.18376122396803063,0.5764340454937315,0.0750413041878279,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.00611364142468257,0.028111580218886267,0.3701923076923077,0.19745740043582694,0.011994077628282751
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,KGS:2025,365,0.0821917808219178,0.16339849876413234,0.10054973497635063,0.40728811005980214,0.165583157440572,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.0070865880717251445,0.058361334475868276,0.17512437810945275,0.04948924740324306,0.05274215712848829
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,KGS:2026,217,0.19815668202764977,0.14171426844853696,0.1673654736762428,0.5349693847253114,0.05644241357911285,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.005353640378482988,0.024957618577150287,0.3696872493985565,0.16476586682203864,0.009745618677028431
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,KZT:2025,365,0.049315068493150684,0.12704082765851596,0.0587586101870674,0.2582095276337632,0.08912752737847152,0.05969088942650255,0.2571765675650781,0.09959900875021223,-0.0009322792394351534,0.0010329600686850848,0.2901056676272814,0.03387028891771415,-0.010471481371740712
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,KZT:2026,217,0.23963133640552994,0.1202971822580175,0.19798330317604962,0.6133916522800738,0.11933415414751249,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0019148589127598037,0.0096754969657733,0.4155011655011655,0.24122393183577506,0.001645922165826444
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,TJS:2025,365,0.14246575342465753,0.15568036865943954,0.13650813721504768,0.48592138127519646,0.1188409820947186,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.009651917078227823,0.06125701758062063,0.3191816171049398,0.10150568143963089,0.07356078073388189
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,TJS:2026,217,0.18433179723502305,0.1476416211285573,0.15569300956175217,0.5029664372964634,0.07524689769297879,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.004464846761139923,0.021216132232992846,0.43432203389830504,0.22523540198867115,0.049362799800507534
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,UZS:2025,365,0.07945205479452055,0.1418910485496157,0.08733205495309034,0.3499262049677261,0.1128932943643999,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.0031381149884518733,0.02897272828209224,0.29464285714285715,0.05553596626842563,0.024844889948030024
calendar_assumed_replay,00:15,20,delayed_selected,currency_year,UZS:2026,217,0.2626728110599078,0.13520390917473077,0.20996217054440744,0.6365523216749549,0.12746890188517707,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.002457794984264683,0.012866532173763545,0.5343201754385964,0.4185868685617465,0.005108192758640773
calendar_assumed_replay,00:15,20,delayed_anchor,ALL,ALL,2910,0.13711340206185568,0.1417564638933936,0.1374305349091259,0.47502687741788613,0.10905290924764886,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.013141183925134345,0.054865281870319915,0.3398749761700149,0.09680103985739204,0.07297713219133911
calendar_assumed_replay,00:15,20,delayed_anchor,currency,AMD,582,0.13402061855670103,0.1447598502463557,0.13860202022976956,0.48381350803485035,0.13430555780208925,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.012830373132708017,0.058154711510166546,0.31222018722018724,0.09298251259673981,0.07567539290925526
calendar_assumed_replay,00:15,20,delayed_anchor,currency,KGS,582,0.1254295532646048,0.14379513346430492,0.1314819236789555,0.46685451527565996,0.12918933352724238,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.012460245937027367,0.05786684114801932,0.29590655865651155,0.0851905967857011,0.0758323565166612
calendar_assumed_replay,00:15,20,delayed_anchor,currency,KZT,582,0.12027491408934708,0.1391605417140654,0.11957691281095333,0.41360173561795904,0.052034785922628383,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.009037347440150376,0.027217108703084858,0.38041294642857143,0.09129329247310612,0.033451810228811205
calendar_assumed_replay,00:15,20,delayed_anchor,currency,TJS,582,0.15807560137457044,0.14012266201618834,0.15272368957259116,0.5175716369586245,0.13105828426654043,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.016780336174529148,0.07162265251310329,0.36144631765749774,0.12094631163430876,0.0930099634085135
calendar_assumed_replay,00:15,20,delayed_anchor,currency,UZS,582,0.14776632302405499,0.14094413202605377,0.14476812825335983,0.4932929912023369,0.10083251322625142,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.01459761694125672,0.05946509547722528,0.3464694298574644,0.10824106620577567,0.051495002710720814
calendar_assumed_replay,00:15,20,delayed_anchor,year,2025,1825,0.08712328767123288,0.15648486647094573,0.1093839010833413,0.41186034251903036,0.15146100682355787,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.017556994290751,0.07096956081991229,0.24225916781807064,0.05372437288858923,0.0580550280151103
calendar_assumed_replay,00:15,20,delayed_anchor,year,2026,1085,0.22119815668202766,0.1169828835210133,0.1846057484870585,0.5812747356578969,0.10421527316101431,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.00571366879402796,0.027777439397503212,0.43499013806706116,0.3045202777366874,0.02907986106854968
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,AMD:2025,365,0.0821917808219178,0.16135803607111482,0.1107627611435413,0.4235531338783948,0.16970234959546893,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.015832423613176147,0.07082040891202607,0.18059701492537314,0.05002322258684745,0.04686051065383259
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,AMD:2026,217,0.22119815668202766,0.11684124275309729,0.1854284237619047,0.585173123551469,0.10435691392893033,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.007780841218556628,0.036850658276623816,0.4407051282051282,0.3087746987376098,0.04130968736938519
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,KGS:2025,365,0.0821917808219178,0.15969899843892393,0.11018355938159707,0.4256470482292054,0.17265947857687733,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.01672041247697159,0.07672027264527154,0.15711442786069652,0.04895471734430873,0.05981847826479361
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,KGS:2026,217,0.19815668202764977,0.11704439283879368,0.1673063613219777,0.5361666142247652,0.0811122891888561,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.005294528024217898,0.026154848076604065,0.4353114140604117,0.2942800854956909,0.03441549428677168
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,KZT:2025,365,0.049315068493150684,0.15231151388327124,0.07336265263017736,0.29576432548112674,0.11269778804221185,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.013671763203674803,0.038587757916048626,0.27121357668908097,0.03317565309243279,0.013098779291999624
calendar_assumed_replay,00:15,20,delayed_anchor,currency_year,KZT:2026,217,0.23963133640552994,0.11704024290411087,0.19731057624866405,0.6118075176453498,0.12259109350141909,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.001242131985374234,0.008091362331049345,0.4510489510489511,0.3250578734378143,0.004902861519733043
