scenario,clock,monthly_origin,selected_family,family,feasible,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,ece_delta
calendar_assumed_replay,00:15,2025-06-01T00:00:00,anchor_logit,anchor_logit,True,250,0.04,0.09773520046075299,0.041632434020669254,0.19110626386243182,0.05773520046075299,0.06596455647489603,0.28275786401199343,0.1602589094840381,-0.02433212245422678,-0.09165160014956161,0.5966666666666667,0.0657299291276628,-0.1025237090232851
calendar_assumed_replay,00:15,2025-06-01T00:00:00,anchor_logit,joint_logit,False,250,0.04,0.22297731257769093,0.10932999275102782,0.35611424164488925,0.19343905181581145,0.06596455647489603,0.28275786401199343,0.1602589094840381,0.04336543627613179,0.07335637763289582,0.565,0.08106328229161058,0.033180142331773355
calendar_assumed_replay,00:15,2025-07-01T00:00:00,anchor_logit,identity,True,250,0.064,0.18514552649859808,0.07758206934655221,0.3076212594212749,0.12114552649859807,0.07758206934655221,0.3076212594212749,0.12114552649859807,0.0,0.0,0.3344017094017094,0.0529036673231487,0.0
calendar_assumed_replay,00:15,2025-07-01T00:00:00,anchor_logit,anchor_logit,True,250,0.064,0.02554322514084933,0.06135802472033645,0.2584313750276915,0.038456774859150666,0.07758206934655221,0.3076212594212749,0.12114552649859807,-0.01622404462621576,-0.049189884393583405,0.6655982905982906,0.10093463582303841,-0.0826887516394474
calendar_assumed_replay,00:15,2025-07-01T00:00:00,anchor_logit,joint_logit,True,250,0.064,0.05275217997140109,0.05981269180924968,0.2368475357998589,0.011247820028598914,0.07758206934655221,0.3076212594212749,0.12114552649859807,-0.017769377537302525,-0.07077372362141598,0.6260683760683761,0.11877032434444337,-0.10989770646999916
calendar_assumed_replay,00:15,2025-08-01T00:00:00,anchor_logit,identity,True,250,0.06,0.18797139538538704,0.0747844626839667,0.3017033956956287,0.12797139538538704,0.0747844626839667,0.3017033956956287,0.12797139538538704,0.0,0.0,0.3182978723404255,0.046484863848871544,0.0
calendar_assumed_replay,00:15,2025-08-01T00:00:00,anchor_logit,anchor_logit,True,250,0.06,0.02153027464230522,0.05785829015359362,0.25024596184841585,0.03846972535769477,0.0747844626839667,0.3017033956956287,0.12797139538538704,-0.016926172530373082,-0.05145743384721285,0.6817021276595744,0.09666482796514489,-0.08950167002769227
calendar_assumed_replay,00:15,2025-08-01T00:00:00,anchor_logit,joint_logit,True,250,0.06,0.05348986323889556,0.05653612433196632,0.22902906394078287,0.006510136761104429,0.0747844626839667,0.3017033956956287,0.12797139538538704,-0.018248338352000376,-0.07267433175484583,0.34695035460992907,0.05995016499915338,-0.12146125862428261
calendar_assumed_replay,00:15,2025-09-01T00:00:00,identity,identity,True,250,0.172,0.1684828860619525,0.143181129474639,0.46065340865303595,0.05529267759413045,0.143181129474639,0.46065340865303595,0.05529267759413045,0.0,0.0,0.5252218851814403,0.16927524175303732,0.0
calendar_assumed_replay,00:15,2025-09-01T00:00:00,identity,anchor_logit,False,250,0.172,0.029045634037301992,0.16286137632788544,0.6332750201842511,0.142954365962698,0.143181129474639,0.46065340865303595,0.05529267759413045,0.01968024685324643,0.17262161153121514,0.4747781148185597,0.15843009031527927,0.08766168836856755
calendar_assumed_replay,00:15,2025-09-01T00:00:00,identity,joint_logit,False,250,0.172,0.07809761381731894,0.14939431678141676,0.49697862424049505,0.09390238618268104,0.143181129474639,0.46065340865303595,0.05529267759413045,0.006213187306777751,0.0363252155874591,0.6027412650264016,0.2227237412056972,0.03860970858855059
calendar_assumed_replay,00:15,2025-10-01T00:00:00,identity,identity,True,250,0.276,0.15409876626042962,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.0,0.0,0.681719913523901,0.5436294983671301,0.0
calendar_assumed_replay,00:15,2025-10-01T00:00:00,identity,anchor_logit,False,250,0.276,0.05523941668553768,0.24908664370774147,0.8457542268458306,0.22076058331446236,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.04012765075003569,0.2277978007423599,0.31828008647609896,0.2142611408860407,0.09885934957489195
calendar_assumed_replay,00:15,2025-10-01T00:00:00,identity,joint_logit,False,250,0.276,0.11443830180917723,0.22478846840820166,0.6811217129166374,0.1623574757916693,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.015829475450495872,0.06316528681316669,0.5977259988790136,0.4189176793554925,0.040456242052098884
calendar_assumed_replay,00:15,2025-11-01T00:00:00,identity,identity,True,250,0.236,0.15909166972944264,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.0,0.0,0.6485934865560387,0.4682150670132009,0.0
calendar_assumed_replay,00:15,2025-11-01T00:00:00,identity,anchor_logit,False,250,0.236,0.0961318279696868,0.20058594889877573,0.6342311463785713,0.13986817203031318,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.018926737003813227,0.08321631193179635,0.3514065134439613,0.19137620143077325,0.0629598417597558
calendar_assumed_replay,00:15,2025-11-01T00:00:00,identity,joint_logit,False,250,0.236,0.15592653976919263,0.18338527542683636,0.5553391287874222,0.08182565986544878,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.0017260635318738504,0.0043242943406472945,0.6633241636347502,0.4598261652767974,0.004917329594891398
calendar_assumed_replay,00:15,2025-12-01T00:00:00,identity,identity,True,250,0.04,0.15958637084696964,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.0,0.0,0.3408333333333333,0.031715253149723635,0.0
calendar_assumed_replay,00:15,2025-12-01T00:00:00,identity,anchor_logit,False,250,0.04,0.16878631937565167,0.05484349404165632,0.24809770299424475,0.12878631937565166,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.0006835989492220071,0.0034161824043551225,0.6591666666666667,0.09607417254011681,0.009199948528682014
calendar_assumed_replay,00:15,2025-12-01T00:00:00,identity,joint_logit,False,250,0.04,0.11902153062584792,0.06906260781635405,0.30658206604932375,0.13787697026001722,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.014902712723919742,0.06190054545943413,0.16625,0.024898922037336332,0.018290599413047573
calendar_assumed_replay,00:15,2026-01-01T00:00:00,identity,identity,True,250,0.044,0.16285357921395283,0.05825742655917155,0.2565048189842733,0.11885357921395281,0.05825742655917155,0.2565048189842733,0.11885357921395281,0.0,0.0,0.3111449220235831,0.033057186670982966,0.0
calendar_assumed_replay,00:15,2026-01-01T00:00:00,identity,anchor_logit,True,250,0.044,0.14915216155772276,0.05319227606097401,0.23841655348703156,0.10515216155772276,0.05825742655917155,0.2565048189842733,0.11885357921395281,-0.005065150498197543,-0.01808826549724174,0.3111449220235831,0.033057186670982966,-0.01370141765623005
calendar_assumed_replay,00:15,2026-01-01T00:00:00,identity,joint_logit,True,250,0.044,0.01244501073022709,0.04330800428830342,0.21714424646543137,0.031554989269772904,0.05825742655917155,0.2565048189842733,0.11885357921395281,-0.01494942227086813,-0.039360572518841924,0.2529478889311525,0.029944196351555645,-0.08729858994417991
calendar_assumed_replay,00:15,2026-02-01T00:00:00,joint_logit,identity,True,250,0.08,0.16197055985254635,0.08129039330691468,0.3107980800284418,0.08197055985254635,0.08129039330691468,0.3107980800284418,0.08197055985254635,0.0,0.0,0.4547826086956521,0.0776536085788295,0.0
calendar_assumed_replay,00:15,2026-02-01T00:00:00,joint_logit,anchor_logit,True,250,0.08,0.15719776279672468,0.07960145242169879,0.3055095079580513,0.07719776279672468,0.08129039330691468,0.3107980800284418,0.08197055985254635,-0.0016889408852158866,-0.005288572070390463,0.4547826086956521,0.0776536085788295,-0.004772797055821676
calendar_assumed_replay,00:15,2026-02-01T00:00:00,joint_logit,joint_logit,True,250,0.08,0.048397889470814574,0.07447083101022481,0.28692348020643405,0.03160211052918543,0.08129039330691468,0.3107980800284418,0.08197055985254635,-0.006819562296689868,-0.023874599822007736,0.5549999999999999,0.10818803813749392,-0.050368449323360924
calendar_assumed_replay,00:15,2026-03-01T00:00:00,joint_logit,identity,True,250,0.04,0.15693007783890447,0.05411871934278426,0.24507999391630608,0.11693007783890447,0.05411871934278426,0.24507999391630608,0.11693007783890447,0.0,0.0,0.26041666666666663,0.02928964102116174,0.0
calendar_assumed_replay,00:15,2026-03-01T00:00:00,joint_logit,anchor_logit,True,250,0.04,0.15549980566418145,0.05210106266421138,0.23803869096536356,0.11549980566418144,0.05411871934278426,0.24507999391630608,0.11693007783890447,-0.002017656678572885,-0.0070413029509425185,0.26041666666666663,0.02928964102116174,-0.001430272174723024
calendar_assumed_replay,00:15,2026-03-01T00:00:00,joint_logit,joint_logit,True,250,0.04,0.10129163266967461,0.045184971076705896,0.2047092986731634,0.061291632669674606,0.05411871934278426,0.24507999391630608,0.11693007783890447,-0.008933748266078366,-0.040370695243142685,0.3779166666666667,0.03395043426941406,-0.05563844516922986
calendar_assumed_replay,00:15,2026-04-01T00:00:00,joint_logit,identity,True,250,0.164,0.1487440705835822,0.13921265748306474,0.4552837820803878,0.015255929416417818,0.13921265748306474,0.4552837820803878,0.015255929416417818,0.0,0.0,0.43844089158594934,0.18665218170566522,0.0
calendar_assumed_replay,00:15,2026-04-01T00:00:00,joint_logit,anchor_logit,False,250,0.164,0.12037513163442168,0.13913176505706198,0.45503454512211916,0.04362486836557833,0.13921265748306474,0.4552837820803878,0.015255929416417818,-8.089242600275992e-05,-0.00024923695826861714,0.43844089158594934,0.18665218170566522,0.02836893894916051
calendar_assumed_replay,00:15,2026-04-01T00:00:00,joint_logit,joint_logit,True,250,0.164,0.15552689101557862,0.13640980057578142,0.4434897937753246,0.015046646234768264,0.13921265748306474,0.4552837820803878,0.015255929416417818,-0.0028028569072833243,-0.011793988305063174,0.5626094059983662,0.20256693173412177,-0.00020928318164955412
calendar_assumed_replay,00:15,2026-05-01T00:00:00,identity,identity,True,250,0.18,0.14670793284870995,0.14719316662905835,0.4705658936616781,0.033292067151290045,0.14719316662905835,0.4705658936616781,0.033292067151290045,0.0,0.0,0.569539295392954,0.3430912918325818,0.0
calendar_assumed_replay,00:15,2026-05-01T00:00:00,identity,anchor_logit,False,250,0.18,0.07184746311694719,0.1594866326260471,0.5366245613622308,0.1081525368830528,0.14719316662905835,0.4705658936616781,0.033292067151290045,0.012293465996988745,0.06605866770055269,0.43046070460704605,0.17241254244461232,0.07486046973176276
calendar_assumed_replay,00:15,2026-05-01T00:00:00,identity,joint_logit,False,250,0.18,0.0752486591864473,0.1587585181346318,0.5311913082038877,0.1047513408135527,0.14719316662905835,0.4705658936616781,0.033292067151290045,0.011565351505573446,0.0606254145422096,0.4215718157181572,0.16514705356439058,0.07145927366226265
calendar_assumed_replay,00:15,2026-06-01T00:00:00,anchor_logit,identity,True,250,0.02,0.1413134736284666,0.0350307066035284,0.19095812977538318,0.1213134736284666,0.0350307066035284,0.19095812977538318,0.1213134736284666,0.0,0.0,0.363265306122449,0.04965735587208966,0.0
calendar_assumed_replay,00:15,2026-06-01T00:00:00,anchor_logit,anchor_logit,True,250,0.02,0.1267412048978461,0.03089933275270878,0.17368219692639067,0.1067412048978461,0.0350307066035284,0.19095812977538318,0.1213134736284666,-0.004131373850819624,-0.01727593284899251,0.636734693877551,0.1511715797430083,-0.014572268730620508
calendar_assumed_replay,00:15,2026-06-01T00:00:00,anchor_logit,joint_logit,False,250,0.02,0.1780773678316171,0.04484947019860843,0.22614654681790353,0.15807736783161708,0.0350307066035284,0.19095812977538318,0.1213134736284666,0.009818763595080028,0.03518841704252035,0.64,0.031932885612105485,0.036763894203150474
calendar_assumed_replay,00:15,2026-07-01T00:00:00,identity,identity,True,250,0.04,0.1523703791665729,0.04981524303932052,0.2285171884484975,0.11237037916657289,0.04981524303932052,0.2285171884484975,0.11237037916657289,0.0,0.0,0.8554166666666666,0.14721197372637293,0.0
calendar_assumed_replay,00:15,2026-07-01T00:00:00,identity,anchor_logit,True,250,0.04,0.11735913663900213,0.044503472755268905,0.20611349596234108,0.07735913663900212,0.04981524303932052,0.2285171884484975,0.11237037916657289,-0.005311770284051616,-0.022403692486156424,0.14458333333333334,0.02473227623556226,-0.03501124252757076
calendar_assumed_replay,00:15,2026-07-01T00:00:00,identity,joint_logit,True,250,0.04,0.13243633041523034,0.04672510863374544,0.21582702088600417,0.09243633041523033,0.04981524303932052,0.2285171884484975,0.11237037916657289,-0.003090134405575082,-0.012690167562493332,0.7025000000000001,0.0661320441699418,-0.019934048751342553
calendar_assumed_replay,00:15,2026-08-01T00:00:00,identity,identity,True,250,0.412,0.14497351967439293,0.31694508862196674,0.903861607841366,0.26702648032560705,0.31694508862196674,0.903861607841366,0.26702648032560705,0.0,0.0,0.3985866191136649,0.38931771553330896,0.0
calendar_assumed_replay,00:15,2026-08-01T00:00:00,identity,anchor_logit,False,250,0.412,0.09091026968121135,0.34520473847408084,1.0430812955377078,0.3210897303187886,0.31694508862196674,0.903861607841366,0.26702648032560705,0.0282596498521141,0.13921968769634174,0.6014133808863352,0.4884645575697301,0.05406324999318157
calendar_assumed_replay,00:15,2026-08-01T00:00:00,identity,joint_logit,False,250,0.412,0.06536540249503349,0.36635396963546096,1.2198308469957317,0.3553640123836701,0.31694508862196674,0.903861607841366,0.26702648032560705,0.04940888101349422,0.3159692391543657,0.4533386170001981,0.39897155901182657,0.08833753205806305
calendar_assumed_replay,06:00,2025-01-01T00:00:00,identity,identity,True,120,0.09166666666666666,0.18128634165435564,0.09274883350902821,0.3421765834257305,0.089619674987689,0.09274883350902821,0.3421765834257305,0.089619674987689,0.0,0.0,0.40783986655546284,0.0889394844932917,0.0
calendar_assumed_replay,06:00,2025-01-01T00:00:00,identity,anchor_logit,False,120,0.09166666666666666,0.47395348316249647,0.2297661993219974,0.6526311241003013,0.3822868164958298,0.09274883350902821,0.3421765834257305,0.089619674987689,0.1370173658129692,0.31045454067457084,0.40783986655546284,0.0889394844932917,0.29266714150814077
calendar_assumed_replay,06:00,2025-01-01T00:00:00,identity,joint_logit,False,120,0.09166666666666666,0.4426147180980603,0.20764926353158206,0.6067161878702968,0.3509480514313937,0.09274883350902821,0.3421765834257305,0.089619674987689,0.11490043002255385,0.2645396044445663,0.5913261050875729,0.12762808023570116,0.26132837644370466
calendar_assumed_replay,06:00,2025-02-01T00:00:00,identity,identity,True,145,0.041379310344827586,0.17624569759645867,0.05779303573672859,0.25619831554576195,0.1348663872516311,0.05779303573672859,0.25619831554576195,0.1348663872516311,0.0,0.0,0.618705035971223,0.10657894736842105,0.0
calendar_assumed_replay,06:00,2025-02-01T00:00:00,identity,anchor_logit,False,145,0.041379310344827586,0.41425303392084756,0.17853519422109076,0.5488148584944377,0.37287372357601994,0.05779303573672859,0.25619831554576195,0.1348663872516311,0.12074215848436218,0.29261654294867573,0.618705035971223,0.10657894736842105,0.23800733632438884
calendar_assumed_replay,06:00,2025-02-01T00:00:00,identity,joint_logit,False,145,0.041379310344827586,0.3937578749428454,0.16688100359638555,0.521567399871658,0.35237856459801775,0.05779303573672859,0.25619831554576195,0.1348663872516311,0.10908796785965696,0.26536908432589607,0.6091127098321343,0.0872565289924625,0.21751217734638664
calendar_assumed_replay,06:00,2025-05-01T00:00:00,identity,identity,True,250,0.016,0.22397137278770168,0.059493868755567975,0.2736706132680832,0.2079713727877017,0.059493868755567975,0.2736706132680832,0.2079713727877017,0.0,0.0,0.4725609756097561,0.019073267120416276,0.0
calendar_assumed_replay,06:00,2025-05-01T00:00:00,identity,anchor_logit,True,250,0.016,0.20005135913404393,0.049618622089467566,0.24538244309391413,0.18405135913404394,0.059493868755567975,0.2736706132680832,0.2079713727877017,-0.009875246666100408,-0.02828817017416904,0.4725609756097561,0.019073267120416276,-0.023920013653657757
calendar_assumed_replay,06:00,2025-05-01T00:00:00,identity,joint_logit,True,250,0.016,0.03673788355854698,0.016257686338605894,0.09024471516762926,0.020737883558546978,0.059493868755567975,0.2736706132680832,0.2079713727877017,-0.04323618241696208,-0.1834258981004539,0.4400406504065041,0.016909029213727923,-0.18723348922915473
calendar_assumed_replay,06:00,2025-06-01T00:00:00,anchor_logit,identity,True,250,0.04,0.2002589094840381,0.06596455647489603,0.28275786401199343,0.1602589094840381,0.06596455647489603,0.28275786401199343,0.1602589094840381,0.0,0.0,0.4033333333333333,0.03808237530526814,0.0
calendar_assumed_replay,06:00,2025-06-01T00:00:00,anchor_logit,anchor_logit,True,250,0.04,0.09773520046075299,0.041632434020669254,0.19110626386243182,0.05773520046075299,0.06596455647489603,0.28275786401199343,0.1602589094840381,-0.02433212245422678,-0.09165160014956161,0.5966666666666667,0.0657299291276628,-0.1025237090232851
calendar_assumed_replay,06:00,2025-06-01T00:00:00,anchor_logit,joint_logit,False,250,0.04,0.2229773125776903,0.10932999275102731,0.35611424164488814,0.19343905181581067,0.06596455647489603,0.28275786401199343,0.1602589094840381,0.04336543627613128,0.07335637763289471,0.565,0.08106328229161058,0.03318014233177258
calendar_assumed_replay,06:00,2025-07-01T00:00:00,anchor_logit,identity,True,250,0.064,0.18514552649859808,0.07758206934655221,0.3076212594212749,0.12114552649859807,0.07758206934655221,0.3076212594212749,0.12114552649859807,0.0,0.0,0.3344017094017094,0.0529036673231487,0.0
calendar_assumed_replay,06:00,2025-07-01T00:00:00,anchor_logit,anchor_logit,True,250,0.064,0.02554322514084933,0.06135802472033645,0.2584313750276915,0.038456774859150666,0.07758206934655221,0.3076212594212749,0.12114552649859807,-0.01622404462621576,-0.049189884393583405,0.6655982905982906,0.10093463582303841,-0.0826887516394474
calendar_assumed_replay,06:00,2025-07-01T00:00:00,anchor_logit,joint_logit,True,250,0.064,0.05275217997140106,0.059812691809249696,0.23684753579985893,0.011247820028598941,0.07758206934655221,0.3076212594212749,0.12114552649859807,-0.01776937753730251,-0.07077372362141596,0.6260683760683761,0.11877032434444337,-0.10989770646999913
calendar_assumed_replay,06:00,2025-08-01T00:00:00,anchor_logit,identity,True,250,0.06,0.18797139538538704,0.0747844626839667,0.3017033956956287,0.12797139538538704,0.0747844626839667,0.3017033956956287,0.12797139538538704,0.0,0.0,0.3182978723404255,0.046484863848871544,0.0
calendar_assumed_replay,06:00,2025-08-01T00:00:00,anchor_logit,anchor_logit,True,250,0.06,0.02153027464230522,0.05785829015359362,0.25024596184841585,0.03846972535769477,0.0747844626839667,0.3017033956956287,0.12797139538538704,-0.016926172530373082,-0.05145743384721285,0.6817021276595744,0.09666482796514489,-0.08950167002769227
calendar_assumed_replay,06:00,2025-08-01T00:00:00,anchor_logit,joint_logit,True,250,0.06,0.053489863238895506,0.05653612433196633,0.2290290639407829,0.006510136761104477,0.0747844626839667,0.3017033956956287,0.12797139538538704,-0.01824833835200037,-0.0726743317548458,0.34695035460992907,0.05995016499915338,-0.12146125862428257
calendar_assumed_replay,06:00,2025-09-01T00:00:00,identity,identity,True,250,0.172,0.1684828860619525,0.143181129474639,0.46065340865303595,0.05529267759413045,0.143181129474639,0.46065340865303595,0.05529267759413045,0.0,0.0,0.5252218851814403,0.16927524175303732,0.0
calendar_assumed_replay,06:00,2025-09-01T00:00:00,identity,anchor_logit,False,250,0.172,0.029045634037301992,0.16286137632788544,0.6332750201842511,0.142954365962698,0.143181129474639,0.46065340865303595,0.05529267759413045,0.01968024685324643,0.17262161153121514,0.4747781148185597,0.15843009031527927,0.08766168836856755
calendar_assumed_replay,06:00,2025-09-01T00:00:00,identity,joint_logit,False,250,0.172,0.07809761381731899,0.14939431678141676,0.49697862424049494,0.09390238618268101,0.143181129474639,0.46065340865303595,0.05529267759413045,0.006213187306777751,0.03632521558745899,0.6027412650264016,0.2227237412056972,0.03860970858855056
calendar_assumed_replay,06:00,2025-10-01T00:00:00,identity,identity,True,250,0.276,0.15409876626042962,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.0,0.0,0.681719913523901,0.5436294983671301,0.0
calendar_assumed_replay,06:00,2025-10-01T00:00:00,identity,anchor_logit,False,250,0.276,0.05523941668553768,0.24908664370774147,0.8457542268458306,0.22076058331446236,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.04012765075003569,0.2277978007423599,0.31828008647609896,0.2142611408860407,0.09885934957489195
calendar_assumed_replay,06:00,2025-10-01T00:00:00,identity,joint_logit,False,250,0.276,0.11443830180917718,0.22478846840820169,0.6811217129166376,0.16235747579166934,0.20895899295770579,0.6179564261034707,0.1219012337395704,0.0158294754504959,0.06316528681316691,0.5977259988790136,0.4189176793554925,0.04045624205209894
calendar_assumed_replay,06:00,2025-11-01T00:00:00,identity,identity,True,250,0.236,0.15909166972944264,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.0,0.0,0.6485934865560387,0.4682150670132009,0.0
calendar_assumed_replay,06:00,2025-11-01T00:00:00,identity,anchor_logit,False,250,0.236,0.0961318279696868,0.20058594889877573,0.6342311463785713,0.13986817203031318,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.018926737003813227,0.08321631193179635,0.3514065134439613,0.19137620143077325,0.0629598417597558
calendar_assumed_replay,06:00,2025-11-01T00:00:00,identity,joint_logit,False,250,0.236,0.15592653976919274,0.18338527542683633,0.5553391287874221,0.08182565986544868,0.1816592118949625,0.5510148344467749,0.07690833027055738,0.0017260635318738227,0.004324294340647183,0.6633241636347502,0.4598261652767974,0.004917329594891301
calendar_assumed_replay,06:00,2025-12-01T00:00:00,identity,identity,True,250,0.04,0.15958637084696964,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.0,0.0,0.3408333333333333,0.031715253149723635,0.0
calendar_assumed_replay,06:00,2025-12-01T00:00:00,identity,anchor_logit,False,250,0.04,0.16878631937565167,0.05484349404165632,0.24809770299424475,0.12878631937565166,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.0006835989492220071,0.0034161824043551225,0.6591666666666667,0.09607417254011681,0.009199948528682014
calendar_assumed_replay,06:00,2025-12-01T00:00:00,identity,joint_logit,False,250,0.04,0.11902153062584798,0.06906260781635405,0.30658206604932364,0.1378769702600172,0.05415989509243431,0.24468152058988962,0.11958637084696964,0.014902712723919742,0.06190054545943402,0.16625,0.024898922037336332,0.018290599413047545
calendar_assumed_replay,06:00,2026-01-01T00:00:00,identity,identity,True,250,0.044,0.16285357921395283,0.05825742655917155,0.2565048189842733,0.11885357921395281,0.05825742655917155,0.2565048189842733,0.11885357921395281,0.0,0.0,0.3111449220235831,0.033057186670982966,0.0
calendar_assumed_replay,06:00,2026-01-01T00:00:00,identity,anchor_logit,True,250,0.044,0.14915216155772276,0.05319227606097401,0.23841655348703156,0.10515216155772276,0.05825742655917155,0.2565048189842733,0.11885357921395281,-0.005065150498197543,-0.01808826549724174,0.3111449220235831,0.033057186670982966,-0.01370141765623005
calendar_assumed_replay,06:00,2026-01-01T00:00:00,identity,joint_logit,True,250,0.044,0.012445010730227146,0.04330800428830342,0.2171442464654313,0.03155498926977285,0.05825742655917155,0.2565048189842733,0.11885357921395281,-0.01494942227086813,-0.03936057251884201,0.2529478889311525,0.029944196351555645,-0.08729858994417997
calendar_assumed_replay,06:00,2026-02-01T00:00:00,joint_logit,identity,True,250,0.08,0.16197055985254635,0.08129039330691468,0.3107980800284418,0.08197055985254635,0.08129039330691468,0.3107980800284418,0.08197055985254635,0.0,0.0,0.4547826086956521,0.0776536085788295,0.0
calendar_assumed_replay,06:00,2026-02-01T00:00:00,joint_logit,anchor_logit,True,250,0.08,0.15719776279672468,0.07960145242169879,0.3055095079580513,0.07719776279672468,0.08129039330691468,0.3107980800284418,0.08197055985254635,-0.0016889408852158866,-0.005288572070390463,0.4547826086956521,0.0776536085788295,-0.004772797055821676
calendar_assumed_replay,06:00,2026-02-01T00:00:00,joint_logit,joint_logit,True,250,0.08,0.04839788947081471,0.0744708310102248,0.28692348020643393,0.03160211052918529,0.08129039330691468,0.3107980800284418,0.08197055985254635,-0.006819562296689882,-0.023874599822007847,0.5549999999999999,0.10818803813749392,-0.05036844932336106
calendar_assumed_replay,06:00,2026-03-01T00:00:00,joint_logit,identity,True,250,0.04,0.15693007783890447,0.05411871934278426,0.24507999391630608,0.11693007783890447,0.05411871934278426,0.24507999391630608,0.11693007783890447,0.0,0.0,0.26041666666666663,0.02928964102116174,0.0
calendar_assumed_replay,06:00,2026-03-01T00:00:00,joint_logit,anchor_logit,True,250,0.04,0.15549980566418145,0.05210106266421138,0.23803869096536356,0.11549980566418144,0.05411871934278426,0.24507999391630608,0.11693007783890447,-0.002017656678572885,-0.0070413029509425185,0.26041666666666663,0.02928964102116174,-0.001430272174723024
