candidate,horizon,case_lift,matched_random_day_rate,macro_corridor_year_lift,symmetric_benefit_bps,future_only_benefit_bps,n_signals,period
noon_consensus,1,1.565624159129013,0.5441633627680663,1.565566497443704,11.517488945235309,53.403549854213466,358,screen_2024
noon_consensus,3,1.6634753196124519,0.3929311587673455,1.662316407174605,24.53440831122962,70.77521532808777,358,screen_2024
noon_consensus,5,1.7051184110007642,0.33910389259326,1.7024546391279316,31.120851853525675,81.66918734699773,358,screen_2024
noon_consensus,10,1.7866244690597153,0.2704766624617048,1.781016304885404,39.01125198948845,99.99630135428426,358,screen_2024
noon_consensus,20,1.8901988805525782,0.1891557037304019,1.8891077036277202,51.475658026829,124.9993155572696,358,screen_2024
signed_spot,1,1.6435212660731948,0.5435483870967742,1.6435835253091895,15.794377952238586,65.89034813734955,300,screen_2024
signed_spot,3,1.683950617283951,0.3919354838709677,1.677193094265237,23.920964165802786,73.635986633011,300,screen_2024
signed_spot,5,1.647414478918059,0.3379032258064516,1.6371229467848782,25.84006137612579,74.66190915389957,300,screen_2024
signed_spot,10,1.6954091816367265,0.2693548387096774,1.6818515029006569,35.31450506945457,91.41634275081117,300,screen_2024
signed_spot,20,1.748717948717949,0.18870967741935482,1.7405741363779446,40.881633794048966,98.09402273806397,300,screen_2024
static_equal,1,1.5423841352751095,0.5438372652864709,1.542422370020124,12.665174476303354,54.503477541229664,335,screen_2024
static_equal,3,1.6433414117863607,0.3923567645642754,1.6471685516078676,22.249863616349028,65.99649367442208,335,screen_2024
static_equal,5,1.6142272808109548,0.33840876263842085,1.6157944804383768,25.49132008513702,70.51435970364315,335,screen_2024
static_equal,10,1.6707415008476847,0.2697881559942224,1.6780768691100996,31.41081666586716,87.41966418792228,335,screen_2024
static_equal,20,1.6902987451430027,0.18896244583533944,1.6955996595531115,33.1775890319626,100.82770449184048,335,screen_2024
online_global_w250_eta5,1,1.549893939739525,0.5439578163771712,1.5480474167296339,14.747873209987928,54.89001305762104,325,screen_2024
online_global_w250_eta5,3,1.6774234331047124,0.39254342431761785,1.6750751474296883,27.78572483696834,70.31712333432898,325,screen_2024
online_global_w250_eta5,5,1.671930531638149,0.3386228287841191,1.6637082121059823,32.456291947981214,76.35639466420118,325,screen_2024
online_global_w250_eta5,10,1.6753676470588237,0.26997518610421833,1.6775118395501571,36.83850651214078,91.09943526010453,325,screen_2024
online_global_w250_eta5,20,1.660060375377346,0.18905707196029778,1.6590473467367008,37.655591973144965,105.00502787498327,325,screen_2024
matched_stale20,1,1.5048888278262464,0.5434961170848267,1.505398968329818,10.070886219495396,49.525373089946925,324,screen_2024
matched_stale20,3,1.7095298602287166,0.3917761847869375,1.716541430075398,24.395570808651957,66.2845112278968,324,screen_2024
matched_stale20,5,1.6544301931298837,0.3376642771804062,1.662952816237135,30.05678096421913,76.54693816054687,324,screen_2024
matched_stale20,10,1.6736618286031246,0.2692403424930307,1.67774431077989,28.571058044915866,88.58959799096596,324,screen_2024
matched_stale20,20,1.5697237423353332,0.18875696933492633,1.5834631043686174,26.1808323670886,100.08852365438469,324,screen_2024
static_equal_stale20,1,1.402247191011236,0.5435667752442996,1.4050278564193888,9.008226492511033,44.80987183417716,307,screen_2024
static_equal_stale20,3,1.6214041440354052,0.3917463486392771,1.627628092117972,23.671508360067588,58.53584288817045,307,screen_2024
static_equal_stale20,5,1.5238984171430796,0.3377245980876326,1.5257972944232727,29.852474391720126,66.06946219992902,307,screen_2024
static_equal_stale20,10,1.525111035189614,0.2691105390354103,1.5171504584097757,35.25553516277877,79.07602863928241,307,screen_2024
static_equal_stale20,20,1.3964546402502607,0.1889382158243144,1.3933014804911625,37.02216831423103,95.48084803599257,307,screen_2024
noon_consensus,1,1.8461305091290199,0.4630710481615346,1.850900792156132,21.370980146520107,70.31803227332608,317,retrospective_2025
noon_consensus,3,2.086636110362182,0.28421818924890485,2.096556118123012,39.309718691385434,73.04234002656854,317,retrospective_2025
noon_consensus,5,2.060820530525347,0.22195685768656048,2.074808299809831,45.650518680622,67.80915250860677,317,retrospective_2025
noon_consensus,10,2.2032562570364598,0.14747314780520823,2.2178071677514275,54.34302017847384,46.833646621061874,317,retrospective_2025
noon_consensus,20,1.8962276637988087,0.09648909947764339,1.8866836297147838,64.99833020023219,3.3205799786887464,317,retrospective_2025
signed_spot,1,1.663939393939394,0.4631578947368421,1.6667576009552394,22.0243400064204,50.486596932886606,375,retrospective_2025
signed_spot,3,1.7733333333333334,0.28421052631578947,1.7840547283864256,36.72465734782547,52.80199027220955,375,retrospective_2025
signed_spot,5,1.826958637469586,0.22186234817813769,1.8490936493032268,46.38224501010438,47.24405763585469,375,retrospective_2025
signed_spot,10,1.7733333333333332,0.14736842105263157,1.815572301445831,70.02667754819502,33.11886318178797,375,retrospective_2025
signed_spot,20,1.6881792717086832,0.09635627530364373,1.7288811928811931,83.70324188796728,-28.10865143046758,375,retrospective_2025
static_equal,1,1.824481181850158,0.46325566237575366,1.830485103100278,23.301088301543167,69.15406522501107,323,retrospective_2025
static_equal,3,2.04888810448288,0.2840776626013713,2.0633245510104556,41.1905698371296,75.30501269572565,323,retrospective_2025
static_equal,5,2.011764705882353,0.22160664819944598,2.0295717145973566,46.23473787132281,68.40482216212159,323,retrospective_2025
static_equal,10,2.1048146570089474,0.1470901593111142,2.124936705837167,54.293190197835656,41.30988638254435,323,retrospective_2025
static_equal,20,1.9327073552425666,0.09611310963763302,1.936104414346019,67.25397827935083,-5.015295841857567,323,retrospective_2025
online_global_w250_eta5,1,1.8484174989449993,0.46272309514820936,1.8505470359406206,23.801362440914765,70.8131908771374,311,retrospective_2025
