candidate,h,metric,mean_bps,ci_lo,ci_hi,n
cny_cbr_w25_r25,1,sym,1.1287677658913935,-3.0958081544697635,5.489782692540286,848
cny_cbr_w25_r25,1,forward,62.9778593328086,53.276121413937304,72.94844367100188,848
cny_cbr_w25_r25,3,sym,4.0822156796033635,-4.82935867344101,13.697320014134704,843
cny_cbr_w25_r25,3,forward,69.73025711119145,54.07628721279078,85.40895356892011,843
cny_cbr_w25_r25,5,sym,6.128208111822602,-6.20162452033516,19.077620229627996,838
cny_cbr_w25_r25,5,forward,71.20419191833395,47.86932366114262,92.88500984294372,838
cny_cbr_w25_r25,10,sym,7.841615221226094,-14.55104722267761,30.53894823592616,833
cny_cbr_w25_r25,10,forward,73.41891339651576,32.50249608575814,111.88615797342216,833
cny_cbr_w25_r25,20,sym,16.57586378352919,-27.096517068961038,58.20268604764994,800
cny_cbr_w25_r25,20,forward,64.52749413613648,-6.633369931599904,126.20272389320711,800
change_z_r25,1,sym,-27.505405405984018,-32.6091864458439,-23.11204934185036,878
change_z_r25,1,forward,19.14129368100835,7.134745181607226,31.22097494560541,878
change_z_r25,3,sym,-37.187797018458554,-44.825276336824174,-30.453410362870635,874
change_z_r25,3,forward,23.865329464424597,4.883766778825286,42.3611618721219,874
change_z_r25,5,sym,-36.94243736524566,-47.468893691634996,-27.392506490447357,869
change_z_r25,5,forward,24.98648443866811,1.7542023762362413,47.01189816760308,869
change_z_r25,10,sym,-39.48188495593427,-59.45622912201904,-19.51376955021867,864
change_z_r25,10,forward,24.457125236477825,-13.720875592338906,61.3325938901412,864
change_z_r25,20,sym,-37.04016126671288,-76.39767012287074,3.907272802866634,829
change_z_r25,20,forward,14.898735472809603,-46.60203696538793,74.03744670823882,829
cny_last_r25,1,sym,16.256177097600666,10.436096322469682,22.24379180281575,830
cny_last_r25,1,forward,67.13248255432839,57.791171382976074,78.46684947724832,830
cny_last_r25,3,sym,22.182249223208046,13.201616778454241,31.94206537014899,825
cny_last_r25,3,forward,72.13103256754873,56.79557110675401,87.05940923228304,825
cny_last_r25,5,sym,23.62901461308971,10.998783994416685,37.346592227940725,820
cny_last_r25,5,forward,70.03844331917507,46.07529939651811,90.61226559646175,820
cny_last_r25,10,sym,25.971140836698996,1.9725973735671594,48.58754268187079,815
cny_last_r25,10,forward,70.18918023442384,24.10346858486886,109.37299559682849,815
cny_last_r25,20,sym,33.61900776656708,-15.506870270697346,78.79899654052363,785
cny_last_r25,20,forward,61.271119241361,-24.11820348686572,134.45633721194883,785
stale20_cny_r35,1,sym,0.07597094321087322,-3.6834172963243064,3.55954856926969,1130
stale20_cny_r35,1,forward,-0.6209187124031452,-12.442307931087583,11.753531734720928,1130
stale20_cny_r35,3,sym,0.16874232913978449,-6.15514431753015,6.453082791863128,1125
stale20_cny_r35,3,forward,0.606107957062259,-17.79485830066749,20.69975558947515,1125
stale20_cny_r35,5,sym,-0.3415551585819744,-8.739156911319649,7.820146053180843,1120
stale20_cny_r35,5,forward,0.37394504059087935,-24.58847064924245,25.97791968204709,1120
stale20_cny_r35,10,sym,3.6550093823394754,-12.321210563367487,18.465233014948275,1110
stale20_cny_r35,10,forward,4.091229099637089,-36.56033757939957,44.92820131570432,1110
stale20_cny_r35,20,sym,15.93237370172798,-15.927907846651445,48.814037895888134,1080
stale20_cny_r35,20,forward,6.662574552831646,-65.18726468979145,77.16503751880076,1080
cbr_hist_r25,1,sym,-7.908694850912141,-13.797233905009413,-3.7270628616843133,614
cbr_hist_r25,1,forward,8.889229863130007,-1.1667653443487138,19.005043270502725,614
cbr_hist_r25,3,sym,-0.009248199683717997,-8.85865435921287,7.931861595529196,614
cbr_hist_r25,3,forward,16.62994113739938,-2.7018873410180495,34.16437504985929,614
cbr_hist_r25,5,sym,4.95228032075119,-8.744684849951938,18.051755094022187,614
cbr_hist_r25,5,forward,23.552227842749797,-6.061888859916568,50.147419400544116,614
cbr_hist_r25,10,sym,11.504105634361693,-13.969950100815515,35.92558133955209,614
cbr_hist_r25,10,forward,38.02173879718201,-14.973110646017613,83.71502603717948,614
cbr_hist_r25,20,sym,28.79984329464284,-9.740558616124934,69.13459812510457,606
cbr_hist_r25,20,forward,64.4490201780481,-14.018137470261346,136.79993106760253,606
market_hist_r25,1,sym,12.693888184725884,8.49397177480686,17.198228431376677,726
market_hist_r25,1,forward,62.11538657614672,49.258922525638084,74.51373494558457,726
