candidate,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
change_z_r25,1,1135,286,2023-01-09,2023-12-01,0.6923076923076923,0.5744493392070484,1.2051675318546484,1.2058918222794592,1.2244648318042812,1.1773700305810397,1.3058103975535167,-22.76665888637507,43.54679586643655
change_z_r25,3,1135,286,2023-01-09,2023-12-01,0.583916083916084,0.45198237885462555,1.2919001076895815,1.2939108471568024,1.2244648318042812,1.1773700305810397,1.3058103975535167,-33.06089822662306,70.33326568478377
change_z_r25,5,1135,286,2023-01-09,2023-12-01,0.5384615384615384,0.3894273127753304,1.382701009397842,1.384091538979293,1.2244648318042812,1.1773700305810397,1.3058103975535167,-38.49710100939337,90.44513472366306
change_z_r25,10,1135,286,2023-01-09,2023-12-01,0.4370629370629371,0.31541850220264317,1.3856604289565184,1.3871235823230348,1.2244648318042812,1.1773700305810397,1.3058103975535167,-48.72879881372304,118.41760229778902
change_z_r25,20,1135,286,2023-01-09,2023-12-01,0.3776223776223776,0.2669603524229075,1.4145260679914144,1.4167003756139842,1.2244648318042812,1.1773700305810397,1.3058103975535167,-58.828162118182995,163.8846991536501
change_z_r35,1,1135,411,2023-01-09,2023-12-01,0.6861313868613139,0.5744493392070484,1.1944158344901707,1.1947814401433425,1.7596330275229355,1.6483180428134556,1.8837920489296636,-18.279886258679614,36.36215270396595
change_z_r35,3,1135,411,2023-01-09,2023-12-01,0.559610705596107,0.45198237885462555,1.2381250503929464,1.2388183651678728,1.7596330275229355,1.6483180428134556,1.8837920489296636,-23.417741381964053,61.15378637509361
change_z_r35,5,1135,411,2023-01-09,2023-12-01,0.5085158150851582,0.3894273127753304,1.3058041857955986,1.3061421138121851,1.7596330275229355,1.6483180428134556,1.8837920489296636,-24.265648055949402,80.19683051072317
change_z_r35,10,1135,411,2023-01-09,2023-12-01,0.4209245742092457,0.31541850220264317,1.334495507618698,1.3354303397150338,1.7596330275229355,1.6483180428134556,1.8837920489296636,-25.78253478930886,115.2050571817657
change_z_r35,20,1135,411,2023-01-09,2023-12-01,0.36253041362530414,0.2669603524229075,1.3579934635799347,1.3626767656419965,1.7596330275229355,1.6483180428134556,1.8837920489296636,-29.733377406700825,170.20713974564094
change_z_r35_cd3,1,1135,254,2023-01-09,2023-12-01,0.6692913385826772,0.5744493392070484,1.1651007197719918,1.165579316177359,1.0874617737003056,1.0061162079510704,1.1345565749235473,-23.36329834101687,26.60759492592215
change_z_r35_cd3,3,1135,254,2023-01-09,2023-12-01,0.547244094488189,0.45198237885462555,1.2107642246473578,1.2123179774849195,1.0874617737003056,1.0061162079510704,1.1345565749235473,-23.73997005325594,44.894981062124224
change_z_r35_cd3,5,1135,254,2023-01-09,2023-12-01,0.515748031496063,0.3894273127753304,1.3243756012398902,1.3255917621361386,1.0874617737003056,1.0061162079510704,1.1345565749235473,-21.540059140377537,62.352145039247645
change_z_r35_cd3,10,1135,254,2023-01-09,2023-12-01,0.4448818897637795,0.31541850220264317,1.4104495667091892,1.4128111918924873,1.0874617737003056,1.0061162079510704,1.1345565749235473,-21.76385081291781,97.06205030376792
change_z_r35_cd3,20,1135,254,2023-01-09,2023-12-01,0.38976377952755903,0.2669603524229075,1.4600062368441566,1.464420695946827,1.0874617737003056,1.0061162079510704,1.1345565749235473,-29.439900135094078,145.68253415669122
cny_last_r25,1,1135,315,2023-01-09,2023-12-01,0.8380952380952381,0.5744493392070484,1.4589541338007597,1.4589541338007594,1.348623853211009,1.348623853211009,1.348623853211009,21.6113225905319,78.23603324310203
cny_last_r25,3,1135,315,2023-01-09,2023-12-01,0.7301587301587301,0.45198237885462555,1.61545839908413,1.61545839908413,1.348623853211009,1.348623853211009,1.348623853211009,26.756632527678125,98.76806179103411
cny_last_r25,5,1135,315,2023-01-09,2023-12-01,0.6476190476190476,0.3894273127753304,1.663003663003663,1.663003663003663,1.348623853211009,1.348623853211009,1.348623853211009,36.85511492571199,130.14890944769968
cny_last_r25,10,1135,315,2023-01-09,2023-12-01,0.526984126984127,0.31541850220264317,1.6707457657178328,1.6707457657178328,1.348623853211009,1.348623853211009,1.348623853211009,44.1066111984999,175.41430761609595
cny_last_r25,20,1135,315,2023-01-09,2023-12-01,0.45396825396825397,0.2669603524229075,1.7005081460527005,1.7005081460527003,1.348623853211009,1.348623853211009,1.348623853211009,40.70100616561654,227.20993040645132
cny_last_r35,1,1135,425,2023-01-09,2023-12-01,0.8211764705882353,0.5744493392070484,1.429501984843017,1.429501984843017,1.8195718654434248,1.819571865443425,1.819571865443425,19.903392567194363,66.94373780102045
cny_last_r35,3,1135,425,2023-01-09,2023-12-01,0.7058823529411765,0.45198237885462555,1.561747506019952,1.5617475060199517,1.8195718654434248,1.819571865443425,1.819571865443425,28.07394758750505,87.8392029196026
cny_last_r35,5,1135,425,2023-01-09,2023-12-01,0.64,0.3894273127753304,1.6434389140271495,1.643438914027149,1.8195718654434248,1.819571865443425,1.819571865443425,39.20430876995693,117.12570445591957
cny_last_r35,10,1135,425,2023-01-09,2023-12-01,0.5223529411764706,0.31541850220264317,1.6560630956293132,1.6560630956293132,1.8195718654434248,1.819571865443425,1.819571865443425,53.267877702054186,166.4591003841508
cny_last_r35,20,1135,425,2023-01-09,2023-12-01,0.4470588235294118,0.2669603524229075,1.6746262861580277,1.6746262861580274,1.8195718654434248,1.819571865443425,1.819571865443425,55.77808774165684,222.19535761847598
