rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.15,253,1.0005649717514125,20,0,0.4624505928853755,0.3379032258064516,1.3685888667729489,0.6014363413847134,66.65783534312631,1.3685888667729489,1.3685888667729489,1,1,0.9096045197740114,1.0875706214689267,1.24822695035461,0.7862903225806451,1.3685888667729489,1.0005649717514125,1.0005649717514125,0.6134831460674157,1.638636363636364,4,target_panel_hist,rolling,0.15,20,0,0,0.0,0.0,0,0
0.15,193,0.7632768361581922,40,0,0.48704663212435234,0.3379032258064516,1.44137905449689,0.6014363413847134,66.37311307815727,1.44137905449689,1.44137905449689,1,1,0.711864406779661,0.8107344632768362,1.2639242810338553,0.7925531914893617,1.44137905449689,0.7632768361581922,0.7632768361581922,0.2275,1.7022727272727272,4,target_panel_hist,rolling,0.15,40,0,0,0.0,0.0,0,0
0.15,191,0.7553672316384181,60,0,0.5078534031413613,0.3379032258064516,1.502955178747704,0.6014363413847134,79.37792167008614,1.502955178747704,1.502955178747704,1,1,0.731638418079096,0.8107344632768362,1.4005647438483262,0.7795698924731183,1.502955178747704,0.7553672316384181,0.7553672316384181,0.1258426966292135,2.1636363636363636,4,target_panel_hist,rolling,0.15,60,0,0,0.0,0.0,0,0
0.15,175,0.692090395480226,120,0,0.5714285714285714,0.3379032258064516,1.6911012615069894,0.6014363413847134,87.70090449585854,1.6911012615069894,1.6911012615069894,1,1,0.652542372881356,0.731638418079096,1.5353535353535355,0.8647058823529412,1.6911012615069894,0.692090395480226,0.692090395480226,0.04772727272727273,2.084090909090909,4,target_panel_hist,rolling,0.15,120,0,0,0.0,0.0,0,0
0.15,122,0.4824858757062147,250,0,0.6229508196721312,0.3379032258064516,1.8435776047576198,0.6014363413847134,85.3797395644815,1.8435776047576198,1.8435776047576198,1,1,0.4548022598870057,0.5141242937853108,1.5555555555555556,0.7863247863247863,1.8435776047576198,0.4824858757062147,0.4824858757062147,0.07865168539325842,1.0977272727272729,4,target_panel_hist,rolling,0.15,250,0,0,0.0,0.0,0,0
0.15,119,0.4706214689265537,40,3,0.46218487394957986,0.3379032258064516,1.367802490924771,0.6014363413847134,63.42309925912064,1.367802490924771,1.367802490924771,1,1,0.4548022598870057,0.4943502824858757,1.1844776119402987,0.6140350877192983,1.367802490924771,0.4706214689265537,0.4706214689265537,0.2275,0.9545454545454546,4,target_panel_hist,rolling,0.15,40,3,0,0.0,0.0,0,0
0.15,116,0.45875706214689266,60,3,0.47413793103448276,0.3379032258064516,1.4031766932762737,0.6014363413847134,64.30517982345079,1.4031766932762737,1.4031766932762737,1,1,0.43502824858757067,0.4943502824858757,1.0796019900497513,0.5855855855855856,1.4031766932762737,0.45875706214689266,0.45875706214689266,0.1258426966292135,1.1454545454545455,4,target_panel_hist,rolling,0.15,60,3,0,0.0,0.0,0,0
0.15,91,0.35988700564971754,120,3,0.5164835164835165,0.3379032258064516,1.5284953709774713,0.6014363413847134,70.42262515137153,1.5284953709774713,1.5284953709774713,1,1,0.3559322033898305,0.37570621468926557,1.439469320066335,0.7209302325581395,1.5284953709774713,0.35988700564971754,0.35988700564971754,0.04772727272727273,1.0022727272727272,4,target_panel_hist,rolling,0.15,120,3,0,0.0,0.0,0,0
0.18,294,1.1627118644067798,20,0,0.45918367346938777,0.3379032258064516,1.3589206565681167,0.6014363413847134,61.69103461429498,1.3589206565681167,1.3589206565681167,1,1,1.1271186440677967,1.225988700564972,1.2763767370046322,0.8062283737024222,1.3589206565681167,1.1627118644067798,1.1627118644067798,0.7707865168539327,1.8772727272727274,4,target_panel_hist,rolling,0.18,20,0,0,0.0,0.0,0,0
0.18,230,0.9096045197740114,40,0,0.46956521739130436,0.3379032258064516,1.3896440801079175,0.6014363413847134,64.2409122919631,1.3896440801079175,1.3896440801079175,1,1,0.8502824858757062,0.9293785310734464,1.1813274055255638,0.8222222222222222,1.3896440801079175,0.9096045197740114,0.9096045197740114,0.2625,2.0363636363636366,4,target_panel_hist,rolling,0.18,40,0,0,0.0,0.0,0,0
