period,policy,observed_lift,circular_shift_p_unadjusted,circular_shift_p_max_adjusted,n_recorded_policies,observed_max_lift,null_max_lift_q95
retrospective_2025,target_panel_hist_benefit50,0.9411993835419241,0.7215696075981005,0.9650087478130467,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_hist,0.8506733833658887,0.873531617095726,0.9950012496875781,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_hist_anchor25,0.7398590594504264,0.9897525618595351,1.0,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_xgb_primary50,1.0440636727287722,0.4356410897275681,0.7673081729567608,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_xgb_benefit50,1.0048740796915978,0.5966008497875531,0.8752811797050737,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_only_extra_benefit50,1.1539475155329106,0.14821294676330918,0.4233941514621345,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_hist_primary50,1.0041578120668946,0.5663584103974006,0.8752811797050737,8,1.294403892944039,1.3925501430047202
retrospective_2025,target_panel_only_extra_primary50,1.294403892944039,0.010497375656085979,0.13646588352911773,8,1.294403892944039,1.3925501430047202
retrospective_2025_2026,target_panel_hist_benefit50,1.086790925119988,0.379905023744064,0.6133466633341664,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_hist,1.1213407900409254,0.18970257435641089,0.4821294676330917,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_hist_anchor25,1.0204537729831407,0.43914021494626343,0.7638090477380655,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_xgb_primary50,1.2716202913666956,0.07248187953011748,0.0997250687328168,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_xgb_benefit50,1.1518731953656385,0.18095476130967258,0.38090477380654836,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_only_extra_benefit50,1.2734741636048648,0.021494626343414147,0.09547613096725818,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_hist_primary50,1.1979592458853752,0.12421894526368409,0.2464383904023994,8,1.3620998151571164,1.3152543209724155
retrospective_2025_2026,target_panel_only_extra_primary50,1.3620998151571164,0.00024993751562109475,0.027243189202699324,8,1.3620998151571164,1.3152543209724155
