stage,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
screen_2019_2022,pooled,all,4920,0.1315040650406504,0.13912018823904615,0.12093294802818533,0.4126550058880874,0.028337113922685904,0.11439362274783003,0.3900538996069941,0.00330452505386436,0.006539325280355293,0.022601106281093297,0.36487907427790545,0.09647064837046739,0.00438503366272025,0.025032588868821544,False
screen_2019_2022,year,2019,1230,0.07317073170731707,0.1357542912025696,0.0718032138254146,0.2814010287227031,0.06258355949525253,0.07092770729139025,0.2778256575837146,0.05503827159447976,0.0008755065340243506,0.0035753711389885368,0.5073684210526316,0.07023867922228627,0.11343567251461989,0.0075452879007727736,False
screen_2019_2022,year,2020,1215,0.1720164609053498,0.10195041691199735,0.1475249756431298,0.48283085657541785,0.07006604399335242,0.14475810791816227,0.4687907948033293,0.0429585572889194,0.0027668677249675366,0.014040061772088552,0.3192662208566781,0.12030334926720589,0.04380416068184195,0.027107486704433026,False
screen_2019_2022,year,2021,1240,0.11612903225806452,0.15310813012528843,0.10412720125859856,0.3652628248089655,0.036979097867223906,0.1028904352038686,0.3602670390844582,0.011595038531551236,0.001236766054729957,0.004995785724507318,0.2625646289537713,0.07659717846385172,-0.08704633008921331,0.02538405933567267,False
screen_2019_2022,year,2022,1235,0.1651821862348178,0.1649957166425199,0.16057617516303388,0.5219222430268948,0.11815490430296824,0.1393605693745341,0.4542734276013515,0.037359140080412245,0.02121560578849979,0.06764881542554335,0.310421064643122,0.11245909323464053,-0.10322407333447442,0.080795764222556,False
screen_2019_2022,currency,AMD,984,0.14735772357723578,0.13426430065830247,0.13214053335493006,0.4436198681311451,0.038588228361529586,0.1261753769716525,0.42041326616407604,0.019158183590449712,0.005965156383277576,0.023206601967069085,0.3641938268053101,0.10979427346300252,-0.01433973120710208,0.019430044771079874,False
screen_2019_2022,currency,KGS,984,0.125,0.1408200732491225,0.11458218761485973,0.39311465504472654,0.026860631590648266,0.10956849054864101,0.3776361999833093,0.0031995399867860708,0.0050136970662187225,0.015478455061417262,0.42064908453962585,0.10170271239454517,0.08318933363549663,0.023661091603862195,False
screen_2019_2022,currency,KZT,984,0.12398373983739837,0.13942981504238583,0.114542839902645,0.3956151650651379,0.02570704587859393,0.10877804040873719,0.3755331924599122,0.004215800149387702,0.0057647994939078046,0.020081972605225706,0.38324902057738386,0.0936965633952371,0.012157202084363494,0.02149124572920623,False
screen_2019_2022,currency,TJS,984,0.14126016260162602,0.1391429125364081,0.1295753763530507,0.4351536306591355,0.028826555532091333,0.12165978446023203,0.4088076960585424,0.01306062261483995,0.007915591892818666,0.02634593460059309,0.34666893703971735,0.10294309986401881,-0.017266187050359705,0.015765932917251382,False
screen_2019_2022,currency,UZS,984,0.11991869918699187,0.14194383970901198,0.1138238029154411,0.39577171054029187,0.04328286207165142,0.1057864213498875,0.36787914336913075,0.0082808407997942,0.0080373815655536,0.02789256717116112,0.31788468313304885,0.0825395707985316,-0.029377226288801017,0.03500202127185722,False
validation_2023_2024,pooled,all,2475,0.21696969696969698,0.1765391855460152,0.1741916506207439,0.5386602253049632,0.05876993725242276,0.1765844630459551,0.5479270761513967,0.07742371644858037,-0.0023928124252111937,-0.009266850846433528,0.41694196055370103,0.17685705534646243,0.09832363799190164,-0.018653779196157613,True
validation_2023_2024,year,2023,1235,0.24534412955465587,0.15731390017448416,0.1938647846054446,0.5883361336055598,0.08803022938017173,0.19771670665759863,0.6024169935439112,0.10753684225139046,-0.0038519220521540387,-0.014080859938351398,0.4816144704599215,0.26828921844685577,0.1908065270046318,-0.01950661287121873,True
validation_2023_2024,year,2024,1240,0.18870967741935485,0.19568694960556424,0.1545978437892074,0.4891846230862239,0.03654993144405275,0.15553743009403595,0.49365687616772275,0.047432014540136486,-0.0009395863048285436,-0.004472253081498845,0.3165026932422559,0.13192571035983336,-0.056778984214371886,-0.010882083096083739,False
validation_2023_2024,currency,AMD,495,0.25252525252525254,0.18002942098439317,0.19632134471346352,0.5905792175015969,0.0810723058541491,0.20237665487994397,0.6132910652224173,0.11297927200413593,-0.006055310166480449,-0.022711847720820355,0.43587027027027025,0.225292939596467,0.1300972972972973,-0.03190696614998684,True
validation_2023_2024,currency,KGS,495,0.23434343434343435,0.17470095475457345,0.1850898650689431,0.5641143590144734,0.06862292909903484,0.18900404355351355,0.579084298297703,0.09479745382231775,-0.0039141784845704575,-0.01496993928322965,0.4339914475479938,0.19839071031500427,0.10092348284960417,-0.02617452472328291,True
validation_2023_2024,currency,KZT,495,0.18787878787878787,0.17471914154910384,0.15660922569481,0.4983647240897946,0.04668117943384417,0.15568768961856969,0.4953181749382161,0.04833280735767126,0.0009215360762403202,0.0030465491515784815,0.37762798908682393,0.14297154518453786,0.1008933825496175,-0.001651627923827087,False
validation_2023_2024,currency,TJS,495,0.2080808080808081,0.1778083977455462,0.16757650935188317,0.5213001767622139,0.055370215592662364,0.17001832480462165,0.5310802181348899,0.06853482755969148,-0.0024418154527384717,-0.009780041372676074,0.42114127204279767,0.17025421311556396,0.07940360610263525,-0.013164611967029116,True
validation_2023_2024,currency,UZS,495,0.20202020202020202,0.17543801269645923,0.16536130827461984,0.5189426491567372,0.042103056282423425,0.1658356023731267,0.5208616241637566,0.06247422149908541,-0.00047429409850685555,-0.00191897500701943,0.4060759493670886,0.16526363487344511,0.07554430379746835,-0.020371165216661984,True
