candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
geometric,382,1.3451102533725683,1.035766498448016,1.6865848061302056,0.013996500874781305,-63.854789720609716,57.05485536264866,2025
harmonic,385,1.3112143331121433,0.9564425851715632,1.6781424904778746,0.04123969007748063,-74.30801663177517,55.11259290651081,2025
geom_stack25,340,1.365446543580936,1.0666726964959403,1.723857669967521,0.007498125468632842,-59.72645000761719,57.304335944014035,2025
geom_stack75,385,1.3814579581002937,1.0563759389588427,1.7044260708140806,0.010497375656085979,-62.86980937037432,51.80739298438195,2025
minimum,438,1.2554577875545778,0.9352382741017488,1.584468943689926,0.0614846288427893,-73.94329699344225,45.76349083721453,2025
geometric,624,1.328380491966444,1.0316199310727694,1.6744900049573113,0.015996000999750064,-31.66557883440088,73.87478554305298,2025_2026
harmonic,627,1.2922492755161303,0.9929344290886157,1.645959457431061,0.02899275181204699,-39.57301518817619,70.80155510856325,2025_2026
geom_stack25,559,1.342574375287267,1.0524197162779312,1.706244552407647,0.012996750812296926,-30.452367912729574,75.2219093782813,2025_2026
geom_stack75,626,1.3301010435059912,1.0264875958659345,1.647433847003421,0.017745563609097726,-33.034535797200924,69.45098984223245,2025_2026
minimum,714,1.2341498521774699,0.9688377788622874,1.540298796081849,0.041989502624343915,-40.571637544437586,63.473268377208285,2025_2026
