scenario,model,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision
calendar_assumed_replay,identity_h20,58200,0.13711340206185568,0.17203391244843044,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.0,0.0,0.5659172610438881,0.1836131500545854
calendar_assumed_replay,source_driven_h20_shadow,58200,0.13711340206185568,0.1704266798750092,0.11344902067004817,0.37972549886102336,0.03940609604848177,0.11902514114750588,0.39992536309722126,0.03492436004868162,-0.005576120477457716,-0.020199864236197906,0.701782154759659,0.2484148215789729
no_same_day_receipt,identity_h20,58200,0.13711340206185568,0.16906675181726374,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.0,0.0,0.60050846076761,0.19893248024043425
no_same_day_receipt,source_driven_h20_shadow,58200,0.13711340206185568,0.16755157614795915,0.11346596452304877,0.3791902197264556,0.04143110484619889,0.11753561086419795,0.3939528313540774,0.031957199417514896,-0.0040696463411491746,-0.014762611627621769,0.7023947076472543,0.24906817031779974
