route_source,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta_identity,ece_delta_identity,deduplicated_rows,dates,pass
t22_after_receipt_replay,5860,0.15085324232081912,0.1856368220946351,0.11926986950361944,0.3922797082146725,0.04472205924182211,0.1282294688844372,0.4245679558697452,0.03966330979820526,-0.008959599380817765,-0.03228824765507271,0.7383429147691727,0.28983753816803204,0.16054186793441105,0.005058749443616853,5860,390,True
t34_cbr_history,5780,0.13806228373702423,0.16551054775748847,0.11664594402958567,0.39214698936401904,0.04143391694153623,0.12470212534771744,0.42104641944486293,0.034574199578948035,-0.008056181318131767,-0.02889943008084389,0.6501671682216379,0.23024631946555718,0.27308435681737453,0.006859717362588197,5780,578,True
