scenario,clock,brier_identity_h20,brier_source_driven_h20_shadow,logloss_identity_h20,logloss_source_driven_h20_shadow,ece_identity_h20,ece_source_driven_h20_shadow,auc_identity_h20,auc_source_driven_h20_shadow,average_precision_identity_h20,average_precision_source_driven_h20_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,modified_rows,rows,route_source_count,noninferior
calendar_assumed_replay,00:15,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.014687691536324753,-0.0025129033357464553,0.10113559609603812,0.42499342044292193,2890,2910,2,True
calendar_assumed_replay,06:00,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.015444390092334132,-0.0023117613857187753,0.0943094034113046,0.42650066053951186,2890,2910,2,True
calendar_assumed_replay,09:15,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.015481560210537261,-0.0022659520665327536,0.09031706303479743,0.429092641531595,2890,2910,2,True
calendar_assumed_replay,10:15,0.11875734888999052,0.11536548205401609,0.4000760592456141,0.3877068812124724,0.03182679756896785,0.03461544339263228,0.5664948911506165,0.6617928732624073,0.17520816131024183,0.21858073411513496,-0.003391866835974436,-0.012369178033141748,0.0027886458236644276,0.09529798211179086,0.04337257280489312,-0.00639387536564014,-0.0007102876579255774,0.024664615856118004,0.16232742835195127,1350,2910,2,True
calendar_assumed_replay,10:45,0.11770455971760314,0.11432964578860844,0.3952768542826707,0.3829780649817636,0.03147655921957627,0.032069147764346675,0.5993069092484298,0.6856118791602662,0.18757891920287384,0.2276188853986008,-0.0033749139289947078,-0.012298789300907054,0.0005925885447704074,0.08630496991183645,0.04003996619572697,-0.0065973821566768075,-0.0008446667906554892,0.024300830148380272,0.14532700044285182,1345,2910,2,True
calendar_assumed_replay,11:45,0.11777707207577807,0.11440215814678334,0.3944596237333479,0.3821608344324408,0.03171365247598176,0.039116647456576135,0.6115178427949602,0.6933203179194503,0.19270254644555398,0.23272074079112687,-0.0033749139289947355,-0.01229878930090711,0.007402994980594373,0.08180247512449002,0.04001819434557288,-0.006754622427686426,-0.0006640239286396765,0.021185743420953005,0.13784874709113318,1345,2910,2,True
calendar_assumed_replay,12:45,0.11761612810734255,0.11424121417834784,0.3935752544573411,0.381276465156434,0.0316281361789471,0.044470270890775584,0.6166236978347901,0.6966345573212203,0.19912522948597194,0.239715753800198,-0.0033749139289947078,-0.01229878930090711,0.012842134711828483,0.08001085948643016,0.04059052431422605,-0.006720799378559045,-0.0008461040174411509,0.0222834073909774,0.1359991275270068,1345,2910,2,False
calendar_assumed_replay,13:45,0.11712235216117395,0.11374743823217921,0.39149584968715967,0.37919706038625256,0.03141475375351321,0.04689719178070378,0.6296336220878761,0.7084866686828581,0.20631369216327045,0.24764446860044706,-0.0033749139289947355,-0.01229878930090711,0.01548243802719057,0.07885304659498205,0.041330776437176614,-0.006638564544080639,-0.0006551921447141793,0.019470742812641693,0.13042652229796367,1345,2910,2,False
calendar_assumed_replay,14:45,0.11682219225255243,0.1134472783235577,0.39013809669263905,0.37783930739173194,0.031042854593878615,0.04874341908662299,0.6370381349630547,0.713542617994608,0.2119387794102788,0.25224961046515687,-0.0033749139289947355,-0.01229878930090711,0.017700564492744375,0.07650448303155333,0.040310831054878066,-0.00634962938668941,-0.0007278576623204102,0.019182444564547062,0.13103029569453872,1345,2910,2,False
calendar_assumed_replay,15:10,0.11573440001112661,0.11235948608213189,0.385663044076101,0.3733642547751939,0.031575012584157576,0.047152439628028876,0.6426580190021051,0.7174018279470081,0.2242290907394312,0.2633415923231662,-0.0033749139289947216,-0.01229878930090711,0.0155774270438713,0.07474380894490307,0.03911250158373497,-0.006709765721421898,-0.0006558050379523851,0.017352187380112797,0.12789247052935285,1345,2910,2,False
calendar_assumed_replay,15:25,0.11559740012808753,0.11222248619909281,0.3852979292391892,0.3729991399382822,0.03156714423630308,0.04315028603520917,0.643303300066175,0.7175879763127452,0.22428330454073092,0.2630364782421639,-0.0033749139289947216,-0.012298789300906998,0.011583141798906092,0.0742846762465702,0.038753173701433,-0.00640911278571513,-0.0005737448340519158,0.01626760730401666,0.12417175601433988,1345,2910,2,False
calendar_assumed_replay,15:45,0.11559408523676269,0.11221917130776798,0.3851716670705343,0.3728728777696272,0.03173654225936399,0.04288742134508953,0.6439266226098899,0.7181474195245183,0.22449787024965234,0.2632005596812097,-0.0033749139289947078,-0.01229878930090711,0.01115087908572554,0.07422079691462846,0.03870268943155736,-0.006591982081065264,-0.0005700710074409093,0.01881066190044963,0.12291100161829474,1345,2910,2,False
calendar_assumed_replay,16:45,0.11580200154319217,0.11242708761419745,0.3861549582066332,0.3738561689057262,0.032349341806215716,0.03997549362416407,0.6407431362156886,0.7145886420551578,0.2223295571589361,0.2592347869299784,-0.0033749139289947216,-0.012298789300906998,0.0076261518179483526,0.07384550583946925,0.036905229771042325,-0.0064378758085028714,-0.000574490322325849,0.0170044407819878,0.12358407564880286,1345,2910,2,True
calendar_assumed_replay,17:45,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.006429534706779028,-0.000708668674801334,0.017313709115107306,0.13184634884787916,1345,2910,2,True
calendar_assumed_replay,18:45,0.12122297986055745,0.11252851864988377,0.40912336286545337,0.3779884335082171,0.04815132918403837,0.05466881165233805,0.5294758201756881,0.7416929420325006,0.1735016048371404,0.26575716937260563,-0.008694461210673687,-0.031134929357236274,0.006517482468299682,0.21221712185681252,0.09225556453546524,-0.012876537249997242,-0.004891657791910388,0.1469520898737956,0.27470300155545935,2890,2910,3,True
calendar_assumed_replay,19:15,0.12052476340923467,0.11198302181204192,0.40652028628537573,0.37592214463590756,0.04754369127089533,0.04996571107739615,0.5408173959390711,0.7330642416475279,0.18115392738506728,0.2690127515722087,-0.008541741597192745,-0.03059814164946817,0.002422019806500815,0.19224684570845685,0.08785882418714144,-0.012855073270104173,-0.004911635805845599,0.13543441579040227,0.2466430453172425,2890,2910,3,True
calendar_assumed_replay,20:15,0.1204357065008863,0.11230377308207232,0.40693656865964495,0.3772445903027537,0.04549084480420587,0.04849214164052644,0.5332417064165791,0.7136449247371714,0.18171762118682544,0.26505303278225234,-0.008131933418813977,-0.029691978356891247,0.003001296836320569,0.18040321832059236,0.0833354115954269,-0.012236276915397283,-0.004969379320238333,0.12478823721827637,0.23296067521647051,2890,2910,3,True
calendar_assumed_replay,21:15,0.1204357065008863,0.11206858324595921,0.40693656865964495,0.37647230065635634,0.04549084480420587,0.04879284542470315,0.5332417064165791,0.7179847268509785,0.18171762118682544,0.26846404974903887,-0.008367123254927084,-0.030464268003288608,0.003302000620497278,0.18474302043439939,0.08674642856221343,-0.012777902190961215,-0.0048951410549614984,0.13072498464776036,0.23614763867996122,2890,2910,3,True
calendar_assumed_replay,22:15,0.1204357065008863,0.11213281185013313,0.40693656865964495,0.376672393434446,0.04549084480420587,0.04914702163554165,0.5332417064165791,0.7163138830748716,0.18171762118682544,0.26766581836841635,-0.008302894650753165,-0.030264175225198975,0.003656176831335782,0.18307217665829256,0.08594819718159091,-0.012135871696002939,-0.005072986964941672,0.12562797409403684,0.23680586177441892,2890,2910,3,True
