scenario,clock,brier_identity_h20,brier_source_driven_h20_shadow,logloss_identity_h20,logloss_source_driven_h20_shadow,ece_identity_h20,ece_source_driven_h20_shadow,auc_identity_h20,auc_source_driven_h20_shadow,average_precision_identity_h20,average_precision_source_driven_h20_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,modified_rows,rows,route_source_count,noninferior
calendar_assumed_replay,23:15,0.1204357065008863,0.11209489433310715,0.40693656865964495,0.3765522732747642,0.04549084480420587,0.04903050639321654,0.5332417064165791,0.7165374607366685,0.18171762118682544,0.26816137192709133,-0.00834081216777914,-0.030384295384880744,0.003539661589010666,0.18329575432008938,0.08644375074026589,-0.012528677430804262,-0.005161953191065783,0.12966893682330366,0.23359023071373447,2890,2910,3,True
no_same_day_receipt,00:15,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.014590677657124428,-0.002272387679400703,0.09670608293097362,0.4277549150761018,2890,2910,2,True
no_same_day_receipt,06:00,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.015301467694868861,-0.0024944764348043035,0.09671616527737752,0.4227467234945528,2890,2910,2,True
no_same_day_receipt,09:15,0.12428935098399156,0.11628853860962703,0.4201615955475662,0.3914607869793055,0.036075777056309745,0.039409946910769156,0.3741152962054678,0.6452121941652218,0.10152054427289763,0.2109045880803045,-0.008000812374364535,-0.02870080856826074,0.003334169854459411,0.271096897959754,0.10938404380740686,-0.014725503306586358,-0.0024672127865919386,0.09229558652592132,0.42793788546913364,2890,2910,2,True
no_same_day_receipt,10:15,0.11875734888999052,0.11536548205401609,0.4000760592456141,0.3877068812124724,0.03182679756896785,0.03461544339263228,0.5664948911506165,0.6617928732624073,0.17520816131024183,0.21858073411513496,-0.003391866835974436,-0.012369178033141748,0.0027886458236644276,0.09529798211179086,0.04337257280489312,-0.006742740591720047,-0.0006038536259214818,0.019868255453925114,0.15583451590333444,1350,2910,2,True
no_same_day_receipt,10:45,0.11770455971760314,0.11432964578860844,0.3952768542826707,0.3829780649817636,0.03147655921957627,0.032069147764346675,0.5993069092484298,0.6856118791602662,0.18757891920287384,0.2276188853986008,-0.0033749139289947078,-0.012298789300907054,0.0005925885447704074,0.08630496991183645,0.04003996619572697,-0.006551863265417796,-0.0007354483246732275,0.02209030930313406,0.14489388415872248,1345,2910,2,True
no_same_day_receipt,11:45,0.11777707207577807,0.11440215814678334,0.3944596237333479,0.3821608344324408,0.03171365247598176,0.039116647456576135,0.6115178427949602,0.6933203179194503,0.19270254644555398,0.23272074079112687,-0.0033749139289947355,-0.01229878930090711,0.007402994980594373,0.08180247512449002,0.04001819434557288,-0.006189298867624385,-0.0007823567182910609,0.020575093757012112,0.13859117998880002,1345,2910,2,True
no_same_day_receipt,12:45,0.11761612810734255,0.11424121417834784,0.3935752544573411,0.381276465156434,0.0316281361789471,0.044470270890775584,0.6166236978347901,0.6966345573212203,0.19912522948597194,0.239715753800198,-0.0033749139289947078,-0.01229878930090711,0.012842134711828483,0.08001085948643016,0.04059052431422605,-0.0067631502248289704,-0.0007111743447030422,0.01957966071653528,0.1380656019562677,1345,2910,2,False
no_same_day_receipt,13:45,0.11712235216117395,0.11374743823217921,0.39149584968715967,0.37919706038625256,0.03141475375351321,0.04689719178070378,0.6296336220878761,0.7084866686828581,0.20631369216327045,0.24764446860044706,-0.0033749139289947355,-0.01229878930090711,0.01548243802719057,0.07885304659498205,0.041330776437176614,-0.006596705494464352,-0.0007668462683922587,0.021068292217094067,0.13351374756878534,1345,2910,2,False
no_same_day_receipt,14:45,0.11682219225255243,0.1134472783235577,0.39013809669263905,0.37783930739173194,0.031042854593878615,0.04874341908662299,0.6370381349630547,0.713542617994608,0.2119387794102788,0.25224961046515687,-0.0033749139289947355,-0.01229878930090711,0.017700564492744375,0.07650448303155333,0.040310831054878066,-0.006816134506125303,-0.0005872521235712245,0.016006346236666306,0.12713100682203543,1345,2910,2,False
no_same_day_receipt,15:10,0.11573440001112661,0.11235948608213189,0.385663044076101,0.3733642547751939,0.031575012584157576,0.047152439628028876,0.6426580190021051,0.7174018279470081,0.2242290907394312,0.2633415923231662,-0.0033749139289947216,-0.01229878930090711,0.0155774270438713,0.07474380894490307,0.03911250158373497,-0.0066758051276379375,-0.0005523433106304563,0.015057125166949938,0.1256720749595924,1345,2910,2,False
no_same_day_receipt,15:25,0.11559740012808753,0.11222248619909281,0.3852979292391892,0.3729991399382822,0.03156714423630308,0.04315028603520917,0.643303300066175,0.7175879763127452,0.22428330454073092,0.2630364782421639,-0.0033749139289947216,-0.012298789300906998,0.011583141798906092,0.0742846762465702,0.038753173701433,-0.006512437358037338,-0.0005763167807634779,0.016240382793918314,0.12421457953041322,1345,2910,2,False
no_same_day_receipt,15:45,0.11559408523676269,0.11221917130776798,0.3851716670705343,0.3728728777696272,0.03173654225936399,0.04288742134508953,0.6439266226098899,0.7181474195245183,0.22449787024965234,0.2632005596812097,-0.0033749139289947078,-0.01229878930090711,0.01115087908572554,0.07422079691462846,0.03870268943155736,-0.0065031297177625645,-0.0007539627975056635,0.017931389022568092,0.1279803536054181,1345,2910,2,False
no_same_day_receipt,16:45,0.11580200154319217,0.11242708761419745,0.3861549582066332,0.3738561689057262,0.032349341806215716,0.03997549362416407,0.6407431362156886,0.7145886420551578,0.2223295571589361,0.2592347869299784,-0.0033749139289947216,-0.012298789300906998,0.0076261518179483526,0.07384550583946925,0.036905229771042325,-0.006515872059226826,-0.000586012915533144,0.0129165859878288,0.12353384850312416,1345,2910,2,True
no_same_day_receipt,17:45,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.006450128403115253,-0.0007774850796343844,0.019413210035357894,0.1298577517831582,1345,2910,2,True
no_same_day_receipt,18:45,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.006679085832636696,-0.000745905357759089,0.017530104946661594,0.13265239324427694,1345,2910,2,True
no_same_day_receipt,19:15,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.0065417193762208935,-0.0006774640147025831,0.02100723065345233,0.13328929064467004,1345,2910,2,True
no_same_day_receipt,20:15,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.006387443481742275,-0.0006878702493749113,0.01591228368815778,0.13366047952727653,1345,2910,2,True
no_same_day_receipt,21:15,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.006417689641039763,-0.0006665676925367923,0.017178252485232155,0.13190278395391558,1345,2910,2,True
no_same_day_receipt,22:15,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.0065945831926007845,-0.0005385761068921534,0.015566544566544506,0.1293656844564297,1345,2910,2,True
no_same_day_receipt,23:15,0.11561666060119635,0.11224174667220164,0.38732321482108845,0.37502442552018134,0.033247472267899966,0.041846920231640355,0.642939986365755,0.7211712075888647,0.22632738412190875,0.2659052828852331,-0.0033749139289947078,-0.01229878930090711,0.00859944796374039,0.07823122122310966,0.03957789876332432,-0.0066044133637161734,-0.0006500358942287661,0.018633473324305365,0.1318129868781838,1345,2910,2,True
