scenario,brier_identity_h20,brier_source_driven_h20_shadow,logloss_identity_h20,logloss_source_driven_h20_shadow,ece_identity_h20,ece_source_driven_h20_shadow,auc_identity_h20,auc_source_driven_h20_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,0.11902514114750588,0.11344902067004817,0.39992536309722126,0.37972549886102336,0.03492436004868162,0.03940609604848177,0.5659172610438881,0.701782154759659,-0.005576120477457716,-0.020199864236197906,0.004481735999800146,0.13586489371577093,-0.009566062934681758,-0.0024119940662217054,0.07307977832639354,0.19587076690521565,True
no_same_day_receipt,0.11753561086419795,0.11346596452304877,0.3939528313540774,0.3791902197264556,0.031957199417514896,0.04143110484619889,0.60050846076761,0.7023947076472543,-0.0040696463411491746,-0.014762611627621769,0.009473905428683996,0.10188624687964432,-0.007621542531137351,-0.0010203433744210547,0.030258236161932635,0.1661929871552635,True
