hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_three_hypotheses
residual_freshness,residual_hist_stale20_25,residual_hist25,1.7504516246256843,1.8345389078243028,0.08408728319861858,-0.018657378298830078,0.2177957372848444,0.05273681579605099,64.58638384069988,69.53591462886159,4.949530788161709,-2.7052608630160107,16.597458474899934,0.05598600349912522,0.15821044738815296
hist_primary_increment,logit50_extra50,residual_hist25,1.8463221702729151,1.8345389078243028,-0.011783262448612275,-0.09152200211036203,0.10942586678101525,0.4633841539615096,71.28443344868988,69.53591462886159,-1.7485188198282913,-7.182161819015049,6.326978975310727,0.6205948512871782,0.6978255436140964
extra_primary_increment,logit50_extra50,residual_extra25,1.8463221702729151,1.8532361046224262,0.006913934349511042,-0.08032146035810557,0.12449793358473486,0.3489127718070482,71.28443344868988,70.43022725080344,-0.854206197886441,-4.682169046699747,5.510661776498178,0.40939765058735317,0.6978255436140964
