,,weight_0,weight_0,weight_0,weight_1,weight_1,weight_1,weight_2,weight_2,weight_2,weight_3,weight_3,weight_3,weight_4,weight_4,weight_4,weight_5,weight_5,weight_5
hedge_global_h63_e30,2024,0.1952188579408302,0.2515690048265465,0.3406112105311235,0.1556341076856881,0.2051870213806957,0.2526192903659655,0.0975050685569381,0.15828244412914866,0.2019897747817348,0.1527272355986551,0.19771865121033788,0.2390073610975011,0.069859374621377,0.09942663907154334,0.1365960134954517,0.0600894860454546,0.0878162393817277,0.1177752165421542
hedge_global_h63_e30,2025,0.1575466931974989,0.18243951452446236,0.2193144530794617,0.1639316367307717,0.1881279625332699,0.2184763801816859,0.1523122694618999,0.1849611643351225,0.2273413094276077,0.147002717814004,0.1788251492519972,0.2076092978440797,0.1166849066033914,0.1511202839655972,0.1834788954166137,0.0884695981641098,0.11452592538955063,0.1554927174797293
hedge_global_h63_e30,2026,0.1574459284906406,0.19431904823490556,0.2264570590885304,0.1678542935628217,0.1855467295959641,0.2037288802720209,0.1619838539129857,0.18486735792549724,0.2177511864431975,0.1737670871630218,0.197557943501806,0.2185210042617089,0.1089358075745912,0.13120522367680768,0.1665151630580158,0.0860247621367739,0.10650369706501923,0.1289079091920727
hedge_local_h252_e10,2022,0.155098670596433,0.17266981427561695,0.2102730932734195,0.1587643656452274,0.1681671009499766,0.1803518819474482,0.1552817398599563,0.16549849514892087,0.1703439278192667,0.1547602912652402,0.169041502779819,0.1882469139397136,0.1143973645389967,0.15964118187943946,0.1868664904933495,0.1376385871411291,0.1649819049662268,0.179764809921252
hedge_local_h252_e10,2023,0.1796869248791465,0.19406071462552052,0.2163952371297113,0.1638159074480536,0.1749461714883768,0.1884483119620422,0.1540155865631064,0.1639519779627806,0.1738142551053088,0.1634401257704548,0.17534380149630802,0.1818087868404964,0.126187791273597,0.14272118044192578,0.1579402614956581,0.1263625986340956,0.14897615398508807,0.1686260087053856
hedge_local_h252_e10,2024,0.1768622621341209,0.1957621744256214,0.2091780682227226,0.1696610496141158,0.18045916887659957,0.1894979396852496,0.1528141717495138,0.16389323375472262,0.1735940903206969,0.1685355662462986,0.17884473209686197,0.1873122368896964,0.1336163398977157,0.14179173546069607,0.1510748107075061,0.1290649169629695,0.1392489553854981,0.149656295757751
hedge_local_h252_e10,2025,0.1675107830453709,0.1812833822418736,0.1952415142930443,0.1709046110387928,0.17738082551256557,0.1889778626487199,0.1614608030801126,0.17151174516255122,0.180068679799883,0.1680127411053175,0.1734621782944943,0.1845235038887731,0.1418220186152041,0.15379575252523867,0.1659762282271183,0.1338853192582417,0.14256611626327642,0.1502588518328773
hedge_local_h252_e10,2026,0.169836237276492,0.17812328686941545,0.1846669766538035,0.1712466236130624,0.17571356278891934,0.1793322638303057,0.1618225438985974,0.17161896125499762,0.17789609992095,0.1724914874438766,0.17602730761920998,0.1799870997680166,0.1484910935340798,0.15400950259432053,0.162688398802221,0.1370111108146719,0.14450737887313686,0.1519773038835745
hedge_local_h252_e2,2022,0.1643559300040718,0.1678389757599318,0.1751344118431764,0.1651079757929391,0.16701427389503257,0.1699019639977181,0.1643998626688589,0.1664846938274565,0.1678659032713144,0.1642836578018182,0.1671753440345025,0.171352443415153,0.1548841956739127,0.16512962942113973,0.1705860959440178,0.160790757048208,0.16635708306193653,0.1692796304389917
hedge_local_h252_e2,2023,0.1693085636940602,0.17195211551453524,0.1760094087455205,0.1662814241454543,0.16845829391434383,0.1709837325080855,0.164226841556813,0.16628925899727645,0.1684250878073207,0.1661598224147615,0.1685395098800059,0.1699394874845456,0.1577886211154218,0.16169205679822013,0.1650222867475635,0.1579614032352413,0.1630687648956182,0.1671143742535736
hedge_local_h252_e2,2024,0.1688416375992492,0.17231741245331395,0.1747422856394862,0.1674906332024752,0.1695717600110868,0.1711835984698627,0.1639549883436512,0.16633628705555348,0.1682637187764634,0.1672052342500311,0.16926746017748323,0.1708652249545486,0.1597985491671394,0.16155161445067578,0.1635805311475605,0.1586667145518438,0.16095546585188658,0.1632646480884348
hedge_local_h252_e2,2025,0.1669074941195663,0.16958292299490796,0.1722392792080899,0.1675946389894833,0.16886438262720452,0.1710709467946752,0.165672273429554,0.16773079580939634,0.1694498155184164,0.1670789229749432,0.16811437815444563,0.1702642712428916,0.1615702852793889,0.16410254779064248,0.1666064986942052,0.1596295573681764,0.16160497262340287,0.163301756748085
hedge_local_h252_e2,2026,0.1673338589343872,0.1689829034478953,0.170271432597042,0.1676251613874459,0.16852898523860027,0.1692602813020854,0.165744804239738,0.16773516379426998,0.168994354685589,0.1678662861257777,0.16858903248289747,0.1693732007932784,0.1629737057901968,0.1641323846745395,0.1659266676476819,0.1603613013356828,0.16203153036179727,0.1636396324874117
hedge_local_h252_e30,2022,0.1321908169622713,0.18541550159704723,0.302065413214968,0.142334746566513,0.16936932102757998,0.1917804502434201,0.1323551273534424,0.16157945509290167,0.1695721900985361,0.1313457339926755,0.1723543817502179,0.2167841777565896,0.0533767823886911,0.15011989461324773,0.2313708884964655,0.0877586622985497,0.16116144591900514,0.2056007524625676
hedge_local_h252_e30,2023,0.2027378804233608,0.254985509883799,0.3332883037683852,0.1508319413890681,0.1858362725238622,0.2320121504894795,0.1268181564892903,0.1529200940459135,0.1770588717465666,0.1517319882398336,0.1869012772126832,0.2076372035061489,0.0715162994342425,0.10247999863504674,0.1371104133759539,0.0691222324872404,0.11687684769869515,0.1704232869347844
hedge_local_h252_e30,2024,0.1915386867141488,0.2583989716162504,0.3068699911440208,0.1666756146481631,0.20129051027599668,0.2356589477068303,0.1231614219406744,0.15106419041390648,0.1807161431113899,0.165670193021373,0.19594067409226779,0.2255157496079897,0.0810161097088385,0.09908828235688792,0.1203474536416558,0.0737916920638783,0.09421737124469047,0.116666197446897
hedge_local_h252_e30,2025,0.1664886470004927,0.210366126450559,0.2562678089165833,0.1763793527410102,0.1964467282096084,0.2345387901224466,0.1483635448038913,0.17762043097927097,0.202601528712658,0.1655466844741206,0.18366043911977112,0.2180753930899334,0.0989981115949328,0.12861255455800663,0.1619197135246498,0.0853069065033657,0.10329372068278365,0.1207430135846552
hedge_local_h252_e30,2026,0.1749267790724848,0.1998294394213169,0.2198418895380052,0.178820368640646,0.19163164844076544,0.2050674565744578,0.1506212736564708,0.17859274124334146,0.1970104350257234,0.1824398125577509,0.19267106817546015,0.2045881286700442,0.1153400209781447,0.12954160859590175,0.1530448946732005,0.0912946032660978,0.10773349412321412,0.1258892762523372
hedge_local_h63_e10,2022,0.150481373364806,0.17519963844182757,0.2258949782890118,0.1557389872370005,0.16876837306375797,0.1839744922520004,0.1507266120007388,0.16511889925956022,0.1723469485651824,0.1504179651208118,0.17011414062493052,0.1950642138790508,0.0995010828893875,0.1569686395091753,0.1947092514220736,0.126178835111668,0.16383030910074803,0.1843229221919354
hedge_local_h63_e10,2023,0.1724478443557067,0.19527206596789973,0.2299940743903453,0.1567982486759472,0.17758186262173425,0.1976327663771564,0.1399769141465014,0.16427431762296799,0.1841652088191081,0.157728679925944,0.17514238483105152,0.188213954894355,0.1178761322485121,0.14271247555999012,0.1637934760221013,0.1064375532865718,0.14501689339635612,0.1715852385148287
hedge_local_h63_e10,2024,0.1684351393186353,0.19429582815146687,0.2228425723746342,0.1598682305456242,0.1819564754248187,0.1981320610061513,0.1390264409606435,0.16630426659725353,0.1835337619028184,0.1596913545526597,0.17974750843646117,0.1976300412928305,0.1243125748392011,0.14193667507903313,0.1632817124740843,0.1179700777029647,0.1357592463109664,0.152932883142031
hedge_local_h63_e10,2025,0.1573809548017138,0.1724904804630039,0.1887319282809462,0.1622882428559498,0.17424112087839583,0.190012138166732,0.1578241195095033,0.1731287854307698,0.1912430010845537,0.1562587287272071,0.17126927353908386,0.1823101419392816,0.1462853203702115,0.16174616204498796,0.1866878819533301,0.1292499180479377,0.14712417764375849,0.1676114225955267
hedge_local_h63_e10,2026,0.1622672718602247,0.17642816315795312,0.1883261075190729,0.1617706905475552,0.17392157090485652,0.1823035867834761,0.161630873258641,0.1735714013380246,0.1858153606579992,0.1653259654184286,0.17752765863868947,0.1887223743428872,0.1427769597939473,0.15457106091534745,0.1701331294712231,0.1308714519168191,0.14398014504512865,0.156347753677705
hedge_local_h63_e2,2022,0.1634253338769487,0.16832488801095394,0.1781236359068912,0.1645220905279998,0.16718197422264383,0.1710626354281907,0.1635139904454294,0.16645841017471613,0.1686850158635947,0.1634114228892579,0.16742426377398137,0.1730267495206716,0.1508117837984281,0.16446560305985872,0.1720511928647358,0.1583594226024103,0.16614486075784568,0.1701944368067831
hedge_local_h63_e2,2023,0.1679688214800055,0.17219629018648028,0.1786418683385855,0.1648525010870881,0.16899237317426166,0.1729095690079849,0.1611843374974386,0.16637666449847116,0.1706599042187225,0.1651040997399151,0.16854820483292782,0.1712039184090893,0.1557288358401531,0.16170557538319075,0.1663590776435781,0.1528946416902465,0.16218089192466814,0.1677266065068243
hedge_local_h63_e2,2024,0.1671849915221141,0.17207522249826776,0.1770359329239893,0.1656395410673173,0.16988733334989595,0.1728179773810635,0.1609866917884415,0.16682553169369055,0.1702186409947605,0.1654713087334182,0.16946569563433658,0.1729053861524478,0.1576821271839,0.16160287448378802,0.1661768111859728,0.1557464825795224,0.1601433423400209,0.1639340929372712
hedge_local_h63_e2,2025,0.1648255578710136,0.1678745600969521,0.1710181511653251,0.1658608945641211,0.16821780443583045,0.1712258513825741,0.1648875372879757,0.16798955538360283,0.1714979240916876,0.1646044204521155,0.16763762625822104,0.1697434803814152,0.1624250868009726,0.16570780172979946,0.1706700377625185,0.1584823825714216,0.16257265209559388,0.1668845524987775
hedge_local_h63_e2,2026,0.1658083202417405,0.16865895339517395,0.1709920954496072,0.1658238957305257,0.1681909858046472,0.1697589769307466,0.1656835859875315,0.16811423833933972,0.170455339843556,0.1664563114766971,0.16887726102600556,0.1710492881497267,0.1617818033385083,0.1642467250715815,0.1674676910977633,0.1589343986424662,0.16191183636325188,0.1645812333069044
hedge_local_h63_e30,2022,0.1191357476604213,0.19326440752882293,0.3480931620135456,0.1328717960495268,0.16950521333442517,0.1940444228535978,0.1169386744073997,0.159205898800964,0.1692551459731565,0.1189901514174514,0.17412554423007137,0.2277413935380111,0.0372330686723761,0.14600246024308106,0.258019817801502,0.0653101036144567,0.1578964758626351,0.2181970767118881
hedge_local_h63_e30,2023,0.1767941826994423,0.25818401524886775,0.3705479471510416,0.131311814735238,0.19320814286440016,0.258758042433941,0.094309397651691,0.15313240167637063,0.2058066921395917,0.1325577047518243,0.18461839595502913,0.2234324832355213,0.0578484455064583,0.10237741801782514,0.1481573764984321,0.0430375189198232,0.10847962623750693,0.1783937478426394
hedge_local_h63_e30,2024,0.1662245446516511,0.2515927023210897,0.3605927245936816,0.1355376778458787,0.20508738258840153,0.265613437483862,0.0915477329773809,0.158326225640625,0.2131617002128807,0.1398332424364788,0.197779289262192,0.2528798080627356,0.0645472009914694,0.09941851750150603,0.1511853483048023,0.0566112902985187,0.0877958826861855,0.1256436896700451
hedge_local_h63_e30,2025,0.1386053808757985,0.18252765095576598,0.2342634001495884,0.1511942801985307,0.18797215739420997,0.2400876012060023,0.1406272570131621,0.18485754275890542,0.2428490087741715,0.1351661409800556,0.17865908186736326,0.2152322636183358,0.1116340872843409,0.15131194000458062,0.226510160923533,0.0775933478211673,0.11467162701917452,0.1684280455456941
hedge_local_h63_e30,2026,0.1527680956204574,0.19422749659413147,0.2307761408838105,0.1477517725403156,0.18558060990531555,0.214564685274861,0.1507866814294652,0.1847990898617498,0.2249745895816862,0.159739512128636,0.19747722562604944,0.2329034459699455,0.1011283623242948,0.13123632962543044,0.1734471397677102,0.0795015682412187,0.1066792483873231,0.1366508671812882
