,,weight_0,weight_0,weight_0,weight_1,weight_1,weight_1,weight_2,weight_2,weight_2,weight_3,weight_3,weight_3,weight_4,weight_4,weight_4,weight_5,weight_5,weight_5
,,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max
candidate,year,,,,,,,,,,,,,,,,,,
frozen_weights2023,2022,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
frozen_weights2023,2023,0.2008454693752722,0.2008454693752722,0.2008454693752722,0.1744729792656641,0.1744729792656641,0.1744729792656641,0.1622115639210506,0.1622115639210506,0.1622115639210506,0.1780484976131703,0.1780484976131703,0.1780484976131703,0.1302909064284427,0.1302909064284427,0.1302909064284427,0.1541305833964001,0.1541305833964001,0.1541305833964001
frozen_weights2023,2024,0.2008454693752722,0.2008454693752722,0.2008454693752722,0.1744729792656641,0.1744729792656641,0.1744729792656641,0.1622115639210506,0.1622115639210506,0.1622115639210506,0.1780484976131703,0.1780484976131703,0.1780484976131703,0.1302909064284427,0.1302909064284427,0.1302909064284427,0.1541305833964001,0.1541305833964001,0.1541305833964001
frozen_weights2023,2025,0.2008454693752722,0.2008454693752722,0.2008454693752722,0.1744729792656641,0.1744729792656641,0.1744729792656641,0.1622115639210506,0.1622115639210506,0.1622115639210506,0.1780484976131703,0.1780484976131703,0.1780484976131703,0.1302909064284427,0.1302909064284427,0.1302909064284427,0.1541305833964001,0.1541305833964001,0.1541305833964001
frozen_weights2023,2026,0.2008454693752722,0.20084546937527217,0.2008454693752722,0.1744729792656641,0.1744729792656641,0.1744729792656641,0.1622115639210506,0.16221156392105057,0.1622115639210506,0.1780484976131703,0.1780484976131703,0.1780484976131703,0.1302909064284427,0.1302909064284427,0.1302909064284427,0.1541305833964001,0.1541305833964001,0.1541305833964001
hedge_global_h252_e10,2022,0.1570913699903108,0.17266900604492555,0.2015261527366451,0.1595708819142762,0.16818240057287354,0.178240246629955,0.1566280916758841,0.16551400481733788,0.1685474518326869,0.1559140328671839,0.16905191104911413,0.1830433967850899,0.1228717551652911,0.1596098387356145,0.1840120892835091,0.145912438367522,0.16497283878013405,0.1766630558645177
hedge_global_h252_e10,2023,0.1878763111965777,0.19402882471616137,0.2046308684650337,0.1684400171711295,0.17499271221822735,0.1823275459140371,0.1579771221061474,0.16399448700620384,0.1715214682895691,0.1697836621308658,0.17537345466942156,0.1790748744879579,0.1318833407735122,0.1427117531501512,0.1506045514023582,0.1380337387273192,0.14889876823983447,0.1628960654748469
hedge_global_h252_e10,2024,0.1887330714470541,0.19573882716559834,0.2026426696939696,0.1762243316477443,0.18047586482533687,0.1851675474635014,0.1562151073182104,0.16389335998919904,0.1707811165898169,0.1740681904149516,0.17885151899436685,0.182922154734039,0.1374510370503673,0.14179700320219224,0.1465439672831742,0.1349330031672496,0.13924342582330643,0.1441149932970296
hedge_global_h252_e10,2025,0.176415196488612,0.18124584135726007,0.1894361172559468,0.1757297266390074,0.1774012886070289,0.1817759853527611,0.1691647524972829,0.17150185212731467,0.1753981598303252,0.1713443322890233,0.17347939546444013,0.1754181794757685,0.1467628464384894,0.15379741003375788,0.1582270587984661,0.137531399975742,0.14257421241019813,0.1473988134803706
hedge_global_h252_e10,2026,0.1745664459471923,0.17812372974927185,0.1812619746785918,0.1741501165833732,0.17572726637441544,0.1767946715249979,0.1693990661969651,0.17161651653547846,0.174604199634218,0.1741453161539266,0.17604449099907526,0.1778197476808163,0.1518654915833285,0.15400061747698726,0.1578534291993074,0.1422415866929867,0.14448737886477153,0.1469869380536548
hedge_global_h252_e2,2022,0.1647555804549386,0.16783886606756096,0.1734642832843592,0.1652667837563794,0.16701485958793713,0.1692985201959889,0.164677472593053,0.16648537174575134,0.1674216494442856,0.1644983566297917,0.16717569575688607,0.1701692727329335,0.1570127101011025,0.1651283441907159,0.1700423858539103,0.16263356424133,0.16635686265114827,0.1686709691968031
hedge_global_h252_e2,2023,0.1708079389809849,0.1719507013946798,0.1739122666923751,0.1671559311279581,0.16846011380181644,0.1698825648748726,0.1650494149934566,0.166290965485278,0.1678498834830549,0.1674214479372889,0.16854055649374844,0.1692799066046895,0.1591780529818633,0.16169192152232117,0.1634399813723917,0.1607400145264936,0.16306574130215593,0.1660421804780117
hedge_global_h252_e2,2024,0.171044087983521,0.17231641891338237,0.1735745510683151,0.1687968344984964,0.1695723559741874,0.1704301359836715,0.1647617513403444,0.1663361824778337,0.1676767323271841,0.1683111607803864,0.16926771022053064,0.1701001681304658,0.1606219222280463,0.16155197002858898,0.1625922744722654,0.1600162655295257,0.1609553623854767,0.162064129749295
hedge_global_h252_e2,2025,0.1686551590096343,0.16958136309176053,0.1711564418879799,0.1685493522978892,0.16886514468221478,0.1697631898675709,0.1672345889611411,0.16773027152436182,0.1685019355189929,0.1676958767155483,0.16811505717555877,0.168464513988213,0.1626408889242944,0.16410272382920826,0.1650400405331509,0.1605078280360469,0.16160543969689564,0.1626677430738488
hedge_global_h252_e2,2026,0.1682889466059572,0.16898286288051628,0.1695907211578224,0.1682081599187023,0.1685294945314848,0.1687288532594189,0.1672941033551292,0.16773501847228428,0.1683154292568482,0.1682079827329001,0.1685897065954677,0.1689464780815178,0.1636902140482176,0.164132139537446,0.1649340128315465,0.1615389824625411,0.16203077798280074,0.1625795231506116
hedge_global_h252_e30,2022,0.1379900320003323,0.1854432022899051,0.2752213026243791,0.1447996492884003,0.16949728916502657,0.1893053632005542,0.1363115752008488,0.1616723384833782,0.1666666666666666,0.1352126342597178,0.17246156869657248,0.2068531429802035,0.0656968007303198,0.14989911056167815,0.2219980894090064,0.1050308233750321,0.16102649080343917,0.1961170739136552
hedge_global_h252_e30,2023,0.2326458099077366,0.2548086030825984,0.2909941809005096,0.1665189943648162,0.18621969091310628,0.2090193695404892,0.1362427219023657,0.1532516708621116,0.1741728357738273,0.1705342470117096,0.1871948269991284,0.1987853991085328,0.081066127705695,0.10231354680802081,0.1196548117760839,0.0905159964863449,0.11621166133503427,0.1511559133568735
hedge_global_h252_e30,2024,0.2330319671057397,0.258238299856504,0.2837994769788643,0.1857499743802659,0.20145310637530567,0.2185449615184517,0.1298237802456743,0.15110033964328695,0.1722473482190786,0.1823342757411638,0.19598752252821025,0.2067635704612156,0.0891964863107374,0.09908195196528277,0.1098428650726467,0.0847542328151094,0.09413877963141017,0.103938508553083
hedge_global_h252_e30,2025,0.1942313575023966,0.2100616689685787,0.2363620259986552,0.1910719297198074,0.1966500288061939,0.2083826082853659,0.1713597300063631,0.17758979116900678,0.1894162761445576,0.1771012733477968,0.18380860289789394,0.1909386836548664,0.1103580033094905,0.12857758212468604,0.1398800692163086,0.0917951458578743,0.10331232603364045,0.1143157810780767
hedge_global_h252_e30,2026,0.1886985411861396,0.19985754902366407,0.209859228264229,0.1872191052923869,0.19176553151702394,0.1954791853754529,0.1718477631862886,0.178586261967807,0.1880650359859877,0.1873257457972008,0.19282125160034222,0.1980656962741685,0.1237339538549639,0.12941735556900105,0.1396500091274225,0.1023892551639607,0.10755205032216147,0.1133104242448801
hedge_global_h63_e10,2022,0.1528584499184647,0.1752000129098666,0.2154351668136291,0.1566960555613706,0.1687877672210199,0.1823045960209979,0.1523115177407053,0.16513688292552273,0.1702973478469895,0.1516970485962159,0.17012812973118524,0.1898568653681314,0.1080381641640033,0.15693031424061205,0.1912276963917837,0.1351938165619927,0.16381689297179317,0.180593395291129
hedge_global_h63_e10,2023,0.1789962341156813,0.19525259520502922,0.217363746980767,0.1647337278120877,0.17762835574877597,0.1916776118174603,0.1451546345129184,0.16430803458509532,0.181176485968533,0.163022793518156,0.1751804772426327,0.1854889887135961,0.1223708925698357,0.14271663772010332,0.158615223295113,0.1215639513933491,0.14491389949836328,0.1657764209762182
hedge_global_h63_e10,2024,0.1780714933209179,0.19428997113320645,0.2187662490479889,0.1672185089111176,0.18196655131451708,0.1947369449797075,0.1420875616412188,0.16629523292995674,0.1796471831039471,0.163879342602381,0.17974345921932114,0.1943404692338912,0.12778053256485,0.14193983860348022,0.1575980086886976,0.1205127761354073,0.13576494679951814,0.1496451928612502
hedge_global_h63_e10,2025,0.1644430434855139,0.17248003198210218,0.1842555513051419,0.1663533011386203,0.17425688479633825,0.1832516672556272,0.1620433215932506,0.1731366179989204,0.1863418878246652,0.1603825358101381,0.17128895818108666,0.1802918594496735,0.148496876095799,0.16172981151563667,0.173031218745616,0.1353945042258347,0.14710769552591563,0.1631707585740284
hedge_global_h63_e10,2026,0.1646627507118927,0.17643763824562278,0.1868525649538767,0.1689896091699532,0.17391561255573112,0.1791137818382936,0.1658040970749409,0.17357991546406756,0.1833463958883333,0.169620660678454,0.17753495920401743,0.1844281389976617,0.1460903827085459,0.15457202869229264,0.1672299820625325,0.1344883625857343,0.14395984583826826,0.1533282652805231
hedge_global_h63_e2,2022,0.1639048584625622,0.1683247742552807,0.1761467575328056,0.1647096688483871,0.16718272235383735,0.1704357129809892,0.1638451859653988,0.1664592413060275,0.1681387342471052,0.1636372250307046,0.1674247251944228,0.1717484716960983,0.1531875566638647,0.1644639787572491,0.1713985291342056,0.1604804563278148,0.16614455813318219,0.1694655739423406
hedge_global_h63_e2,2023,0.1692437099999179,0.172195417982637,0.1763786670634504,0.1664424766585011,0.1689942459282344,0.1718808357508433,0.1623429446904287,0.16637801278516112,0.1698818911752091,0.1660947297959817,0.16854971063484325,0.1705375975486541,0.1571574417126908,0.16170599406875966,0.165183671382155,0.156942283686098,0.16217661860036436,0.1666492974853638
hedge_global_h63_e2,2024,0.1690857646151655,0.17207494358028746,0.1764193124904252,0.1671304289439169,0.16988769112324326,0.1722016642644209,0.1617049266130636,0.16682507831024435,0.169468775259944,0.1662842396822792,0.16946556115358402,0.1723778478980797,0.1585267678741773,0.16160305747080944,0.1649674480132231,0.1566204554004995,0.16014366836183122,0.1632193656743205
hedge_global_h63_e2,2025,0.166291883064737,0.16787412143985272,0.1701758518260245,0.1666533193422944,0.16821839305856562,0.1699203663560522,0.1657569104333084,0.1679897974983917,0.1705494466592573,0.1654372114072505,0.16763841868499335,0.1693782907585866,0.1629136030218877,0.16570723416345812,0.1680037473045723,0.1599661114348811,0.16257203515473825,0.1659874437798139
hedge_global_h63_e2,2026,0.166361491041236,0.16865930349936473,0.1706972343218085,0.1671699512911221,0.1681906972502759,0.1691574860072621,0.1665556843085872,0.1681145773475088,0.1699641932717024,0.1673070018439986,0.16887751104737858,0.1702389449181926,0.1624893127799799,0.1642468579780203,0.1668331266297652,0.1597951891440476,0.16191105287745142,0.1639416399507619
hedge_global_h63_e30,2022,0.1258002428438776,0.19331491765373765,0.3168404020494555,0.1357717631097389,0.169645149190959,0.19122854536109,0.1232300204386938,0.15928359072445258,0.1666666666666666,0.123465683020907,0.1742556998091191,0.2184691319456229,0.0458249690641488,0.14578374641167588,0.2464653589106689,0.080314486499473,0.1577168962100555,0.2069737632864334
hedge_global_h63_e30,2023,0.1971607601772936,0.2580876904517801,0.3273122795505481,0.1544391530993367,0.19355492646817155,0.2331835687138282,0.1050197466087704,0.1533858723252191,0.1980091776452959,0.1497464659136952,0.18491354817948463,0.2180261669410401,0.0620523743252626,0.10232750285757307,0.1380816699861748,0.0610208718109086,0.1077304597177713,0.158459014794805
