candidate,h,control,lift_lo,lift_hi,delta_lo,delta_hi,draws,block
raw_cny,1,raw_cny,1.41892879331516,1.5801159069011887,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
raw_cny,3,raw_cny,1.4252430340253017,1.6725028033839124,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
raw_cny,5,raw_cny,1.4911031312288527,1.79572025803786,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
raw_cny,10,raw_cny,1.41375701997451,1.720259539732564,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
raw_cny,20,raw_cny,1.399085722967726,1.7487837156670012,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
raw_cny,mean,raw_cny,,,0.0,0.0,1000,
cal_expanding_cny_urgent_cap2,1,raw_cny,1.4204322557418896,1.5802690011457852,-0.0017090463364408004,0.0034520954555033656,1000,"20 announcement dates, circular, all currencies together"
cal_expanding_cny_urgent_cap2,3,raw_cny,1.4284461577472412,1.6741454555192168,-0.0008804618752412617,0.014128955182511137,1000,"20 announcement dates, circular, all currencies together"
cal_expanding_cny_urgent_cap2,5,raw_cny,1.4986933120654902,1.796950743196738,-0.003273319540166902,0.013248103506643742,1000,"20 announcement dates, circular, all currencies together"
cal_expanding_cny_urgent_cap2,10,raw_cny,1.4211575958927996,1.7237693768662274,-0.005967285641476005,0.024864911683125813,1000,"20 announcement dates, circular, all currencies together"
cal_expanding_cny_urgent_cap2,20,raw_cny,1.4032091359920875,1.7508148102981977,-0.014649426948943877,0.03236889435808395,1000,"20 announcement dates, circular, all currencies together"
cal_expanding_cny_urgent_cap2,mean,raw_cny,,,-0.005123430983413618,0.017286899572205604,1000,
cal_rolling365_cny_urgent_cap2,1,raw_cny,1.4268537513122121,1.5895892683149209,-0.037957871615891176,0.05450091872227651,1000,"20 announcement dates, circular, all currencies together"
cal_rolling365_cny_urgent_cap2,3,raw_cny,1.3970332547613649,1.648655547206713,-0.08927554721602583,0.027598179145004897,1000,"20 announcement dates, circular, all currencies together"
cal_rolling365_cny_urgent_cap2,5,raw_cny,1.4581520077632761,1.7571053985173395,-0.11403565212991333,0.029874176015004666,1000,"20 announcement dates, circular, all currencies together"
cal_rolling365_cny_urgent_cap2,10,raw_cny,1.392005356923554,1.7155527685548446,-0.09259148040802627,0.07710429872867453,1000,"20 announcement dates, circular, all currencies together"
cal_rolling365_cny_urgent_cap2,20,raw_cny,1.377454816240187,1.7212470458562368,-0.11610868837749294,0.08115254501269109,1000,"20 announcement dates, circular, all currencies together"
cal_rolling365_cny_urgent_cap2,mean,raw_cny,,,-0.07498962937199127,0.041790243418524935,1000,
raw_hist,1,raw_hist,1.3848611334983494,1.5583646909984836,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
