candidate,period,h,n,brier,mean_probability,event_rate
isotonic_cny,early,3,1135,0.20776771356330925,0.44776987467647644,0.45198237885462555
isotonic_cny,early,5,1135,0.20475435822371882,0.3873429858039217,0.3894273127753304
isotonic_cny,early,10,1135,0.2004120795439681,0.32762792838506993,0.31541850220264317
isotonic_cny,early,20,1135,0.18991488922857694,0.27890939911602836,0.2669603524229075
isotonic_cny,later,1,3280,0.1939491180291715,0.5143607241449711,0.5161585365853658
isotonic_cny,later,3,3270,0.19547491681454343,0.37023875419702423,0.354434250764526
isotonic_cny,later,5,3260,0.18536342024883362,0.31409744824151764,0.294478527607362
isotonic_cny,later,10,3235,0.1668759174969001,0.24720128262877758,0.22812982998454404
isotonic_cny,later,20,3185,0.13676429615433836,0.1906008638614797,0.16577708006279435
isotonic_hist,early,1,1135,0.225652841164312,0.623751400486708,0.5744493392070484
isotonic_hist,early,3,1135,0.22843095014504902,0.48927530667742547,0.45198237885462555
isotonic_hist,early,5,1135,0.2200426605715697,0.430061517007423,0.3894273127753304
isotonic_hist,early,10,1135,0.20750475104720678,0.36554589561636325,0.31541850220264317
isotonic_hist,early,20,1135,0.19493473461403685,0.311399375510057,0.2669603524229075
isotonic_hist,later,1,3280,0.20701259021640392,0.5326680239144742,0.5161585365853658
isotonic_hist,later,3,3270,0.19985579955083438,0.38097332750023877,0.354434250764526
isotonic_hist,later,5,3260,0.18591313909734047,0.32182477540918325,0.294478527607362
isotonic_hist,later,10,3235,0.16431192286017388,0.2532204192908507,0.22812982998454404
isotonic_hist,later,20,3185,0.13196689927784083,0.19402390015651555,0.16577708006279435
isotonic_extra,early,1,1135,0.22292315490233208,0.6364130093940268,0.5744493392070484
isotonic_extra,early,3,1135,0.22949145381582478,0.5069965163639216,0.45198237885462555
isotonic_extra,early,5,1135,0.22165396579728727,0.44883584499244444,0.3894273127753304
isotonic_extra,early,10,1135,0.22301788969264325,0.39486726013346246,0.31541850220264317
isotonic_extra,early,20,1135,0.21907209988773457,0.3502452394486855,0.2669603524229075
isotonic_extra,later,1,3280,0.20438059232349812,0.5218046769482662,0.5161585365853658
isotonic_extra,later,3,3270,0.19723710287195875,0.37352218357602524,0.354434250764526
isotonic_extra,later,5,3260,0.18509334479543146,0.31640807181856895,0.294478527607362
isotonic_extra,later,10,3235,0.1635302208443071,0.24706848019435756,0.22812982998454404
isotonic_extra,later,20,3185,0.13356574196935048,0.19008472751948055,0.16577708006279435
isotonic_survival_hist,early,1,1135,0.2055626223574276,0.6069219711306222,0.5744493392070484
isotonic_survival_hist,early,3,1135,0.22448064780011398,0.4844019887944131,0.45198237885462555
isotonic_survival_hist,early,5,1135,0.2254174176354934,0.42410292491773416,0.3894273127753304
isotonic_survival_hist,early,10,1135,0.22113646768974185,0.3756198170418796,0.31541850220264317
isotonic_survival_hist,early,20,1135,0.21703217599885036,0.335383075666328,0.2669603524229075
isotonic_survival_hist,later,1,3280,0.19758250351659468,0.5181195957381963,0.5161585365853658
isotonic_survival_hist,later,3,3270,0.19697020225605252,0.3709431565839025,0.354434250764526
isotonic_survival_hist,later,5,3260,0.1880836437079528,0.31103279358424524,0.294478527607362
isotonic_survival_hist,later,10,3235,0.16720229106505696,0.24854546414463596,0.22812982998454404
isotonic_survival_hist,later,20,3185,0.13612540508219143,0.1982400684873643,0.16577708006279435
isotonic_survival_logit,early,1,1135,0.24922718909296646,0.5649050055631616,0.5744493392070484
isotonic_survival_logit,early,3,1135,0.2624642368537939,0.40880120180566576,0.45198237885462555
isotonic_survival_logit,early,5,1135,0.25514985735834866,0.3384448214518703,0.3894273127753304
isotonic_survival_logit,early,10,1135,0.23447385617679242,0.27110166400028557,0.31541850220264317
isotonic_survival_logit,early,20,1135,0.2171721011148407,0.22749465573299488,0.2669603524229075
isotonic_survival_logit,later,1,3280,0.2346017417394302,0.5616960189736527,0.5161585365853658
isotonic_survival_logit,later,3,3270,0.22079080831127224,0.40963861966082193,0.354434250764526
isotonic_survival_logit,later,5,3260,0.2061215974882121,0.35213983310464597,0.294478527607362
isotonic_survival_logit,later,10,3235,0.1763157237763316,0.27794997393630216,0.22812982998454404
isotonic_survival_logit,later,20,3185,0.14433899035636774,0.22282220498948338,0.16577708006279435
isotonic_survival_local,early,1,1135,0.25697256692189163,0.5670909791975848,0.5744493392070484
isotonic_survival_local,early,3,1135,0.2654743738471648,0.42239649471287766,0.45198237885462555
isotonic_survival_local,early,5,1135,0.25569037986982424,0.36438543134468343,0.3894273127753304
isotonic_survival_local,early,10,1135,0.23545818051710657,0.30361370260139586,0.31541850220264317
isotonic_survival_local,early,20,1135,0.2192251310977294,0.26187738462737814,0.2669603524229075
isotonic_survival_local,later,1,3280,0.24280351912042744,0.5504695326094349,0.5161585365853658
isotonic_survival_local,later,3,3270,0.22843260151223252,0.4059304836655274,0.354434250764526
isotonic_survival_local,later,5,3260,0.21053978831371994,0.3483914994140108,0.294478527607362
isotonic_survival_local,later,10,3235,0.17893224949391393,0.27499493654709567,0.22812982998454404
isotonic_survival_local,later,20,3185,0.14366964313153383,0.21755255783983038,0.16577708006279435
frozen2023_cny,early,1,1135,0.19271217234528204,0.5849151880319111,0.5744493392070484
frozen2023_cny,early,3,1135,0.20703136704397784,0.40699477456756583,0.45198237885462555
frozen2023_cny,early,5,1135,0.20455388851822615,0.3430047709353684,0.3894273127753304
frozen2023_cny,early,10,1135,0.19506800407456784,0.26430281623312296,0.31541850220264317
frozen2023_cny,early,20,1135,0.1808407863331228,0.2006669268408078,0.2669603524229075
frozen2023_cny,later,1,3280,0.1917663603268757,0.5179093070531935,0.5161585365853658
frozen2023_cny,later,3,3270,0.19217891188832073,0.360292259074643,0.354434250764526
frozen2023_cny,later,5,3260,0.18211259521350004,0.3045962257286473,0.294478527607362
frozen2023_cny,later,10,3235,0.1634980685841887,0.23012725409453907,0.22812982998454404
frozen2023_cny,later,20,3185,0.1340954397174679,0.16799885693646407,0.16577708006279435
frozen2023_hist,early,1,1135,0.22945272372971454,0.5826068971481057,0.5744493392070484
frozen2023_hist,early,3,1135,0.22975382054051519,0.4222429733320434,0.45198237885462555
frozen2023_hist,early,5,1135,0.22072666244457712,0.3595583321805343,0.3894273127753304
frozen2023_hist,early,10,1135,0.20185087477502361,0.28007011535953463,0.31541850220264317
frozen2023_hist,early,20,1135,0.18191728105223454,0.22166727394918878,0.2669603524229075
frozen2023_hist,later,1,3280,0.23593708239029493,0.5747181838996188,0.5161585365853658
frozen2023_hist,later,3,3270,0.21505689273887718,0.41185857132956977,0.354434250764526
frozen2023_hist,later,5,3260,0.19731577029895067,0.3497568928901744,0.294478527607362
frozen2023_hist,later,10,3235,0.16818845286771816,0.27050626093962127,0.22812982998454404
frozen2023_hist,later,20,3185,0.13169056091677475,0.20925601559491191,0.16577708006279435
frozen2023_extra,early,1,1135,0.2369423968934145,0.5725789060483041,0.5744493392070484
frozen2023_extra,early,3,1135,0.23941087781947953,0.4120755071257966,0.45198237885462555
frozen2023_extra,early,5,1135,0.23047409774138058,0.3503722055085382,0.3894273127753304
frozen2023_extra,early,10,1135,0.20815781773840492,0.2835293662745399,0.31541850220264317
frozen2023_extra,early,20,1135,0.18649408458984607,0.23640866422291437,0.2669603524229075
frozen2023_extra,later,1,3280,0.24007415061642393,0.5619575598898361,0.5161585365853658
frozen2023_extra,later,3,3270,0.2189408890049253,0.3984763909870324,0.354434250764526
