date,currency,router_equal_logit,router_equal_hist,router_equal_tree,router_tail_logit,router_tail_hist,router_tail_tree,router_equal_logit_stale20
2023-09-12,TJS,,,,,,,
2023-09-13,TJS,,,,,,,
2023-09-14,TJS,,,,,,,
2023-09-15,TJS,,,,,,,
2023-09-16,TJS,,,,,,,
2023-09-19,TJS,,,,,,,
2023-09-20,TJS,,,,,,,
2023-09-21,TJS,,,,,,,
2023-09-22,TJS,,,,,,,
2023-09-23,TJS,,,,,,,
2023-09-26,TJS,,,,,,,
2023-09-27,TJS,,,,,,,
2023-09-28,TJS,,,,,,,
2023-09-29,TJS,,,,,,,
2023-09-30,TJS,,,,,,,
2023-10-03,TJS,,,,,,,
2023-10-04,TJS,,,,,,,
2023-10-05,TJS,,,,,,,
2023-10-06,TJS,,,,,,,
2023-10-07,TJS,,,,,,,
2023-10-10,TJS,,,,,,,
2023-10-11,TJS,,,,,,,
2023-10-12,TJS,,,,,,,
2023-10-13,TJS,,,,,,,
2023-10-14,TJS,,,,,,,
2023-10-17,TJS,,,,,,,
2023-10-18,TJS,,,,,,,
2023-10-19,TJS,,,,,,,
2023-10-20,TJS,,,,,,,
2023-10-21,TJS,,,,,,,
2023-10-24,TJS,,,,,,,
2023-10-25,TJS,,,,,,,
2023-10-26,TJS,,,,,,,
2023-10-27,TJS,,,,,,,
2023-10-28,TJS,,,,,,,
2023-10-31,TJS,,,,,,,
2023-11-01,TJS,,,,,,,
2023-11-02,TJS,,,,,,,
2023-11-03,TJS,,,,,,,
2023-11-04,TJS,,,,,,,
2023-11-08,TJS,,,,,,,
2023-11-09,TJS,,,,,,,
2023-11-10,TJS,,,,,,,
2023-11-11,TJS,,,,,,,
2023-11-14,TJS,,,,,,,
2023-11-15,TJS,,,,,,,
2023-11-16,TJS,,,,,,,
2023-11-17,TJS,,,,,,,
2023-11-18,TJS,,,,,,,
2023-11-21,TJS,,,,,,,
2023-11-22,TJS,,,,,,,
2023-11-23,TJS,,,,,,,
2023-11-24,TJS,,,,,,,
2023-11-25,TJS,,,,,,,
2023-11-28,TJS,,,,,,,
2023-11-29,TJS,,,,,,,
2023-11-30,TJS,,,,,,,
2023-12-01,TJS,,,,,,,
2023-12-02,TJS,,,,,,,
2023-12-05,TJS,,,,,,,
2023-12-06,TJS,,,,,,,
2023-12-07,TJS,,,,,,,
2023-12-08,TJS,,,,,,,
2023-12-09,TJS,,,,,,,
2023-12-12,TJS,,,,,,,
2023-12-13,TJS,,,,,,,
2023-12-14,TJS,,,,,,,
2023-12-15,TJS,,,,,,,
2023-12-16,TJS,,,,,,,
2023-12-19,TJS,,,,,,,
2023-12-20,TJS,,,,,,,
2023-12-21,TJS,,,,,,,
2023-12-22,TJS,,,,,,,
2023-12-23,TJS,,,,,,,
2023-12-26,TJS,,,,,,,
2023-12-27,TJS,,,,,,,
2023-12-28,TJS,,,,,,,
2023-12-29,TJS,,,,,,,
2023-12-30,TJS,,,,,,,
2024-01-10,TJS,,,,,,,
2024-01-11,TJS,,,,,,,
2024-01-12,TJS,,,,,,,
2024-01-13,TJS,,,,,,,
2024-01-16,TJS,,,,,,,
2024-01-17,TJS,,,,,,,
2024-01-18,TJS,,,,,,,
2024-01-19,TJS,,,,,,,
2024-01-20,TJS,,,,,,,
2024-01-23,TJS,,,,,,,
2024-01-24,TJS,,,,,,,
2024-01-25,TJS,,,,,,,
2024-01-26,TJS,,,,,,,
2024-01-27,TJS,,,,,,,
2024-01-30,TJS,,,,,,,
2024-01-31,TJS,,,,,,,
2024-02-01,TJS,,,,,,,
2024-02-02,TJS,,,,,,,
2024-02-03,TJS,,,,,,,
2024-02-06,TJS,,,,,,,
2024-02-07,TJS,,,,,,,
2024-02-08,TJS,,,,,,,
2024-02-09,TJS,,,,,,,
2024-02-10,TJS,,,,,,,
2024-02-13,TJS,,,,,,,
2024-02-14,TJS,,,,,,,
2024-02-15,TJS,,,,,,,
2024-02-16,TJS,,,,,,,
2024-02-17,TJS,,,,,,,
2024-02-20,TJS,,,,,,,
2024-02-21,TJS,,,,,,,
2024-02-22,TJS,,,,,,,
2024-02-23,TJS,,,,,,,
2024-02-27,TJS,,,,,,,
2024-02-28,TJS,,,,,,,
2024-02-29,TJS,,,,,,,
2024-03-01,TJS,,,,,,,
2024-03-02,TJS,,,,,,,
2024-03-05,TJS,,,,,,,
2024-03-06,TJS,,,,,,,
2024-03-07,TJS,,,,,,,
2024-03-08,TJS,,,,,,,
2024-03-12,TJS,,,,,,,
2024-03-13,TJS,,,,,,,
2024-03-14,TJS,,,,,,,
2024-03-15,TJS,,,,,,,
2024-03-16,TJS,,,,,,,
2024-03-19,TJS,,,,,,,
2024-03-20,TJS,,,,,,,
2024-03-21,TJS,,,,,,,
2024-03-22,TJS,,,,,,,
2024-03-23,TJS,,,,,,,
2024-03-26,TJS,,,,,,,
2024-03-27,TJS,,,,,,,
2024-03-28,TJS,,,,,,,
2024-03-29,TJS,,,,,,,
2024-03-30,TJS,,,,,,,
2024-04-02,TJS,,,,,,,
2024-04-03,TJS,,,,,,,
2024-04-04,TJS,,,,,,,
2024-04-05,TJS,,,,,,,
2024-04-06,TJS,,,,,,,
2024-04-09,TJS,,,,,,,
2024-04-10,TJS,,,,,,,
2024-04-11,TJS,,,,,,,
2024-04-12,TJS,,,,,,,
2024-04-13,TJS,,,,,,,
2024-04-16,TJS,,,,,,,
2024-04-17,TJS,,,,,,,
2024-04-18,TJS,,,,,,,
2024-04-19,TJS,,,,,,,
2024-04-20,TJS,,,,,,,
2024-04-23,TJS,,,,,,,
2024-04-24,TJS,,,,,,,
2024-04-25,TJS,,,,,,,
2024-04-26,TJS,,,,,,,
2024-04-27,TJS,,,,,,,
2024-04-28,TJS,,,,,,,
2024-05-03,TJS,,,,,,,
2024-05-04,TJS,,,,,,,
2024-05-07,TJS,,,,,,,
2024-05-08,TJS,,,,,,,
2024-05-09,TJS,,,,,,,
2024-05-14,TJS,,,,,,,
2024-05-15,TJS,,,,,,,
2024-05-16,TJS,,,,,,,
2024-05-17,TJS,,,,,,,
2024-05-18,TJS,,,,,,,
2024-05-21,TJS,,,,,,,
2024-05-22,TJS,,,,,,,
2024-05-23,TJS,,,,,,,
2024-05-24,TJS,,,,,,,
2024-05-25,TJS,,,,,,,
2024-05-28,TJS,,,,,,,
2024-05-29,TJS,,,,,,,
2024-05-30,TJS,,,,,,,
2024-05-31,TJS,,,,,,,
2024-06-01,TJS,,,,,,,
2024-06-04,TJS,,,,,,,
2024-06-05,TJS,,,,,,,
2024-06-06,TJS,,,,,,,
2024-06-07,TJS,,,,,,,
2024-06-08,TJS,,,,,,,
2024-06-11,TJS,,,,,,,
2024-06-12,TJS,,,,,,,
2024-06-14,TJS,,,,,,,
2024-06-15,TJS,,,,,,,
2024-06-18,TJS,,,,,,,
2024-06-19,TJS,,,,,,,
2024-06-20,TJS,,,,,,,
2024-06-21,TJS,,,,,,,
2024-06-22,TJS,,,,,,,
2024-06-25,TJS,,,,,,,
2024-06-26,TJS,,,,,,,
2024-06-27,TJS,,,,,,,
2024-06-28,TJS,,,,,,,
2024-06-29,TJS,,,,,,,
2024-07-02,TJS,,,,,,,
2024-07-03,TJS,,,,,,,
2024-07-04,TJS,,,,,,,
2024-07-05,TJS,,,,,,,
2024-07-06,TJS,,,,,,,
2024-07-09,TJS,,,,,,,
2024-07-10,TJS,,,,,,,
2024-07-11,TJS,,,,,,,
2024-07-12,TJS,,,,,,,
2024-07-13,TJS,,,,,,,
2024-07-16,TJS,,,,,,,
2024-07-17,TJS,,,,,,,
2024-07-18,TJS,,,,,,,
2024-07-19,TJS,,,,,,,
2024-07-20,TJS,,,,,,,
2024-07-23,TJS,,,,,,,
2024-07-24,TJS,,,,,,,
2024-07-25,TJS,,,,,,,
2024-07-26,TJS,,,,,,,
2024-07-27,TJS,,,,,,,
2024-07-30,TJS,,,,,,,
2024-07-31,TJS,,,,,,,
2024-08-01,TJS,,,,,,,
2024-08-02,TJS,,,,,,,
2024-08-03,TJS,,,,,,,
2024-08-06,TJS,,,,,,,
2024-08-07,TJS,,,,,,,
2024-08-08,TJS,,,,,,,
2024-08-09,TJS,,,,,,,
2024-08-10,TJS,,,,,,,
2024-08-13,TJS,,,,,,,
2024-08-14,TJS,,,,,,,
2024-08-15,TJS,,,,,,,
2024-08-16,TJS,,,,,,,
2024-08-17,TJS,,,,,,,
2024-08-20,TJS,,,,,,,
2024-08-21,TJS,,,,,,,
2024-08-22,TJS,,,,,,,
2024-08-23,TJS,,,,,,,
2024-08-24,TJS,,,,,,,
2024-08-27,TJS,,,,,,,
2024-08-28,TJS,,,,,,,
2024-08-29,TJS,,,,,,,
2024-08-30,TJS,,,,,,,
2024-08-31,TJS,,,,,,,
2024-09-03,TJS,,,,,,,
2024-09-04,TJS,,,,,,,
2024-09-05,TJS,,,,,,,
2024-09-06,TJS,,,,,,,
2024-09-07,TJS,,,,,,,
2024-09-10,TJS,,,,,,,
2024-09-11,TJS,,,,,,,
2024-09-12,TJS,,,,,,,
2024-09-13,TJS,,,,,,,
2024-09-14,TJS,,,,,,,
2024-09-17,TJS,,,,,,,
2024-09-18,TJS,,,,,,,
2024-09-19,TJS,,,,,,,
2024-09-20,TJS,,,,,,,
2024-09-21,TJS,,,,,,,
2024-09-24,TJS,,,,,,,
2024-09-25,TJS,,,,,,,
2024-09-26,TJS,,,,,,,
2024-09-27,TJS,,,,,,,
2024-09-28,TJS,,,,,,,
2024-10-01,TJS,0.24402720779320108,0.28055677366366516,0.33579335793357934,0.13712839776789315,0.14290369940247258,0.14855072463768115,0.677156101754817
2024-10-02,TJS,0.2143888912396419,0.24654151670215757,0.33579335793357934,0.13527932149645958,0.12323706472266635,0.14855072463768115,0.5668197654627669
2024-10-03,TJS,0.28801944892158987,0.31465313761222236,0.33579335793357934,0.2620662328669582,0.3254657312169764,0.33116883116883117,0.23787858028398048
2024-10-04,TJS,0.5488656485360377,0.32066773096590656,0.33579335793357934,0.4939491144404859,0.34733341086393904,0.33116883116883117,0.44764815511397477
2024-10-05,TJS,0.43719403084091524,0.34409955485425403,0.33579335793357934,0.34039075595109547,0.39943667312570685,0.33116883116883117,0.4799062860443848
2024-10-08,TJS,0.5663602471187149,0.38923772029970727,0.33579335793357934,0.5719410508552164,0.3612060699984875,0.33116883116883117,0.187764760028716
2024-10-09,TJS,0.3444919347291976,0.28400870190876226,0.33579335793357934,0.37952854627455146,0.3810529104544228,0.33116883116883117,0.25308656222745185
2024-10-10,TJS,0.7246471471019503,0.5819241730844056,0.8125,0.7684148203806175,0.6803739217470016,0.6371681415929203,0.36090484270438616
2024-10-11,TJS,0.8863781027948027,0.735503686761062,0.8125,0.9077181097489716,0.6924431014304425,0.6371681415929203,0.28873292267367434
2024-10-12,TJS,0.5508738949795142,0.24465361383220596,0.33579335793357934,0.522834816837389,0.24431740665717808,0.33116883116883117,0.39629173448022315
2024-10-15,TJS,0.31100018602229806,0.1740563688077549,0.16352201257861634,0.28481112755527405,0.22297179116030513,0.14855072463768115,0.20997573680992515
2024-10-16,TJS,0.5463892069496497,0.6190336261685958,0.8125,0.5885882262880772,0.7529634974704649,0.6371681415929203,0.3266644137468521
2024-10-17,TJS,0.4948515841715476,0.15694593863517417,0.33579335793357934,0.44214874950926214,0.17263038291134283,0.14855072463768115,0.2721750715490514
2024-10-18,TJS,0.4570330525497772,0.20102539742578443,0.16352201257861634,0.38156241062755475,0.2319632386886919,0.14855072463768115,0.4481378539051457
2024-10-19,TJS,0.703596112917744,0.8562884803467452,0.8125,0.6801230945686892,0.8511600998100095,0.6371681415929203,0.4408058796588157
2024-10-22,TJS,0.1739353172277536,0.1911274283787563,0.33579335793357934,0.13597092980714623,0.22685680638701114,0.14855072463768115,0.2362541582075073
2024-10-23,TJS,0.28924795371941064,0.19022365035399913,0.16352201257861634,0.26221504886195546,0.21922331397237318,0.14855072463768115,0.3778825955702094
2024-10-24,TJS,0.3897487122473679,0.12467151801748318,0.16352201257861634,0.35844801643044844,0.21023630185735762,0.14855072463768115,0.45947539855451747
2024-10-25,TJS,0.4870960709549375,0.16612426899438212,0.33579335793357934,0.442920825796149,0.2511945755257715,0.14855072463768115,0.34947674902740633
2024-10-26,TJS,0.5261983718105283,0.24115803887184803,0.33579335793357934,0.45779589791181774,0.26426804951319743,0.14855072463768115,0.336101716496556
2024-10-29,TJS,0.4195786008255177,0.53474633264568,0.8125,0.41039569304817186,0.6354193159691097,0.6371681415929203,0.34970150045332205
2024-10-30,TJS,0.5922369290434203,0.7404457885306838,0.8125,0.617262508470258,0.8045061016612297,0.6371681415929203,0.32670961442968577
2024-10-31,TJS,0.3854667720887611,0.24464172744275678,0.33579335793357934,0.36363365803167796,0.14877315457306284,0.14855072463768115,0.24328370205947447
2024-11-01,TJS,0.7847249847918742,0.7586770330195264,0.8125,0.8193997473796698,0.7727900001131284,0.6371681415929203,0.38549717729900007
2024-11-02,TJS,0.5346510433363788,0.7005641330005853,0.8125,0.514163415191077,0.7350846861937083,0.6371681415929203,0.4674231123960698
2024-11-03,TJS,0.7215085501577848,0.6510940883878471,0.8125,0.6255165281561877,0.6550801936088564,0.6371681415929203,0.2946613682274704
2024-11-06,TJS,0.30225169965593124,0.20542866963566647,0.33579335793357934,0.27430668948161707,0.12552483771657633,0.14855072463768115,0.2623488672498767
2024-11-07,TJS,0.697279672710312,0.8710704974204196,0.8125,0.7235539296869916,0.8585578473082961,0.6371681415929203,0.3562642567696412
2024-11-08,TJS,0.45322229833161504,0.33923173662444145,0.33579335793357934,0.44119513202296234,0.22714695696451992,0.33116883116883117,0.5909338802220272
2024-11-09,TJS,0.6509480819117746,0.8096012845686799,0.8125,0.6495762079538433,0.856673027535736,0.6371681415929203,0.7488365313078021
2024-11-12,TJS,0.6348185066707918,0.8774395105671965,0.8125,0.651288500107773,0.84773779231914,0.6371681415929203,0.3317248330092141
2024-11-13,TJS,0.47172854403799347,0.719922406534123,0.8125,0.5102218325666608,0.7565423714565835,0.6371681415929203,0.3549065910878873
2024-11-14,TJS,0.6091363397855101,0.748404053484374,0.8125,0.6917555319880725,0.7092610305671976,0.8896103896103896,0.5211615329879651
2024-11-15,TJS,0.5687966025981129,0.6634083100130722,0.8125,0.6086886209580126,0.770958989219147,0.8896103896103896,0.6139014699298798
2024-11-16,TJS,0.808503292200259,0.7796060516988056,0.8125,0.8338525972080885,0.8808603385639758,0.8896103896103896,0.7221218154786649
2024-11-19,TJS,0.6303483751913099,0.6982015170537155,0.8125,0.6937568629754588,0.7430608987835633,0.8896103896103896,0.2605042172872366
2024-11-20,TJS,0.3991855809044826,0.3233724711347059,0.33579335793357934,0.4698096336612952,0.4177623878154944,0.33116883116883117,0.27527462424013355
2024-11-21,TJS,0.6030858467545577,0.6968039922431014,0.8125,0.6634981276305615,0.7385880261977692,0.8896103896103896,0.47653459227412365
2024-11-22,TJS,0.5983734271949326,0.6717938541273089,0.8125,0.6711943564897193,0.7551108426243504,0.8896103896103896,0.4686605932437348
2024-11-23,TJS,0.48273251219064806,0.28408174595296415,0.33579335793357934,0.4419018290730787,0.39496355359477225,0.33116883116883117,0.6404525868686702
2024-11-26,TJS,0.2999986175829609,0.23777144511921036,0.33579335793357934,0.30864793134104207,0.3901201733990794,0.33116883116883117,0.28973623584723013
2024-11-27,TJS,0.6172531363992072,0.6309367556450333,0.8125,0.7340613341669417,0.7317695394861309,0.8896103896103896,0.5211330084090493
2024-11-28,TJS,0.9606260788260814,0.7245021357801971,0.8125,0.9787082745204003,0.6363062436208893,0.6371681415929203,0.47000189796556296
2024-11-29,TJS,0.5112694122119681,0.25706190474071133,0.33579335793357934,0.5967545698044177,0.3209921094500169,0.33116883116883117,0.5326250521665853
2024-11-30,TJS,0.7188197648962692,0.7922639557312933,0.8125,0.7556840482078939,0.7811876505248609,0.6371681415929203,0.3312862730909622
2024-12-03,TJS,0.4949435914454395,0.5200949995157126,0.8125,0.6004046661626681,0.6896120129228485,0.6371681415929203,0.2488821761164015
2024-12-04,TJS,0.7763163056619917,0.6032676435346179,0.8125,0.8590203096813209,0.5683498478988616,0.6371681415929203,0.5064441664351017
2024-12-05,TJS,0.1517369754756255,0.13540232725460816,0.16352201257861634,0.11752847061987427,0.12177484858576014,0.14855072463768115,0.5519399396944878
2024-12-06,TJS,0.42405654853964075,0.6518196750907997,0.8125,0.35190012361983614,0.6566465774393274,0.6371681415929203,0.5836533311330024
2024-12-07,TJS,0.22693666768439857,0.7093529746118407,0.8125,0.14487675911247885,0.6360884271066475,0.6371681415929203,0.6841481631848509
2024-12-10,TJS,0.05183658844728908,0.14395795518945495,0.16352201257861634,0.026535388199555147,0.10404533867351376,0.14855072463768115,0.4984216287840615
2024-12-11,TJS,0.44599009983139953,0.675262394892105,0.8125,0.4043763352489194,0.5540682726870172,0.6371681415929203,0.3982976517159684
2024-12-12,TJS,0.27090063736179815,0.31927977615652686,0.33579335793357934,0.14933729376160546,0.36145655795777265,0.33116883116883117,0.4387311514497046
2024-12-13,TJS,0.4514358065126726,0.3304568025732936,0.33579335793357934,0.3364190856237986,0.40474871209755797,0.33116883116883117,0.33875365505949767
2024-12-14,TJS,0.38920932564117217,0.345607765485095,0.33579335793357934,0.2988040202368489,0.3697359023837689,0.33116883116883117,0.6151660108820538
2024-12-17,TJS,0.44192813617332477,0.8346042009991286,0.8125,0.41417705949599176,0.6835544973612839,0.6371681415929203,0.4156574295499316
2024-12-18,TJS,0.142921031559425,0.2643555446970105,0.33579335793357934,0.11931171189172893,0.29615880791759136,0.33116883116883117,0.4655942486760349
2024-12-19,TJS,0.3703852859199882,0.5363719272703014,0.8125,0.3559374163875875,0.5868252281649246,0.6371681415929203,0.4917654926127247
2024-12-20,TJS,0.6050578279409041,0.6572173566820128,0.8125,0.5752679438049664,0.654957119501669,0.6371681415929203,0.44505897818476886
2024-12-21,TJS,0.5252572555648669,0.6934141761581947,0.8125,0.48766354222547653,0.6442982859254833,0.6371681415929203,0.4248260122352768
2024-12-24,TJS,0.18275288535239967,0.17545745111224886,0.16352201257861634,0.12974945925885337,0.1076261136735512,0.14855072463768115,0.3354174746655289
2024-12-25,TJS,0.1905592913441823,0.18003376731513582,0.16352201257861634,0.14681021895156013,0.1105896910962074,0.14855072463768115,0.3289278884401503
2024-12-26,TJS,0.5314336844056964,0.44379755659253983,0.8125,0.49644943887677173,0.48165584631653907,0.6371681415929203,0.49609473181249475
2024-12-27,TJS,0.43289101453772705,0.47611761564854255,0.8125,0.35533129157386467,0.48652829535358394,0.6371681415929203,0.7513912199735067
2024-12-28,TJS,0.7396838806717807,0.4776782930116143,0.8125,0.6592532925343761,0.4621161379815603,0.6371681415929203,0.8984771952379458
2024-12-29,TJS,0.3125003831810986,0.47924899901286305,0.8125,0.12626810951565912,0.43501441871265667,0.6371681415929203,0.7086123292441967
2025-01-10,TJS,0.05204213862046289,0.21797181303765642,0.23978201634877383,0.02591463364431018,0.1804266649967582,0.17857142857142858,0.5024821539057485
2025-01-11,TJS,0.296887430939257,0.6748941413854999,0.7485549132947977,0.23227678061331647,0.734704457157223,0.7976878612716763,0.7652430123990628
2025-01-14,TJS,0.18109374109298645,0.5232262987659355,0.7485549132947977,0.13043448051772913,0.6145761369317634,0.7976878612716763,0.7681245977079294
2025-01-15,TJS,0.3069008375204754,0.5281762575577122,0.7485549132947977,0.29444000648666196,0.7199278101954548,0.7976878612716763,0.8055523508391648
2025-01-16,TJS,0.46025314725707483,0.36500693727767286,0.23978201634877383,0.42549671108017567,0.319372023762998,0.17857142857142858,0.3201510377330515
2025-01-17,TJS,0.5569629166505717,0.6847348681744551,0.7485549132947977,0.6687379168835557,0.7388201007002976,0.7976878612716763,0.3166371066302637
2025-01-18,TJS,0.6236353494459855,0.555653340244424,0.7485549132947977,0.7382910559929053,0.6420878014341754,0.7976878612716763,0.1597771296146155
2025-01-21,TJS,0.4417801201122743,0.42769836283669993,0.23978201634877383,0.397294146749228,0.3206738225633352,0.17857142857142858,0.3395758155182324
2025-01-22,TJS,0.6361739430822153,0.44039615427061496,0.42777777777777776,0.6579904647552174,0.5112038349611346,0.5388888888888889,0.5384477131502636
2025-01-23,TJS,0.4741466104902343,0.34054512380529484,0.42777777777777776,0.4412582702311354,0.4867953623294653,0.5388888888888889,0.43457692809947013
2025-01-24,TJS,0.5029923064501038,0.3468729002948389,0.7485549132947977,0.4897389662069292,0.3983848536054714,0.7976878612716763,0.5467054065037001
2025-01-25,TJS,0.6179966458524102,0.6114237639587529,0.7485549132947977,0.5065747970237338,0.6290656109756828,0.7976878612716763,0.5849748743533781
2025-01-28,TJS,0.475956936774878,0.4595209403838529,0.7485549132947977,0.3865194909114732,0.48881106767222293,0.7976878612716763,0.6289837230045557
2025-01-29,TJS,0.5159853797126066,0.4753699746328323,0.7485549132947977,0.3771827654786265,0.5272281368850859,0.7976878612716763,0.7369141570436398
2025-01-30,TJS,0.4231671199861662,0.661486567818465,0.7485549132947977,0.3858900053852261,0.7117718197920031,0.7976878612716763,0.7388224635743426
2025-01-31,TJS,0.6139632760214331,0.7795345941857679,0.7485549132947977,0.5623051258854455,0.8407440196712321,0.7976878612716763,0.6630957627404129
2025-02-01,TJS,0.3176749090826553,0.3069196497527818,0.23978201634877383,0.23276775732438973,0.22062726305384323,0.17857142857142858,0.48583429293252445
2025-02-04,TJS,0.42005260305621617,0.7101612508309468,0.7485549132947977,0.4125663014666191,0.7944979392321586,0.7976878612716763,0.5530344439530095
2025-02-05,TJS,0.37852442060632274,0.31384257587652664,0.23978201634877383,0.29590458409048886,0.30710436057398244,0.17857142857142858,0.26410987000683916
2025-02-06,TJS,0.5775284764676887,0.6498674420762445,0.7485549132947977,0.5240661923039818,0.6286219245173423,0.7976878612716763,0.23109340801944667
2025-02-07,TJS,0.12215271662895497,0.29440083577700726,0.23978201634877383,0.08316708043635754,0.215061150164623,0.17857142857142858,0.6620875796735942
2025-02-08,TJS,0.534054255007488,0.4704524778598513,0.7485549132947977,0.5044979963962261,0.5273394080272983,0.7976878612716763,0.8071169992971778
2025-02-11,TJS,0.5529826489527686,0.30372889269947106,0.42777777777777776,0.5704298297079876,0.4421711005755147,0.5388888888888889,0.7450497919056213
2025-02-12,TJS,0.47725320731341453,0.5560118809782091,0.7485549132947977,0.41272981053585944,0.5130444958026633,0.7976878612716763,0.5865549291751077
2025-02-13,TJS,0.3948112436121822,0.3083710137445783,0.23978201634877383,0.26410027031467453,0.15348846321174703,0.17857142857142858,0.6669146433512472
2025-02-14,TJS,0.23035219815537664,0.2687348471233048,0.23978201634877383,0.07986391195639551,0.1418414318588391,0.17857142857142858,0.5577836251275173
2025-02-15,TJS,0.25682340700181805,0.33842097005082317,0.42777777777777776,0.12766997494487248,0.37545251392367307,0.5388888888888889,0.569336072859461
2025-02-18,TJS,0.3129398176123658,0.21658192662900574,0.23978201634877383,0.15392163068226122,0.13179705259537336,0.17857142857142858,0.6391595590924853
2025-02-19,TJS,0.19507345379433977,0.17679057400611045,0.23978201634877383,0.08384784059416528,0.12635669764624455,0.17857142857142858,0.5527119054048403
2025-02-20,TJS,0.3548353259846325,0.23712995843219697,0.23978201634877383,0.18841288889487529,0.14996216691266678,0.17857142857142858,0.5268175906076482
2025-02-21,TJS,0.36856395157454175,0.27064716647186826,0.23978201634877383,0.19169709323382858,0.1418414318588391,0.17857142857142858,0.4591139490852153
2025-02-22,TJS,0.43157018214506754,0.2985974277521225,0.23978201634877383,0.2683176708811651,0.158445436011119,0.17857142857142858,0.6644785519410469
2025-02-25,TJS,0.34434516894768,0.20465853748749566,0.23978201634877383,0.19483535003823846,0.150702893452227,0.17857142857142858,0.43400515072437124
2025-02-26,TJS,0.39647190165939417,0.24789822263442737,0.23978201634877383,0.18230473212491352,0.1389690785329921,0.17857142857142858,0.4347218448801231
2025-02-27,TJS,0.12577240663328254,0.18737069741321546,0.23978201634877383,0.048689458592773835,0.12825687857348286,0.17857142857142858,0.48515883469890597
2025-02-28,TJS,0.36053016133163146,0.2621964662736098,0.23978201634877383,0.2631058806139384,0.19506520493168844,0.17857142857142858,0.5159458664075849
2025-03-01,TJS,0.5139881618982989,0.5233635767099454,0.7485549132947977,0.44863709364912907,0.5403234437191541,0.7976878612716763,0.4155722300518126
2025-03-04,TJS,0.4833839503336184,0.5894133194642385,0.7485549132947977,0.4133428736336402,0.6621456398772839,0.7976878612716763,0.21958530162785128
2025-03-05,TJS,0.4465212779785064,0.20019832950560423,0.23978201634877383,0.3607271337092003,0.2272326576628615,0.17857142857142858,0.33454610203595025
2025-03-06,TJS,0.49992646817423797,0.25491828734738214,0.46153846153846156,0.4652000847450805,0.29689987901308157,0.17857142857142858,0.5020267553834965
2025-03-07,TJS,0.4961640793912784,0.2999318588275988,0.46153846153846156,0.4123199757990112,0.2952704803479955,0.17857142857142858,0.5140400372687988
2025-03-08,TJS,0.5739170425736053,0.4156461167213475,0.46153846153846156,0.4382566731733339,0.3325546819210873,0.17857142857142858,0.5386896370307869
2025-03-11,TJS,0.47601218006450413,0.32248741862765185,0.46153846153846156,0.3143492453213809,0.2100684309797163,0.17857142857142858,0.4220319616146465
2025-03-12,TJS,0.31423966107784296,0.2603010893117149,0.46153846153846156,0.17171495321861768,0.18065632805745035,0.17857142857142858,0.5515984938314921
2025-03-13,TJS,0.44689945104436074,0.4487724157914431,0.7485549132947977,0.40132514865327246,0.38423604020507324,0.7976878612716763,0.6616018861435994
2025-03-14,TJS,0.6280574298586209,0.43777528721288467,0.7485549132947977,0.5581025050691778,0.5048068376899131,0.7976878612716763,0.6379600937887794
2025-03-15,TJS,0.6638571722140868,0.3635223676866135,0.42777777777777776,0.6265304981088554,0.4089198450843654,0.5388888888888889,0.4372721315963309
2025-03-18,TJS,0.5918138693725148,0.5290195321128145,0.7485549132947977,0.40471409292379557,0.48934570958364904,0.7976878612716763,0.3079804306274671
2025-03-19,TJS,0.43915011324920145,0.32064075352732896,0.42777777777777776,0.29855924032561304,0.37455760228956075,0.5388888888888889,0.3394233891070523
2025-03-20,TJS,0.29646415995620123,0.3300471936328999,0.42777777777777776,0.2715734060032292,0.33803000830068186,0.5388888888888889,0.3965257784445648
2025-03-21,TJS,0.5281549811369448,0.5300758306345459,0.7485549132947977,0.5194568045233784,0.4543320572574826,0.7976878612716763,0.6271774318436877
2025-03-22,TJS,0.5967378297595601,0.6205147160709694,0.7485549132947977,0.43759662709772246,0.6740125425099878,0.7976878612716763,0.4933163915094864
2025-03-25,TJS,0.2703576323084252,0.32339862807197123,0.46153846153846156,0.138214108456283,0.2578377470013562,0.17857142857142858,0.40011034585034977
2025-03-26,TJS,0.5923133678759728,0.4790634857242499,0.42777777777777776,0.7154942785252054,0.5896187721975135,0.5388888888888889,0.5086249392794666
2025-03-27,TJS,0.5437651977701374,0.789567496608046,0.7485549132947977,0.5122654943606632,0.8036915138605326,0.7976878612716763,0.33714908219291556
2025-03-28,TJS,0.5808679392186452,0.6935770635334296,0.7485549132947977,0.5058850996565002,0.7453656772398248,0.7976878612716763,0.36303368144435727
2025-03-29,TJS,0.325710462962893,0.39687386338416714,0.46153846153846156,0.23081655756735575,0.3503771497639725,0.17857142857142858,0.3537046881539208
2025-04-01,TJS,0.6189194846383991,0.8082511146168562,0.5981132075471698,0.6843704790531034,0.8384175455059256,0.7842003853564548,0.2495190840920049
2025-04-02,TJS,0.6265135865080529,0.6978659935336469,0.5981132075471698,0.706432503927779,0.8345641416762202,0.7842003853564548,0.4727397876674143
2025-04-03,TJS,0.4088327520409534,0.31451698242024656,0.46153846153846156,0.4457847308482291,0.30807906779941246,0.14747474747474748,0.4746630256753252
2025-04-04,TJS,0.3422832336943199,0.36876805774453436,0.46153846153846156,0.34104819404315617,0.34667742332056645,0.14747474747474748,0.4801354897754039
