date,currency,router_equal_logit,router_equal_hist,router_equal_tree,router_tail_logit,router_tail_hist,router_tail_tree,router_equal_logit_stale20
2026-08-13,KGS,0.4307245849604808,0.37123452876123525,0.22789115646258504,0.4466180171301882,0.42865090992083255,0.4936708860759494,0.6076603914364747
2026-08-14,KGS,0.6673100109607824,0.7545534959981007,0.772459499263623,0.7219730709840406,0.7855134084117342,0.8166351606805293,0.6663546483804463
2026-08-15,KGS,0.5456151772635323,0.3703434776264964,0.22789115646258504,0.5155570003804147,0.33078227377839403,0.18181818181818182,0.6935709618995448
2026-08-18,KGS,0.6687031981093345,0.4313228726687333,0.22789115646258504,0.688423553281508,0.35960502577892983,0.4936708860759494,0.616601903526551
2026-08-19,KGS,0.5604018621180392,0.28548741243157905,0.22789115646258504,0.6114941892777247,0.32713519070727365,0.18181818181818182,0.596080210677766
2026-08-20,KGS,0.7988011809755722,0.7695829111578588,0.772459499263623,0.9017705064674808,0.824253740168146,0.8166351606805293,0.5521494980779136
2026-08-21,KGS,0.6590016695940831,0.6011561140422224,0.772459499263623,0.7105236230365171,0.5739274839605013,0.6036363636363636,0.5933985643617298
2026-08-22,KGS,0.7008172485902178,0.6917810844741138,0.772459499263623,0.7049223416675281,0.6187470971507448,0.6036363636363636,0.5517821534176399
2026-08-25,KGS,0.6346981385208057,0.6202119859681863,0.772459499263623,0.6241569291487881,0.5929680758532292,0.6036363636363636,0.4946720453194038
2026-08-26,KGS,0.8067120209913867,0.8154700570754763,0.772459499263623,0.8475709293654868,0.7918469357959089,0.8166351606805293,0.47817744911991417
2026-08-27,KGS,,,,,,,0.49659647168328697
2026-08-28,KGS,,,,,,,0.5157172549167744
2026-08-29,KGS,,,,,,,0.5779652524797493
2026-09-01,KGS,,,,,,,0.45867133052508147
2026-09-02,KGS,,,,,,,0.4888338203985522
2011-01-14,AMD,,,,,,,
2011-01-15,AMD,,,,,,,
2011-01-18,AMD,,,,,,,
2011-01-19,AMD,,,,,,,
2011-01-20,AMD,,,,,,,
2011-01-21,AMD,,,,,,,
2011-01-22,AMD,,,,,,,
2011-01-25,AMD,,,,,,,
2011-01-26,AMD,,,,,,,
2011-01-27,AMD,,,,,,,
2011-01-28,AMD,,,,,,,
2011-01-29,AMD,,,,,,,
2011-02-01,AMD,,,,,,,
2011-02-02,AMD,,,,,,,
2011-02-03,AMD,,,,,,,
2011-02-04,AMD,,,,,,,
2011-02-05,AMD,,,,,,,
2011-02-08,AMD,,,,,,,
2011-02-09,AMD,,,,,,,
2011-02-10,AMD,,,,,,,
2011-02-11,AMD,,,,,,,
2011-02-12,AMD,,,,,,,
2011-02-15,AMD,,,,,,,
2011-02-16,AMD,,,,,,,
2011-02-17,AMD,,,,,,,
2011-02-18,AMD,,,,,,,
2011-02-19,AMD,,,,,,,
2011-02-22,AMD,,,,,,,
2011-02-23,AMD,,,,,,,
2011-02-25,AMD,,,,,,,
2011-02-26,AMD,,,,,,,
2011-03-01,AMD,,,,,,,
2011-03-02,AMD,,,,,,,
2011-03-03,AMD,,,,,,,
2011-03-04,AMD,,,,,,,
2011-03-05,AMD,,,,,,,
2011-03-06,AMD,,,,,,,
2011-03-10,AMD,,,,,,,
2011-03-11,AMD,,,,,,,
2011-03-12,AMD,,,,,,,
2011-03-15,AMD,,,,,,,
2011-03-16,AMD,,,,,,,
2011-03-17,AMD,,,,,,,
2011-03-18,AMD,,,,,,,
2011-03-19,AMD,,,,,,,
2011-03-22,AMD,,,,,,,
2011-03-23,AMD,,,,,,,
2011-03-24,AMD,,,,,,,
2011-03-25,AMD,,,,,,,
2011-03-26,AMD,,,,,,,
2011-03-29,AMD,,,,,,,
2011-03-30,AMD,,,,,,,
2011-03-31,AMD,,,,,,,
2011-04-01,AMD,,,,,,,
2011-04-02,AMD,,,,,,,
2011-04-05,AMD,,,,,,,
2011-04-06,AMD,,,,,,,
2011-04-07,AMD,,,,,,,
2011-04-08,AMD,,,,,,,
2011-04-09,AMD,,,,,,,
2011-04-12,AMD,,,,,,,
2011-04-13,AMD,,,,,,,
2011-04-14,AMD,,,,,,,
2011-04-15,AMD,,,,,,,
2011-04-16,AMD,,,,,,,
2011-04-19,AMD,,,,,,,
2011-04-20,AMD,,,,,,,
2011-04-21,AMD,,,,,,,
2011-04-22,AMD,,,,,,,
2011-04-23,AMD,,,,,,,
2011-04-26,AMD,,,,,,,
2011-04-27,AMD,,,,,,,
2011-04-28,AMD,,,,,,,
2011-04-29,AMD,,,,,,,
2011-04-30,AMD,,,,,,,
2011-05-04,AMD,,,,,,,
2011-05-05,AMD,,,,,,,
2011-05-06,AMD,,,,,,,
2011-05-07,AMD,,,,,,,
2011-05-11,AMD,,,,,,,
2011-05-12,AMD,,,,,,,
2011-05-13,AMD,,,,,,,
2011-05-14,AMD,,,,,,,
2011-05-17,AMD,,,,,,,
2011-05-18,AMD,,,,,,,
2011-05-19,AMD,,,,,,,
2011-05-20,AMD,,,,,,,
2011-05-21,AMD,,,,,,,
2011-05-24,AMD,,,,,,,
2011-05-25,AMD,,,,,,,
2011-05-26,AMD,,,,,,,
2011-05-27,AMD,,,,,,,
2011-05-28,AMD,,,,,,,
2011-05-31,AMD,,,,,,,
2011-06-01,AMD,,,,,,,
2011-06-02,AMD,,,,,,,
2011-06-03,AMD,,,,,,,
2011-06-04,AMD,,,,,,,
2011-06-07,AMD,,,,,,,
2011-06-08,AMD,,,,,,,
2011-06-09,AMD,,,,,,,
2011-06-10,AMD,,,,,,,
2011-06-11,AMD,,,,,,,
2011-06-15,AMD,,,,,,,
2011-06-16,AMD,,,,,,,
2011-06-17,AMD,,,,,,,
2011-06-18,AMD,,,,,,,
2011-06-21,AMD,,,,,,,
2011-06-22,AMD,,,,,,,
2011-06-23,AMD,,,,,,,
2011-06-24,AMD,,,,,,,
2011-06-25,AMD,,,,,,,
2011-06-28,AMD,,,,,,,
2011-06-29,AMD,,,,,,,
2011-06-30,AMD,,,,,,,
2011-07-01,AMD,,,,,,,
2011-07-02,AMD,,,,,,,
2011-07-05,AMD,,,,,,,
2011-07-06,AMD,,,,,,,
2011-07-07,AMD,,,,,,,
2011-07-08,AMD,,,,,,,
2011-07-09,AMD,,,,,,,
2011-07-12,AMD,,,,,,,
2011-07-13,AMD,,,,,,,
2011-07-14,AMD,,,,,,,
2011-07-15,AMD,,,,,,,
2011-07-16,AMD,,,,,,,
2011-07-19,AMD,,,,,,,
2011-07-20,AMD,,,,,,,
2011-07-21,AMD,,,,,,,
2011-07-22,AMD,,,,,,,
2011-07-23,AMD,,,,,,,
2011-07-26,AMD,,,,,,,
2011-07-27,AMD,,,,,,,
2011-07-28,AMD,,,,,,,
2011-07-29,AMD,,,,,,,
2011-07-30,AMD,,,,,,,
2011-08-02,AMD,,,,,,,
2011-08-03,AMD,,,,,,,
2011-08-04,AMD,,,,,,,
2011-08-05,AMD,,,,,,,
2011-08-06,AMD,,,,,,,
2011-08-09,AMD,,,,,,,
2011-08-10,AMD,,,,,,,
2011-08-11,AMD,,,,,,,
2011-08-12,AMD,,,,,,,
2011-08-13,AMD,,,,,,,
2011-08-16,AMD,,,,,,,
2011-08-17,AMD,,,,,,,
2011-08-18,AMD,,,,,,,
2011-08-19,AMD,,,,,,,
2011-08-20,AMD,,,,,,,
2011-08-23,AMD,,,,,,,
2011-08-24,AMD,,,,,,,
2011-08-25,AMD,,,,,,,
2011-08-26,AMD,,,,,,,
2011-08-27,AMD,,,,,,,
2011-08-30,AMD,,,,,,,
2011-08-31,AMD,,,,,,,
2011-09-01,AMD,,,,,,,
2011-09-02,AMD,,,,,,,
2011-09-03,AMD,,,,,,,
2011-09-06,AMD,,,,,,,
2011-09-07,AMD,,,,,,,
2011-09-08,AMD,,,,,,,
2011-09-09,AMD,,,,,,,
2011-09-10,AMD,,,,,,,
2011-09-13,AMD,,,,,,,
2011-09-14,AMD,,,,,,,
2011-09-15,AMD,,,,,,,
2011-09-16,AMD,,,,,,,
2011-09-17,AMD,,,,,,,
2011-09-20,AMD,,,,,,,
2011-09-21,AMD,,,,,,,
2011-09-22,AMD,,,,,,,
2011-09-23,AMD,,,,,,,
2011-09-24,AMD,,,,,,,
2011-09-27,AMD,,,,,,,
2011-09-28,AMD,,,,,,,
2011-09-29,AMD,,,,,,,
2011-09-30,AMD,,,,,,,
2011-10-01,AMD,,,,,,,
2011-10-04,AMD,,,,,,,
2011-10-05,AMD,,,,,,,
2011-10-06,AMD,,,,,,,
2011-10-07,AMD,,,,,,,
2011-10-08,AMD,,,,,,,
2011-10-11,AMD,,,,,,,
2011-10-12,AMD,,,,,,,
2011-10-13,AMD,,,,,,,
2011-10-14,AMD,,,,,,,
2011-10-15,AMD,,,,,,,
2011-10-18,AMD,,,,,,,
2011-10-19,AMD,,,,,,,
2011-10-20,AMD,,,,,,,
2011-10-21,AMD,,,,,,,
2011-10-22,AMD,,,,,,,
2011-10-25,AMD,,,,,,,
2011-10-26,AMD,,,,,,,
2011-10-27,AMD,,,,,,,
2011-10-28,AMD,,,,,,,
2011-10-29,AMD,,,,,,,
2011-11-01,AMD,,,,,,,
2011-11-02,AMD,,,,,,,
2011-11-03,AMD,,,,,,,
2011-11-04,AMD,,,,,,,
2011-11-08,AMD,,,,,,,
2011-11-09,AMD,,,,,,,
2011-11-10,AMD,,,,,,,
2011-11-11,AMD,,,,,,,
2011-11-12,AMD,,,,,,,
2011-11-15,AMD,,,,,,,
2011-11-16,AMD,,,,,,,
2011-11-17,AMD,,,,,,,
2011-11-18,AMD,,,,,,,
2011-11-19,AMD,,,,,,,
2011-11-22,AMD,,,,,,,
2011-11-23,AMD,,,,,,,
2011-11-24,AMD,,,,,,,
2011-11-25,AMD,,,,,,,
2011-11-26,AMD,,,,,,,
2011-11-29,AMD,,,,,,,
2011-11-30,AMD,,,,,,,
2011-12-01,AMD,,,,,,,
2011-12-02,AMD,,,,,,,
2011-12-03,AMD,,,,,,,
2011-12-06,AMD,,,,,,,
2011-12-07,AMD,,,,,,,
2011-12-08,AMD,,,,,,,
2011-12-09,AMD,,,,,,,
2011-12-10,AMD,,,,,,,
2011-12-13,AMD,,,,,,,
2011-12-14,AMD,,,,,,,
2011-12-15,AMD,,,,,,,
2011-12-16,AMD,,,,,,,
2011-12-17,AMD,,,,,,,
2011-12-20,AMD,,,,,,,
2011-12-21,AMD,,,,,,,
2011-12-22,AMD,,,,,,,
2011-12-23,AMD,,,,,,,
2011-12-24,AMD,,,,,,,
2011-12-27,AMD,,,,,,,
2011-12-28,AMD,,,,,,,
2011-12-29,AMD,,,,,,,
2011-12-30,AMD,,,,,,,
2011-12-31,AMD,,,,,,,
2012-01-11,AMD,,,,,,,
2012-01-12,AMD,,,,,,,
2012-01-13,AMD,,,,,,,
2012-01-14,AMD,,,,,,,
2012-01-17,AMD,,,,,,,
2012-01-18,AMD,,,,,,,
2012-01-19,AMD,,,,,,,
2012-01-20,AMD,,,,,,,
2012-01-21,AMD,,,,,,,
2012-01-24,AMD,,,,,,,
2012-01-25,AMD,,,,,,,
2012-01-26,AMD,,,,,,,
2012-01-27,AMD,,,,,,,
2012-01-28,AMD,,,,,,,
2012-01-31,AMD,,,,,,,
2012-02-01,AMD,,,,,,,
2012-02-02,AMD,,,,,,,
2012-02-03,AMD,,,,,,,
2012-02-04,AMD,,,,,,,
2012-02-07,AMD,,,,,,,
2012-02-08,AMD,,,,,,,
2012-02-09,AMD,,,,,,,
2012-02-10,AMD,,,,,,,
2012-02-11,AMD,,,,,,,
2012-02-14,AMD,,,,,,,
2012-02-15,AMD,,,,,,,
2012-02-16,AMD,,,,,,,
2012-02-17,AMD,,,,,,,
2012-02-18,AMD,,,,,,,
2012-02-21,AMD,,,,,,,
2012-02-22,AMD,,,,,,,
2012-02-23,AMD,,,,,,,
2012-02-25,AMD,,,,,,,
2012-02-28,AMD,,,,,,,
2012-02-29,AMD,,,,,,,
2012-03-01,AMD,,,,,,,
2012-03-02,AMD,,,,,,,
2012-03-03,AMD,,,,,,,
2012-03-06,AMD,,,,,,,
2012-03-07,AMD,,,,,,,
2012-03-08,AMD,,,,,,,
2012-03-12,AMD,,,,,,,
2012-03-13,AMD,,,,,,,
2012-03-14,AMD,,,,,,,
2012-03-15,AMD,,,,,,,
2012-03-16,AMD,,,,,,,
2012-03-17,AMD,,,,,,,
2012-03-20,AMD,,,,,,,
2012-03-21,AMD,,,,,,,
2012-03-22,AMD,,,,,,,
2012-03-23,AMD,,,,,,,
2012-03-24,AMD,,,,,,,
2012-03-27,AMD,,,,,,,
2012-03-28,AMD,,,,,,,
2012-03-29,AMD,,,,,,,
2012-03-30,AMD,,,,,,,
2012-03-31,AMD,,,,,,,
2012-04-03,AMD,,,,,,,
2012-04-04,AMD,,,,,,,
2012-04-05,AMD,,,,,,,
2012-04-06,AMD,,,,,,,
2012-04-07,AMD,,,,,,,
2012-04-10,AMD,,,,,,,
2012-04-11,AMD,,,,,,,
2012-04-12,AMD,,,,,,,
2012-04-13,AMD,,,,,,,
2012-04-14,AMD,,,,,,,
2012-04-17,AMD,,,,,,,
2012-04-18,AMD,,,,,,,
2012-04-19,AMD,,,,,,,
2012-04-20,AMD,,,,,,,
2012-04-21,AMD,,,,,,,
2012-04-24,AMD,,,,,,,
2012-04-25,AMD,,,,,,,
2012-04-26,AMD,,,,,,,
2012-04-27,AMD,,,,,,,
2012-04-28,AMD,,,,,,,
2012-04-29,AMD,,,,,,,
2012-05-03,AMD,,,,,,,
2012-05-04,AMD,,,,,,,
2012-05-05,AMD,,,,,,,
2012-05-06,AMD,,,,,,,
2012-05-11,AMD,,,,,,,
2012-05-12,AMD,,,,,,,
2012-05-13,AMD,,,,,,,
2012-05-15,AMD,,,,,,,
2012-05-16,AMD,,,,,,,
2012-05-17,AMD,,,,,,,
2012-05-18,AMD,,,,,,,
2012-05-19,AMD,,,,,,,
2012-05-22,AMD,,,,,,,
2012-05-23,AMD,,,,,,,
2012-05-24,AMD,,,,,,,
2012-05-25,AMD,,,,,,,
2012-05-26,AMD,,,,,,,
2012-05-29,AMD,,,,,,,
2012-05-30,AMD,,,,,,,
2012-05-31,AMD,,,,,,,
2012-06-01,AMD,,,,,,,
2012-06-02,AMD,,,,,,,
2012-06-05,AMD,,,,,,,
2012-06-06,AMD,,,,,,,
2012-06-07,AMD,,,,,,,
2012-06-08,AMD,,,,,,,
2012-06-09,AMD,,,,,,,
2012-06-10,AMD,,,,,,,
2012-06-14,AMD,,,,,,,
2012-06-15,AMD,,,,,,,
2012-06-16,AMD,,,,,,,
2012-06-19,AMD,,,,,,,
2012-06-20,AMD,,,,,,,
2012-06-21,AMD,,,,,,,
2012-06-22,AMD,,,,,,,
2012-06-23,AMD,,,,,,,
2012-06-26,AMD,,,,,,,
2012-06-27,AMD,,,,,,,
2012-06-28,AMD,,,,,,,
2012-06-29,AMD,,,,,,,
2012-06-30,AMD,,,,,,,
2012-07-03,AMD,,,,,,,
2012-07-04,AMD,,,,,,,
2012-07-05,AMD,,,,,,,
2012-07-06,AMD,,,,,,,
2012-07-07,AMD,,,,,,,
2012-07-10,AMD,,,,,,,
2012-07-11,AMD,,,,,,,
2012-07-12,AMD,,,,,,,
2012-07-13,AMD,,,,,,,
2012-07-14,AMD,,,,,,,
2012-07-17,AMD,,,,,,,
2012-07-18,AMD,,,,,,,
2012-07-19,AMD,,,,,,,
2012-07-20,AMD,,,,,,,
2012-07-21,AMD,,,,,,,
2012-07-24,AMD,,,,,,,
2012-07-25,AMD,,,,,,,
2012-07-26,AMD,,,,,,,
2012-07-27,AMD,,,,,,,
2012-07-28,AMD,,,,,,,
2012-07-31,AMD,,,,,,,
2012-08-01,AMD,,,,,,,
2012-08-02,AMD,,,,,,,
2012-08-03,AMD,,,,,,,
2012-08-04,AMD,,,,,,,
2012-08-07,AMD,,,,,,,
2012-08-08,AMD,,,,,,,
2012-08-09,AMD,,,,,,,
2012-08-10,AMD,,,,,,,
2012-08-11,AMD,,,,,,,
2012-08-14,AMD,,,,,,,
2012-08-15,AMD,,,,,,,
2012-08-16,AMD,,,,,,,
2012-08-17,AMD,,,,,,,
2012-08-18,AMD,,,,,,,
2012-08-21,AMD,,,,,,,
2012-08-22,AMD,,,,,,,
2012-08-23,AMD,,,,,,,
2012-08-24,AMD,,,,,,,
2012-08-25,AMD,,,,,,,
2012-08-28,AMD,,,,,,,
2012-08-29,AMD,,,,,,,
2012-08-30,AMD,,,,,,,
2012-08-31,AMD,,,,,,,
2012-09-01,AMD,,,,,,,
2012-09-04,AMD,,,,,,,
2012-09-05,AMD,,,,,,,
2012-09-06,AMD,,,,,,,
2012-09-07,AMD,,,,,,,
2012-09-08,AMD,,,,,,,
2012-09-11,AMD,,,,,,,
2012-09-12,AMD,,,,,,,
2012-09-13,AMD,,,,,,,
2012-09-14,AMD,,,,,,,
2012-09-15,AMD,,,,,,,
2012-09-18,AMD,,,,,,,
2012-09-19,AMD,,,,,,,
2012-09-20,AMD,,,,,,,
2012-09-21,AMD,,,,,,,
2012-09-22,AMD,,,,,,,
2012-09-25,AMD,,,,,,,
2012-09-26,AMD,,,,,,,
2012-09-27,AMD,,,,,,,
2012-09-28,AMD,,,,,,,
2012-09-29,AMD,,,,,,,
2012-10-02,AMD,,,,,,,
2012-10-03,AMD,,,,,,,
2012-10-04,AMD,,,,,,,
2012-10-05,AMD,,,,,,,
2012-10-06,AMD,,,,,,,
2012-10-09,AMD,,,,,,,
2012-10-10,AMD,,,,,,,
2012-10-11,AMD,,,,,,,
2012-10-12,AMD,,,,,,,
2012-10-13,AMD,,,,,,,
2012-10-16,AMD,,,,,,,
2012-10-17,AMD,,,,,,,
2012-10-18,AMD,,,,,,,
2012-10-19,AMD,,,,,,,
2012-10-20,AMD,,,,,,,
2012-10-23,AMD,,,,,,,
2012-10-24,AMD,,,,,,,
2012-10-25,AMD,,,,,,,
2012-10-26,AMD,,,,,,,
2012-10-27,AMD,,,,,,,
2012-10-30,AMD,,,,,,,
2012-10-31,AMD,,,,,,,
2012-11-01,AMD,,,,,,,
2012-11-02,AMD,,,,,,,
2012-11-03,AMD,,,,,,,
2012-11-07,AMD,,,,,,,
2012-11-08,AMD,,,,,,,
2012-11-09,AMD,,,,,,,
2012-11-10,AMD,,,,,,,
2012-11-13,AMD,,,,,,,
2012-11-14,AMD,,,,,,,
2012-11-15,AMD,,,,,,,
2012-11-16,AMD,,,,,,,
2012-11-17,AMD,,,,,,,
2012-11-20,AMD,,,,,,,
2012-11-21,AMD,,,,,,,
2012-11-22,AMD,,,,,,,
2012-11-23,AMD,,,,,,,
2012-11-24,AMD,,,,,,,
2012-11-27,AMD,,,,,,,
2012-11-28,AMD,,,,,,,
2012-11-29,AMD,,,,,,,
2012-11-30,AMD,,,,,,,
2012-12-01,AMD,,,,,,,
2012-12-04,AMD,,,,,,,
2012-12-05,AMD,,,,,,,
2012-12-06,AMD,,,,,,,
2012-12-07,AMD,,,,,,,
2012-12-08,AMD,,,,,,,
2012-12-11,AMD,,,,,,,
2012-12-12,AMD,,,,,,,
2012-12-13,AMD,,,,,,,
2012-12-14,AMD,,,,,,,
2012-12-15,AMD,,,,,,,
2012-12-18,AMD,,,,,,,
2012-12-19,AMD,,,,,,,
2012-12-20,AMD,,,,,,,
2012-12-21,AMD,,,,,,,
2012-12-22,AMD,,,,,,,
2012-12-25,AMD,,,,,,,
2012-12-26,AMD,,,,,,,
2012-12-27,AMD,,,,,,,
2012-12-28,AMD,,,,,,,
2012-12-29,AMD,,,,,,,
2012-12-30,AMD,,,,,,,
2013-01-10,AMD,,,,,,,
2013-01-11,AMD,,,,,,,
2013-01-12,AMD,,,,,,,
2013-01-15,AMD,,,,,,,
2013-01-16,AMD,,,,,,,
2013-01-17,AMD,,,,,,,
2013-01-18,AMD,,,,,,,
2013-01-19,AMD,,,,,,,
2013-01-22,AMD,,,,,,,
2013-01-23,AMD,,,,,,,
2013-01-24,AMD,,,,,,,
2013-01-25,AMD,,,,,,,
2013-01-26,AMD,,,,,,,
2013-01-29,AMD,,,,,,,
2013-01-30,AMD,,,,,,,
2013-01-31,AMD,,,,,,,
2013-02-01,AMD,,,,,,,
2013-02-02,AMD,,,,,,,
2013-02-05,AMD,,,,,,,
2013-02-06,AMD,,,,,,,
2013-02-07,AMD,,,,,,,
2013-02-08,AMD,,,,,,,
2013-02-09,AMD,,,,,,,
2013-02-12,AMD,,,,,,,
2013-02-13,AMD,,,,,,,
2013-02-14,AMD,,,,,,,
2013-02-15,AMD,,,,,,,
2013-02-16,AMD,,,,,,,
2013-02-19,AMD,,,,,,,
2013-02-20,AMD,,,,,,,
2013-02-21,AMD,,,,,,,
2013-02-22,AMD,,,,,,,
2013-02-23,AMD,,,,,,,
2013-02-26,AMD,,,,,,,
2013-02-27,AMD,,,,,,,
2013-02-28,AMD,,,,,,,
2013-03-01,AMD,,,,,,,
2013-03-02,AMD,,,,,,,
2013-03-05,AMD,,,,,,,
2013-03-06,AMD,,,,,,,
2013-03-07,AMD,,,,,,,
2013-03-08,AMD,,,,,,,
2013-03-12,AMD,,,,,,,
2013-03-13,AMD,,,,,,,
2013-03-14,AMD,,,,,,,
2013-03-15,AMD,,,,,,,
2013-03-16,AMD,,,,,,,
2013-03-19,AMD,,,,,,,
2013-03-20,AMD,,,,,,,
2013-03-21,AMD,,,,,,,
2013-03-22,AMD,,,,,,,
2013-03-23,AMD,,,,,,,
2013-03-26,AMD,,,,,,,
2013-03-27,AMD,,,,,,,
2013-03-28,AMD,,,,,,,
2013-03-29,AMD,,,,,,,
2013-03-30,AMD,,,,,,,
2013-04-02,AMD,,,,,,,
2013-04-03,AMD,,,,,,,
2013-04-04,AMD,,,,,,,
2013-04-05,AMD,,,,,,,
2013-04-06,AMD,,,,,,,
2013-04-09,AMD,,,,,,,
2013-04-10,AMD,,,,,,,
2013-04-11,AMD,,,,,,,
2013-04-12,AMD,,,,,,,
2013-04-13,AMD,,,,,,,
2013-04-16,AMD,,,,,,,
2013-04-17,AMD,,,,,,,
2013-04-18,AMD,,,,,,,
2013-04-19,AMD,,,,,,,
2013-04-20,AMD,,,,,,,
2013-04-23,AMD,,,,,,,
2013-04-24,AMD,,,,,,,
2013-04-25,AMD,,,,,,,
2013-04-26,AMD,,,,,,,
2013-04-27,AMD,,,,,,,
2013-04-30,AMD,,,,,,,
2013-05-01,AMD,,,,,,,
2013-05-07,AMD,,,,,,,
2013-05-08,AMD,,,,,,,
2013-05-09,AMD,,,,,,,
2013-05-14,AMD,,,,,,,
2013-05-15,AMD,,,,,,,
2013-05-16,AMD,,,,,,,
2013-05-17,AMD,,,,,,,
2013-05-18,AMD,,,,,,,
2013-05-21,AMD,,,,,,,
2013-05-22,AMD,,,,,,,
2013-05-23,AMD,,,,,,,
2013-05-24,AMD,,,,,,,
2013-05-25,AMD,,,,,,,
2013-05-28,AMD,,,,,,,
2013-05-29,AMD,,,,,,,
2013-05-30,AMD,,,,,,,
2013-05-31,AMD,,,,,,,
2013-06-01,AMD,,,,,,,
2013-06-04,AMD,,,,,,,
2013-06-05,AMD,,,,,,,
2013-06-06,AMD,,,,,,,
2013-06-07,AMD,,,,,,,
2013-06-08,AMD,,,,,,,
2013-06-11,AMD,,,,,,,
2013-06-12,AMD,,,,,,,
2013-06-14,AMD,,,,,,,
2013-06-15,AMD,,,,,,,
2013-06-18,AMD,,,,,,,
2013-06-19,AMD,,,,,,,
2013-06-20,AMD,,,,,,,
2013-06-21,AMD,,,,,,,
2013-06-22,AMD,,,,,,,
2013-06-25,AMD,,,,,,,
2013-06-26,AMD,,,,,,,
2013-06-27,AMD,,,,,,,
2013-06-28,AMD,,,,,,,
2013-06-29,AMD,,,,,,,
2013-07-02,AMD,,,,,,,
2013-07-03,AMD,,,,,,,
2013-07-04,AMD,,,,,,,
2013-07-05,AMD,,,,,,,
2013-07-06,AMD,,,,,,,
2013-07-09,AMD,,,,,,,
2013-07-10,AMD,,,,,,,
2013-07-11,AMD,,,,,,,
2013-07-12,AMD,,,,,,,
2013-07-13,AMD,,,,,,,
2013-07-16,AMD,,,,,,,
2013-07-17,AMD,,,,,,,
2013-07-18,AMD,,,,,,,
2013-07-19,AMD,,,,,,,
2013-07-20,AMD,,,,,,,
2013-07-23,AMD,,,,,,,
2013-07-24,AMD,,,,,,,
2013-07-25,AMD,,,,,,,
2013-07-26,AMD,,,,,,,
2013-07-27,AMD,,,,,,,
2013-07-30,AMD,,,,,,,
2013-07-31,AMD,,,,,,,
2013-08-01,AMD,,,,,,,
2013-08-02,AMD,,,,,,,
2013-08-03,AMD,,,,,,,
2013-08-06,AMD,,,,,,,
2013-08-07,AMD,,,,,,,
2013-08-08,AMD,,,,,,,
2013-08-09,AMD,,,,,,,
2013-08-10,AMD,,,,,,,
2013-08-13,AMD,,,,,,,
2013-08-14,AMD,,,,,,,
2013-08-15,AMD,,,,,,,
2013-08-16,AMD,,,,,,,
2013-08-17,AMD,,,,,,,
2013-08-20,AMD,,,,,,,
2013-08-21,AMD,,,,,,,
2013-08-22,AMD,,,,,,,
2013-08-23,AMD,,,,,,,
2013-08-24,AMD,,,,,,,
2013-08-27,AMD,,,,,,,
2013-08-28,AMD,,,,,,,
2013-08-29,AMD,,,,,,,
2013-08-30,AMD,,,,,,,
2013-08-31,AMD,,,,,,,
2013-09-03,AMD,,,,,,,
2013-09-04,AMD,,,,,,,
2013-09-05,AMD,,,,,,,
2013-09-06,AMD,,,,,,,
2013-09-07,AMD,,,,,,,
2013-09-10,AMD,,,,,,,
2013-09-11,AMD,,,,,,,
2013-09-12,AMD,,,,,,,
2013-09-13,AMD,,,,,,,
2013-09-14,AMD,,,,,,,
2013-09-17,AMD,,,,,,,
2013-09-18,AMD,,,,,,,
2013-09-19,AMD,,,,,,,
2013-09-20,AMD,,,,,,,
2013-09-21,AMD,,,,,,,
2013-09-24,AMD,,,,,,,
2013-09-25,AMD,,,,,,,
2013-09-26,AMD,,,,,,,
2013-09-27,AMD,,,,,,,
2013-09-28,AMD,,,,,,,
2013-10-01,AMD,,,,,,,
2013-10-02,AMD,,,,,,,
2013-10-03,AMD,,,,,,,
2013-10-04,AMD,,,,,,,
2013-10-05,AMD,,,,,,,
2013-10-08,AMD,,,,,,,
2013-10-09,AMD,,,,,,,
2013-10-10,AMD,,,,,,,
2013-10-11,AMD,,,,,,,
2013-10-12,AMD,,,,,,,
2013-10-15,AMD,,,,,,,
2013-10-16,AMD,,,,,,,
2013-10-17,AMD,,,,,,,
2013-10-18,AMD,,,,,,,
2013-10-19,AMD,,,,,,,
2013-10-22,AMD,,,,,,,
2013-10-23,AMD,,,,,,,
2013-10-24,AMD,,,,,,,
2013-10-25,AMD,,,,,,,
2013-10-26,AMD,,,,,,,
2013-10-29,AMD,,,,,,,
2013-10-30,AMD,,,,,,,
2013-10-31,AMD,,,,,,,
2013-11-01,AMD,,,,,,,
2013-11-02,AMD,,,,,,,
2013-11-06,AMD,,,,,,,
2013-11-07,AMD,,,,,,,
2013-11-08,AMD,,,,,,,
2013-11-09,AMD,,,,,,,
2013-11-12,AMD,,,,,,,
2013-11-13,AMD,,,,,,,
2013-11-14,AMD,,,,,,,
2013-11-15,AMD,,,,,,,
2013-11-16,AMD,,,,,,,
2013-11-19,AMD,,,,,,,
2013-11-20,AMD,,,,,,,
2013-11-21,AMD,,,,,,,
2013-11-22,AMD,,,,,,,
2013-11-23,AMD,,,,,,,
2013-11-26,AMD,,,,,,,
2013-11-27,AMD,,,,,,,
2013-11-28,AMD,,,,,,,
2013-11-29,AMD,,,,,,,
2013-11-30,AMD,,,,,,,
2013-12-03,AMD,,,,,,,
2013-12-04,AMD,,,,,,,
2013-12-05,AMD,,,,,,,
2013-12-06,AMD,,,,,,,
2013-12-07,AMD,,,,,,,
2013-12-10,AMD,,,,,,,
