candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
incumbent,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
regime,531,1.9407458462566705,1.642554013397689,2.263852360493747,0.00024993751562109475,41.84986526083537,115.42201797660564
incumbent50_regime50,528,2.0012742956365877,1.6933770258441558,2.3546596404005133,0.00024993751562109475,51.091086970319495,117.8097868461478
router_equal_logit_soft,538,1.9779562836273181,1.6765195349133137,2.3167323049284514,0.00024993751562109475,50.5194746409989,117.91783686345856
router_equal_logit_hard,554,1.974749260962117,1.6899625575669524,2.2842406905573864,0.00024993751562109475,48.24733363812267,113.00695250160467
router_equal_hist_soft,537,1.9746865071579287,1.6766439649310878,2.302187161300103,0.00024993751562109475,49.19645517614076,117.92929783254428
router_equal_hist_hard,548,1.975929948594789,1.674926073281848,2.3164460312165707,0.00024993751562109475,48.77974669122466,117.50612324913291
router_equal_tree_soft,536,1.9783706237757606,1.6756480960115088,2.311593669620301,0.00024993751562109475,50.400458565428096,117.86845238979129
router_equal_tree_hard,546,2.003683316067789,1.696184569352222,2.3413388710322343,0.00024993751562109475,52.572765000255195,119.37115661316611
router_tail_logit_soft,533,1.9825006155649498,1.672704227766499,2.3297498117039943,0.00024993751562109475,50.50733246430891,118.50093305112821
router_tail_logit_hard,550,2.0162661737523107,1.7117455225839975,2.3633889610669367,0.00024993751562109475,56.2783714132909,120.16364456841411
router_tail_hist_soft,536,1.98533671752145,1.6848766095736984,2.3140653387008805,0.00024993751562109475,50.18528262279739,118.35228184905984
router_tail_hist_hard,546,1.9968448064566362,1.686449275407233,2.3507862774495765,0.00024993751562109475,54.783072152947376,119.541152143535
router_tail_tree_soft,539,1.9881412487697143,1.6867364942542276,2.3152528897578892,0.00024993751562109475,50.327472820304315,117.08456723143183
router_tail_tree_hard,540,1.991373998767714,1.6890457782308785,2.321543258300857,0.00024993751562109475,49.42756461055583,118.25526998442966
router_equal_logit_soft_stale20,538,1.9571356911680833,1.6582116750020646,2.2972141522229816,0.00024993751562109475,45.25871613171013,115.89889094775857
