candidate,horizon,case_lift,matched_random_day_rate,macro_corridor_year_lift,symmetric_benefit_bps,future_only_benefit_bps,n_signals
uzbek_cbu_direct_basis,1,0.8783382789317506,0.5435483870967742,0.8794693457324947,20.014511896375012,-21.275738319957,310
uzbek_cbu_direct_basis,3,0.888888888888889,0.3919354838709677,0.8879693647589155,35.2852103469369,-13.903601102438678,310
uzbek_cbu_direct_basis,5,0.8973747016706444,0.3379032258064516,0.900935821897473,35.81846715479216,-10.39398649975318,310
uzbek_cbu_direct_basis,10,0.8982035928143713,0.2693548387096774,0.9009500196285046,28.176554322709045,-4.281622355554183,310
uzbek_cbu_direct_basis,20,1.0085470085470085,0.18870967741935485,1.0036303733397987,10.46339842181895,16.18321541688253,310
uzbek_cbu_negative_direct_basis,1,1.144741180349489,0.5435483870967742,1.142540347213011,-21.57931034924798,22.353124702664967,315
uzbek_cbu_negative_direct_basis,3,0.9962766999804038,0.3919354838709677,0.9884488444340181,-42.87382269856956,11.52605895692289,315
uzbek_cbu_negative_direct_basis,5,0.9676857218623329,0.3379032258064516,0.9503942240500415,-43.62110356739083,9.689963206995756,315
uzbek_cbu_negative_direct_basis,10,0.801444729588442,0.26935483870967747,0.7869231108124474,-44.13606757512456,8.698104868790834,315
uzbek_cbu_negative_direct_basis,20,0.874779541446208,0.18870967741935488,0.8617491197897916,-46.79871873867152,6.005056739188571,315
uzbek_cbu_usd_basis,1,1.133060147896943,0.5435483870967742,1.1311336081989976,1.4295987555116003,20.04470437638407,315
uzbek_cbu_usd_basis,3,1.1420732902214386,0.3919354838709677,1.1405618099376085,9.79314226357286,33.05960894768773,315
uzbek_cbu_usd_basis,5,1.202560897071637,0.3379032258064516,1.2040591216279042,15.257701181046153,39.61081598376124,315
uzbek_cbu_usd_basis,10,1.1314513829483888,0.26935483870967747,1.1251714261007841,18.5632467923837,46.92705358311784,315
uzbek_cbu_usd_basis,20,1.0766517433184097,0.18870967741935488,1.072643861183216,8.304711405494952,55.62180600529799,315
uzbek_cbu_negative_usd_basis,1,0.9541819644922799,0.5435483870967742,0.9555159157461885,-2.012300586562231,-9.500250910018261,295
uzbek_cbu_negative_usd_basis,3,1.0551719327613864,0.39193548387096777,1.0527461471099204,-4.995645200339983,3.1837748783563686,295
uzbek_cbu_negative_usd_basis,5,1.003195663605841,0.33790322580645166,1.004888084869432,-5.981929439850392,3.599477046515422,295
uzbek_cbu_negative_usd_basis,10,0.9312899624479851,0.26935483870967747,0.9438249728043362,-0.9713216089550134,11.89910564639066,295
uzbek_cbu_negative_usd_basis,20,0.8981602201941186,0.18870967741935482,0.9052366415709674,0.3779104337426862,23.675336179897716,295
uzbek_cbu_cny_basis,1,1.0878596310153528,0.5435483870967742,1.0893106386070506,2.9688438188092467,10.529587936435433,345
uzbek_cbu_cny_basis,3,1.1536947575594918,0.39193548387096777,1.1602076649545292,7.822928698240743,21.26593606386751,345
uzbek_cbu_cny_basis,5,1.2438172321953582,0.3379032258064516,1.2570317926376817,14.304229088893718,32.47342204805046,345
uzbek_cbu_cny_basis,10,1.3451358153258701,0.2693548387096774,1.3560999793084718,24.864257903229305,57.38518973914716,345
uzbek_cbu_cny_basis,20,1.5513439861265947,0.18870967741935485,1.5621396050277436,47.96654920552381,97.86073643072935,345
uzbek_cbu_negative_cny_basis,1,0.9967321488938138,0.5435483870967741,0.9955798780450544,-2.6618533034738108,3.0990258531331105,395
uzbek_cbu_negative_cny_basis,3,0.9559827056310882,0.3919354838709677,0.9538093149332931,-6.100052243033948,8.281329623506094,395
uzbek_cbu_negative_cny_basis,5,1.0039575843630102,0.3379032258064516,0.9973836641242328,-12.440192918156805,5.012934740764827,395
uzbek_cbu_negative_cny_basis,10,0.8928977488061851,0.2693548387096774,0.8923980348654202,-15.776859930800697,-1.2345249763425532,395
uzbek_cbu_negative_cny_basis,20,0.8049334631613112,0.18870967741935485,0.7940134042253548,-26.359903501888127,6.055367935658398,395
uzbek_cbu_consensus_basis,1,0.9543768545994066,0.5435483870967742,0.9559649716850125,19.33789116969575,-0.7776752029270078,320
uzbek_cbu_consensus_basis,3,1.1322016460905349,0.39193548387096777,1.1366586247274728,37.43833342764915,10.69071548808817,320
uzbek_cbu_consensus_basis,5,1.2115155131264916,0.3379032258064516,1.2248803048012946,45.51278863387262,23.904781842071266,320
uzbek_cbu_consensus_basis,10,1.311002994011976,0.2693548387096774,1.3209219198743773,52.01898029514973,48.756624990524244,320
uzbek_cbu_consensus_basis,20,1.5400641025641026,0.18870967741935485,1.5532992676312263,51.0095747246544,89.08690716051767,320
uzbek_cbu_negative_consensus_basis,1,1.1089680184635675,0.5435483870967741,1.107574924823718,-17.472645704503744,19.241369150519105,360
uzbek_cbu_negative_consensus_basis,3,1.0418381344307268,0.3919354838709678,1.0374087711886903,-31.43652141254476,16.01593758130926,360
uzbek_cbu_negative_consensus_basis,5,1.0440201538053568,0.3379032258064516,1.0302105603175555,-34.72679242804394,12.786932325902768,360
uzbek_cbu_negative_consensus_basis,10,0.8456420492348636,0.2693548387096774,0.8356018872443798,-42.63241532416183,2.4411327911694203,360
uzbek_cbu_negative_consensus_basis,20,0.765432098765432,0.18870967741935485,0.7516665463232248,-52.32432867140641,-2.1483510367364134,360
uzbek_cbu_inverse_rub_momentum_1,1,0.9461636286562101,0.5435483870967742,0.9460314326296038,-5.114826786548231,9.576585069870955,315
uzbek_cbu_inverse_rub_momentum_1,3,0.7370827617741198,0.3919354838709677,0.7298781586430497,-33.23605906084627,6.7890467318589724,315
uzbek_cbu_inverse_rub_momentum_1,5,0.7328105466530288,0.3379032258064516,0.7207729671675005,-45.37169467884165,2.8955298569942896,315
uzbek_cbu_inverse_rub_momentum_1,10,0.7543009219655925,0.26935483870967747,0.7366259983289261,-48.733120920316445,6.382850594258097,315
uzbek_cbu_inverse_rub_momentum_1,20,0.8411341744675076,0.18870967741935488,0.8268526088528102,-47.82991858261185,15.160098590606353,315
uzbek_cbu_inverse_rub_momentum_2,1,0.9541819644922799,0.5435483870967742,0.9534813641204287,-5.320589074331211,3.4973993098331855,295
uzbek_cbu_inverse_rub_momentum_2,3,0.7524586733626282,0.39193548387096777,0.7488878441373245,-40.784351710159996,-4.884782193069291,295
uzbek_cbu_inverse_rub_momentum_2,5,0.7022369645240888,0.33790322580645166,0.6968383618876305,-59.21144005995005,-10.382943798544792,295
