stage,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta_identity,ece_delta_identity,brier_delta_t25,logloss_delta_t25,auc_delta_t25,ece_delta_t25
validation,t25_base,currency_year,TJS:2024,228,0.20175438596491227,0.22383137142661144,0.16295414939505293,0.5087369453282875,0.08410101310379926,0.16295414939505293,0.5087369453282875,0.08410101310379926,0.0,0.0,0.45998566650740563,0.22065109559195273,0.0,0.0,0.0,0.0,0.0,0.0
validation,t25_base,currency_year,UZS:2024,228,0.19736842105263158,0.2063144257538621,0.16686302828959174,0.5233714883650468,0.13909314027659223,0.16686302828959174,0.5233714883650468,0.13909314027659223,0.0,0.0,0.3472981177899211,0.17398811423147978,0.0,0.0,0.0,0.0,0.0,0.0
validation,t34_candidate,ALL,ALL,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,t34_candidate,currency,AMD,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,t34_candidate,currency,KGS,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,t34_candidate,currency,KZT,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,t34_candidate,currency,TJS,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,t34_candidate,currency,UZS,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
validation,t34_candidate,year,2024,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,t34_candidate,currency_year,AMD:2024,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,t34_candidate,currency_year,KGS:2024,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,t34_candidate,currency_year,KZT:2024,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,t34_candidate,currency_year,TJS:2024,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,t34_candidate,currency_year,UZS:2024,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
validation,t34_selected,ALL,ALL,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,t34_selected,currency,AMD,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,t34_selected,currency,KGS,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,t34_selected,currency,KZT,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,t34_selected,currency,TJS,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,t34_selected,currency,UZS,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
validation,t34_selected,year,2024,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,t34_selected,currency_year,AMD:2024,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,t34_selected,currency_year,KGS:2024,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,t34_selected,currency_year,KZT:2024,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,t34_selected,currency_year,TJS:2024,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,t34_selected,currency_year,UZS:2024,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
validation,cold_identity_qstack_w125_r100,ALL,ALL,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,cold_identity_qstack_w125_r100,currency,AMD,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,cold_identity_qstack_w125_r100,currency,KGS,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,cold_identity_qstack_w125_r100,currency,KZT,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,cold_identity_qstack_w125_r100,currency,TJS,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,cold_identity_qstack_w125_r100,currency,UZS,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
validation,cold_identity_qstack_w125_r100,year,2024,1140,0.20350877192982456,0.19025166417798856,0.15645350617432402,0.4879448088662468,0.018959555383360444,0.16495556043978168,0.5134316500217605,0.06538624900106285,-0.008502054265457665,-0.025486841155513695,0.6198826522861918,0.35732725052429415,0.11902343156615536,-0.04642669361770241,-0.008502054265457665,-0.025486841155513695,0.11902343156615536,-0.04642669361770241
validation,cold_identity_qstack_w125_r100,currency_year,AMD:2024,228,0.22807017543859648,0.21852666657711034,0.16806578248925874,0.5144041739249793,0.043485057614505745,0.17812579755898125,0.5418686612911103,0.047315317820442925,-0.010060015069722511,-0.027464487366131052,0.652972027972028,0.4445120001560796,0.17285839160839167,-0.003830260205937179,-0.010060015069722511,-0.027464487366131052,0.17285839160839167,-0.003830260205937179
validation,cold_identity_qstack_w125_r100,currency_year,KGS:2024,228,0.22807017543859648,0.185897730286238,0.17308743519267958,0.5280226529640015,0.0445624056778787,0.17958260283771876,0.5461525854663504,0.02651353138325223,-0.006495167645039185,-0.018129932502348844,0.5957167832167832,0.3582612571039288,0.1504589160839161,0.01804887429462647,-0.006495167645039185,-0.018129932502348844,0.1504589160839161,0.01804887429462647
validation,cold_identity_qstack_w125_r100,currency_year,KZT:2024,228,0.16228070175438597,0.17407695850509247,0.12953583904854335,0.4229256691599392,0.04741011220493767,0.13725222411756371,0.44702856965800764,0.05081534066478737,-0.007716385069020365,-0.024102900498068458,0.6680345266732701,0.38821468939280834,0.12593745578038773,-0.003405228459849703,-0.007716385069020365,-0.024102900498068458,0.12593745578038773,-0.003405228459849703
validation,cold_identity_qstack_w125_r100,currency_year,TJS:2024,228,0.20175438596491227,0.18992410189095082,0.1547865109302057,0.4829962960600206,0.01402902363909014,0.16295414939505293,0.5087369453282875,0.08410101310379926,-0.008167638464847221,-0.025740649268266913,0.6401098901098901,0.39086267625029547,0.18012422360248442,-0.07007198946470912,-0.008167638464847221,-0.025740649268266913,0.18012422360248442,-0.07007198946470912
validation,cold_identity_qstack_w125_r100,currency_year,UZS:2024,228,0.19736842105263158,0.18283286363055115,0.15679196321093275,0.49137525222229356,0.04030726279980247,0.16686302828959174,0.5233714883650468,0.13909314027659223,-0.010071065078658986,-0.03199623614275321,0.5171827565270188,0.2748245259800986,0.16988463873709775,-0.09878587747678975,-0.010071065078658986,-0.03199623614275321,0.16988463873709775,-0.09878587747678975
open_diagnostic,identity_early,ALL,ALL,1945,0.15115681233933162,0.16695530723430602,0.13380589918486416,0.44375764911883003,0.04835525084205696,0.13380589918486416,0.44375764911883003,0.04835525084205696,0.0,0.0,0.3764302813796627,0.11280972250000651,0.0,0.0,0.004484994774131945,0.007257619203224708,-0.18410610761566892,0.0015803101847138984
open_diagnostic,identity_early,currency,AMD,389,0.14652956298200515,0.18655117471246854,0.13334871070052037,0.4433611389830059,0.06650367780997837,0.13334871070052037,0.4433611389830059,0.06650367780997837,0.0,0.0,0.34295075036990064,0.1057931312494992,0.0,0.0,0.009010445065839853,0.028089537006726006,-0.22785880363559508,0.04475028199506775
open_diagnostic,identity_early,currency,KGS,389,0.13881748071979436,0.1776964747471435,0.12768465825870248,0.4299260889477453,0.06281016541247524,0.12768465825870248,0.4299260889477453,0.06281016541247524,0.0,0.0,0.3144278606965174,0.09606975577905773,0.0,0.0,0.006439272754008102,0.017624982452622118,-0.2288004422332781,0.017517345081369984
open_diagnostic,identity_early,currency,KZT,389,0.14395886889460155,0.13835894495585377,0.12811299587337005,0.4318605832074684,0.005599923938747781,0.12811299587337005,0.4318605832074684,0.005599923938747781,0.0,0.0,0.2937580437580437,0.09710841049758866,-5.551115123125783e-17,0.0,0.00025635070978183294,-0.022209192847973902,-0.20093307593307597,-0.06955591057296837
open_diagnostic,identity_early,currency,TJS,389,0.17223650385604114,0.17524223301260974,0.14506852978783885,0.4678994638843087,0.0525073634575704,0.14506852978783885,0.4678994638843087,0.0525073634575704,0.0,0.0,0.4472976731250579,0.14870855350945245,0.0,0.0,0.004736703242300022,0.013047787092151986,-0.13340131639936964,0.012883726086541099
open_diagnostic,identity_early,currency,UZS,389,0.15424164524421594,0.15692770874345446,0.13481460130388906,0.4457409705716222,0.05435512359151312,0.13481460130388906,0.4457409705716222,0.05435512359151312,0.0,0.0,0.3681357649442756,0.11622900728556843,0.0,0.0,0.0019822020987299294,-0.0002650176874020582,-0.2047619047619048,-0.008775490593871518
open_diagnostic,identity_early,year,2025,1235,0.09635627530364373,0.17974789889179998,0.09793663911833511,0.3559948285879327,0.08339162358815624,0.09793663911833511,0.3559948285879327,0.08339162358815624,0.0,0.0,0.3686937140447577,0.07030676838928362,0.0,0.0,0.00941388963081205,0.026274960505757783,-0.12234571247853981,0.035595611303582006
open_diagnostic,identity_early,year,2026,710,0.24647887323943662,0.1447034048441581,0.19619820366678442,0.5964155130000387,0.10177546839527851,0.19619820366678442,0.5964155130000387,0.10177546839527851,0.0,0.0,0.49289185580774364,0.31173831985219813,0.0,0.0,-0.004088505434318657,-0.025821840668082685,-0.19357009345794396,-0.05073973100699755
open_diagnostic,identity_early,currency_year,AMD:2025,247,0.08906882591093117,0.20391663354657547,0.09870614166282886,0.36134957477721197,0.11484780763564431,0.09870614166282886,0.36134957477721197,0.11484780763564431,0.0,0.0,0.30787878787878786,0.06262234021090848,0.0,0.0,0.012996037294588342,0.04009781584672589,-0.14707070707070707,0.04684733827438828
open_diagnostic,identity_early,currency_year,AMD:2026,142,0.24647887323943662,0.15634505969821222,0.19360726388580077,0.5860150570029432,0.0901338135412244,0.19360726388580077,0.5860150570029432,0.0901338135412244,0.0,0.0,0.5100133511348465,0.3583668311521379,0.0,0.0,0.0020777599918900547,0.007201897052641737,-0.24913217623497996,-0.049574264684989794
open_diagnostic,identity_early,currency_year,KGS:2025,247,0.08906882591093117,0.19397182421602985,0.09743733616392722,0.35814007545179977,0.10490299830509867,0.09743733616392722,0.35814007545179977,0.10490299830509867,0.0,0.0,0.23070707070707072,0.05680812125735329,2.7755575615628914e-17,0.0,0.012499698535899287,0.03785823308063174,-0.16727272727272727,0.04329708913111311
open_diagnostic,identity_early,currency_year,KGS:2026,142,0.22535211267605634,0.14938653588224973,0.18029795795876932,0.5547933096061858,0.07596557679380661,0.18029795795876932,0.5547933096061858,0.07596557679380661,0.0,0.0,0.5025568181818182,0.33235767765423374,0.0,0.0,-0.00410245378209842,-0.017569474625676373,-0.24176136363636358,-0.06045670770346498
open_diagnostic,identity_early,currency_year,KZT:2025,247,0.0728744939271255,0.14797748169847494,0.07699115629927353,0.30166605086040144,0.07510298777134944,0.07699115629927353,0.30166605086040144,0.07510298777134944,0.0,0.0,0.2096069868995633,0.045919077706216734,0.0,0.0,0.005144298315876775,0.0030148664668003256,0.0026686074721009034,0.036205117875382005
open_diagnostic,identity_early,currency_year,KZT:2026,142,0.2676056338028169,0.12162810991763251,0.2170361956959182,0.6583257204590567,0.14597752388518437,0.2170361956959182,0.6583257204590567,0.14597752388518437,0.0,0.0,0.49544534412955465,0.34492166333357577,0.0,0.0,-0.008245924351524214,-0.06608484531803915,-0.1961032388663968,-0.05265704857870954
open_diagnostic,identity_early,currency_year,TJS:2025,247,0.145748987854251,0.18589892429998625,0.12866306908179023,0.4287856420709515,0.04727756568746346,0.12866306908179023,0.4287856420709515,0.04727756568746346,0.0,0.0,0.38704581358609796,0.1134891268696753,0.0,0.0,0.007958606555819814,0.02331015826249916,-0.2016850974196946,-0.021110492825166728
open_diagnostic,identity_early,currency_year,TJS:2026,142,0.21830985915492956,0.156705593942314,0.17360478890328965,0.5359354778835991,0.061604265212615555,0.17360478890328965,0.5359354778835991,0.061604265212615555,0.0,0.0,0.5312409183376925,0.36619986283916683,0.0,0.0,-0.0008675933664280266,-0.004802957126691432,-0.16129032258064524,-0.04650775335273548
open_diagnostic,identity_early,currency_year,UZS:2025,247,0.08502024291497975,0.16697463069793336,0.08788549238385575,0.33003279977929917,0.08195438778295364,0.08788549238385575,0.33003279977929917,0.08195438778295364,0.0,0.0,0.3453434471133586,0.06286085053539421,0.0,0.0,0.008470807451876006,0.027093728872132017,-0.08765276021913188,0.04838820621570146
open_diagnostic,identity_early,currency_year,UZS:2026,142,0.2746478873239437,0.13945172478038198,0.21644481189014417,0.6470080000484095,0.1351961625435617,0.21644481189014417,0.6470080000484095,0.1351961625435617,0.0,0.0,0.521782424695046,0.40203937382652144,-1.1102230246251565e-16,0.0,-0.00930431566343265,-0.04785382332264776,-0.2026387851630571,-0.05331857311096405
open_diagnostic,t25_base,ALL,ALL,1945,0.15115681233933162,0.10438187168198856,0.1293209044107322,0.4365000299156053,0.04677494065734306,0.13380589918486416,0.44375764911883003,0.04835525084205696,-0.004484994774131945,-0.007257619203224708,0.5605363889953316,0.21742223914710818,0.18410610761566892,-0.0015803101847138984,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency,AMD,389,0.14652956298200515,0.1265114080185956,0.12433826563468052,0.4152716019762799,0.02175339581491062,0.13334871070052037,0.4433611389830059,0.06650367780997837,-0.009010445065839853,-0.028089537006726006,0.5708095540054956,0.2236033020260426,0.22785880363559496,-0.04475028199506775,0.0,0.0,-1.1102230246251565e-16,0.0
open_diagnostic,t25_base,currency,KGS,389,0.13881748071979436,0.10287101846461864,0.12124538550469438,0.4123011064951232,0.04529282033110525,0.12768465825870248,0.4299260889477453,0.06281016541247524,-0.006439272754008102,-0.017624982452622118,0.5432283029297955,0.16184903751907148,0.2288004422332781,-0.017517345081369984,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency,KZT,389,0.14395886889460155,0.0688030343828854,0.12785664516358822,0.4540697760554423,0.07515583451171615,0.12811299587337005,0.4318605832074684,0.005599923938747781,-0.00025635070978183294,0.022209192847973902,0.49469111969111973,0.23785400434256954,0.20093307593307597,0.06955591057296837,0.0,0.0,5.551115123125783e-17,0.0
open_diagnostic,t25_base,currency,TJS,389,0.17223650385604114,0.13261286648501183,0.14033182654553883,0.4548516767921567,0.0396236373710293,0.14506852978783885,0.4678994638843087,0.0525073634575704,-0.004736703242300022,-0.013047787092151986,0.5806989895244276,0.3196970521597807,0.13340131639936964,-0.012883726086541099,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency,UZS,389,0.15424164524421594,0.09111103105883132,0.13283239920515913,0.44600598825902427,0.06313061418538464,0.13481460130388906,0.4457409705716222,0.05435512359151312,-0.0019822020987299294,0.0002650176874020582,0.5728976697061804,0.23409025279676232,0.2047619047619048,0.008775490593871518,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,year,2025,1235,0.09635627530364373,0.11037128096929857,0.08852274948752306,0.3297198680821749,0.04779601228457424,0.09793663911833511,0.3559948285879327,0.08339162358815624,-0.00941388963081205,-0.026274960505757783,0.49103942652329746,0.1574598080542205,0.12234571247853976,-0.035595611303582006,0.0,0.0,-5.551115123125783e-17,0.0
open_diagnostic,t25_base,year,2026,710,0.24647887323943662,0.09396367383716056,0.20028670910110308,0.6222373536681214,0.15251519940227606,0.19619820366678442,0.5964155130000387,0.10177546839527851,0.004088505434318657,0.025821840668082685,0.6864619492656876,0.42171936329180193,0.19357009345794396,0.05073973100699755,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,AMD:2025,247,0.08906882591093117,0.13520750884572802,0.08571010436824052,0.3212517589304861,0.06800046936125603,0.09870614166282886,0.36134957477721197,0.11484780763564431,-0.012996037294588342,-0.04009781584672589,0.45494949494949494,0.15017615658345798,0.14707070707070707,-0.04684733827438828,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,AMD:2026,142,0.24647887323943662,0.11138509179111883,0.1915295038939107,0.5788131599503015,0.1397080782262142,0.19360726388580077,0.5860150570029432,0.0901338135412244,-0.0020777599918900547,-0.007201897052641737,0.7591455273698264,0.4916106878124353,0.24913217623497996,0.049574264684989794,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,KGS:2025,247,0.08906882591093117,0.10910884434943686,0.08493763762802793,0.320281842371168,0.061605909173985555,0.09743733616392722,0.35814007545179977,0.10490299830509867,-0.012499698535899287,-0.03785823308063174,0.397979797979798,0.09792610302136628,0.1672727272727273,-0.04329708913111311,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,KGS:2026,142,0.22535211267605634,0.09202071569313904,0.18440041174086774,0.5723627842318622,0.1364222844972716,0.18029795795876932,0.5547933096061858,0.07596557679380661,0.00410245378209842,0.017569474625676373,0.7443181818181819,0.42865215304173354,0.2417613636363637,0.06045670770346498,0.0,0.0,1.1102230246251565e-16,0.0
open_diagnostic,t25_base,currency_year,KZT:2025,247,0.0728744939271255,0.0687064358899407,0.07184685798339675,0.2986511843936011,0.038897869895967434,0.07699115629927353,0.30166605086040144,0.07510298777134944,-0.005144298315876775,-0.0030148664668003256,0.20693837942746238,0.04579416499606763,-0.002668607472100931,-0.036205117875382005,0.0,0.0,-2.7755575615628914e-17,0.0
open_diagnostic,t25_base,currency_year,KZT:2026,142,0.2676056338028169,0.06897106133892297,0.2252821200474424,0.7244105657770958,0.1986345724638939,0.2170361956959182,0.6583257204590567,0.14597752388518437,0.008245924351524214,0.06608484531803915,0.6915485829959515,0.5047905636053097,0.1961032388663968,0.05265704857870954,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,TJS:2025,247,0.145748987854251,0.14486080788758962,0.12070446252597042,0.40547548380845233,0.06838805851263019,0.12866306908179023,0.4287856420709515,0.04727756568746346,-0.007958606555819814,-0.02331015826249916,0.5887309110057926,0.34821133864810605,0.2016850974196946,0.021110492825166728,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,TJS:2026,142,0.21830985915492956,0.11130834869320398,0.17447238226971767,0.5407384350102905,0.10811201856535103,0.17360478890328965,0.5359354778835991,0.061604265212615555,0.0008675933664280266,0.004802957126691432,0.6925312409183377,0.38356460515175833,0.16129032258064524,0.04650775335273548,0.0,0.0,0.0,0.0
open_diagnostic,t25_base,currency_year,UZS:2025,247,0.08502024291497975,0.09397280787379768,0.07941468493197974,0.30293907090716715,0.033566181567252176,0.08788549238385575,0.33003279977929917,0.08195438778295364,-0.008470807451876006,-0.027093728872132017,0.43299620733249056,0.1322588376320562,0.08765276021913193,-0.04838820621570146,0.0,0.0,5.551115123125783e-17,0.0
open_diagnostic,t25_base,currency_year,UZS:2026,142,0.2746478873239437,0.08613315166941793,0.22574912755357682,0.6948618233710573,0.18851473565452576,0.21644481189014417,0.6470080000484095,0.1351961625435617,0.00930431566343265,0.04785382332264776,0.724421209858103,0.4898929763787946,0.2026387851630569,0.05331857311096405,0.0,0.0,-1.1102230246251565e-16,0.0
open_diagnostic,t34_candidate,ALL,ALL,1945,0.15115681233933162,0.16677548086503832,0.12547751954836292,0.4142444207448984,0.03766365032840624,0.13380589918486416,0.44375764911883003,0.04835525084205696,-0.008328379636501237,-0.02951322837393161,0.6397524485263518,0.2525959921972678,0.2633221671466891,-0.010691600513650722,-0.0038433848623692923,-0.022255609170706903,0.07921605953102018,-0.009111290328936823
open_diagnostic,t34_candidate,currency,AMD,389,0.14652956298200515,0.18806765274093445,0.1226908263210957,0.4087738491449819,0.07134579049623035,0.13334871070052037,0.4433611389830059,0.06650367780997837,-0.010657884379424679,-0.034587289838024005,0.6960473472838723,0.29228274743788674,0.35309659691397166,0.0048421126862519814,-0.0016474393135848253,-0.006497752831297998,0.12523779327837659,0.049592394681319735
