hypothesis,subset,n,share,target_rate,lift,benefit_bps
waveform_freshness,control,661,0.32722772277227724,0.33434190620272314,1.2483745850822563,24.530087731922436
waveform_freshness,challenger,515,0.25495049504950495,0.4893203883495146,1.827037309549019,67.13872603117429
waveform_freshness,intersection,261,0.1292079207920792,0.47509578544061304,1.7739251138448027,62.13210002665101
waveform_freshness,control_only,400,0.19801980198019803,0.2425,0.9054528650646949,-0.005225290387968187
waveform_freshness,challenger_only,254,0.12574257425742574,0.5039370078740157,1.881613227182092,72.283329917712
waveform_freshness,neither,1105,0.5470297029702971,0.17375565610859728,0.6487734294627846,-44.31049798022076
primary_increment,control,544,0.2693069306930693,0.4944852941176471,1.8463221702729151,71.28443344868988
primary_increment,challenger,524,0.2594059405940594,0.49809160305343514,1.8597875012346377,75.79076132620888
primary_increment,intersection,484,0.2396039603960396,0.49173553719008267,1.8360550556820092,74.87180602678593
primary_increment,control_only,60,0.0297029702970297,0.5166666666666667,1.929143561306223,42.346294652048286
primary_increment,challenger_only,40,0.019801980198019802,0.575,2.1469500924214415,86.9101204492264
primary_increment,neither,1436,0.7108910891089109,0.1733983286908078,0.6474392309712231,-39.445601039206636
