candidate,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min,period
hold_1630,1.5944609297725025,1.6579822955144894,17.722102849044727,64.28217887552621,screen_2024
hold_1730,1.5944609297725025,1.6579822955144894,17.722102849044727,64.28217887552621,screen_2024
update_1630,1.6040430267062313,1.8046440527107233,20.358864444268253,63.54451475154085,screen_2024
update_1730,1.5465504451038574,1.6514962781363516,17.52107835512635,54.45212959387792,screen_2024
hold_1630,1.710510745226373,1.879442169396239,23.811480726059205,71.20766330234284,opened_2025_2026
hold_1730,1.710510745226373,1.879442169396239,23.811480726059205,71.20766330234284,opened_2025_2026
update_1630,1.6810689028582657,1.8515126110901097,24.2624874505074,69.27783093783005,opened_2025_2026
update_1730,1.5958797348529783,1.90529713154922,23.024578330484317,63.26661353593111,opened_2025_2026
