candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity
hold_1730,10,2025-04-01,17516,3371,0.2199063719696021,295,False,-1.0658629699396798,"[0.0019367356713298122, -0.17456139200377782, -0.24665509770634894, -0.19354128820568728, -0.10033138919470282, -0.33802989516867615]",2025-03-29
hold_1730,10,2025-07-01,17811,3404,0.2112023748043049,330,False,-1.1355362106737568,"[0.008745525661251438, -0.11245874104601403, -0.2760100511564706, -0.233267092301351, -0.12246002152458904, -0.36537614610979086]",2025-06-28
hold_1730,10,2025-10-01,18136,3502,0.21933013494349876,325,False,-1.0854686439259862,"[0.006528948568471486, -0.06843767652304579, -0.28952686318283577, -0.2029879347906044, -0.1124522389790265, -0.39360979206062296]",2025-09-27
hold_1730,10,2026-01-01,18456,3543,0.21157253811725008,270,False,-1.1441545474034938,"[0.014060047555578374, -0.09180211345347593, -0.2911069117743288, -0.22586386493204025, -0.14057643353296498, -0.3782419083014598]",2025-12-27
hold_1730,10,2026-04-01,18731,3607,0.21357173813822478,310,False,-1.1342602124785544,"[0.015526031674810143, -0.12331690116727927, -0.2667519782288444, -0.24004372877867508, -0.15283157360689759, -0.33730335720123333]",2026-03-28
hold_1730,10,2026-07-01,19041,3644,0.2058679036174993,230,False,-1.4181313432505525,"[0.021507696206142526, 0.09746173689013712, -0.0351176369710831, -0.010992261308198397, 0.06865970081272862, -0.13231388551268364]",2026-06-27
hold_1730,20,2023-01-01,14696,1893,0.12912899709382752,280,False,-2.0526912406092026,"[0.013874835941140324, 0.10457377116109132, -0.06708839382149073, -0.02983453532465359, 0.10579440389683537, -0.1195019548357952]",2022-12-29
hold_1730,20,2023-04-01,14976,2023,0.15484542211269922,305,False,-1.2424723548071983,"[-0.023746132424838255, -0.21240948362890635, -0.26644279276377714, -0.29900053691553014, -0.10759759224299524, -0.33642772611469024]",2023-03-29
hold_1730,20,2023-07-01,15281,2107,0.1649779625116622,330,False,-1.159277573220165,"[-0.029263188900373667, -0.18814761403622726, -0.2539493976761837, -0.2842984200428996, -0.09733987362442653, -0.3151694030565964]",2023-06-28
hold_1730,20,2023-10-01,15611,2220,0.18061936495574674,320,False,-1.2499175899093942,"[-0.0369260555219753, 0.041224270298806404, -0.09217605890082857, 0.005143291048956499, 0.17693299790241104, -0.1276770186068129]",2023-09-28
hold_1730,20,2024-01-01,15936,2242,0.1708291098512276,285,False,-1.4262234909316391,"[-0.023390064943608967, 0.04349732216731128, -0.0829788728576388, 0.009591010767502777, 0.15415767662045052, -0.12485083503188601]",2023-12-29
hold_1730,20,2024-04-01,16221,2281,0.16826772704539047,300,False,-1.246216579094263,"[-0.017518995606890898, -0.2034183509933725, -0.32943447737793813, -0.2348574261666928, -0.10659471656148123, -0.3486321088170051]",2024-03-29
hold_1730,20,2024-07-01,16521,2323,0.16566791116879262,325,False,-1.5449643121544803,"[-0.013103483534756601, 0.0363512331977906, -0.13246932897097088, 0.016604988605153227, 0.1689475314059277, -0.08871197153949087]",2024-06-28
hold_1730,20,2024-10-01,16851,2360,0.16096755399927334,330,False,-1.3607829150040511,"[-0.005288702509130844, -0.246019944728664, -0.3924991910333, -0.20464087451720203, -0.10013600890373858, -0.3841303603518458]",2024-09-28
hold_1730,20,2025-01-01,17181,2476,0.1775124355030699,285,False,-1.4776603509642097,"[-0.012326403632635898, 0.024532571052062482, -0.05747737542288506, 0.05986960897688511, 0.14662816803160963, -0.17107756061235527]",2024-12-29
hold_1730,20,2025-04-01,17466,2478,0.16428899320314524,295,False,-1.6260188507313924,"[-0.0009749417105237821, 0.020033805849892172, -0.06057058361451412, 0.054543013729525934, 0.14812651444946745, -0.16154967242560264]",2025-03-29
hold_1730,20,2025-07-01,17761,2492,0.15496489073221395,330,False,-1.730237798845822,"[0.007286728519753179, 0.08920458204008709, -0.07724589194229863, 0.029359842711660547, 0.12706122352224708, -0.17961066652989768]",2025-06-28
hold_1730,20,2025-10-01,18086,2558,0.15940355854619204,325,False,-1.6943272857780396,"[0.006190668363125353, 0.13752452840768067, -0.08875555303255306, 0.05386496935689547, 0.12410913564501184, -0.22242567326098778]",2025-09-27
hold_1730,20,2026-01-01,18406,2586,0.15305335160097974,270,False,-1.7629138206762895,"[0.012144562098734159, 0.12427599446577521, -0.06955782399514603, 0.03444352317926045, 0.11212487157007037, -0.19155625218928155]",2025-12-27
hold_1730,20,2026-04-01,18681,2623,0.15176508921385293,310,False,-1.7732531900172392,"[0.014890041843924492, 0.07406968094840032, -0.0376178432848958, 0.007910658318007224, 0.09705177372079835, -0.15467289424008004]",2026-03-28
hold_1730,20,2026-07-01,18991,2658,0.1483508175840196,230,False,-1.809230249785496,"[0.01942717500038186, 0.07885508166930177, -0.035915742546868044, -0.004639865661368071, 0.0874506822347312, -0.14762583449166922]",2026-06-27
update_1730,1,2023-01-01,14791,7343,0.49396714786222473,280,False,-0.14621270222735383,"[0.015241218590464988, 0.008116842018388389, -0.07217007982487204, -0.011458531066104996, 0.03583955867990413, -0.10446408770624471]",2022-12-29
update_1730,1,2023-04-01,15071,7514,0.5030474341953913,305,False,-0.04277017572951612,"[0.006953806979636248, 0.01926032572026467, -0.04433642957637137, 0.0012569089549195741, 0.06690666434849402, -0.08543149363170577]",2023-03-29
update_1730,1,2023-07-01,15376,7688,0.508720359362374,330,False,0.0004967077434818144,"[0.004112380902443827, 0.0267373311914375, -0.03133436448180742, 0.004772030326660168, 0.06992566467785631, -0.06960419093079016]",2023-06-28
update_1730,1,2023-10-01,15706,7892,0.5185086714652714,320,False,0.05624941417357188,"[0.000882127563796738, 0.042073147912475635, -0.027278602731346403, 0.027328523768567092, 0.09224735327546811, -0.07883340432422824]",2023-09-28
update_1730,1,2024-01-01,16031,8042,0.5134255439670427,285,False,0.0019276327812413963,"[0.007394533518399345, 0.034094230510813284, -0.03546207206183403, 0.014970229194576743, 0.048743241453066584, -0.060441289205759766]",2023-12-29
update_1730,1,2024-04-01,16316,8201,0.5169928992341541,300,False,0.016968297497056656,"[0.007450448528588302, 0.03512534910294997, -0.02265109378118429, 0.01773335376494341, 0.04845150886282531, -0.06188525975824269]",2024-03-29
update_1730,1,2024-07-01,16616,8341,0.5127673639191027,325,False,-0.025816063691628786,"[0.014053818829946609, 0.01916790693765831, -0.04491609601515389, 0.00857310049291088, 0.0463973126361413, -0.05472658194227367]",2024-06-28
update_1730,1,2024-10-01,16946,8531,0.5184528638362007,330,False,0.001851199325642165,"[0.01337909100688367, 0.017766672698097997, -0.04272131829236274, 0.03494624224809174, 0.06009808620139958, -0.06826294042547859]",2024-09-28
update_1730,1,2025-01-01,17276,8717,0.5222684159476914,285,False,0.014635919198415769,"[0.014816399991135631, 0.03336327854949218, -0.026002010106743304, 0.037849363292317056, 0.05481151546047575, -0.08554790001313672]",2024-12-29
update_1730,1,2025-04-01,17561,8830,0.5125496998722576,295,False,-0.04006699969326703,"[0.022062206909410277, 0.022423093682058137, -0.03783775207213277, 0.015558339532467571, 0.03684345220898977, -0.07646056321221778]",2025-03-29
update_1730,1,2025-07-01,17856,8961,0.5072031702603957,330,False,-0.06463583704713952,"[0.02597743425133106, 0.05786894772463833, -0.04115908982648877, -0.019525724126909873, 0.02182649503022726, -0.08292832187511089]",2025-06-28
update_1730,1,2025-10-01,18181,9157,0.5156937927313952,325,False,-0.027390342673437023,"[0.02539377520639599, 0.07359790331936361, -0.03203230291836659, -0.002002137662362405, 0.03574253112258963, -0.1023454939401667]",2025-09-27
update_1730,1,2026-01-01,18501,9285,0.5057324973018527,270,False,-0.07496606969268534,"[0.032869794579592035, 0.05436994239878455, -0.037060866100257134, -0.031126680778494856, 0.019615142566067535, -0.0796337287424063]",2025-12-27
update_1730,1,2026-04-01,18776,9429,0.5071660381414647,310,False,-0.07125754399076936,"[0.036015953023799466, 0.04050110897810323, -0.03361055358338214, -0.03913815621388378, 0.02957076641972226, -0.06796488208261449]",2026-03-28
update_1730,1,2026-07-01,19086,9579,0.505582675046287,230,False,-0.08018864926432472,"[0.04059911604446951, 0.03474168678912893, -0.01751207089868372, -0.06028307173710111, 0.02425743613530496, -0.060680096612517775]",2026-06-27
update_1730,3,2023-01-01,14781,4676,0.3203053668303132,280,False,-0.7449758045879,"[0.013951599572135433, -0.12359523859292705, -0.18659717035410345, -0.12054263446787616, -0.0768753864990838, -0.23009687637654305]",2022-12-29
update_1730,3,2023-04-01,15061,4817,0.3343778516320013,305,False,-0.5785629680005159,"[0.000418119158130078, -0.09970472161877687, -0.1507101360138765, -0.0969326889259626, -0.02157295628984715, -0.20277285053370525]",2023-03-29
update_1730,3,2023-07-01,15366,4952,0.34336925443244387,330,False,-0.5142131397195919,"[-0.003891703151701529, -0.08303250081621716, -0.14088662527046977, -0.0866271157836871, -0.011810625531090637, -0.18756987068398295]",2023-06-28
update_1730,3,2023-10-01,15696,5122,0.3586011301467577,320,False,-0.41953473540966046,"[-0.010440167501822037, -0.06565858741247615, -0.11763416939475585, -0.05740880908863998, 0.015034304501664075, -0.18958568175359694]",2023-09-28
update_1730,3,2024-01-01,16021,5229,0.35594910402865587,285,False,-0.4685624231880921,"[-0.004581639091795235, -0.06835313072302611, -0.10998273398612517, -0.06055654579157269, -0.03380556158265338, -0.19217261932749208]",2023-12-29
update_1730,3,2024-04-01,16306,5340,0.3587375216749089,300,False,-0.4686578223376682,"[-0.0030752845791409567, -0.06563651606619866, -0.09774546463658054, -0.0643413707040192, -0.021211674088518463, -0.21608663229348443]",2024-03-29
update_1730,3,2024-07-01,16606,5417,0.35023539525277214,325,False,-0.5494809326675517,"[0.0067244800582543, -0.07931067886004166, -0.12123583921715643, -0.07234388973306476, -0.04487160482214595, -0.22624674063868638]",2024-06-28
update_1730,3,2024-10-01,16936,5558,0.3571727297001019,330,False,-0.5145715218716654,"[0.005220996975736825, -0.08209537831445585, -0.13178215477112426, -0.03589829581289012, -0.045077424525928465, -0.21434089594933103]",2024-09-28
update_1730,3,2025-01-01,17266,5702,0.36392059097429313,285,False,-0.4933124852435942,"[0.0065171835991409, -0.06120494583374655, -0.11232217541718888, -0.04250718959008672, -0.03938564461554569, -0.233817297141826]",2024-12-29
update_1730,3,2025-04-01,17551,5767,0.3533012977862688,295,False,-0.5573903203825044,"[0.013680663305934449, -0.07630623256349084, -0.129371504010418, -0.06477556856810548, -0.05027745966544467, -0.23053188314598438]",2025-03-29
update_1730,3,2025-07-01,17846,5835,0.3435236410944369,330,False,-0.6079753439013189,"[0.018911515331333676, -0.038201441804788586, -0.13501412165571341, -0.11192208510407448, -0.08020983747081417, -0.23666273915566877]",2025-06-28
update_1730,3,2025-10-01,18171,5982,0.35320760409819957,325,False,-0.5656630796125232,"[0.018352344302505468, -0.011655794785866334, -0.1266682273170904, -0.09452583192136961, -0.06619613775967817, -0.2613809995211421]",2025-09-27
update_1730,3,2026-01-01,18491,6058,0.34326384681020305,270,False,-0.6212416670216387,"[0.02613555978533783, -0.02521207336789505, -0.13764738333583237, -0.11370795040875947, -0.08166924006267035, -0.2564470775156527]",2025-12-27
update_1730,3,2026-04-01,18766,6157,0.3447259648676431,310,False,-0.6192767984410438,"[0.029383241446093087, -0.0486052295150155, -0.12870038780567936, -0.11904562707625085, -0.08317470987739409, -0.23283192781378775]",2026-03-28
update_1730,3,2026-07-01,19076,6254,0.3424666145502789,230,False,-0.632999623652205,"[0.033762221180333604, -0.047267989338576746, -0.12122573980747495, -0.12404352670139179, -0.0850666024720204, -0.24782344878268095]",2026-06-27
update_1730,5,2023-01-01,14771,3733,0.2550393797542467,280,False,-0.9455902087298972,"[0.006024134421371666, -0.13450636357131818, -0.24828183255141434, -0.20271090771222963, -0.1077382102157248, -0.24241457716253811]",2022-12-29
update_1730,5,2023-04-01,15051,3849,0.26727654306551385,305,False,-0.801207752340359,"[-0.005606531396028096, -0.13132303635529757, -0.1989574625166411, -0.20031388845563738, -0.059831722476799, -0.19417664595325768]",2023-03-29
update_1730,5,2023-07-01,15356,3968,0.277501553540198,330,False,-0.866178801136855,"[-0.01101373052181152, 0.030721821309844247, -0.04913755904426994, -0.037094522541160635, 0.10145781167666888, -0.0448883025577416]",2023-06-28
update_1730,5,2023-10-01,15686,4118,0.2931548344825895,320,False,-0.6233467304973618,"[-0.01783748764807566, -0.09637412012901393, -0.16670534186996883, -0.14966825389225777, -0.02022445790701614, -0.18307264654431404]",2023-09-28
update_1730,5,2024-01-01,16011,4206,0.2912167109518674,285,False,-0.8123104935222059,"[-0.011923507144644286, 0.043801664485220736, -0.02635727434102422, 0.002262173183927245, 0.05698741062880603, -0.054503667709611764]",2023-12-29
update_1730,5,2024-04-01,16296,4304,0.29552320035386836,300,False,-0.8007434916335894,"[-0.010815530794260257, 0.04491461215834413, -0.01848579884639488, 0.0003890304584298548, 0.06422784560553506, -0.09131756636820741]",2024-03-29
update_1730,5,2024-07-01,16596,4354,0.28478242288897737,325,False,-0.7654190849381206,"[-0.0007296499600619148, -0.1088948330896322, -0.18892638961892558, -0.1380182375510319, -0.09131159948754347, -0.23050452256148352]",2024-06-28
update_1730,5,2024-10-01,16926,4481,0.2939164427609178,330,False,-0.7185180856070154,"[-0.003017229958687454, -0.10633125419985184, -0.19173275510902876, -0.08161176049699533, -0.09051479063871942, -0.24204352605413368]",2024-09-28
update_1730,5,2025-01-01,17256,4611,0.30261816534408026,285,False,-0.6879733911557465,"[-0.0025593747082047445, -0.08377024666819291, -0.1597101959571103, -0.08684572294869046, -0.0762005805210851, -0.2704280817245991]",2024-12-29
update_1730,5,2025-04-01,17541,4660,0.29242574279826933,295,False,-0.9081617171367148,"[0.005208081348183913, 0.055828743844532625, -0.020926304602787597, 0.032815569733196326, 0.06355855675702474, -0.1324515778681835]",2025-03-29
update_1730,5,2025-07-01,17836,4706,0.2815497237153756,330,False,-0.8231500151707317,"[0.01137447975924467, -0.04469275388834646, -0.197657669796461, -0.15986868715104963, -0.12487933641898884, -0.2878995410091626]",2025-06-28
update_1730,5,2025-10-01,18161,4830,0.29052343280229437,325,False,-0.7793565920928105,"[0.009952926641749248, -0.015453515576584502, -0.20208894241007572, -0.1363041049649803, -0.10547155771221942, -0.31187102191262306]",2025-09-27
update_1730,5,2026-01-01,18481,4893,0.2824898117927341,270,False,-0.8321171949555356,"[0.017368967503597836, -0.03301925145742749, -0.21351037961419553, -0.15191521403030162, -0.12323661100716961, -0.30151284104515724]",2025-12-27
update_1730,5,2026-04-01,18756,4974,0.283670999519772,310,False,-0.832120018831634,"[0.02054667290246605, -0.0643669522388685, -0.19754924447452057, -0.161186801027871, -0.12791174772624164, -0.27231380382083914]",2026-03-28
update_1730,5,2026-07-01,19066,5043,0.278918925073481,230,False,-0.8608648276101436,"[0.02563501805143955, -0.06868547461012857, -0.18639655471840377, -0.17234684313052911, -0.13468168840822947, -0.2903038626786424]",2026-06-27
update_1730,10,2023-01-01,14746,2646,0.1860410987645207,280,False,-1.240033817863302,"[0.0007823407628113751, -0.20145041256735233, -0.3134475949800329, -0.29810159474737136, -0.11627722702603038, -0.29653059713840696]",2022-12-29
update_1730,10,2023-04-01,15026,2755,0.20163465337121345,305,False,-1.026307173080721,"[-0.016407132886329452, -0.19676910852694138, -0.24319087517499935, -0.27209297825322887, -0.055955790790095855, -0.24594566479860158]",2023-03-29
update_1730,10,2023-07-01,15331,2874,0.21744282693013198,330,False,-0.8909105873951128,"[-0.026414211224410507, -0.16075345705486233, -0.2087339080484944, -0.23474991642908202, -0.038159356732984345, -0.23582957297116638]",2023-06-28
update_1730,10,2023-10-01,15661,2985,0.22793539128447268,320,False,-0.840803711047741,"[-0.02912975629967663, -0.16112529465756253, -0.20365917583511417, -0.20366979451284256, -0.023647456403426328, -0.23690320457558406]",2023-09-28
update_1730,10,2024-01-01,15986,3024,0.2185139343940564,285,False,-0.9681588743446489,"[-0.01724328949694763, -0.18425575583443346, -0.2239604924971294, -0.2080758711292857, -0.07769803814780642, -0.25437146153246876]",2023-12-29
update_1730,10,2024-04-01,16271,3106,0.2240862419440231,300,False,-0.9502117875439513,"[-0.017063734889320333, -0.17544552895066876, -0.21171109267858743, -0.2048772624494684, -0.079546277052732, -0.25642947113479675]",2024-03-29
update_1730,10,2024-07-01,16571,3148,0.21695424566484425,325,False,-1.0278644121384282,"[-0.009716222918051466, -0.1936633909521056, -0.2437856056497628, -0.21358281316756353, -0.08899554368736637, -0.262522205570419]",2024-06-28
update_1730,10,2024-10-01,16901,3235,0.22133006052766233,330,False,-1.0195071874229755,"[-0.007316210628873802, -0.18983844616489404, -0.25826128040955115, -0.1695889363170114, -0.09486136610465078, -0.2907036362550348]",2024-09-28
update_1730,10,2025-01-01,17231,3357,0.23427150680217348,285,False,-1.1392554948200508,"[-0.010316509623726483, 0.04707026496340795, -0.024216465355464737, 0.028373282359676046, 0.11389986149149987, -0.15253696279621995]",2024-12-29
update_1730,10,2025-04-01,17516,3371,0.2199063719696021,295,False,-1.0580899230152965,"[-0.00011694694541869133, -0.1730286409287467, -0.24499957421182095, -0.19196653900027094, -0.0990320388118253, -0.3363560858599904]",2025-03-29
update_1730,10,2025-07-01,17811,3404,0.2112023748043049,330,False,-1.1269051831623178,"[0.006487134451038247, -0.11129354807910116, -0.27480410482566847, -0.232142706997193, -0.12131068506282862, -0.3637951638348567]",2025-06-28
update_1730,10,2025-10-01,18136,3502,0.21933013494349876,325,False,-1.0797729163527745,"[0.0045651325567603014, -0.06718136699341469, -0.2868818104972117, -0.20029960202650732, -0.11053549638072532, -0.3920760668259377]",2025-09-27
update_1730,10,2026-01-01,18456,3543,0.21157253811725008,270,False,-1.3640907608330228,"[0.01242796170471304, 0.13399425263148476, -0.06264059033814084, 0.00021784873352315853, 0.0836728484590015, -0.1544173730036229]",2025-12-27
update_1730,10,2026-04-01,18731,3607,0.21357173813822478,310,False,-1.130171610900695,"[0.014182068878273758, -0.12191211817788869, -0.26587447982652956, -0.23899493647614412, -0.15145587876679903, -0.3370357017626477]",2026-03-28
update_1730,10,2026-07-01,19041,3644,0.2058679036174993,230,False,-1.1835495570459604,"[0.020575384545588833, -0.13323422320972006, -0.2684414633907831, -0.2426135417714234, -0.1603238741171882, -0.3623768791396791]",2026-06-27
update_1730,20,2023-01-01,14696,1893,0.12912899709382752,280,False,-2.026593012101619,"[0.011106443361172107, 0.10616200647509312, -0.06533511620636177, -0.028479137886608795, 0.10747723905519477, -0.11822124591855643]",2022-12-29
update_1730,20,2023-04-01,14976,2023,0.15484542211269922,305,False,-1.4420888157659604,"[-0.028653106572522544, 0.032759686719210306, -0.021369743540120282, -0.05454641872402974, 0.13511173361689013, -0.0939724461629621]",2023-03-29
update_1730,20,2023-07-01,15281,2107,0.1649779625116622,330,False,-1.3480060949318544,"[-0.03395629922987799, 0.037201109161759574, -0.02494247139746168, -0.0561387267409645, 0.12881376958634633, -0.09146408388107363]",2023-06-28
update_1730,20,2023-10-01,15611,2220,0.18061936495574674,320,False,-1.2150803848576284,"[-0.04170518635218373, 0.0402354249660229, -0.09250225390984668, 0.004866463741976246, 0.17821944731358225, -0.12995649515631996]",2023-09-28
update_1730,20,2024-01-01,15936,2242,0.1708291098512276,285,False,-1.3994020450606044,"[-0.02741984549999335, 0.04331228317484025, -0.08163714308273555, 0.010263960540610424, 0.154498266228085, -0.12573913311927765]",2023-12-29
update_1730,20,2024-04-01,16221,2281,0.16826772704539047,300,False,-1.4694060750195495,"[-0.02103471474257295, 0.04182852574826833, -0.08447221792353816, 0.01067148348855336, 0.13728022039053367, -0.1045791380150084]",2024-03-29
update_1730,20,2024-07-01,16521,2323,0.16566791116879262,325,False,-1.525676279658355,"[-0.01606410049282639, 0.033701759689597495, -0.1349618432453737, 0.01395383256183742, 0.16750454110375843, -0.09103135006828303]",2024-06-28
update_1730,20,2024-10-01,16851,2360,0.16096755399927334,330,False,-1.6136039624396075,"[-0.007271668306421075, 0.01928959944276866, -0.13015395086146295, 0.056675521494248496, 0.16204873684900833, -0.11976329703069839]",2024-09-28
update_1730,20,2025-01-01,17181,2476,0.1775124355030699,285,False,-1.4632721685977164,"[-0.014580566795733442, 0.020237941919828216, -0.061899797338198906, 0.0555874337981286, 0.1425087072669002, -0.17489024612092754]",2024-12-29
update_1730,20,2025-04-01,17466,2478,0.16428899320314524,295,False,-1.61320598803906,"[-0.0035909883403519903, 0.018907905500202667, -0.06157800938361432, 0.0535857667622263, 0.14712518468349411, -0.16225318637987224]",2025-03-29
update_1730,20,2025-07-01,17761,2492,0.15496489073221395,330,False,-1.7218642312686492,"[0.00450241936700171, 0.095453186413144, -0.07536031891554706, 0.037128108301560075, 0.12867779259195739, -0.17519386233693576]",2025-06-28
update_1730,20,2025-10-01,18086,2558,0.15940355854619204,325,False,-1.6844022485570038,"[0.00396940197292863, 0.13778179864077875, -0.08967513170244909, 0.04936912830499189, 0.12317331948341072, -0.22518767147213078]",2025-09-27
update_1730,20,2026-01-01,18406,2586,0.15305335160097974,270,False,-1.75102031523944,"[0.01018131522966573, 0.12188549678232123, -0.06960283730467211, 0.027391679478577593, 0.10773561462796598, -0.19539768884439562]",2025-12-27
update_1730,20,2026-04-01,18681,2623,0.15176508921385293,310,False,-1.7672138879745387,"[0.013575813804281292, 0.07337243796366068, -0.03814832524154778, 0.006941821957021045, 0.09678130327600844, -0.15547525980784982]",2026-03-28
update_1730,20,2026-07-01,18991,2658,0.1483508175840196,230,False,-1.8140444318549638,"[0.018490371304303924, 0.08909549531934344, -0.029497023302875756, 0.006514693924707243, 0.09679711180461298, -0.14019690465990778]",2026-06-27
