candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity
hold_1630,3,2025-01-01,17266,5702,0.36392059097429313,285,False,-0.5012009575058153,"[0.008249247488612442, -0.062288680787958225, -0.11308963468063642, -0.04377446158588131, -0.040686946061654336, -0.2350410785593962]",2024-12-29
hold_1630,3,2025-04-01,17551,5767,0.3533012977862688,295,False,-0.5658289570039582,"[0.015853160244336695, -0.07818696289853166, -0.131447871285821, -0.06658985110867705, -0.05199653553477866, -0.23244359830911518]",2025-03-29
hold_1630,3,2025-07-01,17846,5835,0.3435236410944369,330,False,-0.6157551411422202,"[0.021008362213307197, -0.039747089908377456, -0.1364691877862354, -0.11338656068130613, -0.08169986525339801, -0.23817305898336547]",2025-06-28
hold_1630,3,2025-10-01,18171,5982,0.35320760409819957,325,False,-0.5695814975954834,"[0.01955994844551288, -0.01243469130855963, -0.127416781342034, -0.09527756239813624, -0.06695415135350666, -0.2621650372665621]",2025-09-27
hold_1630,3,2026-01-01,18491,6058,0.34326384681020305,270,False,-0.6247422318270128,"[0.02713196744576398, -0.025862385939159, -0.13831603631452905, -0.11436820122637713, -0.0823221349999646, -0.2571963836762042]",2025-12-27
hold_1630,3,2026-04-01,18766,6157,0.3447259648676431,310,False,-0.6216423768026048,"[0.029861887376348418, -0.049140286470568936, -0.12910341379642865, -0.1194606094381093, -0.08364372067035357, -0.23317836518350424]",2026-03-28
hold_1630,3,2026-07-01,19076,6254,0.3424666145502789,230,False,-0.6349713397761014,"[0.0342958966188919, -0.047605030739457634, -0.12165188451165425, -0.12447231235531404, -0.0854538914394742, -0.24831093986224523]",2026-06-27
hold_1630,5,2023-01-01,14771,3733,0.2550393797542467,280,False,-1.1525687518872825,"[0.00808587308224031, 0.051498490577533654, -0.062082409303151474, -0.015160743429309132, 0.07927395003906958, -0.055661006936782026]",2022-12-29
hold_1630,5,2023-04-01,15051,3849,0.26727654306551385,305,False,-0.9825662699300169,"[-0.0028823803883422, 0.025070783235740846, -0.043168773293562994, -0.04459212069738859, 0.09766903425057351, -0.038180428667922976]",2023-03-29
hold_1630,5,2023-07-01,15356,3968,0.277501553540198,330,False,-0.8904102451722145,"[-0.008123322558625145, 0.03057252694507186, -0.04936167168818603, -0.037122763364884286, 0.10126941067035979, -0.045031533588189364]",2023-06-28
hold_1630,5,2023-10-01,15686,4118,0.2931548344825895,320,False,-0.7769261523641705,"[-0.014452728950554487, 0.03190903014122227, -0.039345814614617516, -0.021899131999102876, 0.10605356365027353, -0.056173319842758154]",2023-09-28
hold_1630,5,2024-01-01,16011,4206,0.2912167109518674,285,False,-0.6936609807282897,"[-0.008564366602627039, -0.09814878189917803, -0.16847653074238028, -0.1402161602840573, -0.08464487976138999, -0.19535071057028158]",2023-12-29
hold_1630,5,2024-04-01,16296,4304,0.29552320035386836,300,False,-0.684024454386014,"[-0.007873242105513748, -0.09019279443055117, -0.15435577862112632, -0.13524782136550573, -0.07080686630729832, -0.22638989822704123]",2024-03-29
hold_1630,5,2024-07-01,16596,4354,0.28478242288897737,325,False,-0.7757043985830105,"[0.0013981469698673735, -0.11110605455931759, -0.19129935831955866, -0.14032542443622575, -0.09344451602528556, -0.23283440082275747]",2024-06-28
hold_1630,5,2024-10-01,16926,4481,0.2939164427609178,330,False,-0.7276110289462236,"[-0.0010030105062328709, -0.10798300344633217, -0.19331149764604177, -0.08334178574355726, -0.09221373800063948, -0.243727613280147]",2024-09-28
hold_1630,5,2025-01-01,17256,4611,0.30261816534408026,285,False,-0.6927284102822561,"[-0.0011625159931704075, -0.0856888335612786, -0.16245487954003598, -0.08882416130569488, -0.07796249088782171, -0.27188943626057405]",2024-12-29
hold_1630,5,2025-04-01,17541,4660,0.29242574279826933,295,False,-0.7652616341657434,"[0.007086353551484059, -0.0952091216332329, -0.17405075742529497, -0.11792784568940347, -0.08781520608647592, -0.28360943508186853]",2025-03-29
hold_1630,5,2025-07-01,17836,4706,0.2815497237153756,330,False,-0.8304869370456582,"[0.013235232783929199, -0.046247366815903745, -0.1979397431905108, -0.1600250615866161, -0.1251796059479212, -0.2896815993951832]",2025-06-28
hold_1630,5,2025-10-01,18161,4830,0.29052343280229437,325,False,-0.7840438842942449,"[0.011347562942905462, -0.016544082411781725, -0.20260421876099674, -0.13676783193287276, -0.10600682970960473, -0.3130913064829002]",2025-09-27
hold_1630,5,2026-01-01,18481,4893,0.2824898117927341,270,False,-0.8365509096909837,"[0.01872100189836273, -0.03381566713750997, -0.21447157295383754, -0.15285489076835182, -0.12415382612406252, -0.30244041773435726]",2025-12-27
hold_1630,5,2026-04-01,18756,4974,0.283670999519772,310,False,-0.8343273038368716,"[0.021073824063836018, -0.0647883863989268, -0.19802753382133864, -0.16165964313005599, -0.1283729227886558, -0.2727790446233951]",2026-03-28
hold_1630,5,2026-07-01,19066,5043,0.278918925073481,230,False,-0.8621559052554131,"[0.025955336208944493, -0.06893415467200494, -0.18665643558000583, -0.1726056605607381, -0.13493728771213845, -0.29056930507002215]",2026-06-27
hold_1630,10,2023-01-01,14746,2646,0.1860410987645207,280,False,-1.2650367813202652,"[0.003765565999542605, -0.20585221182796626, -0.31831464219045, -0.30286892859510356, -0.12073770170203667, -0.30128859918565876]",2022-12-29
hold_1630,10,2023-04-01,15026,2755,0.20163465337121345,305,False,-1.05387262186376,"[-0.012800785839417033, -0.20255912769334916, -0.24874060644193755, -0.2774505130896045, -0.06195541801704383, -0.2514788866124357]",2023-03-29
hold_1630,10,2023-07-01,15331,2874,0.21744282693013198,330,False,-0.9168436047472988,"[-0.022644268722076616, -0.1662637147602167, -0.21408252127776542, -0.23995769578556592, -0.04350396070082813, -0.2410311574086843]",2023-06-28
hold_1630,10,2023-10-01,15661,2985,0.22793539128447268,320,False,-0.863648530539108,"[-0.02537222680968394, -0.1670738642731868, -0.20913482841888192, -0.2091452803308024, -0.02841192720025763, -0.2417394201880294]",2023-09-28
hold_1630,10,2024-01-01,15986,3024,0.2185139343940564,285,False,-0.9864092598718267,"[-0.013899456026936988, -0.1894106056966237, -0.22872764434464002, -0.21302913462849196, -0.08262289175063321, -0.25866744694891275]",2023-12-29
hold_1630,10,2024-04-01,16271,3106,0.2240862419440231,300,False,-1.1546404212577914,"[-0.014134724851054645, 0.00953980142729166, -0.025622354408240986, -0.018939975700270038, 0.10577714982650412, -0.07096659611193364]",2024-03-29
hold_1630,10,2024-07-01,16571,3148,0.21695424566484425,325,False,-1.0381700061906975,"[-0.00733469863719878, -0.1971175747667141, -0.24679555516633137, -0.2169043580893573, -0.09219904847919576, -0.26527241975393945]",2024-06-28
hold_1630,10,2024-10-01,16901,3235,0.22133006052766233,330,False,-1.0260603676667612,"[-0.005611589854030403, -0.19227094471739914, -0.26059623071530175, -0.17191112645636078, -0.0962195431163773, -0.29274200426115815]",2024-09-28
hold_1630,10,2025-01-01,17231,3357,0.23427150680217348,285,False,-0.9559086777801212,"[-0.008819300219745582, -0.1426541038618497, -0.21704149409308418, -0.16209065968232592, -0.07534094822665151, -0.33980876757827344]",2024-12-29
hold_1630,10,2025-04-01,17516,3371,0.2199063719696021,295,False,-1.0658629699396798,"[0.0019367356713298122, -0.17456139200377782, -0.24665509770634894, -0.19354128820568728, -0.10033138919470282, -0.33802989516867615]",2025-03-29
hold_1630,10,2025-07-01,17811,3404,0.2112023748043049,330,False,-1.1355362106737568,"[0.008745525661251438, -0.11245874104601403, -0.2760100511564706, -0.233267092301351, -0.12246002152458904, -0.36537614610979086]",2025-06-28
hold_1630,10,2025-10-01,18136,3502,0.21933013494349876,325,False,-1.0854686439259862,"[0.006528948568471486, -0.06843767652304579, -0.28952686318283577, -0.2029879347906044, -0.1124522389790265, -0.39360979206062296]",2025-09-27
hold_1630,10,2026-01-01,18456,3543,0.21157253811725008,270,False,-1.1441545474034938,"[0.014060047555578374, -0.09180211345347593, -0.2911069117743288, -0.22586386493204025, -0.14057643353296498, -0.3782419083014598]",2025-12-27
hold_1630,10,2026-04-01,18731,3607,0.21357173813822478,310,False,-1.1342602124785544,"[0.015526031674810143, -0.12331690116727927, -0.2667519782288444, -0.24004372877867508, -0.15283157360689759, -0.33730335720123333]",2026-03-28
hold_1630,10,2026-07-01,19041,3644,0.2058679036174993,230,False,-1.4181313432505525,"[0.021507696206142526, 0.09746173689013712, -0.0351176369710831, -0.010992261308198397, 0.06865970081272862, -0.13231388551268364]",2026-06-27
hold_1630,20,2023-01-01,14696,1893,0.12912899709382752,280,False,-2.0526912406092026,"[0.013874835941140324, 0.10457377116109132, -0.06708839382149073, -0.02983453532465359, 0.10579440389683537, -0.1195019548357952]",2022-12-29
hold_1630,20,2023-04-01,14976,2023,0.15484542211269922,305,False,-1.2424723548071983,"[-0.023746132424838255, -0.21240948362890635, -0.26644279276377714, -0.29900053691553014, -0.10759759224299524, -0.33642772611469024]",2023-03-29
hold_1630,20,2023-07-01,15281,2107,0.1649779625116622,330,False,-1.159277573220165,"[-0.029263188900373667, -0.18814761403622726, -0.2539493976761837, -0.2842984200428996, -0.09733987362442653, -0.3151694030565964]",2023-06-28
hold_1630,20,2023-10-01,15611,2220,0.18061936495574674,320,False,-1.2499175899093942,"[-0.0369260555219753, 0.041224270298806404, -0.09217605890082857, 0.005143291048956499, 0.17693299790241104, -0.1276770186068129]",2023-09-28
hold_1630,20,2024-01-01,15936,2242,0.1708291098512276,285,False,-1.4262234909316391,"[-0.023390064943608967, 0.04349732216731128, -0.0829788728576388, 0.009591010767502777, 0.15415767662045052, -0.12485083503188601]",2023-12-29
hold_1630,20,2024-04-01,16221,2281,0.16826772704539047,300,False,-1.246216579094263,"[-0.017518995606890898, -0.2034183509933725, -0.32943447737793813, -0.2348574261666928, -0.10659471656148123, -0.3486321088170051]",2024-03-29
hold_1630,20,2024-07-01,16521,2323,0.16566791116879262,325,False,-1.5449643121544803,"[-0.013103483534756601, 0.0363512331977906, -0.13246932897097088, 0.016604988605153227, 0.1689475314059277, -0.08871197153949087]",2024-06-28
hold_1630,20,2024-10-01,16851,2360,0.16096755399927334,330,False,-1.3607829150040511,"[-0.005288702509130844, -0.246019944728664, -0.3924991910333, -0.20464087451720203, -0.10013600890373858, -0.3841303603518458]",2024-09-28
hold_1630,20,2025-01-01,17181,2476,0.1775124355030699,285,False,-1.4776603509642097,"[-0.012326403632635898, 0.024532571052062482, -0.05747737542288506, 0.05986960897688511, 0.14662816803160963, -0.17107756061235527]",2024-12-29
hold_1630,20,2025-04-01,17466,2478,0.16428899320314524,295,False,-1.6260188507313924,"[-0.0009749417105237821, 0.020033805849892172, -0.06057058361451412, 0.054543013729525934, 0.14812651444946745, -0.16154967242560264]",2025-03-29
hold_1630,20,2025-07-01,17761,2492,0.15496489073221395,330,False,-1.730237798845822,"[0.007286728519753179, 0.08920458204008709, -0.07724589194229863, 0.029359842711660547, 0.12706122352224708, -0.17961066652989768]",2025-06-28
hold_1630,20,2025-10-01,18086,2558,0.15940355854619204,325,False,-1.6943272857780396,"[0.006190668363125353, 0.13752452840768067, -0.08875555303255306, 0.05386496935689547, 0.12410913564501184, -0.22242567326098778]",2025-09-27
hold_1630,20,2026-01-01,18406,2586,0.15305335160097974,270,False,-1.7629138206762895,"[0.012144562098734159, 0.12427599446577521, -0.06955782399514603, 0.03444352317926045, 0.11212487157007037, -0.19155625218928155]",2025-12-27
hold_1630,20,2026-04-01,18681,2623,0.15176508921385293,310,False,-1.7732531900172392,"[0.014890041843924492, 0.07406968094840032, -0.0376178432848958, 0.007910658318007224, 0.09705177372079835, -0.15467289424008004]",2026-03-28
hold_1630,20,2026-07-01,18991,2658,0.1483508175840196,230,False,-1.809230249785496,"[0.01942717500038186, 0.07885508166930177, -0.035915742546868044, -0.004639865661368071, 0.0874506822347312, -0.14762583449166922]",2026-06-27
update_1630,1,2023-01-01,14791,7343,0.49396714786222473,280,False,-0.16022843706583176,"[0.017030987535396783, 0.005367972615386434, -0.0749739649624364, -0.01422092173030248, 0.03310964164475534, -0.10728922574959204]",2022-12-29
update_1630,1,2023-04-01,15071,7514,0.5030474341953913,305,False,-0.057514914094234,"[0.008887145556193165, 0.016090382293189442, -0.04696907769114743, -0.00176040395368447, 0.06332477092197134, -0.08771366655819877]",2023-03-29
update_1630,1,2023-07-01,15376,7688,0.508720359362374,330,False,-0.011532952017642517,"[0.005832724772113775, 0.024363306209814587, -0.03373235822257906, 0.002384117862185937, 0.06761476449424972, -0.07201384855520682]",2023-06-28
update_1630,1,2023-10-01,15706,7892,0.5185086714652714,320,False,0.04486589813763151,"[0.002691745357718693, 0.03981255989674967, -0.029390402998605996, 0.02510526793816129, 0.08982246859853013, -0.08085498818497242]",2023-09-28
update_1630,1,2024-01-01,16031,8042,0.5134255439670427,285,False,-0.007618082969357313,"[0.009101190740951746, 0.03175643916911439, -0.03687230129180003, 0.012882314434668566, 0.04621812321526498, -0.061512244448539116]",2023-12-29
update_1630,1,2024-04-01,16316,8201,0.5169928992341541,300,False,0.008380387210852464,"[0.009114342594355654, 0.03347183736565704, -0.02438513917416392, 0.01605620674982631, 0.046815876162304225, -0.06367872747917816]",2024-03-29
update_1630,1,2024-07-01,16616,8341,0.5127673639191027,325,False,-0.031033925102931126,"[0.01517164817377275, 0.01814820504265455, -0.04596064965245777, 0.007549209066242436, 0.04538854396724569, -0.05577495411968828]",2024-06-28
update_1630,1,2024-10-01,16946,8531,0.5184528638362007,330,False,-0.005030506015487164,"[0.014953949459418022, 0.01598756044301477, -0.04307678441848341, 0.0327715445179609, 0.05735484121782383, -0.06801066261835742]",2024-09-28
update_1630,1,2025-01-01,17276,8717,0.5222684159476914,285,False,0.009234383945214315,"[0.016067952252017938, 0.032361744781566434, -0.027114196183761766, 0.036854041776671814, 0.05383639712763596, -0.08680741545981208]",2024-12-29
update_1630,1,2025-04-01,17561,8830,0.5125496998722576,295,False,-0.04584575196533125,"[0.023664482817901948, 0.021314353465279663, -0.0390019270507062, 0.014443264798688012, 0.03574804083811912, -0.0776603144897764]",2025-03-29
update_1630,1,2025-07-01,17856,8961,0.5072031702603957,330,False,-0.06894455978352408,"[0.027281014747146975, 0.05716224974830519, -0.041985163267056876, -0.020331694108682623, 0.021065286818619994, -0.083795572918042]",2025-06-28
update_1630,1,2025-10-01,18181,9157,0.5156937927313952,325,False,-0.029566315655193454,"[0.026200981698244863, 0.07319356261796321, -0.032467403183230624, -0.0024291154182974153, 0.03532634949279086, -0.10279918962267016]",2025-09-27
update_1630,1,2026-01-01,18501,9285,0.5057324973018527,270,False,-0.07784126020764078,"[0.033925012010485346, 0.05384551532966143, -0.03763958066679759, -0.0317018748366851, 0.0190700206763005, -0.08023790729234523]",2025-12-27
update_1630,1,2026-04-01,18776,9429,0.5071660381414647,310,False,-0.07456932762836795,"[0.03707344890981225, 0.03989786888600987, -0.03429183913967389, -0.0398254520598115, 0.0289564990752185, -0.0686836157490687]",2026-03-28
update_1630,1,2026-07-01,19086,9579,0.505582675046287,230,False,-0.08385634101068355,"[0.04197759284311235, 0.03404439207155524, -0.018229517489150547, -0.0610154046552838, 0.023555680230443292, -0.06141265055788447]",2026-06-27
update_1630,3,2023-01-01,14781,4676,0.3203053668303132,280,False,-0.7538727629825485,"[0.015082291755609795, -0.12534852881577782, -0.18834969740336496, -0.12229523273877586, -0.07861086699924986, -0.23183204154869394]",2022-12-29
update_1630,3,2023-04-01,15061,4817,0.3343778516320013,305,False,-0.5903061866586118,"[0.001992148518340939, -0.10238183564776776, -0.15341889474403364, -0.09960166347155663, -0.023773572481036006, -0.2052798092518045]",2023-03-29
update_1630,3,2023-07-01,15366,4952,0.34336925443244387,330,False,-0.524059401417609,"[-0.0024904174364024107, -0.08496253566711416, -0.14276506022637175, -0.08855336485727507, -0.013830746735282302, -0.1894218300449427]",2023-06-28
update_1630,3,2023-10-01,15696,5122,0.3586011301467577,320,False,-0.43154737580538094,"[-0.008581828822458455, -0.06794052682397944, -0.11989928616901573, -0.059697928933120196, 0.012632397602880832, -0.1919131992830219]",2023-09-28
update_1630,3,2024-01-01,16021,5229,0.35594910402865587,285,False,-0.479510125639812,"[-0.002728142426184328, -0.07035863465750324, -0.11198870479661842, -0.06256994156991948, -0.03586443862187995, -0.19440348807949395]",2023-12-29
update_1630,3,2024-04-01,16306,5340,0.3587375216749089,300,False,-0.4784139428751475,"[-0.0012553120902659754, -0.06758693752825931, -0.09967130791657576, -0.0662928024082354, -0.023197583378609665, -0.21792985844869348]",2024-03-29
update_1630,3,2024-07-01,16606,5417,0.35023539525277214,325,False,-0.5555815966212395,"[0.007812498555973698, -0.07968675247931922, -0.12128445578173715, -0.07279669111698314, -0.045685963937475906, -0.22658310849692817]",2024-06-28
update_1630,3,2024-10-01,16936,5558,0.3571727297001019,330,False,-0.5221618954373152,"[0.006771477489657837, -0.08277706209332851, -0.13238967665486714, -0.03687251235590273, -0.045977303175961944, -0.21543776113203805]",2024-09-28
update_1630,3,2025-01-01,17266,5702,0.36392059097429313,285,False,-0.49837408745515693,"[0.00765718545299548, -0.061917162358847616, -0.11273472875073653, -0.04338021546922064, -0.04028810016205347, -0.2344085472651797]",2024-12-29
update_1630,3,2025-04-01,17551,5767,0.3533012977862688,295,False,-0.5629347145111723,"[0.015174452280718028, -0.07761421170587413, -0.13086388206839997, -0.06602007072642356, -0.051430743515693884, -0.2318503454069204]",2025-03-29
update_1630,3,2025-07-01,17846,5835,0.3435236410944369,330,False,-0.612603457292759,"[0.02019101006938716, -0.03912792152530071, -0.13587733179782036, -0.11279288536501896, -0.08109882845417056, -0.237551971566843]",2025-06-28
update_1630,3,2025-10-01,18171,5982,0.35320760409819957,325,False,-0.5667654853001541,"[0.01875651425068894, -0.011884765745689637, -0.1268720640288236, -0.09473410824341064, -0.06641002478165116, -0.2615899906311303]",2025-09-27
update_1630,3,2026-01-01,18491,6058,0.34326384681020305,270,False,-0.6227286560783745,"[0.026645935894075486, -0.02548665346487321, -0.13793303739376872, -0.1139894896192427, -0.08194679173306421, -0.2567683829845138]",2025-12-27
update_1630,3,2026-04-01,18766,6157,0.3447259648676431,310,False,-0.6196610157850309,"[0.029366905591102284, -0.04874526235008881, -0.12873010367174548, -0.11908587215642423, -0.08326079213771684, -0.23279863983017937]",2026-03-28
update_1630,3,2026-07-01,19076,6254,0.3424666145502789,230,False,-0.6327374990183443,"[0.03363493478397796, -0.04730209665825509, -0.12135623253580068, -0.12417414448692717, -0.08517215565401501, -0.2476916349117281]",2026-06-27
update_1630,5,2023-01-01,14771,3733,0.2550393797542467,280,False,-0.9557865539221271,"[0.007294166871494232, -0.13676896687311405, -0.2504414467509102, -0.20498379397893074, -0.10993857140263426, -0.2445944305489733]",2022-12-29
