candidate,h,mean_bps,ci_lo,ci_hi
extra_roll2_top325_cap2,1,18.996734493623954,13.176411222102898,25.497429820495928
extra_roll2_top325_cap2,3,39.01268029911077,26.971643154505657,51.78763918247346
extra_roll2_top325_cap2,5,53.50920232309751,36.44644138699948,69.75718974550121
extra_roll2_top325_cap2,10,82.90257119844124,56.447249578305026,109.73591340548771
extra_roll2_top325_cap2,20,123.8107190701392,70.1161194467552,174.07919142372438
extra_roll2_top35_cap2,1,19.554241441554115,13.57411711864642,26.290105638918355
extra_roll2_top35_cap2,3,38.31509605165219,25.626156601528198,50.75878389693643
extra_roll2_top35_cap2,5,51.47415834934508,34.880785091775486,67.53026847549775
extra_roll2_top35_cap2,10,77.73251487717224,49.92993861680725,106.27209988776644
extra_roll2_top35_cap2,20,116.81225410976757,62.01516072865314,166.93120021581274
extra_roll2_silence14_r80_cap2,1,21.027061568423978,14.861107866665042,27.8317677311999
extra_roll2_silence14_r80_cap2,3,42.168547838557934,30.586314585326587,55.7250025492607
extra_roll2_silence14_r80_cap2,5,57.14690693438352,40.683294029598926,73.37234859842943
extra_roll2_silence14_r80_cap2,10,88.45739903073759,62.362664886423026,114.79179670092597
extra_roll2_silence14_r80_cap2,20,128.81017632308127,74.63053282812946,177.84763848346734
extra_roll2_silence21_r70_cap2,1,20.65767988388631,14.814661988482216,27.334652202992835
extra_roll2_silence21_r70_cap2,3,41.300769460245085,29.846608978062786,54.69806984877338
extra_roll2_silence21_r70_cap2,5,56.11152432031998,40.08009132883068,73.1471101837291
extra_roll2_silence21_r70_cap2,10,87.39798754649925,61.72561402698267,114.79179670092597
extra_roll2_silence21_r70_cap2,20,127.40431192752773,73.56552219312158,174.86665353802303
extra_roll2_adaptive105_cap2,1,19.257780784017232,13.394263935086817,26.10827721324244
extra_roll2_adaptive105_cap2,3,39.583788698749075,27.23345077040514,53.2197473107521
extra_roll2_adaptive105_cap2,5,54.502245956226716,37.3610283100042,71.54256126094874
extra_roll2_adaptive105_cap2,10,85.78026013314962,60.331187276256486,113.76004423432624
extra_roll2_adaptive105_cap2,20,126.70488023525175,72.92150954716878,175.23159673327797
local_extra_top325_cap2,1,19.49093227546468,14.430160930016239,25.42787997164619
local_extra_top325_cap2,3,36.2593064211753,25.81464126993866,47.14232624775153
local_extra_top325_cap2,5,48.489281286138926,33.54283668029696,62.57434195978888
local_extra_top325_cap2,10,71.90733569926155,44.895896268290414,98.67740944039727
local_extra_top325_cap2,20,107.44638255578766,47.03261317315124,158.5341525189612
local_extra_top35_cap2,1,18.7090633423827,13.660255726443726,24.414490570331147
local_extra_top35_cap2,3,34.88969729048138,24.897243440201898,45.28129418428521
local_extra_top35_cap2,5,46.64820451863668,32.437250716686854,60.618803094223836
local_extra_top35_cap2,10,68.28468621853864,40.969012970939126,95.13674145766232
local_extra_top35_cap2,20,102.9139967107381,44.816589754676116,153.55444262535923
local_extra_silence14_r80_cap2,1,21.021888807825565,16.2594253470567,27.379298524172018
local_extra_silence14_r80_cap2,3,40.2037924412736,30.728404268187614,50.89823050809223
local_extra_silence14_r80_cap2,5,53.90950737130659,40.679681107778514,67.56569669943848
local_extra_silence14_r80_cap2,10,80.27990635477204,53.90703019484097,107.7916041584639
local_extra_silence14_r80_cap2,20,114.47350319276416,57.557040776792846,163.05956466565803
local_extra_silence21_r70_cap2,1,20.882473902687913,15.994639431152088,27.178887991705658
local_extra_silence21_r70_cap2,3,39.83208557904202,29.862260284664163,50.89984758873699
local_extra_silence21_r70_cap2,5,53.43779764361551,40.193483097927256,67.25663188809173
local_extra_silence21_r70_cap2,10,79.84152531550573,53.50709509447453,107.44284354294814
local_extra_silence21_r70_cap2,20,113.69923212464734,57.28637172829256,162.57203567972502
local_extra_adaptive105_cap2,1,19.77526090656446,15.042176898391686,25.701259218504514
local_extra_adaptive105_cap2,3,37.70051660686574,27.151125580469905,48.76846736722176
local_extra_adaptive105_cap2,5,50.62602436222613,35.38756314567123,64.99312681803197
local_extra_adaptive105_cap2,10,76.21376995307752,48.359178372809744,104.48009189544844
local_extra_adaptive105_cap2,20,110.37988331607136,50.57086990029092,160.6720662888757
blend_roll2_local_top325_cap2,1,19.963924228473395,13.786091694507608,27.393446032569265
blend_roll2_local_top325_cap2,3,38.829917582013564,25.833246232439695,51.43608094609602
blend_roll2_local_top325_cap2,5,52.330420551850146,34.960934676505474,68.93359854569685
blend_roll2_local_top325_cap2,10,79.47767823737871,52.07369852314179,109.38727942259413
blend_roll2_local_top325_cap2,20,120.02468803892434,62.965501846250845,168.6550700994166
blend_roll2_local_top35_cap2,1,20.153862040203137,14.157719067704809,26.38249201691285
blend_roll2_local_top35_cap2,3,38.07982985436174,26.754211178308527,48.95415931399863
blend_roll2_local_top35_cap2,5,49.97550402106433,34.88295686520892,64.0943686285332
blend_roll2_local_top35_cap2,10,73.70767722497752,47.72005995456184,101.11884796581022
blend_roll2_local_top35_cap2,20,109.2229755860975,50.53318318360431,161.83927378569277
blend_roll2_local_silence14_r80_cap2,1,21.104835943372397,15.05351050898398,28.722855343437306
blend_roll2_local_silence14_r80_cap2,3,42.50049214451655,30.63789219493125,55.721068934567654
blend_roll2_local_silence14_r80_cap2,5,57.08100686776115,39.81744653609616,73.51453812995211
blend_roll2_local_silence14_r80_cap2,10,86.04773156861911,58.78653674589106,114.30218029805162
blend_roll2_local_silence14_r80_cap2,20,125.01093782054609,68.43832281069342,175.59483032499068
blend_roll2_local_silence21_r70_cap2,1,20.73187701035884,14.937464315305808,28.0471013716482
blend_roll2_local_silence21_r70_cap2,3,41.62311598472954,29.775165865436506,54.84437246282544
blend_roll2_local_silence21_r70_cap2,5,56.03786839331807,39.78639919903329,72.58390151075021
