candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
shared_extra_geomean,128,1.1620380930656935,0.5416205475886454,2.2672604449171,0.3321669582604349,-31.079222929883965,83.15217083458379,2025
shared_extra_conservative,129,1.1530300458326261,0.5404088651527926,2.20867894561617,0.33791552111972006,-31.079222929883965,79.07008934868631,2025
shared_extra_minimum,131,1.1354265336825096,0.5327626676602086,2.1575563057290643,0.35766058485378655,-30.41174640493404,77.87400422639602,2025
shared_xgb_conservative_stack50,368,1.0655843383052999,0.7892130548689315,1.400639465644003,0.34341414646338414,-75.02770026767409,20.76248946555888,2025
shared_xgb_geomean_stack50,368,1.0655843383052999,0.7892130548689315,1.400639465644003,0.34341414646338414,-75.02770026767409,20.76248946555888,2025
shared_xgb_minimum_stack50,369,1.0749114790417977,0.7965544426929683,1.4173685460642618,0.32291927018245437,-74.81439253670213,22.885859128134562,2025
shared_hist_minimum_anchor25,395,1.1068557701191906,0.7315751981424456,1.4812932022247798,0.3269182704323919,-52.223028250681296,41.75553010038756,2025
shared_hist_geomean_stack50,373,1.11171992720299,0.8559651910312898,1.452243634338134,0.20069982504373907,-75.31547143102637,29.93143295189534,2025
shared_extra_geomean,221,1.4022967355575815,0.6432305239906332,2.0697966665733336,0.16820794801299674,-14.347953020010142,115.62189908706931,2025_2026
shared_extra_conservative,222,1.3959800835956104,0.6417282430700052,2.059156549159404,0.17220694826293426,-14.46564118055951,114.12867622314049,2025_2026
shared_extra_minimum,223,1.3897200832207421,0.6354169400289602,2.0618852575819626,0.17945513621594603,-14.61287861638748,117.04313873492315,2025_2026
shared_xgb_conservative_stack50,617,1.2526775255619433,0.9069442777060405,1.6162312885694017,0.07523119220194951,-41.161113493427656,68.86960278518771,2025_2026
shared_xgb_geomean_stack50,617,1.2526775255619433,0.9069442777060405,1.6162312885694017,0.07523119220194951,-41.161113493427656,68.86960278518771,2025_2026
shared_xgb_minimum_stack50,619,1.2606941611746332,0.9190264767210101,1.6266450591994088,0.06773306673331667,-40.291716835133094,69.58305951669438,2025_2026
shared_hist_minimum_anchor25,665,1.1791030255861463,0.9125289277485448,1.3888742622897192,0.09397650587353162,-26.689796980851554,54.593389058270255,2025_2026
shared_hist_geomean_stack50,617,1.2647806900601264,0.9422482821766209,1.592553132933314,0.05598600349912522,-42.513569675154265,68.29991063685739,2025_2026
