rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,members,weights,h,selection_general_years,selection_postshock_years,final_years
0.2,862,1.2505699481865284,120,0,0.5951276102088167,0.5161585365853658,1.152993834308871,0.5814211079313576,9.731997007023917,1.0667168192139982,1.1544197785808525,3,3,1.1968911917098446,1.305699481865285,1.0914392549012881,0.9019836639439907,blend:0.50*anchor_season+0.50*cat_top80_expand,"[""anchor_season"", ""cat_top80_expand""]","[0.5, 0.5]",1,"(2017, 2018, 2019, 2020)","(2022, 2023)","(2024, 2025, 2026)"
