period,fav_h5_base_rate,mean_abs_daily_move_bps,daily_move_std_bps,pct90_mean,share_at_90d_high
mature_postshock,0.29447852760736193,66.94479605159555,94.43184980793002,44.71239785360237,0.1187116564417178
pre_2022,0.24782264449722882,55.78396679695254,97.02152605838951,38.926463268810004,0.04924782264449723
shock_adaptation,0.3203463203463203,115.18557527580529,204.77182863789716,59.21101187233491,0.18398268398268397
