policy,h,n,base_rate,hit_rate,lift,forward_benefit_bps,lift_ci_low,lift_ci_high,benefit_ci_low,benefit_ci_high
publication_timing,1,948,0.5161585365853658,1.0,1.9373892498523333,63.606471681755544,1.7894196452926607,2.1118300462849184,55.64510904754212,71.73703757063159
publication_timing,3,938,0.354434250764526,0.685501066098081,1.9340711700955349,75.64569186034554,1.7549047758974596,2.142363359282059,61.383255967949886,89.21300752351173
publication_timing,5,938,0.294478527607362,0.5767590618336887,1.9585776474769012,77.84396546317521,1.765311755157264,2.173578433926928,57.566363520612974,96.8869156663273
publication_timing,10,928,0.22812982998454404,0.4515086206896552,1.9791739673862259,80.8789137326654,1.7755796545011964,2.2487413182865823,45.963653162485,111.80056025586154
publication_timing,20,908,0.16577708006279435,0.31497797356828194,1.9000091776798826,85.40161646973446,1.6987649322969205,2.154684553923715,19.108686459611423,134.61268086257135
anchor_trend_posthoc,5,703,0.294478527607362,0.4139402560455192,1.405672119487909,47.440287512625716,1.1319412390868755,1.6841316040515448,11.857887871451002,81.71174569161849
