rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,h,candidate,selected_validation_lift,selected_validation_frequency,selection
0.3,1330,1.9416058394160585,120,0,0.5781954887218045,0.5147239263803681,1.1233118553236487,0.5497791377671029,8.093867481870669,1.0868460631681638,1.1090119557861493,3,3,1.8686131386861313,2.0437956204379564,1.0597091531223266,0.9645283018867925,1,anchor_multiscale,1.113359201773836,2.0376044568245124,locked_on_2022_2023
0.2,700,1.0218978102189782,250,0,0.44285714285714284,0.3539877300613497,1.251052240653627,0.5590984988009828,24.561805296295542,0.6442357850808555,1.1827376453226794,2,3,0.7883211678832117,1.27007299270073,1.0631381983426893,0.9611510791366906,3,anchor_multiscale,1.2054203421142842,1.5637883008356548,locked_on_2022_2023
0.2,700,1.0218978102189782,250,0,0.38142857142857145,0.294478527607362,1.295267857142857,0.5673129528985508,34.962780070176386,0.5078647064870978,1.1719179696707787,2,3,0.7883211678832117,1.27007299270073,1.0767604703395428,0.9611510791366906,5,anchor_multiscale,1.254733536529048,1.5637883008356548,locked_on_2022_2023
0.4,1222,1.7970588235294118,120,0,0.2692307692307692,0.22812982998454404,1.1801646862622472,0.5345856762532383,40.07218180936692,1.1315724714953654,1.168831168831169,3,3,1.5588235294117647,1.911764705882353,1.0597870597870598,0.9400164338537387,10,anchor_trend,1.3417753124409535,1.8172701949860726,locked_on_2022_2023
0.4,1178,1.7582089552238807,120,0,0.17826825127334464,0.16577708006279435,1.0753492051242475,0.501371448774535,42.68772077301252,1.0797915934902236,1.0834415584415584,3,3,1.507462686567164,1.8955223880597014,0.9871418998157145,0.9377664109121909,20,anchor_trend,1.4165841311764058,1.8172701949860726,locked_on_2022_2023
