rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,members,weights
0.2,880,1.2766839378238342,0,0,0.5636363636363636,0.5161585365853658,1.0919830317349515,0.5494900794293266,9.066268432034498,0.856369581201796,1.086949463992364,2,3,1.1896373056994818,1.4072538860103627,1.0259757921936623,0.8125714285714286,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,678,0.9836269430051813,120,0,0.551622418879056,0.5161585365853658,1.068707344313824,0.5494900794293266,8.596327613544968,0.8893307923882122,1.1010162345473917,2,3,0.9067357512953368,1.0808290155440414,1.0154798761609907,0.75037147102526,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,721,1.0460103626943005,250,0,0.5603328710124826,0.5161585365853658,1.085582880638478,0.5494900794293266,10.224892353154662,0.8612975391498882,1.108358515050046,2,3,0.950259067357513,1.160621761658031,1.0219584569732938,0.7667597765363129,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,802,1.163523316062176,500,0,0.557356608478803,0.5161585365853658,1.0798167016009887,0.5494900794293266,8.651122609756861,0.8474799315699434,1.0827530580077993,2,3,1.088082901554404,1.2259067357512954,1.0399492707672795,0.7929736511919699,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,475,0.689119170984456,250,3,0.5326315789473685,0.5161585365853658,1.031914695184506,0.5494900794293266,3.5811915308982836,0.872012245378547,1.0617535468060293,2,3,0.616580310880829,0.7979274611398963,0.9213483146067416,0.6127659574468085,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,343,0.4976165803108808,250,5,0.5247813411078717,0.5161585365853658,1.0167057287854808,0.5494900794293266,3.104461104275283,0.7850054494349796,1.085327583630425,2,3,0.45699481865284974,0.522279792746114,0.9262458471760797,0.3816568047337278,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,1097,1.5915025906735751,0,0,0.5578851412944393,0.5161585365853658,1.0808406753961968,0.5494900794293266,8.577343449420855,0.875011059290436,1.0807434015305324,2,3,1.4943005181347149,1.7264248704663212,1.0139887162841024,0.8571428571428571,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,829,1.2026943005181348,120,0,0.5548854041013269,0.5161585365853658,1.0750290168058785,0.5494900794293266,7.391670778624889,0.8958766281697499,1.0983657380752025,2,3,1.1533678756476684,1.2839378238341967,1.0148238814089487,0.8033980582524272,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,894,1.2969948186528497,250,0,0.5469798657718121,0.5161585365853658,1.059712911831981,0.5494900794293266,6.5935271263301285,0.8851856064914876,1.0676799806445643,2,3,1.233160621761658,1.3637305699481865,0.989672763468956,0.8076490438695163,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,984,1.4275647668393783,500,0,0.5538617886178862,0.5161585365853658,1.073045875172278,0.5494900794293266,7.0301204099797525,0.8797474864357531,1.0710179907428028,2,3,1.3564766839378237,1.4797927461139897,1.0060772847150556,0.8273748723186926,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,549,0.7964766839378238,250,3,0.5100182149362478,0.5161585365853658,0.9881038068463631,0.5494900794293266,-1.172667950880899,0.9389280865790934,0.9785971336574278,1,3,0.7326424870466322,0.8341968911917098,0.8840071192473938,0.6544117647058824,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.25,389,0.5643523316062176,250,5,0.4884318766066838,0.5161585365853658,0.9462826670229906,0.5494900794293266,-0.9698193379137433,0.8707623472724144,0.9083827893175074,1,3,0.5295336787564767,0.6020725388601036,0.8295047418335089,0.4244791666666667,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,1273,1.8468393782383419,0,0,0.5538098978790259,0.5161585365853658,1.0729453426126434,0.5494900794293266,8.414893300645714,0.89625929972426,1.0763984233136985,2,3,1.755440414507772,2.0238341968911917,1.0127719298245614,0.8903785488958991,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,983,1.4261139896373056,120,0,0.5462868769074263,0.5161585365853658,1.0583703226558525,0.5494900794293266,6.386144758351971,0.9191289091871119,1.0704915949741758,2,3,1.378238341968912,1.472538860103627,1.0299311497133639,0.8384458077709611,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,1084,1.5726424870466322,250,0,0.5424354243542435,0.5161585365853658,1.050908559883,0.5494900794293266,5.9465693753799265,0.9130118099994798,1.0471943128510361,2,3,1.4870466321243523,1.6393782383419688,0.9933166248955723,0.8572752548656163,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,1174,1.7032124352331606,500,0,0.5519591141396933,0.5161585365853658,1.069359654092259,0.5494900794293266,7.302902406228386,0.9131297854239532,1.0721375217435793,2,3,1.6176165803108808,1.7989637305699482,1.0116712315246625,0.8725406330196749,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,639,0.9270466321243522,250,3,0.5211267605633803,0.5161585365853658,1.0096253837258637,0.5494900794293266,-0.7816632541417982,0.964765100671141,0.9720731527663784,1,3,0.8487046632124352,0.9865284974093264,0.9294508501074848,0.7034700315457413,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.3,451,0.654300518134715,250,5,0.49667405764966743,0.5161585365853658,0.9622509799710037,0.5494900794293266,-0.7041000166431576,0.8617835389661096,0.9776286353467561,1,3,0.6093264248704663,0.689119170984456,0.8399778516057586,0.484304932735426,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,1493,2.166010362694301,0,0,0.549899531145345,0.5161585365853658,1.0653694401398297,0.5494900794293266,8.661364955151697,0.9372686975541197,1.0651257223176636,2,3,1.987564766839378,2.3139896373056996,1.0495012234142669,0.9254032258064516,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,1145,1.661139896373057,120,0,0.5475982532751091,0.5161585365853658,1.0609109691331118,0.5494900794293266,8.078912727188023,0.9643089469592399,1.0661805111098182,2,3,1.610362694300518,1.7191709844559584,1.0278579712290572,0.8710526315789474,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,1246,1.8076683937823832,250,0,0.5497592295345104,0.5161585365853658,1.0650976213072618,0.5494900794293266,7.709408770273089,0.970249553439814,1.0617694099738235,2,3,1.7481865284974092,1.8715025906735752,1.0087369818969734,0.8896051571313457,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,1345,1.9512953367875647,500,0,0.5531598513011152,0.5161585365853658,1.0716859493606958,0.5494900794293266,8.494802819677838,0.9542590265336862,1.0695005541453648,2,3,1.8424870466321244,2.0528497409326425,1.019227034375607,0.9082089552238806,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,724,1.0503626943005182,250,3,0.5331491712707183,0.5161585365853658,1.03291747298757,0.5494900794293266,4.776971706110841,0.9851632047477745,1.015049827130364,2,3,1.0010362694300519,1.1170984455958548,0.9673070441523425,0.7593880389429764,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.35,498,0.7224870466321243,250,5,0.5160642570281124,0.5161585365853658,0.9998173437992964,0.5494900794293266,4.735782889339889,0.9111205312985728,1.0092791823561054,2,3,0.7036269430051814,0.7616580310880828,0.904339486933589,0.5273833671399595,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,1674,2.42860103626943,0,0,0.5471923536439666,0.5161585365853658,1.060124583551217,0.5494900794293266,8.629355853210132,0.9496680262126214,1.054366876637687,2,3,2.277720207253886,2.5461139896373055,1.0452078299541268,0.9358897543439185,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,1306,1.8947150259067356,120,0,0.5474732006125574,0.5161585365853658,1.0606686934490186,0.5494900794293266,8.181199393277174,0.9783966075661958,1.0656941936158226,2,3,1.8424870466321244,1.9512953367875647,1.035151922108444,0.8923904688700999,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,1432,2.0775129533678753,250,0,0.5363128491620112,0.5161585365853658,1.0390467485241563,0.5494900794293266,6.465878965928046,0.9660429352415663,1.0285945508497436,2,3,2.0020725388601037,2.15440414507772,1.0109818330271483,0.9145059565522075,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,1537,2.229844559585492,500,0,0.5432661027976577,0.5161585365853658,1.0525179073693547,0.5494900794293266,7.420906562152981,0.9548368692100957,1.047779241181231,2,3,2.132642487046632,2.284974093264249,1.0210354629759075,0.9288511749347258,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,805,1.1678756476683938,250,3,0.5254658385093167,0.5161585365853658,1.0180318666925925,0.5494900794293266,5.4602710453588,0.9783708684242122,0.9972697313030718,1,3,1.1098445595854922,1.2186528497409326,0.9655578451574919,0.78875,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.4,540,0.7834196891191709,250,5,0.5074074074074074,0.5161585365853658,0.9830456564065543,0.5494900794293266,5.256871725312803,0.9238634757922591,0.949050949050949,1,3,0.7616580310880828,0.805181347150259,0.8732884155618343,0.5663551401869159,hist_top140_5y,"[""hist_top140_5y""]",[1.0]
0.2,547,0.7935751295336788,0,0,0.6398537477148081,0.5161585365853658,1.2396457723003962,0.5449631177117982,21.746721829574728,1.2161887329672565,1.2238068471483285,3,3,0.7761658031088082,0.8124352331606217,1.1830318690783805,0.7970479704797048,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.2,682,0.9894300518134715,120,0,0.6217008797653959,0.5161585365853658,1.204476601081216,0.5449631177117982,20.26317755109696,1.120368256866773,1.2097034171502257,3,3,0.9575129533678757,1.044559585492228,1.0964561514863007,0.8316100443131462,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.2,589,0.8545077720207254,250,0,0.634974533106961,0.5161585365853658,1.2301928343714306,0.5449631177117982,17.224960180408807,1.1467853610286844,1.1869534268863127,3,3,0.8124352331606217,0.8994818652849741,1.1638180909545226,0.809931506849315,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.2,592,0.858860103626943,500,0,0.6300675675675675,0.5161585365853658,1.220686132086014,0.5449631177117982,18.834824882994553,1.1740119387130665,1.196868008948546,3,3,0.8414507772020725,0.8849740932642487,1.1668615984405457,0.807495741056218,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.2,342,0.4961658031088083,250,3,0.6491228070175439,0.5161585365853658,1.2576035481497603,0.5449631177117982,8.270363716792996,1.163077926920209,1.1697256108729897,3,3,0.46424870466321244,0.5150259067357513,1.1886994481508935,0.655786350148368,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.2,245,0.35544041450777203,250,5,0.6693877551020408,0.5161585365853658,1.2968646407174802,0.5449631177117982,21.222726909240848,1.1618676481200838,1.170758025357432,3,3,0.32642487046632124,0.37720207253886007,1.2280193236714978,0.4708333333333333,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,668,0.9691191709844559,0,0,0.592814371257485,0.5161585365853658,1.1485121900322215,0.5449631177117982,11.638337736836187,1.120889748549323,1.1463136270257932,3,3,0.9284974093264249,1.0373056994818652,1.1169352386743692,0.8295625942684767,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,844,1.2244559585492227,120,0,0.6172985781990521,0.5161585365853658,1.1959476293519735,0.5449631177117982,20.956690026479368,1.1177052423343223,1.1920513984093244,3,3,1.1823834196891192,1.3347150259067357,1.0978605935127674,0.8438617401668653,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,730,1.0590673575129534,250,0,0.5986301369863014,0.5161585365853658,1.15977959203489,0.5449631177117982,13.755734353016525,1.0942028358609233,1.1332245102963334,3,3,0.972020725388601,1.1098445595854922,1.0865424430641821,0.8386206896551724,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,732,1.0619689119170985,500,0,0.5915300546448088,0.5161585365853658,1.1460239688334157,0.5449631177117982,10.973277925746102,1.1111639406618485,1.1242993735575337,3,3,0.993782383419689,1.1533678756476684,1.1002096436058701,0.8363136176066025,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,431,0.6252849740932642,250,3,0.5939675174013921,0.5161585365853658,1.1507462829749358,0.5449631177117982,5.641934958125348,1.0875944718592718,1.138125440451022,3,3,0.5658031088082901,0.6673575129533679,1.0803253344088188,0.704225352112676,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.25,301,0.4366839378238342,250,5,0.6212624584717608,0.5161585365853658,1.203627208380021,0.5449631177117982,16.57700687597086,1.0366916301634401,1.2381152125279642,3,3,0.38445595854922276,0.46424870466321244,1.1289855072463768,0.5,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.3,772,1.12,0,0,0.5699481865284974,0.5161585365853658,1.1042114895531434,0.5449631177117982,8.230754834874597,1.034564393939394,1.1165455847743784,3,3,1.044559585492228,1.2259067357512954,1.0463596604064833,0.848761408083442,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
0.3,998,1.4478756476683936,120,0,0.6032064128256514,0.5161585365853658,1.1686456196504056,0.5449631177117982,18.77972660502496,1.0668942996897146,1.1728049824619549,3,3,1.4145077720207253,1.4797927461139897,1.043932935493038,0.8630412890231621,logit_top80_expand,"[""logit_top80_expand""]",[1.0]
