rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,members,weights,h,selection_general_years,selection_postshock_years,final_years
0.2,698,1.018978102189781,250,0,0.37106017191977075,0.294478527607362,1.2600585004775549,0.5762126358695652,31.65673987002332,0.823448905109489,1.0955939509575294,2,3,0.9197080291970803,1.2262773722627738,1.092911877394636,0.9408369408369408,blend:0.75*anchor_pct90+0.25*extra_top80_5y,"[""anchor_pct90"", ""extra_top80_5y""]","[0.75, 0.25]",5,"(2017, 2018, 2019, 2020)","(2022, 2023)","(2024, 2025, 2026)"
