model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,ece_delta_t25,auc_delta_t25,brier_delta_identity,logloss_delta_identity,ece_delta_identity,auc_delta_identity
identity_early,currency_year,KGS:2025,365,0.0821917808219178,0.19503278113400152,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.07927854624238058,0.30354320113588484,0.06211166343921428,0.014184600662244903,0.045383574448049024,0.22208955223880594,0.05260525751672619,0.050729336872869436,-0.19174129353233832,0.0,0.0,0.0,-2.7755575615628914e-17
identity_early,currency_year,KGS:2026,217,0.19815668202764977,0.15145988712556535,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.16412399765114918,0.5198873372612821,0.107554240657143,-0.002112164353389373,-0.009875571113120984,0.45977011494252873,0.23753837253251936,-0.06085744575505858,-0.2325581395348837,0.0,0.0,0.0,0.0
identity_early,currency_year,KZT:2025,365,0.049315068493150684,0.14891407724336292,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.050456489411543785,0.2250726837661179,0.01916861586387523,0.009234400014958767,0.03210388379896023,0.20829330771693882,0.030832780274359834,0.080430392886337,-0.02017291066282423,0.0,0.0,0.0,-2.7755575615628914e-17
identity_early,currency_year,KZT:2026,217,0.23963133640552994,0.1219431044238439,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.2028473921260011,0.6602617624906275,0.17124479275443305,-0.006778947862711299,-0.05654560717632706,0.4869463869463869,0.3055882509617552,-0.05355656077274701,-0.17319347319347322,0.0,0.0,0.0,0.0
identity_early,currency_year,TJS:2025,365,0.14246575342465753,0.18616539504659327,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.11915912857523532,0.40265340636645847,0.07892151220985255,0.007697091561584532,0.022010957328117364,0.3860899483902679,0.1119280752029574,-0.03364131084901583,-0.18001966085033172,0.0,0.0,0.0,0.0
identity_early,currency_year,TJS:2026,217,0.18433179723502305,0.1584476993425518,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.14780130307790004,0.470033182936412,0.07254171089759696,0.0034268597227122,0.011717122127058555,0.49675141242937854,0.2696538608896375,-0.046657613005125706,-0.18149717514124292,0.0,0.0,0.0,0.0
identity_early,currency_year,UZS:2025,365,0.07945205479452055,0.16750045921089043,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.07407085776373179,0.28456567478514483,0.02484791121401568,0.010123082200906672,0.036387801900489014,0.3519088669950738,0.0604098208245257,0.0632004932023542,-0.12397372742200341,0.0,0.0,0.0,-1.1102230246251565e-16
identity_early,currency_year,UZS:2026,217,0.2626728110599078,0.1403121019333715,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.21726571720572166,0.673103693895249,0.17775977726858921,-0.009761341645578903,-0.04941790439405769,0.5383771929824561,0.40961731171543914,-0.05539906814205292,-0.1797149122807018,0.0,0.0,0.0,0.0
t25_base,ALL,ALL,2910,0.13711340206185568,0.1038533015924523,0.11824822834296733,0.40453511320869345,0.033260100469403385,0.11824822834296733,0.40453511320869345,0.033260100469403385,0.0,0.0,0.5625902669856641,0.20916730278997284,0.0,0.0,-0.00604112264102423,-0.01562648233887276,-0.00281567658690636,0.1884749707801962
t25_base,currency,AMD,582,0.13402061855670103,0.12622299854054508,0.11575219324302753,0.39392501702593974,0.012780856753951157,0.11575219324302753,0.39392501702593974,0.012780856753951157,0.0,0.0,0.5431929181929183,0.2149454515903087,0.0,1.1102230246251565e-16,-0.010019453854034008,-0.031733779498744064,-0.04584930813888282,0.22667378917378922
