candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
resolved_logit_compact,321,0.9407758601086932,0.7335814180204667,1.27239431909943,0.6158460384903774,-36.17036944535965,32.14986710816789,2025
resolved_cat_full,385,1.1473125414731253,0.6913267130596676,1.5099516774892583,0.26843289177705576,-65.98141902733147,36.80128073133321,2025
resolved_hist_old_hist,447,1.028511242835448,0.728699109738545,1.3351239676640623,0.43289177705573606,-75.44503316248358,17.31610844691521,2025
anchor_multiscale_locked,298,0.9680105814921863,0.7338314623260238,1.2341552318454851,0.575106223444139,-43.11076327506495,16.92734392066038,2025
resolved_hist_full,488,0.9790445135814286,0.681266299217565,1.3182948919107011,0.5721069732566858,-77.20519590274756,15.44942559498579,2025
resolved_hist_compact,509,0.867810075573975,0.672349220446999,1.1247915731268596,0.8665333666583355,-84.8264250931638,10.99268109677582,2025
resolved_hist_compact_anchor25,508,0.9316268176331972,0.7093027289176401,1.1938390655584794,0.7315671082229442,-82.13095246193927,15.404732564420817,2025
resolved_hist_old_anchor,409,0.9036639123373726,0.5403409736465014,1.172760690246811,0.8017995501124718,-97.9364387694719,1.7448417939950969,2025
resolved_logit_compact,519,1.050363453107248,0.8822358065108672,1.2502729576711846,0.2561859535116221,-20.442730604979626,53.24421755553911,2025_2026
resolved_cat_full,709,1.2691849445601704,0.94392427051796,1.5646776517542351,0.051487128217945516,-26.46648540426085,58.62591737465593,2025_2026
resolved_hist_old_hist,711,1.1238239339037204,0.8416754982732391,1.4205980705654957,0.20594851287178206,-43.00110648292671,46.47466802608451,2025_2026
anchor_multiscale_locked,513,1.0772052332515412,0.899278658137403,1.2712408507715718,0.16745813546613347,-19.301545870894753,50.05052190116466,2025_2026
resolved_hist_full,791,1.09512982233117,0.8257721006813636,1.38525850098426,0.2604348912771807,-42.07695965376123,44.65795099910489,2025_2026
resolved_hist_compact,837,1.0037167332498558,0.787635855987036,1.2591487606364458,0.459135216195951,-47.77727901598265,38.68294895610776,2025_2026
resolved_hist_compact_anchor25,855,1.1135973019424716,0.9072385635948157,1.351070135879935,0.14096475881029744,-41.35203499190629,49.24576676244012,2025_2026
resolved_hist_old_anchor,649,1.0700950417106936,0.7428931227137583,1.3850329767224139,0.393151712071982,-54.43934273402427,46.12350492182769,2025_2026
