n,frequency,hit_rate,base_rate,lift,auc,forward_benefit_bps,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_frequency_min,quarter_frequency_max,cluster_share_7d,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness,rate_target,rolling_window,cooldown_days,year_lift_median,year_lift_positive,years,quarters,passed_2025
237,1.4746666666666666,0.46835443037974683,0.3401273885350318,1.3769971080453232,0.5825271499428804,80.15808480622206,1.3769971080453232,1.3769971080453232,1.4746666666666666,1.4746666666666666,1.2693617021276595,1.4,1.5555555555555554,0.35777777777777775,3.175,0.9008620689655172,resolved_diverse_anchor,rolling,0.3,60,0,0,0.0,0.0,0,0,1.2693617021276595,0.3,60.0,0.0,1.3769971080453232,1.0,1.0,3.0,False
324,2.0159999999999996,0.44135802469135804,0.3401273885350318,1.2976256531187869,0.622872471187078,56.10439841933779,1.2976256531187869,1.2976256531187869,2.0159999999999996,2.0159999999999996,1.2480811403508774,1.7422222222222221,2.395555555555555,1.2599999999999998,3.8,0.9341692789968652,resolved_cat_full,rolling,0.35,120,0,0,0.0,0.0,0,0,1.2480811403508774,0.35,120.0,0.0,1.2976256531187869,1.0,1.0,3.0,False
260,1.6177777777777775,0.45,0.3401273885350318,1.3230337078651686,0.5689015660925774,63.72861639757905,1.3230337078651686,1.3230337078651686,1.6177777777777775,1.6177777777777775,1.2429166666666667,1.4933333333333332,1.7422222222222221,0.6222222222222222,2.375,0.8901960784313725,resolved_hist_full_anchor25,rolling,0.3,60,0,0,0.0,0.0,0,0,1.2429166666666667,0.3,60.0,0.0,1.3230337078651686,1.0,1.0,3.0,False
264,1.6426666666666665,0.42424242424242425,0.3401273885350318,1.2473045057314722,0.5576728413807066,52.156224545519706,1.2473045057314722,1.2473045057314722,1.6426666666666665,1.6426666666666665,1.230683090705487,1.462222222222222,1.7422222222222221,1.3066666666666666,1.925,0.918918918918919,resolved_hist_old_hist,rolling,0.3,60,0,0,0.0,0.0,0,0,1.230683090705487,0.3,60.0,0.0,1.2473045057314722,1.0,1.0,3.0,False
278,1.7297777777777776,0.43884892086330934,0.3401273885350318,1.2902486999164713,0.5832321085130074,62.024330592319934,1.2902486999164713,1.2902486999164713,1.7297777777777776,1.7297777777777776,1.2080640196983687,1.4933333333333332,1.8355555555555554,0.98,2.5,0.9194139194139194,resolved_boost_consensus,rolling,0.3,60,0,0,0.0,0.0,0,0,1.2080640196983687,0.3,60.0,0.0,1.2902486999164713,1.0,1.0,3.0,False
277,1.7235555555555553,0.4368231046931408,0.3401273885350318,1.2842926486296462,0.5684279785403381,65.81626649921192,1.2842926486296462,1.2842926486296462,1.7235555555555553,1.7235555555555553,1.1861263736263736,1.5866666666666664,1.8666666666666665,1.3066666666666666,2.35,0.8970588235294118,resolved_xgb_full,rolling,0.35,60,0,0,0.0,0.0,0,0,1.1861263736263736,0.35,60.0,0.0,1.2842926486296462,1.0,1.0,3.0,False
344,2.1404444444444444,0.436046511627907,0.3401273885350318,1.2820094068460937,0.5817245817245817,55.962242701730524,1.2820094068460937,1.2820094068460937,2.1404444444444444,2.1404444444444444,1.1418181818181818,1.9288888888888887,2.302222222222222,1.1511111111111112,3.525,0.9410029498525073,resolved_hist_full_anchor50,rolling,0.35,40,0,0,0.0,0.0,0,0,1.1418181818181818,0.35,40.0,0.0,1.2820094068460937,1.0,1.0,3.0,False
303,1.8853333333333333,0.4158415841584158,0.3401273885350318,1.2226054066080765,0.557799372406114,51.25182626211723,1.2226054066080765,1.2226054066080765,1.8853333333333333,1.8853333333333333,1.1398358585858588,1.7733333333333332,2.0533333333333332,1.291111111111111,2.4909090909090907,0.9194630872483222,resolved_hist_full,rolling,0.35,60,0,0,0.0,0.0,0,0,1.1398358585858588,0.35,60.0,0.0,1.2226054066080765,1.0,1.0,3.0,False
215,1.3377777777777777,0.39069767441860465,0.3401273885350318,1.1486804285341,0.5777117406330889,57.462633533451886,1.1486804285341,1.1486804285341,1.3377777777777777,1.3377777777777777,1.114870509607352,1.3066666666666666,1.3688888888888888,1.1199999999999999,1.65,0.8714285714285714,anchor_multiscale_locked,weekly,0.0,0,0,40,0.75,0.3,3,2,1.114870509607352,,,,,,,,False
187,1.1635555555555555,0.41711229946524064,0.3401273885350318,1.2263414047948087,0.5625352479285064,32.26608425391046,1.2263414047948087,1.2263414047948087,1.1635555555555555,1.1635555555555555,1.1032432432432433,1.0888888888888888,1.2133333333333332,0.9955555555555555,1.325,0.8131868131868132,round5_reset_hist,weekly,0.0,0,0,20,0.75,0.3,4,2,1.1032432432432433,,,,,,,,False
274,1.7048888888888887,0.4489051094890511,0.3401273885350318,1.3198146477487083,0.5841105953465504,71.33910410042793,1.3198146477487083,1.3198146477487083,1.7048888888888887,1.7048888888888887,1.1017543859649124,1.5555555555555554,1.8666666666666665,1.182222222222222,3.025,0.9479553903345725,resolved_hist_compact_anchor50,rolling,0.22,20,0,0,0.0,0.0,0,0,1.1017543859649124,0.22,20.0,0.0,1.3198146477487083,1.0,1.0,3.0,False
347,2.159111111111111,0.4322766570605187,0.3401273885350318,1.2709257520318622,0.5757848538747415,61.48852838502584,1.2709257520318622,1.2709257520318622,2.159111111111111,2.159111111111111,1.1017543859649124,2.022222222222222,2.302222222222222,1.0888888888888888,3.975,0.935672514619883,resolved_hist_compact_anchor25,rolling,0.35,40,0,0,0.0,0.0,0,0,1.1017543859649124,0.35,40.0,0.0,1.2709257520318622,1.0,1.0,3.0,False
269,1.6737777777777776,0.4349442379182156,0.3401273885350318,1.278768639572282,0.5564328373317138,48.78038965977309,1.278768639572282,1.278768639572282,1.6737777777777776,1.6737777777777776,1.071150097465887,1.2755555555555553,1.9599999999999997,1.5555555555555556,1.8909090909090909,0.9356060606060606,resolved_hist_deep,rolling,0.35,250,0,0,0.0,0.0,0,0,1.071150097465887,0.35,250.0,0.0,1.278768639572282,1.0,1.0,3.0,False
240,1.4933333333333332,0.43333333333333335,0.3401273885350318,1.274032459425718,0.5778491171749599,64.03398785410022,1.274032459425718,1.274032459425718,1.4933333333333332,1.4933333333333332,1.068936170212766,1.3688888888888888,1.711111111111111,0.6222222222222222,2.575,0.8851063829787233,resolved_hist_old_anchor,rolling,0.25,60,0,0,0.0,0.0,0,0,1.068936170212766,0.25,60.0,0.0,1.274032459425718,1.0,1.0,3.0,False
190,1.182222222222222,0.39473684210526316,0.3401273885350318,1.1605558840922532,0.6095903286914524,44.16040869020054,1.1605558840922532,1.1605558840922532,1.182222222222222,1.182222222222222,1.0328947368421053,1.0266666666666666,1.2755555555555553,0.98,1.425,0.772972972972973,resolved_extra_full,weekly,0.0,0,0,20,0.9,0.3,4,2,1.0328947368421053,,,,,,,,False
198,1.232,0.398989898989899,0.3401273885350318,1.1730601899141226,0.6617644932251674,45.37105820648391,1.1730601899141226,1.1730601899141226,1.232,1.232,0.991578947368421,1.0888888888888888,1.3377777777777777,1.0888888888888888,1.3636363636363635,0.8549222797927462,resolved_logit_compact,weekly,0.0,0,0,60,0.75,0.5,4,2,0.991578947368421,,,,,,,,False
328,2.0408888888888885,0.3871951219512195,0.3401273885350318,1.138382661916507,0.572260061024106,45.45330009610096,1.138382661916507,1.138382661916507,2.0408888888888885,2.0408888888888885,0.9468201754385965,1.9911111111111108,2.1777777777777776,0.9955555555555555,3.825,0.9287925696594427,resolved_hist_compact,rolling,0.35,40,0,0,0.0,0.0,0,0,0.9468201754385965,0.35,40.0,0.0,1.138382661916507,1.0,1.0,3.0,False
160,0.9955555555555554,0.35625,0.3401273885350318,1.0474016853932586,0.5801772880424566,4.644707192679467,1.0474016853932586,1.0474016853932586,0.9955555555555554,0.9955555555555554,0.9468201754385965,0.9955555555555554,0.9955555555555554,1.0,1.011111111111111,0.7806451612903226,resolved_tree_consensus,weekly,0.0,0,0,20,0.9,0.0,4,1,0.9468201754385965,,,,,,,,False
