scenario,clock,brier_identity_h20,brier_source_driven_h20_shrink50_shadow,logloss_identity_h20,logloss_source_driven_h20_shrink50_shadow,ece_identity_h20,ece_source_driven_h20_shrink50_shadow,auc_identity_h20,auc_source_driven_h20_shrink50_shadow,average_precision_identity_h20,average_precision_source_driven_h20_shrink50_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,modified_rows,rows,route_source_count,noninferior
calendar_assumed_replay,15:45,0.11559408523676269,0.11368379017232907,0.3851716670705343,0.3783437714119243,0.03173654225936399,0.030521580593048245,0.6439266226098899,0.6827173469316461,0.22449787024965234,0.2423440462896972,-0.0019102950644336175,-0.006827895658609973,-0.0012149616663157427,0.03879072432175623,0.017846176040044848,-0.0036628061144375413,-0.0004198858607000509,0.009131440426302142,0.06751158148268457,1345,2910,2,True
calendar_assumed_replay,16:45,0.11580200154319217,0.11389170647875853,0.3861549582066332,0.3793270625480231,0.032349341806215716,0.031134380139899977,0.6407431362156886,0.6795218831627057,0.2223295571589361,0.23954031397376604,-0.0019102950644336453,-0.006827895658610084,-0.0012149616663157392,0.038778746947017106,0.017210756814829947,-0.003595198614370756,-0.00040578924358197196,0.00855404730910512,0.06633457094981886,1345,2910,2,True
calendar_assumed_replay,17:45,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.003539055038513866,-0.0004760924553457102,0.011188712968209497,0.07509350528093685,1345,2910,2,True
calendar_assumed_replay,18:45,0.12122297986055745,0.1135612872025464,0.40912336286545337,0.3818882452571417,0.04815132918403837,0.048238259891752656,0.5294758201756881,0.7151780287037786,0.1735016048371404,0.25284432419340236,-0.00766169265801106,-0.027235117608311654,8.69307077142889e-05,0.1857022085280905,0.07934271935626197,-0.011058043991053002,-0.004585470138696146,0.13614160121900265,0.2365443317828173,2890,2910,3,True
calendar_assumed_replay,19:15,0.12052476340923467,0.11301579036470458,0.40652028628537573,0.3798219563848322,0.04754369127089533,0.05026967536637269,0.5408173959390711,0.7079556717360904,0.18115392738506728,0.25675246054073403,-0.00750897304453009,-0.02669832990054355,0.002725984095477356,0.16713827579701934,0.07559853315566675,-0.010957000565864112,-0.004528472369056107,0.12489959271313744,0.2062497520456133,2890,2910,3,True
calendar_assumed_replay,20:15,0.1204357065008863,0.11333654163473496,0.40693656865964495,0.38114440205167816,0.04549084480420587,0.04879610592950297,0.5332417064165791,0.6883347356842924,0.18171762118682544,0.25263779736390257,-0.007099164866151336,-0.025792166607966793,0.003305261125297096,0.1550930292677133,0.07092017617707713,-0.010235509033308995,-0.004570774182933815,0.11499534308527605,0.19189039664054972,2890,2910,3,True
calendar_assumed_replay,21:15,0.1204357065008863,0.11310135179862184,0.40693656865964495,0.3803721124052809,0.04549084480420587,0.04909680971367965,0.5332417064165791,0.6925248206138604,0.18171762118682544,0.2560105554118774,-0.007334354702264456,-0.026564456254364044,0.0036059649094737772,0.15928311419728136,0.07429293422505195,-0.010900469029051191,-0.004531970114081354,0.1203403003734625,0.19829875253473805,2890,2910,3,True
calendar_assumed_replay,22:15,0.1204357065008863,0.1131655804027958,0.40693656865964495,0.3805722051833706,0.04549084480420587,0.04945098592451814,0.5332417064165791,0.6908290239737137,0.18171762118682544,0.2551506024432547,-0.007270126098090496,-0.026364363476274355,0.0039601411203122674,0.15758731755713462,0.07343298125642927,-0.010294137129176595,-0.004598116940484673,0.11442299499052587,0.19697216121169236,2890,2910,3,True
calendar_assumed_replay,23:15,0.1204357065008863,0.11312766288576978,0.40693656865964495,0.3804520850236888,0.04549084480420587,0.04933447068219305,0.5332417064165791,0.6911045035927135,0.18171762118682544,0.2556946346896856,-0.0073080436151165135,-0.026484483635956124,0.0038436258779871793,0.15786279717613438,0.07397701350286018,-0.01057186768128776,-0.0045627681927390895,0.11949409366202643,0.19745318012600965,2890,2910,3,True
no_same_day_receipt,00:15,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.007727840688185128,-0.0013789549134466757,0.048040384186693125,0.20537033357711376,2890,2910,2,True
no_same_day_receipt,06:00,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.0080573187209698,-0.0015883495260571433,0.051594148504209895,0.20225501257531034,2890,2910,2,True
no_same_day_receipt,09:15,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.007758652620742369,-0.0015328816606195812,0.047361093909819185,0.20206533786921174,2890,2910,2,True
no_same_day_receipt,10:15,0.11875734888999052,0.11683893105611472,0.4000760592456141,0.3932117985156328,0.03182679756896785,0.030631445618485853,0.5664948911506165,0.6190595964223581,0.17520816131024183,0.19694998554628082,-0.0019184178338758073,-0.0068642607299813085,-0.001195351950481996,0.05256470527174162,0.021741824236038987,-0.003682524288607375,-0.0004271500591697003,0.012257908729376715,0.0855383206366375,1350,2910,2,True
no_same_day_receipt,10:45,0.11770455971760314,0.11579426465316951,0.3952768542826707,0.38844895862406065,0.03147655921957627,0.03026159755326052,0.5993069092484298,0.6470736778225932,0.18757891920287384,0.207570514431911,-0.0019102950644336314,-0.006827895658610028,-0.0012149616663157496,0.0477667685741634,0.01999159522903715,-0.0036085145850085734,-0.000506570154170342,0.013619031455790496,0.07935997228869664,1345,2910,2,True
no_same_day_receipt,11:45,0.11777707207577807,0.11586677701134443,0.3944596237333479,0.38763172807473784,0.03171365247598176,0.030498690809666,0.6115178427949602,0.6553320777052147,0.19270254644555398,0.2122047003123066,-0.0019102950644336453,-0.006827895658610084,-0.0012149616663157635,0.04381423491025449,0.01950215386675261,-0.0034762839883444537,-0.0005072619775963827,0.012372228304023616,0.07528968447673905,1345,2910,2,True
no_same_day_receipt,12:45,0.11761612810734255,0.11570583304290892,0.3935752544573411,0.386747358798731,0.0316281361789471,0.030413174512631362,0.6166236978347901,0.6594038860592341,0.19912522948597194,0.2187842358658394,-0.0019102950644336314,-0.006827895658610084,-0.0012149616663157392,0.04278018822444396,0.01965900637986745,-0.0035963643083359795,-0.0004951652957143459,0.010863263088864589,0.07433709675210062,1345,2910,2,True
no_same_day_receipt,13:45,0.11712235216117395,0.1152120570967403,0.39149584968715967,0.3846679540285496,0.03141475375351321,0.03254875517423981,0.6296336220878761,0.6718059585443098,0.20631369216327045,0.22624217830966914,-0.0019102950644336453,-0.006827895658610084,0.001134001420726602,0.0421723364564337,0.019928486146398694,-0.003605054759781073,-0.0005281333379897943,0.011720001001705721,0.07341210178984826,1345,2910,2,True
no_same_day_receipt,14:45,0.11682219225255243,0.11491189718811878,0.39013809669263905,0.38331020103402896,0.031042854593878615,0.03439498248015902,0.6370381349630547,0.67713139878769,0.2119387794102788,0.23101912615083992,-0.0019102950644336453,-0.006827895658610084,0.0033521278862804066,0.040093263824635295,0.01908034674056111,-0.003632998220429476,-0.0004442107003643035,0.00955664070029085,0.06800483835591524,1345,2910,2,True
no_same_day_receipt,15:10,0.11573440001112661,0.11382410494669297,0.385663044076101,0.37883514841749094,0.031575012584157576,0.03280400302156491,0.6426580190021051,0.6817501739214623,0.2242290907394312,0.24224966868359904,-0.0019102950644336453,-0.006827895658610084,0.0012289904374073318,0.03909215491935725,0.018020577944167837,-0.0036862711208495726,-0.0004198008038345151,0.008292395967236946,0.06594615470547954,1345,2910,2,True
no_same_day_receipt,15:25,0.11559740012808753,0.1136871050636539,0.3852979292391892,0.3784700335805792,0.03156714423630308,0.03035218256998733,0.643303300066175,0.6821119904500399,0.22428330454073092,0.2421236008890737,-0.0019102950644336314,-0.006827895658610028,-0.0012149616663157496,0.03880869038386492,0.017840296348342777,-0.0034863158827339235,-0.0004120496269814549,0.009252182072505166,0.0687793153810137,1345,2910,2,True
no_same_day_receipt,15:45,0.11559408523676269,0.11368379017232907,0.3851716670705343,0.3783437714119243,0.03173654225936399,0.030521580593048245,0.6439266226098899,0.6827173469316461,0.22449787024965234,0.2423440462896972,-0.0019102950644336175,-0.006827895658609973,-0.0012149616663157427,0.03879072432175623,0.017846176040044848,-0.003574508961066322,-0.0005342177432428491,0.010479571045264332,0.06800541476536058,1345,2910,2,True
no_same_day_receipt,16:45,0.11580200154319217,0.11389170647875853,0.3861549582066332,0.3793270625480231,0.032349341806215716,0.031134380139899977,0.6407431362156886,0.6795218831627057,0.2223295571589361,0.23954031397376604,-0.0019102950644336453,-0.006827895658610084,-0.0012149616663157392,0.038778746947017106,0.017210756814829947,-0.003536964971598149,-0.00040301104530345824,0.00864082538915666,0.06445603598025658,1345,2910,2,True
no_same_day_receipt,17:45,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.003559522231625488,-0.0005471502081497507,0.012011703016459757,0.07046703567866067,1345,2910,2,True
no_same_day_receipt,18:45,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.0036676162169801295,-0.000521880956206897,0.010415882654626618,0.07142538023036185,1345,2910,2,True
no_same_day_receipt,19:15,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.00367089046011527,-0.00047829839626276,0.012578696220979322,0.07381413603884193,1345,2910,2,True
no_same_day_receipt,20:15,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.0035363178153833084,-0.00046956723995038394,0.009690717605828774,0.07406761472206634,1345,2910,2,True
no_same_day_receipt,21:15,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.0035851642455503947,-0.0004937694357149823,0.010995632642907583,0.07324482811610573,1345,2910,2,True
no_same_day_receipt,22:15,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.003606729247931648,-0.00039808271840874754,0.008891713506973055,0.07242766221860952,1345,2910,2,True
no_same_day_receipt,23:15,0.11561666060119635,0.11370636553676271,0.38732321482108845,0.38049531916247836,0.033247472267899966,0.03203251060158421,0.642939986365755,0.6852271059967721,0.22632738412190875,0.24557278907342983,-0.0019102950644336453,-0.006827895658610084,-0.001214961666315753,0.042287119631017056,0.019245404951521078,-0.003623709193233137,-0.0004521403359887995,0.011537271472998387,0.07299291321626772,1345,2910,2,True
