scenario,clock,brier_identity_h20,brier_source_driven_h20_shrink50_shadow,logloss_identity_h20,logloss_source_driven_h20_shrink50_shadow,ece_identity_h20,ece_source_driven_h20_shrink50_shadow,auc_identity_h20,auc_source_driven_h20_shrink50_shadow,average_precision_identity_h20,average_precision_source_driven_h20_shrink50_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,modified_rows,rows,route_source_count,noninferior
calendar_assumed_replay,00:15,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.007720331272663768,-0.0015555352720541171,0.05174985472404574,0.21579521501111176,2890,2910,2,True
calendar_assumed_replay,06:00,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.008106871666921039,-0.0013954972837482817,0.051064806498278596,0.20805913426469375,2890,2910,2,True
calendar_assumed_replay,09:15,0.12428935098399156,0.11990372326180121,0.4201615955475662,0.40449880383666775,0.036075777056309745,0.028903558690044257,0.3741152962054678,0.5059203165220898,0.10152054427289763,0.12884863369270297,-0.004385627722190352,-0.01566279171089846,-0.007172218366265488,0.131805020316622,0.027328089419805343,-0.008028724925845087,-0.0014132132870643072,0.044946437785195734,0.20736230288982724,2890,2910,2,True
calendar_assumed_replay,10:15,0.11875734888999052,0.11683893105611472,0.4000760592456141,0.3932117985156328,0.03182679756896785,0.030631445618485853,0.5664948911506165,0.6190595964223581,0.17520816131024183,0.19694998554628082,-0.0019184178338758073,-0.0068642607299813085,-0.001195351950481996,0.05256470527174162,0.021741824236038987,-0.0034314741039292935,-0.00046130938654111457,0.01471106305213587,0.0895100322047117,1350,2910,2,True
calendar_assumed_replay,10:45,0.11770455971760314,0.11579426465316951,0.3952768542826707,0.38844895862406065,0.03147655921957627,0.03026159755326052,0.5993069092484298,0.6470736778225932,0.18757891920287384,0.207570514431911,-0.0019102950644336314,-0.006827895658610028,-0.0012149616663157496,0.0477667685741634,0.01999159522903715,-0.003678754719108499,-0.0005728263084020957,0.014869151624495293,0.08019976477028333,1345,2910,2,True
calendar_assumed_replay,11:45,0.11777707207577807,0.11586677701134443,0.3944596237333479,0.38763172807473784,0.03171365247598176,0.030498690809666,0.6115178427949602,0.6553320777052147,0.19270254644555398,0.2122047003123066,-0.0019102950644336453,-0.006827895658610084,-0.0012149616663157635,0.04381423491025449,0.01950215386675261,-0.0037113567127207577,-0.0004704421571477003,0.011407535635672669,0.0748886644675034,1345,2910,2,True
calendar_assumed_replay,12:45,0.11761612810734255,0.11570583304290892,0.3935752544573411,0.386747358798731,0.0316281361789471,0.030413174512631362,0.6166236978347901,0.6594038860592341,0.19912522948597194,0.2187842358658394,-0.0019102950644336314,-0.006827895658610084,-0.0012149616663157392,0.04278018822444396,0.01965900637986745,-0.0036872361908256665,-0.000568082641806014,0.013297311613278462,0.0729717017165483,1345,2910,2,True
calendar_assumed_replay,13:45,0.11712235216117395,0.1152120570967403,0.39149584968715967,0.3846679540285496,0.03141475375351321,0.03254875517423981,0.6296336220878761,0.6718059585443098,0.20631369216327045,0.22624217830966914,-0.0019102950644336453,-0.006827895658610084,0.001134001420726602,0.0421723364564337,0.019928486146398694,-0.0036537106494452113,-0.00046036026161216665,0.011294499175778598,0.07082706968677348,1345,2910,2,True
calendar_assumed_replay,14:45,0.11682219225255243,0.11491189718811878,0.39013809669263905,0.38331020103402896,0.031042854593878615,0.03439498248015902,0.6370381349630547,0.67713139878769,0.2119387794102788,0.23101912615083992,-0.0019102950644336453,-0.006827895658610084,0.0033521278862804066,0.040093263824635295,0.01908034674056111,-0.003463377761059181,-0.0005045092161865288,0.010848092540954993,0.06949073548827608,1345,2910,2,True
calendar_assumed_replay,15:10,0.11573440001112661,0.11382410494669297,0.385663044076101,0.37883514841749094,0.031575012584157576,0.03280400302156491,0.6426580190021051,0.6817501739214623,0.2242290907394312,0.24224966868359904,-0.0019102950644336453,-0.006827895658610084,0.0012289904374073318,0.03909215491935725,0.018020577944167837,-0.0036849394952205815,-0.00045803318444571353,0.010192878345890527,0.07018059439979776,1345,2910,2,True
calendar_assumed_replay,15:25,0.11559740012808753,0.1136871050636539,0.3852979292391892,0.3784700335805792,0.03156714423630308,0.03035218256998733,0.643303300066175,0.6821119904500399,0.22428330454073092,0.2421236008890737,-0.0019102950644336314,-0.006827895658610028,-0.0012149616663157496,0.03880869038386492,0.017840296348342777,-0.0034787451105883003,-0.0004332229740472693,0.009341709470981688,0.06674249180244606,1345,2910,2,True
