scenario,model,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision
calendar_assumed_replay,identity_h20,58200,0.13711340206185568,0.17203391244843044,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.0,0.0,0.5659172610438881,0.1836131500545854
calendar_assumed_replay,source_driven_h20_shrink50_shadow,58200,0.13711340206185568,0.17066401199141096,0.11510711081605852,0.3858618376006116,0.03355445959166213,0.11902514114750588,0.39992536309722126,0.03492436004868162,-0.003918030331447359,-0.014063525496609663,0.6567814960040483,0.22408403169057514
no_same_day_receipt,identity_h20,58200,0.13711340206185568,0.16906675181726374,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.0,0.0,0.60050846076761,0.19893248024043425
no_same_day_receipt,source_driven_h20_shrink50_shadow,58200,0.13711340206185568,0.16778580697859094,0.11525360976262869,0.3857978830340555,0.03067625457884213,0.11753561086419795,0.3939528313540774,0.031957199417514896,-0.0022820011015692587,-0.008154948320021893,0.6541408741387519,0.22167530384648557
