scenario,brier_identity_h20,brier_source_driven_h20_shrink50_shadow,logloss_identity_h20,logloss_source_driven_h20_shrink50_shadow,ece_identity_h20,ece_source_driven_h20_shrink50_shadow,auc_identity_h20,auc_source_driven_h20_shrink50_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,0.11902514114750588,0.11510711081605852,0.39992536309722126,0.3858618376006116,0.03492436004868162,0.03355445959166213,0.5659172610438881,0.6567814960040483,-0.003918030331447359,-0.014063525496609663,-0.001369900457019492,0.09086423496016027,-0.006136961066532537,-0.0021155842081853277,0.05814410492309896,0.12358770138990945,True
no_same_day_receipt,0.11753561086419795,0.11525360976262869,0.3939528313540774,0.3857978830340555,0.031957199417514896,0.03067625457884213,0.60050846076761,0.6541408741387519,-0.0022820011015692587,-0.008154948320021893,-0.0012809448386727658,0.053632413371141885,-0.00419157365644277,-0.0006909992674414249,0.01792792826380235,0.08809693907669543,True
