hypothesis,horizon,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_lift_not_better,control_symmetric,challenger_symmetric,symmetric_difference,symmetric_difference_ci_low,symmetric_difference_ci_high,p_symmetric_not_better,control_future,challenger_future,future_difference,future_difference_ci_low,future_difference_ci_high,p_future_not_better,n_challenger,p_lift_holm_10,lift_increment_supported,p_symmetric_holm_10,symmetric_increment_supported,p_future_holm_10,future_increment_supported
consensus_vs_incumbent,1,incumbent,selected,1.6230036627345803,1.7138720541352086,0.0908683914006283,-0.012637365230516433,0.21592373389257286,0.045238690327418146,18.007536172632168,19.722902199207486,1.7153660265753174,-2.7625039305560684,5.815352000968877,0.23944013996500874,70.28340285633575,71.76573570461352,1.482332848277764,-8.832106516790361,11.336044376306479,0.40114971257185705,554,0.22619345163709073,False,0.944763809047738,False,1.0,False
consensus_vs_incumbent,3,incumbent,selected,1.9134256869073194,1.9539377250735395,0.040512038166220066,-0.12604095701396703,0.22215553578936914,0.26493376655836043,31.313342954072297,33.835216463806525,2.5218735097342275,-5.245997200641516,10.00104079237829,0.2556860784803799,81.4877064222842,82.22574768560375,0.7380412633195448,-11.699433867079033,14.080915088232361,0.4371407148212947,554,0.7948012996750813,False,0.944763809047738,False,1.0,False
consensus_vs_incumbent,5,incumbent,selected,1.9305707003955412,1.9612104006180966,0.030639700222555355,-0.15964587055940468,0.23278075580816962,0.3226693326668333,38.141343349206494,41.1542206921564,3.0128773429499063,-7.724807240374273,13.514803530130564,0.27618095476130966,85.28894873540864,86.14591164780279,0.8569629123941525,-14.045586945672161,16.90681462886696,0.42614346413396653,554,0.7948012996750813,False,0.944763809047738,False,1.0,False
consensus_vs_incumbent,10,incumbent,selected,1.9265250031338068,2.0096751656009837,0.08315016246717688,-0.10078843804297838,0.28671456154104896,0.15496125968507873,47.07010942164931,55.44315591296929,8.373046491319975,-7.629916376860074,25.286648683859063,0.1422144463884029,87.53711963893554,89.3998262639286,1.8627066249930664,-15.85992217073965,23.385785543059132,0.35891027243189205,549,0.6198450387403149,False,0.7110722319420144,False,1.0,False
consensus_vs_incumbent,20,incumbent,selected,1.8792155066718188,1.8189233607336222,-0.06029214593819665,-0.4435012559059432,0.20691411016299877,0.6725818545363659,70.30061550609504,77.06819450153439,6.767578995439351,-12.231620455661286,26.407299285451973,0.2361909522619345,79.40391667072346,70.75305246623316,-8.650864204490304,-32.018866309253724,17.50478675336595,0.7375656085978506,532,0.7948012996750813,False,0.944763809047738,False,1.0,False
fresh_vs_stale,1,matched_stale20,selected,1.4870491686889413,1.7138720541352086,0.22682288544626728,0.08758781522076474,0.37377448957376125,0.000999750062484379,7.42264367873968,19.722902199207486,12.300258520467805,5.826530078102865,18.316711629359222,0.00024993751562109475,49.62752972218023,71.76573570461352,22.13820598243329,8.983925989864833,33.74189499827262,0.0007498125468632841,554,0.008997750562359411,True,0.0024993751562109477,True,0.0052486878280429885,True
fresh_vs_stale,3,matched_stale20,selected,1.5309455616002556,1.9539377250735395,0.42299216347328383,0.1700587586286875,0.6419528075458869,0.0007498125468632841,15.519394886976633,33.835216463806525,18.31582157682989,6.323171702263792,27.552630808247933,0.0004998750312421895,50.972910460700334,82.22574768560375,31.252837224903416,13.823753975432455,45.45382550284838,0.00024993751562109475,554,0.007498125468632841,True,0.004498875281179706,True,0.0024993751562109477,True
fresh_vs_stale,5,matched_stale20,selected,1.502165830538856,1.9612104006180966,0.4590445700792405,0.1516821264007524,0.7045966366447867,0.0024993751562109472,17.640639942960757,41.1542206921564,23.513580749195643,6.408640181680554,35.886863386443586,0.0012496875781054736,42.78161702856908,86.14591164780279,43.36429461923371,18.55879496048462,63.353585500165515,0.00024993751562109475,554,0.019995001249687578,True,0.008747813046738315,True,0.0024993751562109477,True
fresh_vs_stale,10,matched_stale20,selected,1.4549012437798652,2.0096751656009837,0.5547739218211185,0.1742016589057598,0.8513275107520899,0.005248687828042989,19.975306119663475,55.44315591296929,35.46784979330582,12.093273074046479,54.985349512947366,0.000999750062484379,26.37630879427734,89.3998262639286,63.02351746965127,26.280617956340013,95.65910410015064,0.0004998750312421895,549,0.036740814796300925,True,0.007998000499875032,True,0.003999000249937516,True
fresh_vs_stale,20,matched_stale20,selected,1.3312156279530913,1.8189233607336222,0.4877077327805308,-0.04784671321987124,0.9228894317442644,0.03499125218695326,37.831228019865875,77.06819450153439,39.23696648166852,9.84416184964112,65.90845314885294,0.0029992501874531365,16.545576145229347,70.75305246623316,54.20747632100381,4.673130545494073,92.68003312136251,0.016245938515371157,532,0.20994751312171955,False,0.01799550112471882,True,0.09747563109222694,False
