hypothesis,aggregate,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better
consensus_vs_incumbent,minimum,incumbent,selected,1.6230036627345803,1.7138720541352086,0.0908683914006283,-0.13738138596510988,0.20187314159307448,0.16820794801299674
consensus_vs_incumbent,mean,incumbent,selected,1.8545481119686134,1.8915237412322903,0.036975629263676923,-0.09704019800194902,0.16358477829443951,0.2501874531367158
fresh_vs_stale,minimum,matched_stale20,selected,1.3312156279530913,1.7138720541352086,0.38265642618211726,0.10146995453669969,0.6836960319682496,0.006248437890527368
fresh_vs_stale,mean,matched_stale20,selected,1.461255486512202,1.8915237412322903,0.43026825472008823,0.20863296552802482,0.5947219649047929,0.00024993751562109475
