rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.35,429,1.691830985915493,120,0,0.27972027972027974,0.22186234817813766,1.26078301260783,0.5937587822903454,-19.89606089623438,1.26078301260783,1.26078301260783,1,1,1.6366197183098592,1.7943661971830986,1.1468812877263581,0.8655660377358491,1.26078301260783,1.691830985915493,1.691830985915493,1.0153846153846153,3.0512820512820515,4,retrospective_2025,week_pair_fav_benefit_full_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,1.1468812877263581
0.35,249,1.549333333333333,120,0,0.2971887550200803,0.3401273885350318,0.8737572010890001,0.4613465793241074,3.357093269739719,0.8737572010890001,0.8737572010890001,0,1,1.4,1.6177777777777775,0.7696078431372549,0.889344262295082,0.8737572010890001,1.549333333333333,1.549333333333333,0.85,1.8545454545454545,3,retrospective_2026,week_pair_fav_benefit_full_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,0.7696078431372549
0.35,678,1.6006745362563237,120,0,0.2861356932153392,0.26782178217821784,1.0683809617282536,0.5400530407841637,-11.35618569368637,0.8737572010890001,1.0672701068484152,1,2,1.558178752107926,1.688026981450253,0.9827634139560744,0.8677563150074294,1.0672701068484152,1.549333333333333,1.691830985915493,0.85,3.0512820512820515,7,combined_2025_2026,week_pair_fav_benefit_full_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,0.9827634139560744
0.35,439,1.7312676056338028,120,0,0.2870159453302961,0.22186234817813766,1.2936667608865535,0.588802722225176,-21.25391674284893,1.2936667608865535,1.2936667608865535,1,1,1.695774647887324,1.7746478873239435,1.1456400742115027,0.8663594470046083,1.2936667608865535,1.7312676056338028,1.7312676056338028,0.9076923076923078,3.3205128205128207,4,retrospective_2025,week_pair_benefit_compact_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,1.1456400742115027
0.35,252,1.5679999999999998,120,0,0.2896825396825397,0.3401273885350318,0.8516883657333096,0.4687576822408283,-1.9111702329363447,0.8516883657333096,0.8516883657333096,0,1,1.431111111111111,1.6488888888888886,0.7405660377358491,0.8825910931174089,0.8516883657333096,1.5679999999999998,1.5679999999999998,0.95,1.8,3,retrospective_2026,week_pair_benefit_compact_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,0.7405660377358491
0.35,691,1.6313659359190555,120,0,0.28798842257597684,0.26782178217821784,1.0752987312448672,0.5380758843151002,-14.19983263214275,0.8516883657333096,1.0726775633099317,1,2,1.558178752107926,1.688026981450253,0.9883792048929663,0.8658892128279884,1.0726775633099317,1.5679999999999998,1.7312676056338028,0.9076923076923078,3.3205128205128207,7,combined_2025_2026,week_pair_benefit_compact_stack50,rolling,0.35,120,0,0,0.0,0.0,0,0,0.9883792048929663
0.35,362,1.427605633802817,250,0,0.30939226519337015,0.22186234817813766,1.394523531072307,0.6121398786240002,1.6159322051821492,1.394523531072307,1.394523531072307,1,1,1.36056338028169,1.4985915492957746,1.2816901408450705,0.8375350140056023,1.394523531072307,1.427605633802817,1.427605633802817,1.0,2.207692307692308,4,retrospective_2025,week_pair_fav_compact_stack50,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2816901408450705
0.35,250,1.5555555555555554,250,0,0.28,0.3401273885350318,0.8232209737827717,0.4639169667259555,-7.894869870359771,0.8232209737827717,0.8232209737827717,0,1,1.431111111111111,1.6488888888888886,0.7246153846153847,0.8693877551020408,0.8232209737827717,1.5555555555555554,1.5555555555555554,0.7,2.022222222222222,3,retrospective_2026,week_pair_fav_compact_stack50,rolling,0.35,250,0,0,0.0,0.0,0,0,0.7246153846153847
0.35,612,1.4448566610455313,250,0,0.2973856209150327,0.26782178217821784,1.1103862370579778,0.5535944379664033,-2.269199361624191,0.8232209737827717,1.1088722524275394,1,2,1.3929173693086003,1.5109612141652615,1.030612244897959,0.8434925864909391,1.1088722524275394,1.427605633802817,1.5555555555555554,0.7,2.207692307692308,7,combined_2025_2026,week_pair_fav_compact_stack50,rolling,0.35,250,0,0,0.0,0.0,0,0,1.030612244897959
0.15,161,0.6349295774647887,60,0,0.35403726708074534,0.22186234817813766,1.5957519154916806,0.5428271949079806,21.414902612011268,1.5957519154916806,1.5957519154916806,1,1,0.4535211267605634,0.7690140845070422,1.0170588235294118,0.8076923076923077,1.5957519154916806,0.6349295774647887,0.6349295774647887,0.0358974358974359,1.6615384615384616,4,retrospective_2025,week_pair_fav_benefit_full_anchor50,rolling,0.15,60,0,0,0.0,0.0,0,0,1.0170588235294118
