candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
week_pair_fav_benefit_full_stack50,429,1.26078301260783,1.0317087320879226,1.5355927918437962,0.0094976255936016,-68.42774366680885,37.1852975246168,2025
week_pair_benefit_compact_stack50,439,1.2936667608865535,1.066714826926883,1.6095681482192346,0.0047488127968008,-69.71191958510629,38.23132883864307,2025
week_pair_fav_compact_stack50,362,1.394523531072307,1.1240547987725615,1.6734799093254273,0.0032491877030742314,-39.64092550174535,45.159250604201745,2025
week_pair_fav_benefit_full_anchor50,161,1.5957519154916806,1.2013176650676651,2.0179039544954116,0.0022494376405898524,-23.282143883748862,58.607755032456815,2025
week_pair_ordinal_compact_stack50,464,1.1948228668512457,0.9815326916949372,1.4993336174351106,0.04073981504623844,-70.31659282865131,28.19681844938743,2025
week_pair_benefit_compact_anchor25,368,1.0900805299904792,0.8804751499173106,1.3299250091253754,0.1992001999500125,-74.87679243542007,21.682010603928425,2025
week_ndcg_fav_benefit_full_stack50,434,1.26702882707121,1.0453435570177099,1.512780619141961,0.00899775056235941,-62.248625169675734,34.773716963361885,2025
week_pair_ordinal_compact,304,1.2009580291970803,0.8924033709515756,1.6047117921208123,0.09197700574856287,-43.2383602401597,44.88371604445119,2025
week_pair_fav_benefit_full_stack50,678,1.0683809617282536,0.863735768022676,1.2839255886742569,0.24093976505873532,-52.36136029421779,31.74655681643057,2025_2026
week_pair_benefit_compact_stack50,691,1.0752987312448672,0.8641016039104136,1.3059450052831716,0.2234441389652587,-53.881323615837395,29.63684809526501,2025_2026
week_pair_fav_compact_stack50,612,1.1103862370579778,0.8853235876878799,1.3605047741469256,0.17495626093476632,-37.32616218257304,37.200952375346986,2025_2026
week_pair_fav_benefit_full_anchor50,318,1.2563503412036874,0.8577416823167915,1.6287762385355065,0.1132216945763559,-36.549653620664344,66.5075568637102,2025_2026
week_pair_ordinal_compact_stack50,753,1.0908921307990467,0.8661743064490358,1.3301495305261097,0.19720069982504373,-50.679679021800624,37.662149291533346,2025_2026
week_pair_benefit_compact_anchor25,572,0.881235215800835,0.692995099936853,1.079775610904011,0.8912771807048238,-63.83948979054339,11.585425505985933,2025_2026
week_ndcg_fav_benefit_full_stack50,688,1.1342582641963632,0.9194573558794088,1.3463171835729948,0.10147463134216446,-48.43738454948986,32.611958023614235,2025_2026
week_pair_ordinal_compact,478,0.9998530537745843,0.7210053818319286,1.273910156984505,0.5466133466633342,-46.540642760633546,34.32953590050518,2025_2026
