rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,candidate,rate,rolling,cooldown,family
0.18,1266,1.221502412129566,0,0,0.23617693522906794,0.24577822990844353,0.9609351296778716,0.48300869841734895,-8.080509452039887,0.6918581418581419,0.8457881441521748,1,4,1.0951068228807719,1.4424534803583735,0.8478492255743962,0.8953211736716892,0.8989293263022082,0.3322033898305085,1.7677966101694917,invariant_summary_logit,0.18,0,0,invariant
0.18,936,0.9031013094417643,120,0,0.24252136752136752,0.24577822990844353,0.9867487759664912,0.48300869841734895,-6.999590337137201,0.6355384615384616,1.0485115390990287,2,4,0.8442453480358374,0.9648518263266713,0.7711820083682008,0.8356605800214822,0.9997427015364463,0.7632768361581922,1.123943661971831,invariant_summary_logit,0.18,120,0,invariant
0.18,924,0.8915230875258443,250,0,0.237012987012987,0.24577822990844353,0.9643367807689,0.48300869841734895,-11.603630575373323,0.5815384615384616,0.8873133797104154,2,4,0.8201240523776706,1.0130944176430048,0.7564084066753235,0.8400435255712732,0.9107501108195963,0.5378531073446328,1.2225352112676056,invariant_summary_logit,0.18,250,0,invariant
0.18,1113,1.073880082701585,500,0,0.2362982929020665,0.24577822990844353,0.961428898686802,0.48300869841734895,-8.186277308906972,0.6520572450805009,0.8200473252994971,1,4,0.9648518263266713,1.206064782908339,0.8148338201626274,0.8628158844765343,0.8992079429469857,0.5299435028248588,1.4354929577464788,invariant_summary_logit,0.18,500,0,invariant
0.18,495,0.4776016540317023,250,3,0.24444444444444444,0.24577822990844353,0.9945732155997057,0.48300869841734895,-13.818534963111263,0.5851505016722408,1.0472773694476802,3,4,0.43900758097863546,0.5354927636113026,0.7792997137194451,0.6693877551020408,0.9850628752784655,0.29265536723163843,0.6388732394366197,invariant_summary_logit,0.18,250,3,invariant
0.2,1354,1.306409372846313,0,0,0.2311669128508124,0.24577822990844353,0.9405508084948203,0.48300869841734895,-8.501555875042984,0.6733874820831343,0.8072152347061057,1,4,1.1674707098552723,1.5389386629910407,0.8589336425198703,0.899184581171238,0.8726575615026742,0.38361581920903953,1.8864406779661018,invariant_summary_logit,0.2,0,0,invariant
0.2,1022,0.9860785665058581,120,0,0.23776908023483365,0.24577822990844353,0.9674131037700393,0.48300869841734895,-7.883735845502906,0.5725571725571725,1.0284812057883848,2,4,0.9262577532736045,1.0758097863542384,0.7863032242185577,0.8485742379547689,0.9761070603982338,0.8515068493150684,1.1752112676056339,invariant_summary_logit,0.2,120,0,invariant
0.2,1026,0.9899379738111647,250,0,0.23391812865497075,0.24577822990844353,0.9517447039231633,0.48300869841734895,-11.265447941254262,0.5975409836065574,0.8653402708649751,2,4,0.8828394210889042,1.1578221915920055,0.7967534885758725,0.8530852105778648,0.9023715081018666,0.5971751412429379,1.3447887323943661,invariant_summary_logit,0.2,250,0,invariant
0.2,1235,1.191592005513439,500,0,0.2340080971659919,0.24577822990844353,0.9521107595785184,0.48300869841734895,-8.946370599859316,0.6794154228855721,0.8181860916208779,1,4,1.0854583046175053,1.312198483804273,0.8503610331373692,0.8829268292682927,0.8923349814173739,0.6169491525423729,1.5977401129943503,invariant_summary_logit,0.2,500,0,invariant
0.2,546,0.5268090971743625,250,3,0.2454212454212454,0.24577822990844353,0.9985475341435607,0.48300869841734895,-13.149130971657025,0.6579692307692308,0.9819455720926853,1,4,0.46312887663680224,0.5982081323225362,0.7986350895722468,0.6839186691312384,0.9822947323660418,0.3361581920903955,0.7019718309859155,invariant_summary_logit,0.2,250,3,invariant
0.22,1437,1.3864920744314266,0,0,0.22755741127348644,0.24577822990844353,0.9258647983519751,0.48300869841734895,-8.728135968230951,0.6642463358881269,0.7872758940876918,1,4,1.2398345968297726,1.6257753273604412,0.8255963106618209,0.9064245810055865,0.8559072198616033,0.43898305084745765,1.993220338983051,invariant_summary_logit,0.22,0,0,invariant
0.22,1106,1.0671261199172983,120,0,0.23779385171790235,0.24577822990844353,0.9675138917164653,0.48300869841734895,-6.802177094744985,0.6307692307692307,1.0170860084258333,2,4,1.0179186767746382,1.1481736733287389,0.7781295940291757,0.8637602179836512,0.9778907173106298,0.932054794520548,1.2619718309859154,invariant_summary_logit,0.22,120,0,invariant
0.22,1117,1.077739490006892,250,0,0.23455684870188004,0.24577822990844353,0.9543434696769374,0.48300869841734895,-10.585446352338128,0.6531884472404919,0.8771222220618162,1,4,0.9648518263266713,1.2687801516195727,0.8107298036691342,0.862410071942446,0.9195301418643014,0.6604519774011299,1.4591549295774648,invariant_summary_logit,0.22,250,0,invariant
0.22,1341,1.2938662991040661,500,0,0.23117076808351977,0.24577822990844353,0.9405664943133276,0.48300869841734895,-8.850653483155588,0.7056036678553235,0.8173048560190358,1,4,1.1722949689869056,1.4424534803583735,0.8420254999505815,0.8892215568862275,0.8935753240289704,0.707909604519774,1.6997183098591548,invariant_summary_logit,0.22,500,0,invariant
0.22,587,0.566368022053756,250,3,0.2453151618398637,0.24577822990844353,0.9981159109626906,0.48300869841734895,-10.78281508931306,0.72,0.9312168744186179,1,4,0.5017229496898691,0.6464507236388698,0.7711820083682008,0.7027491408934707,0.9750571828884211,0.36779661016949156,0.7532394366197184,invariant_summary_logit,0.22,250,3,invariant
0.25,1563,1.5080634045485874,0,0,0.22776711452335252,0.24577822990844353,0.9267180197700974,0.48300869841734895,-8.643535016928814,0.6283921302578018,0.7968024756142734,1,4,1.3266712611991731,1.6836664369400414,0.7807673214665627,0.9107830551989731,0.8517693281095348,0.5220338983050847,2.149295774647887,invariant_summary_logit,0.25,0,0,invariant
0.25,1259,1.2147484493452791,120,0,0.24066719618745036,0.24577822990844353,0.979204693097118,0.48300869841734895,-5.734167204734213,0.6549129702414375,0.997231346072387,2,4,1.1433494141971055,1.2977257064093728,0.8225941422594143,0.8803827751196173,0.985542113794751,1.050958904109589,1.4197183098591548,invariant_summary_logit,0.25,120,0,invariant
0.25,1265,1.2205375603032391,250,0,0.23478260869565218,0.24577822990844353,0.9552620213072273,0.48300869841734895,-9.750861181427718,0.7108407430930453,0.8341049205684434,1,4,1.0902825637491387,1.4038594073053068,0.8088268762801772,0.873015873015873,0.9132954645903015,0.7435028248587571,1.6169014084507043,invariant_summary_logit,0.25,250,0,invariant
0.25,1532,1.4781529979324604,500,0,0.22715404699738903,0.24577822990844353,0.9242236266491449,0.48300869841734895,-8.640873085124731,0.7214574898785424,0.8197023855172401,1,4,1.3459682977257064,1.6305995864920746,0.8143129931762657,0.899803536345776,0.8913497852813945,0.8898305084745763,1.9141242937853107,invariant_summary_logit,0.25,500,0,invariant
0.25,655,0.6319779462439697,250,3,0.2366412213740458,0.24577822990844353,0.9628241747131085,0.48300869841734895,-11.36749452372645,0.684387468597606,0.8534583571598521,1,4,0.5740868366643694,0.7043418332184701,0.7390494246861925,0.7276923076923076,0.9185546958418639,0.39943502824858756,0.8321126760563381,invariant_summary_logit,0.25,250,3,invariant
0.3,1787,1.7241902136457614,0,0,0.22887520984890877,0.24577822990844353,0.9312265367610817,0.48300869841734895,-9.30886324229907,0.662098987819523,0.8086115326142528,1,4,1.5389386629910407,1.9248793935217092,0.8320252385349338,0.9158249158249159,0.8656968953903701,0.6881355932203389,2.468732394366197,invariant_summary_logit,0.3,0,0,invariant
0.3,1494,1.441488628532047,120,0,0.23560910307898258,0.24577822990844353,0.9586247861201982,0.48300869841734895,-6.017158428904654,0.7180581613508443,0.9393760791215802,1,4,1.3990351481736734,1.5099931082012406,0.8422465620403559,0.8871725990597716,0.9650528719958241,1.2580821917808218,1.660281690140845,invariant_summary_logit,0.3,120,0,invariant
0.3,1505,1.4521019986216404,250,0,0.23189368770764118,0.24577822990844353,0.9435078436118017,0.48300869841734895,-8.547755698932315,0.7649301706938595,0.8467231502617145,1,4,1.3218470020675397,1.6450723638869746,0.8621691181756748,0.8953333333333333,0.9181966511365852,0.9451977401129943,1.8969014084507043,invariant_summary_logit,0.3,250,0,invariant
0.3,1775,1.7126119917298415,500,0,0.2315492957746479,0.24577822990844353,0.9421066131890682,0.48300869841734895,-7.6707222992330495,0.721978021978022,0.8992355452267096,1,4,1.5678842177808407,1.881461061337009,0.8558782983045929,0.9084745762711864,0.9317057192361852,1.1389830508474577,2.204507042253521,invariant_summary_logit,0.3,500,0,invariant
0.3,767,0.740041350792557,250,3,0.22946544980443284,0.24577822990844353,0.9336280511496585,0.48300869841734895,-10.272331046495955,0.6737924865831842,0.8471733779877875,1,4,0.6898690558235699,0.8008270158511371,0.774520458620877,0.7677165354330708,0.9131785539145806,0.5141242937853108,0.9622535211267604,invariant_summary_logit,0.3,250,3,invariant
0.35,2021,1.9499655410062027,0,0,0.23057892132607619,0.24577822990844353,0.9381584423159475,0.48300869841734895,-7.731333783458755,0.7547128927410618,0.8818059276427054,1,4,1.7222605099931083,2.1853893866299106,0.8828346223743714,0.9216269841269841,0.9091342963469615,1.0045197740112994,2.780281690140845,invariant_summary_logit,0.35,0,0,invariant
0.35,1728,1.6672639558924882,120,0,0.2309027777777778,0.24577822990844353,0.9394761198491539,0.48300869841734895,-7.385875770571062,0.7091932457786116,0.8970230978901381,1,4,1.6016540317022743,1.717436250861475,0.8081203450349084,0.905977945443993,0.9429037954960795,1.4153424657534246,1.904788732394366,invariant_summary_logit,0.35,120,0,invariant
0.35,1735,1.6740179186767747,250,0,0.22881844380403457,0.24577822990844353,0.9309955722655877,0.48300869841734895,-7.398280223031456,0.7363636363636363,0.8559801968978109,1,4,1.5341144038594074,1.8187456926257755,0.8633641143247497,0.9069364161849711,0.9148864341984522,1.1310734463276837,2.149295774647887,invariant_summary_logit,0.35,250,0,invariant
0.35,2023,1.9518952446588562,500,0,0.22837370242214533,0.24577822990844353,0.9291860491761956,0.48300869841734895,-7.369893891407155,0.7369082840236686,0.8881685248372817,1,4,1.7898001378359754,2.1178497587870435,0.8664379924813627,0.9182358771060456,0.9154622717382871,1.396045197740113,2.543661971830986,invariant_summary_logit,0.35,500,0,invariant
0.35,864,0.8336319779462441,250,3,0.2199074074074074,0.24577822990844353,0.8947391617610989,0.48300869841734895,-10.014400225252196,0.6198485452371463,0.8771130303538488,1,4,0.7815299793246038,0.8828394210889042,0.737006312428955,0.789289871944121,0.8914285803924498,0.5932203389830508,1.0687323943661973,invariant_summary_logit,0.35,250,3,invariant
0.4,2199,2.12170916609235,0,0,0.23101409731696226,0.24577822990844353,0.9399290466166139,0.48300869841734895,-6.554532225602724,0.7706477732793522,0.9267667069337417,1,4,1.9248793935217092,2.310820124052378,0.8941240676732763,0.9302643573381951,0.9252402547103693,1.1903954802259888,3.009014084507042,invariant_summary_logit,0.4,0,0,invariant
0.4,1956,1.887250172294969,120,0,0.22955010224948874,0.24577822990844353,0.9339724772816533,0.48300869841734895,-6.248514481104588,0.7622106049290515,0.8942802796567679,1,4,1.852515506547209,1.9490006891798761,0.8647784572470766,0.9138903126601743,0.9372405629841094,1.5802739726027397,2.1414084507042253,invariant_summary_logit,0.4,120,0,invariant
0.4,1966,1.8968986905582357,250,0,0.2299084435401831,0.24577822990844353,0.935430463576159,0.48300869841734895,-6.702272601982903,0.7310769230769231,0.9060332777090992,1,4,1.746381805651275,2.0599586492074433,0.8708585944838187,0.9138194798572157,0.9263467477049179,1.3248587570621468,2.4332394366197185,invariant_summary_logit,0.4,250,0,invariant
