regime,horizon_lift_min,horizon_lift_mean,horizon_corridor_lift_min,symmetric_benefit_min,future_benefit_min,signal_count_min,signal_count_max
post_svo_2022,1.5329016221873364,1.635469779444032,1.486175115207373,8.570757779587854,106.15833245603714,280,280
pre_svo_2022,1.4712643678160922,1.6909400172240994,1.3333333333333333,22.538917433462498,93.492120707524,45,45
