c,horizon,feature,coefficient
0.02,3,month_3,-0.10560539463549551
0.02,3,month_4,-0.2496909081422456
0.02,3,month_5,-0.0013131300748477205
0.02,3,month_6,0.1634491660930208
0.02,3,month_7,0.27701781377485524
0.02,3,month_8,-0.17799565937383496
0.02,3,month_9,-0.1014203495129402
0.02,3,month_10,-0.01848905024684372
0.02,3,month_11,-0.10307589091198206
0.02,3,dom_bin_0,0.1448221109854624
0.02,3,dom_bin_1,-0.28706190645883195
0.02,3,dom_bin_2,0.036620453605560856
0.02,3,dom_bin_3,0.10526875457134564
0.02,3,dow_sin,-0.03043164666932421
0.02,3,dow_cos,0.02056175113216527
0.02,3,dom_sin,0.011406671414345397
0.02,3,dom_cos,0.05693197041041009
0.02,3,month_sin,-0.055202626053899674
0.02,3,month_cos,0.014567907482533409
0.02,3,days_to_month_end,-0.006346603706266946
0.02,3,month_end_3d,-0.2864080492002183
0.02,3,month_start_3d,0.16998152471469857
0.02,3,payday_exact,-0.10858192366234773
0.02,3,new_year_season,0.02964696592075761
0.02,3,quarter_end_5d,0.0837873951763199
0.02,3,currency_0_dow_0,0.0
0.02,3,currency_1_dow_0,0.0
0.02,3,currency_2_dow_0,0.0
0.02,3,currency_3_dow_0,0.0
0.02,3,currency_4_dow_0,0.0
0.02,3,currency_0_dow_1,0.012875631973492152
0.02,3,currency_1_dow_1,-0.023594622650583152
0.02,3,currency_2_dow_1,-0.007213883057063584
0.02,3,currency_3_dow_1,-0.004285021131801805
0.02,3,currency_4_dow_1,-0.0018263915942181856
0.02,3,currency_0_dow_2,0.037685411274753736
0.02,3,currency_1_dow_2,0.010624133856330988
0.02,3,currency_2_dow_2,-0.01958935020243056
0.02,3,currency_3_dow_2,0.0563167608661695
0.02,3,currency_4_dow_2,-0.0487402267370059
0.02,3,currency_0_dow_3,0.007356609465983494
0.02,3,currency_1_dow_3,0.02473627247262481
0.02,3,currency_2_dow_3,0.016899317819035486
0.02,3,currency_3_dow_3,-0.024514399972204313
0.02,3,currency_4_dow_3,-0.05817794491338204
0.02,3,currency_0_dow_4,-0.03964983488901993
0.02,3,currency_1_dow_4,-0.00034672134267879634
0.02,3,currency_2_dow_4,0.021227016702156997
0.02,3,currency_3_dow_4,-0.00493988292387828
0.02,3,currency_4_dow_4,0.0008190845425874499
0.02,3,currency_0_dow_5,-0.004054991140618033
0.02,3,currency_1_dow_5,-0.05317247338280871
0.02,3,currency_2_dow_5,0.01875686466963825
0.02,3,currency_3_dow_5,0.014115189041051366
0.02,3,currency_4_dow_5,0.06546847120828603
0.02,3,currency_0_dow_6,-0.02084552179609514
0.02,3,currency_1_dow_6,0.023512731764993067
0.02,3,currency_2_dow_6,-0.0005893153655652772
0.02,3,currency_3_dow_6,-0.0010193666502052421
0.02,3,currency_4_dow_6,0.0018158647959894245
0.02,3,currency_0_dom_bin_0,0.05511320029483243
0.02,3,currency_1_dom_bin_0,0.1040502720452316
0.02,3,currency_2_dom_bin_0,0.0012472093150733422
0.02,3,currency_3_dom_bin_0,-0.03125086742358056
0.02,3,currency_4_dom_bin_0,0.015662296753906218
0.02,3,currency_0_dom_bin_1,-0.04537300064613136
0.02,3,currency_1_dom_bin_1,-0.08571897316851872
0.02,3,currency_2_dom_bin_1,-0.03939910557409268
0.02,3,currency_3_dom_bin_1,-0.036430611783644276
0.02,3,currency_4_dom_bin_1,-0.08014021528644706
0.02,3,currency_0_dom_bin_2,-0.0789037169681451
0.02,3,currency_1_dom_bin_2,-0.06351264175303813
0.02,3,currency_2_dom_bin_2,0.013995225060864671
0.02,3,currency_3_dom_bin_2,0.06074687521355927
0.02,3,currency_4_dom_bin_2,0.10429471205231944
0.02,3,currency_0_dom_bin_3,0.06253082220793992
0.02,3,currency_1_dom_bin_3,0.026940663594204006
0.02,3,currency_2_dom_bin_3,0.05364732176392543
0.02,3,currency_3_dom_bin_3,0.042607883222797384
0.02,3,currency_4_dom_bin_3,-0.08045793621752155
0.02,5,currency_0,0.007722439225014569
0.02,5,currency_1,-0.03679966194581671
0.02,5,currency_2,0.008776682608086433
0.02,5,currency_3,0.037334955106586576
0.02,5,currency_4,-0.018869408364847223
0.02,5,dow_0,0.0
0.02,5,dow_1,-0.04450080273356882
0.02,5,dow_2,0.053695504349323735
0.02,5,dow_3,-0.003427361845146921
0.02,5,dow_4,-0.05630126348778266
0.02,5,dow_5,0.041986478357981735
0.02,5,dow_6,0.006712451988215725
0.02,5,month_0,0.20245638042261396
0.02,5,month_1,0.2502971817676744
0.02,5,month_2,-0.04534753976700173
0.02,5,month_3,-0.14753602214451933
0.02,5,month_4,-0.26762722592720034
0.02,5,month_5,0.011027944193039936
0.02,5,month_6,0.20373152439634137
0.02,5,month_7,0.3105335968586926
0.02,5,month_8,-0.18755926413660393
0.02,5,month_9,-0.12915801421294423
0.02,5,month_10,-0.04718336961377045
0.02,5,month_11,-0.155470185207301
0.02,5,dom_bin_0,0.07545039866025645
0.02,5,dom_bin_1,-0.24783154335426785
0.02,5,dom_bin_2,0.017613769280058204
0.02,5,dom_bin_3,0.1529323820429761
0.02,5,dow_sin,-0.005683554277054369
0.02,5,dow_cos,0.008961735697619046
0.02,5,dom_sin,-0.061094744590141296
0.02,5,dom_cos,0.05243660972207989
0.02,5,month_sin,-0.03299816321647482
0.02,5,month_cos,-0.01630522555294632
0.02,5,days_to_month_end,0.0005277310613721526
0.02,5,month_end_3d,-0.20747342438577424
0.02,5,month_start_3d,0.21426578544488126
0.02,5,payday_exact,-0.1378831615321396
0.02,5,new_year_season,0.04698619521531202
0.02,5,quarter_end_5d,0.13693016364623833
0.02,5,currency_0_dow_0,0.0
0.02,5,currency_1_dow_0,0.0
0.02,5,currency_2_dow_0,0.0
0.02,5,currency_3_dow_0,0.0
0.02,5,currency_4_dow_0,0.0
0.02,5,currency_0_dow_1,0.005167932893248717
0.02,5,currency_1_dow_1,0.0020941693307761507
0.02,5,currency_2_dow_1,-0.024553900747289113
0.02,5,currency_3_dow_1,0.0013331673047656699
0.02,5,currency_4_dow_1,-0.02854217151507088
0.02,5,currency_0_dow_2,0.04540609828786318
0.02,5,currency_1_dow_2,-0.026905292052926372
0.02,5,currency_2_dow_2,0.00969940223068692
0.02,5,currency_3_dow_2,0.024767055039453995
0.02,5,currency_4_dow_2,0.0007282408442458346
0.02,5,currency_0_dow_3,-0.012493362761444594
0.02,5,currency_1_dow_3,-0.004940575609945392
0.02,5,currency_2_dow_3,0.03202918810439408
0.02,5,currency_3_dow_3,-0.008434012357755786
0.02,5,currency_4_dow_3,-0.009588599220395485
0.02,5,currency_0_dow_4,-0.041525912918389994
0.02,5,currency_1_dow_4,-0.017792604539972993
0.02,5,currency_2_dow_4,-0.020373515668484585
0.02,5,currency_3_dow_4,0.004722647466678392
0.02,5,currency_4_dow_4,0.018668122172385955
0.02,5,currency_0_dow_5,0.04338074634103054
0.02,5,currency_1_dow_5,-0.021192952084129454
0.02,5,currency_2_dow_5,0.023294707526782338
0.02,5,currency_3_dow_5,0.00661602576611364
0.02,5,currency_4_dow_5,-0.01011204919181594
0.02,5,currency_0_dow_6,-0.03221306261729332
0.02,5,currency_1_dow_6,0.03193759301038173
0.02,5,currency_2_dow_6,-0.01131919883800535
0.02,5,currency_3_dow_6,0.008330071887328747
0.02,5,currency_4_dow_6,0.009977048545804102
0.02,5,currency_0_dom_bin_0,0.06755449119459157
0.02,5,currency_1_dom_bin_0,0.02732754957627833
0.02,5,currency_2_dom_bin_0,-0.020521143328037367
0.02,5,currency_3_dom_bin_0,-0.047061272432360954
0.02,5,currency_4_dom_bin_0,0.04815077364978456
0.02,5,currency_0_dom_bin_1,-0.05494791047276553
0.02,5,currency_1_dom_bin_1,-0.06938678834940194
0.02,5,currency_2_dom_bin_1,0.014915162993957037
0.02,5,currency_3_dom_bin_1,-0.027606909945579614
0.02,5,currency_4_dom_bin_1,-0.11080509758047855
0.02,5,currency_0_dom_bin_2,-0.07892365717123927
0.02,5,currency_1_dom_bin_2,-0.06701207006097012
0.02,5,currency_2_dom_bin_2,-0.017221011629204083
0.02,5,currency_3_dom_bin_2,0.05759272666253789
0.02,5,currency_4_dom_bin_2,0.12317778147893352
0.02,5,currency_0_dom_bin_3,0.0740395156744274
0.02,5,currency_1_dom_bin_3,0.0722716468882767
0.02,5,currency_2_dom_bin_3,0.03160367457136906
0.02,5,currency_3_dom_bin_3,0.05441041082198794
0.02,5,currency_4_dom_bin_3,-0.07939286591308642
0.02,10,currency_0,-0.00651324006201884
0.02,10,currency_1,-0.05317111417609674
0.02,10,currency_2,-0.0013393974083939835
0.02,10,currency_3,0.06014274908757324
0.02,10,currency_4,-0.008108993837729093
0.02,10,dow_0,0.0
0.02,10,dow_1,-0.00434044043204853
0.02,10,dow_2,0.03355862307127867
0.02,10,dow_3,-0.030360249629729524
0.02,10,dow_4,-0.03484448948476571
0.02,10,dow_5,0.0845832843877955
0.02,10,dow_6,-0.057586724309195404
0.02,10,month_0,0.2349803361520252
0.02,10,month_1,0.32481468984797485
0.02,10,month_2,-0.06948929563975749
0.02,10,month_3,-0.19794938447548754
0.02,10,month_4,-0.3547842905884611
0.02,10,month_5,0.15836259774874603
0.02,10,month_6,0.23900566650215033
0.02,10,month_7,0.3003242182546382
0.02,10,month_8,-0.267872698637793
0.02,10,month_9,-0.2205075682409942
0.02,10,month_10,0.0014878315349136676
0.02,10,month_11,-0.15736209885462155
0.02,10,dom_bin_0,0.08682191674883413
0.02,10,dom_bin_1,-0.2531459755389226
0.02,10,dom_bin_2,0.03319867358370898
0.02,10,dom_bin_3,0.12413538880971567
0.02,10,dow_sin,-0.006170105171347687
0.02,10,dow_cos,-0.006152564009789323
0.02,10,dom_sin,-0.12869731896655376
0.02,10,dom_cos,0.009888594164331794
0.02,10,month_sin,0.055930128584486795
0.02,10,month_cos,0.021086199427251956
0.02,10,days_to_month_end,-0.0032355588280079013
0.02,10,month_end_3d,-0.16837579674181966
0.02,10,month_start_3d,0.16231304376265868
0.02,10,payday_exact,-0.12760886656519088
0.02,10,new_year_season,0.07761823729740384
0.02,10,quarter_end_5d,0.15285293891026974
0.02,10,currency_0_dow_0,0.0
0.02,10,currency_1_dow_0,0.0
0.02,10,currency_2_dow_0,0.0
0.02,10,currency_3_dow_0,0.0
0.02,10,currency_4_dow_0,0.0
0.02,10,currency_0_dow_1,0.034409443718099626
0.02,10,currency_1_dow_1,-0.0213028985208872
0.02,10,currency_2_dow_1,-0.023616229532572957
0.02,10,currency_3_dow_1,0.02321348640763018
0.02,10,currency_4_dow_1,-0.017044242504318137
0.02,10,currency_0_dow_2,0.04069051653508698
0.02,10,currency_1_dow_2,0.0266522394443865
0.02,10,currency_2_dow_2,-0.024508692006797405
0.02,10,currency_3_dow_2,0.03619445304430994
0.02,10,currency_4_dow_2,-0.045469893945707086
0.02,10,currency_0_dow_3,0.00987843975930266
0.02,10,currency_1_dow_3,-0.03465061478721953
0.02,10,currency_2_dow_3,0.01778073890983787
0.02,10,currency_3_dow_3,-0.02035261102070562
0.02,10,currency_4_dow_3,-0.003016202490944429
0.02,10,currency_0_dow_4,-0.061853479182879034
0.02,10,currency_1_dow_4,-0.021310074389097645
0.02,10,currency_2_dow_4,0.01131224306477026
0.02,10,currency_3_dow_4,0.00954175552381378
0.02,10,currency_4_dow_4,0.02746506549862674
0.02,10,currency_0_dow_5,-0.005381643322689481
0.02,10,currency_1_dow_5,-0.0009185033995043328
0.02,10,currency_2_dow_5,0.020392726302421976
0.02,10,currency_3_dow_5,0.016080017721454124
0.02,10,currency_4_dow_5,0.05441068708611314
0.02,10,currency_0_dow_6,-0.024256517568939116
0.02,10,currency_1_dow_6,-0.001641262523773591
0.02,10,currency_2_dow_6,-0.0027001841460532736
0.02,10,currency_3_dow_6,-0.004534352588930633
0.02,10,currency_4_dow_6,-0.024454407481498512
0.02,10,currency_0_dom_bin_0,0.056721837625590535
0.02,10,currency_1_dom_bin_0,-0.027184885480136128
0.02,10,currency_2_dom_bin_0,0.011665131661629873
0.02,10,currency_3_dom_bin_0,0.005510204179720985
0.02,10,currency_4_dom_bin_0,0.04010962876203002
0.02,10,currency_0_dom_bin_1,-0.1018077205938365
0.02,10,currency_1_dom_bin_1,-0.06398893547219532
0.02,10,currency_2_dom_bin_1,-0.000915296906844395
0.02,10,currency_3_dom_bin_1,-0.03670316052201567
0.02,10,currency_4_dom_bin_1,-0.04973086204403176
0.02,10,currency_0_dom_bin_2,-0.057195672209714554
0.02,10,currency_1_dom_bin_2,-0.048268536921584185
0.02,10,currency_2_dom_bin_2,0.008936269393247745
0.02,10,currency_3_dom_bin_2,0.02935730214568814
0.02,10,currency_4_dom_bin_2,0.1003693111760717
0.02,10,currency_0_dom_bin_3,0.09576831511594233
0.02,10,currency_1_dom_bin_3,0.0862712436978184
0.02,10,currency_2_dom_bin_3,-0.021025501556426626
0.02,10,currency_3_dom_bin_3,0.06197840328417891
0.02,10,currency_4_dom_bin_3,-0.0988570717317969
0.02,20,currency_0,0.01195572930358404
0.02,20,currency_1,-0.057871952378347566
0.02,20,currency_2,0.001248430886256347
0.02,20,currency_3,0.07792096982329982
0.02,20,currency_4,-0.045502010181400425
0.02,20,dow_0,0.0
0.02,20,dow_1,0.010955406681677922
0.02,20,dow_2,0.005406502396193514
0.02,20,dow_3,-0.02429687037772529
0.02,20,dow_4,-0.008142232457184383
0.02,20,dow_5,0.07348728734437306
0.02,20,dow_6,-0.06965892613394138
0.02,20,month_0,0.16040564003429508
0.02,20,month_1,0.2385691649850921
0.02,20,month_2,-0.006485333992420145
0.02,20,month_3,-0.2621590171584458
0.02,20,month_4,-0.3068135264572078
0.02,20,month_5,0.31387208997518445
0.02,20,month_6,0.2122083627588472
0.02,20,month_7,0.16377590302925643
0.02,20,month_8,-0.36739281730118656
0.02,20,month_9,-0.10634460499897276
0.02,20,month_10,0.018909923887118447
0.02,20,month_11,-0.07079461730816813
0.02,20,dom_bin_0,0.07523878963563636
0.02,20,dom_bin_1,-0.15666152533187302
0.02,20,dom_bin_2,0.007030738458272611
0.02,20,dom_bin_3,0.062143164691357076
0.02,20,dow_sin,-0.01035626637224132
0.02,20,dow_cos,-0.024929943933994187
0.02,20,dom_sin,-0.1316232175923652
0.02,20,dom_cos,-0.01778855292422121
0.02,20,month_sin,0.10438583826802941
0.02,20,month_cos,0.02315447330671309
0.02,20,days_to_month_end,-0.002383671372879451
0.02,20,month_end_3d,-0.07005973500390088
0.02,20,month_start_3d,0.21647079674630476
0.02,20,payday_exact,-0.021229144494300523
0.02,20,new_year_season,0.08961102272612693
0.02,20,quarter_end_5d,0.06987953134554901
0.02,20,currency_0_dow_0,0.0
0.02,20,currency_1_dow_0,0.0
0.02,20,currency_2_dow_0,0.0
0.02,20,currency_3_dow_0,0.0
0.02,20,currency_4_dow_0,0.0
0.02,20,currency_0_dow_1,0.04514266458505442
0.02,20,currency_1_dow_1,0.005611537792609571
0.02,20,currency_2_dow_1,-0.0110924032134462
0.02,20,currency_3_dow_1,0.011739859234077402
0.02,20,currency_4_dow_1,-0.040446251716616866
0.02,20,currency_0_dow_2,0.0532624564369224
0.02,20,currency_1_dow_2,-0.0035934316864388916
0.02,20,currency_2_dow_2,-0.0427600690729212
0.02,20,currency_3_dow_2,0.05813062623317851
0.02,20,currency_4_dow_2,-0.059633079514547174
0.02,20,currency_0_dow_3,0.012101599256456118
0.02,20,currency_1_dow_3,-0.025926816607708538
0.02,20,currency_2_dow_3,0.008173082805065759
0.02,20,currency_3_dow_3,-0.012001806663948449
0.02,20,currency_4_dow_3,-0.0066429291675901446
0.02,20,currency_0_dow_4,-0.07655872517374218
0.02,20,currency_1_dow_4,-0.03113734136823008
0.02,20,currency_2_dow_4,0.05180388800248113
0.02,20,currency_3_dow_4,0.02975588516125093
0.02,20,currency_4_dow_4,0.01799406092105547
0.02,20,currency_0_dow_5,-0.003433634886664649
0.02,20,currency_1_dow_5,-0.007689060512166845
0.02,20,currency_2_dow_5,0.013321475044614641
0.02,20,currency_3_dow_5,0.010359220959650042
0.02,20,currency_4_dow_5,0.060929286738940255
0.02,20,currency_0_dow_6,-0.01855863091444257
0.02,20,currency_1_dow_6,0.004863160003587584
0.02,20,currency_2_dow_6,-0.018197542679537552
0.02,20,currency_3_dow_6,-0.020062815100908366
0.02,20,currency_4_dow_6,-0.017703097442640658
0.02,20,currency_0_dom_bin_0,0.05912032052991446
0.02,20,currency_1_dom_bin_0,-0.06053529524361518
0.02,20,currency_2_dom_bin_0,0.005415100045101794
0.02,20,currency_3_dom_bin_0,-0.009117555745960423
0.02,20,currency_4_dom_bin_0,0.08035622005019519
0.02,20,currency_0_dom_bin_1,-0.10108010680831442
0.02,20,currency_1_dom_bin_1,0.012795511773204288
0.02,20,currency_2_dom_bin_1,0.03436417462025442
0.02,20,currency_3_dom_bin_1,-0.015796500217461727
0.02,20,currency_4_dom_bin_1,-0.08694460469955559
0.02,20,currency_0_dom_bin_2,-0.05808811168635074
0.02,20,currency_1_dom_bin_2,-0.024378834156437556
0.02,20,currency_2_dom_bin_2,-0.024071180159158923
0.02,20,currency_3_dom_bin_2,0.018741426813262314
0.02,20,currency_4_dom_bin_2,0.0948274376469578
0.02,20,currency_0_dom_bin_3,0.112003627268334
0.02,20,currency_1_dom_bin_3,0.014246665248501066
0.02,20,currency_2_dom_bin_3,-0.014459663619940714
0.02,20,currency_3_dom_bin_3,0.08409359897345937
0.02,20,currency_4_dom_bin_3,-0.1337410631789967
0.1,1,currency_0,0.001086622721498807
0.1,1,currency_1,-0.031416312718462694
0.1,1,currency_2,0.03002276582285099
0.1,1,currency_3,0.03663277644049679
0.1,1,currency_4,-0.003627434369503727
0.1,1,dow_0,0.0
0.1,1,dow_1,-0.07965216619125161
0.1,1,dow_2,0.11010592052594771
0.1,1,dow_3,-0.041006503090810394
0.1,1,dow_4,-0.03462129488426277
0.1,1,dow_5,0.029268605821536113
0.1,1,dow_6,0.04860385571573133
0.1,1,month_0,0.09706211561310309
0.1,1,month_1,0.1342437737703253
0.1,1,month_2,-0.024456745201492325
0.1,1,month_3,-0.048093881403454754
0.1,1,month_4,-0.12193307045305794
0.1,1,month_5,-0.0780101530222584
0.1,1,month_6,0.1343365371055991
0.1,1,month_7,0.2582896000482825
0.1,1,month_8,-0.15360489755445592
0.1,1,month_9,-0.11833564253865256
0.1,1,month_10,0.04200495717071319
0.1,1,month_11,-0.08880417563776614
0.1,1,dom_bin_0,0.07254169151700907
0.1,1,dom_bin_1,-0.19334126616721384
0.1,1,dom_bin_2,0.16785397294341342
0.1,1,dom_bin_3,-0.014355980396324197
0.1,1,dow_sin,-0.024234482651107503
0.1,1,dow_cos,0.017766235767407452
0.1,1,dom_sin,0.1994742107591394
0.1,1,dom_cos,0.15897511210528376
0.1,1,month_sin,-0.01651305593426985
0.1,1,month_cos,-0.007506063992421571
0.1,1,days_to_month_end,-0.026300246726139485
0.1,1,month_end_3d,-0.39382749017173335
0.1,1,month_start_3d,0.5099201437011844
0.1,1,payday_exact,-0.08332359191590571
0.1,1,new_year_season,0.008257939975339454
0.1,1,quarter_end_5d,0.08921706272643878
0.1,1,currency_0_dow_0,0.0
0.1,1,currency_1_dow_0,0.0
0.1,1,currency_2_dow_0,0.0
0.1,1,currency_3_dow_0,0.0
0.1,1,currency_4_dow_0,0.0
0.1,1,currency_0_dow_1,0.021568453246664798
0.1,1,currency_1_dow_1,-0.15158876396309573
0.1,1,currency_2_dow_1,-0.005622083778164115
0.1,1,currency_3_dow_1,0.036660914476199666
0.1,1,currency_4_dow_1,0.019329313827136475
0.1,1,currency_0_dow_2,0.04702205954461917
0.1,1,currency_1_dow_2,0.060388436612133674
0.1,1,currency_2_dow_2,0.01911505219231278
0.1,1,currency_3_dow_2,0.059530212399667944
0.1,1,currency_4_dow_2,-0.07594984022279293
0.1,1,currency_0_dow_3,0.02763549503405091
0.1,1,currency_1_dow_3,0.05055091577089769
0.1,1,currency_2_dow_3,0.018319765181686397
0.1,1,currency_3_dow_3,-0.024815910292027957
0.1,1,currency_4_dow_3,-0.11269676878541564
0.1,1,currency_0_dow_4,-0.03343017476177168
0.1,1,currency_1_dow_4,0.08079028279177386
0.1,1,currency_2_dow_4,0.011770576348726546
0.1,1,currency_3_dow_4,0.02385845539840295
0.1,1,currency_4_dow_4,-0.11761043466139351
0.1,1,currency_0_dow_5,0.04789025072509598
0.1,1,currency_1_dow_5,-0.06944074294476923
0.1,1,currency_2_dow_5,0.0012093165823021514
0.1,1,currency_3_dow_5,-0.04243719704893564
0.1,1,currency_4_dow_5,0.09204697850784176
0.1,1,currency_0_dow_6,-0.1095994610671597
0.1,1,currency_1_dow_6,-0.0021164409854051536
0.1,1,currency_2_dow_6,-0.01476986070400982
0.1,1,currency_3_dow_6,-0.01616369849281576
0.1,1,currency_4_dow_6,0.19125331696511483
0.1,1,currency_0_dom_bin_0,0.011736235050767358
0.1,1,currency_1_dom_bin_0,0.054679132621941795
0.1,1,currency_2_dom_bin_0,0.023737320358731016
0.1,1,currency_3_dom_bin_0,0.007845612565650055
0.1,1,currency_4_dom_bin_0,-0.025456609080074327
0.1,1,currency_0_dom_bin_1,-0.05909029323103223
0.1,1,currency_1_dom_bin_1,-0.05101691351624909
0.1,1,currency_2_dom_bin_1,-0.03948846701768515
0.1,1,currency_3_dom_bin_1,-0.02890832712668624
0.1,1,currency_4_dom_bin_1,-0.01483726527555678
0.1,1,currency_0_dom_bin_2,-0.02163561828152399
0.1,1,currency_1_dom_bin_2,-0.052447124897073795
0.1,1,currency_2_dom_bin_2,0.03409282190581983
0.1,1,currency_3_dom_bin_2,0.06592675752526748
0.1,1,currency_4_dom_bin_2,0.14191713669092812
0.1,1,currency_0_dom_bin_3,0.07007629918328773
0.1,1,currency_1_dom_bin_3,0.01736859307292669
0.1,1,currency_2_dom_bin_3,0.011681090575989074
0.1,1,currency_3_dom_bin_3,-0.008231266523738059
0.1,1,currency_4_dom_bin_3,-0.10525069670479259
0.1,3,currency_0,-0.03341774429393252
0.1,3,currency_1,-0.031942735248983105
0.1,3,currency_2,0.0124702602941616
0.1,3,currency_3,0.018860743539965613
0.1,3,currency_4,-0.06262113866837897
0.1,3,dow_0,0.0
0.1,3,dow_1,-0.05329185073557724
0.1,3,dow_2,0.025705267486003186
0.1,3,dow_3,-0.04761572372032321
0.1,3,dow_4,-0.04031339436797313
0.1,3,dow_5,0.019867171660157237
0.1,3,dow_6,-0.001002084699446302
0.1,3,month_0,0.16585969300456807
0.1,3,month_1,0.2403752218508282
0.1,3,month_2,-0.04075104116347941
0.1,3,month_3,-0.1293348154793355
0.1,3,month_4,-0.31411243385135734
0.1,3,month_5,-0.01375540024046746
0.1,3,month_6,0.19772118314427964
0.1,3,month_7,0.33189471974212076
0.1,3,month_8,-0.23460241573539586
0.1,3,month_9,-0.12852179443174647
0.1,3,month_10,-0.03235957402457033
0.1,3,month_11,-0.13906395719263448
0.1,3,dom_bin_0,0.1474118507074009
0.1,3,dom_bin_1,-0.4116815359028662
0.1,3,dom_bin_2,0.027974512162491187
0.1,3,dom_bin_3,0.1396445586558201
0.1,3,dow_sin,-0.03835842572284422
0.1,3,dow_cos,0.035228859928947635
0.1,3,dom_sin,0.21314219729273515
0.1,3,dom_cos,0.029423758564640964
0.1,3,month_sin,-0.0600434094119417
0.1,3,month_cos,0.018162026682333438
0.1,3,days_to_month_end,-0.022715732838180396
0.1,3,month_end_3d,-0.533375773816039
0.1,3,month_start_3d,0.37281678181198524
0.1,3,payday_exact,-0.14224095682440274
0.1,3,new_year_season,0.02679573581194526
0.1,3,quarter_end_5d,0.132304222255109
0.1,3,currency_0_dow_0,0.0
0.1,3,currency_1_dow_0,0.0
0.1,3,currency_2_dow_0,0.0
0.1,3,currency_3_dow_0,0.0
0.1,3,currency_4_dow_0,0.0
0.1,3,currency_0_dow_1,0.022995086746676784
0.1,3,currency_1_dow_1,-0.044887568341293975
0.1,3,currency_2_dow_1,-0.01591938211442948
0.1,3,currency_3_dow_1,-0.011969977038998204
0.1,3,currency_4_dow_1,-0.00351000998753186
0.1,3,currency_0_dow_2,0.05688309906783541
0.1,3,currency_1_dow_2,0.003429796577244105
0.1,3,currency_2_dow_2,-0.03507144606175288
0.1,3,currency_3_dow_2,0.07374859787990028
0.1,3,currency_4_dow_2,-0.07328477997721997
0.1,3,currency_0_dow_3,0.01862028747107088
0.1,3,currency_1_dow_3,0.029539451812360475
0.1,3,currency_2_dow_3,0.02310888153044811
0.1,3,currency_3_dow_3,-0.03694960805462382
0.1,3,currency_4_dow_3,-0.08193473647958148
0.1,3,currency_0_dow_4,-0.05140986317921209
0.1,3,currency_1_dow_4,-0.008940539826659991
0.1,3,currency_2_dow_4,0.027475064117083725
0.1,3,currency_3_dow_4,-0.01018518060327965
0.1,3,currency_4_dow_4,0.002747125124092205
0.1,3,currency_0_dow_5,-0.005835724404839513
0.1,3,currency_1_dow_5,-0.0914974039951297
0.1,3,currency_2_dow_5,0.017377486327965715
0.1,3,currency_3_dow_5,0.010463169386929984
0.1,3,currency_4_dow_5,0.08935964434523237
0.1,3,currency_0_dow_6,-0.07467062999546464
0.1,3,currency_1_dow_6,0.08041352852449872
0.1,3,currency_2_dow_6,-0.004500343505154971
0.1,3,currency_3_dow_6,-0.006246258029957122
0.1,3,currency_4_dow_6,0.004001618306631204
0.1,3,currency_0_dom_bin_0,0.0656857036496642
0.1,3,currency_1_dom_bin_0,0.1379090116826204
0.1,3,currency_2_dom_bin_0,-0.011270553969531612
0.1,3,currency_3_dom_bin_0,-0.05744437740478814
0.1,3,currency_4_dom_bin_0,0.012532066749435779
0.1,3,currency_0_dom_bin_1,-0.0649144905021816
0.1,3,currency_1_dom_bin_1,-0.1210219800650712
0.1,3,currency_2_dom_bin_1,-0.05722341288740452
0.1,3,currency_3_dom_bin_1,-0.053357201779344034
0.1,3,currency_4_dom_bin_1,-0.11516445066886796
0.1,3,currency_0_dom_bin_2,-0.11388026103028301
0.1,3,currency_1_dom_bin_2,-0.08838406741428582
0.1,3,currency_2_dom_bin_2,0.013524957688715495
0.1,3,currency_3_dom_bin_2,0.07652837158021836
0.1,3,currency_4_dom_bin_2,0.1401855113381231
0.1,3,currency_0_dom_bin_3,0.07969130358887293
0.1,3,currency_1_dom_bin_3,0.03955430054775732
0.1,3,currency_2_dom_bin_3,0.06743926946238267
0.1,3,currency_3_dom_bin_3,0.053133951143885826
0.1,3,currency_4_dom_bin_3,-0.10017426608707444
0.1,5,currency_0,-0.01956740495505254
0.1,5,currency_1,-0.03172072686817491
0.1,5,currency_2,-0.0037900430183278313
0.1,5,currency_3,0.03685125550593148
0.1,5,currency_4,-0.02357816494347542
0.1,5,dow_0,0.0
0.1,5,dow_1,-0.06518177292477978
0.1,5,dow_2,0.051886312153921164
0.1,5,dow_3,-0.005877255294909551
0.1,5,dow_4,-0.06934050757261329
0.1,5,dow_5,0.026947848789518992
0.1,5,dow_6,0.019760290569771858
0.1,5,month_0,0.2683744937383016
0.1,5,month_1,0.32144934275559356
0.1,5,month_2,-0.0734953915635192
0.1,5,month_3,-0.1750807468973689
0.1,5,month_4,-0.3471540574054614
0.1,5,month_5,0.0038572703433697522
0.1,5,month_6,0.2620013024000632
0.1,5,month_7,0.3847161141171591
0.1,5,month_8,-0.2510825576235087
0.1,5,month_9,-0.15543854189805104
0.1,5,month_10,-0.056861915402231365
0.1,5,month_11,-0.22309039684343862
0.1,5,dom_bin_0,0.03781818940131619
0.1,5,dom_bin_1,-0.3651143286151398
0.1,5,dom_bin_2,0.03090225857463086
0.1,5,dom_bin_3,0.2545887963600967
0.1,5,dow_sin,-0.014561504989900095
0.1,5,dow_cos,0.02190677945613549
0.1,5,dom_sin,0.09698186967782503
0.1,5,dom_cos,0.008383125372474065
