candidate,period,horizon,n_scope,n_signals,frequency,corridor_frequency_min,corridor_frequency_max,hit_rate,pooled_random_day_rate,pooled_lift,matched_random_day_rate,case_lift,macro_corridor_year_lift,corridor_lift_min,symmetric_benefit_bps,future_only_benefit_bps
resolved_error_router,combined_2025_2026,3,2020,565,1.33389544688027,1.3220910623946038,1.345699831365936,0.5805309734513274,0.3306930693069307,1.7554978538498223,0.33697806973804595,1.722755946411024,1.7302915104490075,1.5849567099567101,15.047552437581949,68.98259972030736
primary,retrospective_2025,5,1235,331,1.3053521126760563,1.2225352112676056,1.3408450704225352,0.4078549848942598,0.22186234817813766,1.8383244757095287,0.22241520603740356,1.833754949406071,1.8415074756902325,1.6958208955223881,27.420442528995768,41.709708520480184
primary,retrospective_2026,5,785,213,1.3253333333333333,1.2755555555555553,1.4,0.6291079812206573,0.3401273885350318,1.8496245889820824,0.3394336293771119,1.8534049863448154,1.8618317723283706,1.410783055198973,39.44660235322479,117.24327829018004
primary,combined_2025_2026,5,2020,544,1.2843170320404722,1.2158516020236088,1.33389544688027,0.4944852941176471,0.26782178217821784,1.8463221702729151,0.2682330813523996,1.843491084785331,1.8516696240093016,1.5382485289027343,32.12921466605603,71.28443344868988
regime_blend,retrospective_2025,5,1235,319,1.2580281690140844,1.2422535211267605,1.2816901408450705,0.44200626959247646,0.22186234817813766,1.9922545363018556,0.22159328874392395,1.9946735395189004,1.9991750479360586,1.7836734693877552,34.2349915290625,54.76269857681946
regime_blend,retrospective_2026,5,785,212,1.319111111111111,1.2755555555555553,1.3688888888888888,0.6367924528301887,0.3401273885350318,1.8722175111299557,0.33950246364619635,1.8756637168141594,1.886726897455306,1.4427736006683376,48.15465719376506,122.20155098981566
regime_blend,combined_2025_2026,5,2020,531,1.2536256323777404,1.239460370994941,1.2630691399662732,0.519774011299435,0.26782178217821784,1.9407458462566705,0.26866813823409674,1.9346321254012782,1.9429509726956824,1.6584854572451742,39.79237217109063,81.68743814660326
label_free_geometry_blend,retrospective_2025,5,1235,313,1.2343661971830986,1.2028169014084507,1.2816901408450705,0.43130990415335463,0.22186234817813766,1.9440428161656678,0.2215208702513226,1.9470395889291134,1.945648512691416,1.824,32.55213392217304,59.029742884725636
label_free_geometry_blend,retrospective_2026,5,785,214,1.3315555555555554,1.2755555555555553,1.431111111111111,0.6401869158878505,0.3401273885350318,1.882197486786377,0.3406155128281445,1.8795001747640687,1.8973867023980897,1.4969488939740656,38.98286438207617,122.21901357497295
label_free_geometry_blend,combined_2025_2026,5,2020,527,1.2441821247892075,1.2158516020236088,1.3102866779089377,0.5161290322580645,0.26782178217821784,1.9271361278397232,0.269881882606996,1.9124256407002147,1.9215176075447526,1.6667508630125452,35.1634741848282,84.68914312706514
geometry_cba_blend,retrospective_2025,5,1235,316,1.2461971830985916,1.2028169014084507,1.2816901408450705,0.4588607594936709,0.22186234817813766,2.068222766330962,0.22214677394557478,2.065574715958244,2.0719428304409515,1.900635664101706,41.07254728398513,64.1844585857615
geometry_cba_blend,retrospective_2026,5,785,219,1.3626666666666665,1.3066666666666666,1.431111111111111,0.6118721461187214,0.3401273885350318,1.7989499427086006,0.33935375039990695,1.8030510798765853,1.8096384650119777,1.4427736006683376,33.91184360769942,115.74108977325565
geometry_cba_blend,combined_2025_2026,5,2020,535,1.2630691399662732,1.2158516020236088,1.2984822934232716,0.5214953271028038,0.26782178217821784,1.9471729403838514,0.27012495683061916,1.9305707003955412,1.9407906477264647,1.693772381867412,38.141343349206494,85.28894873540864
resolved_error_router,retrospective_2025,5,1235,315,1.2422535211267605,1.2225352112676056,1.2619718309859154,0.38095238095238093,0.22186234817813766,1.7170663885992352,0.22164385322280056,1.7187590605972747,1.719064130010232,1.6002591512795592,19.947902558937518,47.82735407172947
resolved_error_router,retrospective_2026,5,785,250,1.5555555555555554,1.4933333333333332,1.5866666666666664,0.56,0.3401273885350318,1.6464419475655434,0.33992356687898084,1.6474291710388251,1.6480415291622723,1.4919590643274854,22.606611160611376,107.1608120972916
resolved_error_router,combined_2025_2026,5,2020,565,1.33389544688027,1.3220910623946038,1.345699831365936,0.46017699115044247,0.26782178217821784,1.7182209281402843,0.27398000970783615,1.6796006089683735,1.6835528295862523,1.5844459279038718,21.124322294191437,74.08109656091625
primary,retrospective_2025,10,1235,331,1.3053521126760563,1.2225352112676056,1.3408450704225352,0.29607250755287007,0.14736842105263157,2.009063444108761,0.1479384028278924,2.0013228606862343,2.011015512175363,1.89914066033469,29.550220920829766,18.263008315602143
primary,retrospective_2026,10,760,208,1.3357798165137615,1.2844036697247707,1.4128440366972477,0.5240384615384616,0.29210526315789476,1.794005544005544,0.29140308704453444,1.7983284489308584,1.8068404858210818,1.3959183673469389,49.63422764136863,154.57867719931332
primary,combined_2025_2026,10,1995,539,1.2877133105802048,1.218430034129693,1.3378839590443687,0.38404452690166974,0.2025062656641604,1.8964575028931463,0.20330139785027,1.8890402671235726,1.9089279989982224,1.6112841813776393,37.30063538812491,70.86719964734968
regime_blend,retrospective_2025,10,1235,319,1.2580281690140844,1.2422535211267605,1.2816901408450705,0.322884012539185,0.14736842105263157,2.190998656515898,0.1470942850253195,2.195081967213115,2.1807808689132218,2.0187500000000003,42.25683228405277,38.08267613184662
regime_blend,retrospective_2026,10,760,207,1.3293577981651377,1.2844036697247707,1.3807339449541285,0.5603864734299517,0.29210526315789476,1.9184401793097445,0.29157131960335625,1.921953346413778,1.9352799225192066,1.5131906421105026,66.53183021074811,169.32429334654893
regime_blend,combined_2025_2026,10,1995,526,1.2566552901023893,1.242320819112628,1.2662116040955633,0.41634980988593157,0.2025062656641604,2.0559848285208746,0.20395121688397652,2.041418611014143,2.058030395716214,1.7194269741439552,51.80992082174466,89.7309931726135
label_free_geometry_blend,retrospective_2025,10,1235,313,1.2343661971830986,1.2028169014084507,1.2816901408450705,0.31309904153354634,0.14736842105263157,2.124600638977636,0.147081269159628,2.12874857092604,2.116845354234871,1.9315738025415443,37.42595307517123,38.798881503159905
label_free_geometry_blend,retrospective_2026,10,760,209,1.3422018348623852,1.2844036697247707,1.444954128440367,0.5358851674641149,0.29210526315789476,1.8345618345618344,0.2927159405691262,1.8307344875793095,1.8444791976158963,1.5165532879818593,53.409313520620955,162.03607513458556
label_free_geometry_blend,combined_2025_2026,10,1995,522,1.2470989761092153,1.218430034129693,1.3139931740614335,0.40229885057471265,0.2025062656641604,1.9865995220211676,0.20539093644810524,1.9586981661985792,1.9806622759253838,1.7464646464646465,43.82542114624209,88.14097627129776
geometry_cba_blend,retrospective_2025,10,1235,316,1.2461971830985916,1.2028169014084507,1.2816901408450705,0.31962025316455694,0.14736842105263157,2.168851717902351,0.14764515963716496,2.164786532454009,2.164989967566919,2.0187500000000003,49.02196414868605,45.90956617704427
geometry_cba_blend,retrospective_2026,10,760,214,1.3743119266055046,1.31651376146789,1.444954128440367,0.5093457943925234,0.29210526315789476,1.7437063231455754,0.29134899163797345,1.7482325630473778,1.7550509902993494,1.4375311100049777,44.1879314135016,149.0058434424759
geometry_cba_blend,combined_2025_2026,10,1995,530,1.2662116040955633,1.218430034129693,1.302047781569966,0.39622641509433965,0.2025062656641604,1.9566131141416028,0.20566897104881215,1.9265250031338068,1.9600204789331344,1.6729559748427674,47.07010942164931,87.53711963893554
resolved_error_router,retrospective_2025,10,1235,315,1.2422535211267605,1.2225352112676056,1.2619718309859154,0.26031746031746034,0.14736842105263157,1.7664399092970524,0.1471627787417261,1.7689082969432317,1.765472719915394,1.6884765625,22.731271426210018,21.690544489650318
resolved_error_router,retrospective_2026,10,760,250,1.6055045871559632,1.5412844036697249,1.6376146788990826,0.476,0.29210526315789476,1.6295495495495493,0.2918157894736842,1.6311660203805574,1.632730287804288,1.5510204081632653,42.89257759510768,144.5370222084651
resolved_error_router,combined_2025_2026,10,1995,565,1.3498293515358364,1.3378839590443687,1.3617747440273038,0.35575221238938054,0.2025062656641604,1.756746692368352,0.2111685357027695,1.6846838057830735,1.699101503859841,1.6712962962962965,31.652203359350572,76.04739303779844
primary,retrospective_2025,20,1235,331,1.3053521126760563,1.2225352112676056,1.3408450704225352,0.18429003021148035,0.09635627530364373,1.9125898093376321,0.09667673716012083,1.9062500000000002,1.8964288135703355,1.6757123473541384,44.55380300092772,-15.981338602701792
primary,retrospective_2026,20,710,189,1.2970588235294116,1.2352941176470589,1.3725490196078431,0.43915343915343913,0.24647887323943662,1.7817082388510959,0.2458827036291825,1.7860281860888012,1.7977153579912493,1.4139402560455194,90.14254443488346,206.78818612725848
primary,combined_2025_2026,20,1945,520,1.272727272727273,1.1993006993006994,1.3216783216783217,0.27692307692307694,0.15115681233933162,1.8320251177394036,0.15090736728060675,1.8350533967513234,1.8470720857807925,1.603021978021978,61.12355709903857,64.98681557799532
regime_blend,retrospective_2025,20,1235,319,1.2580281690140844,1.2422535211267605,1.2816901408450705,0.19435736677115986,0.09635627530364373,2.0170701509443902,0.09613798180041375,2.0216501650165015,1.9905675805675807,1.603896103896104,55.101697178020665,4.865337603764915
regime_blend,retrospective_2026,20,710,194,1.3313725490196078,1.2696078431372548,1.3725490196078431,0.4896907216494845,0.24647887323943662,1.986745213549337,0.24607957020473353,1.989969021979643,2.00478099946903,1.628879892037787,105.41379516140285,234.2367516265731
regime_blend,combined_2025_2026,20,1945,513,1.2555944055944057,1.2482517482517483,1.272727272727273,0.3060428849902534,0.15115681233933162,2.0246714670273565,0.1528410386238797,2.0023606731918506,1.997674290018305,1.8033997252747254,74.12810460253557,91.60618423227326
label_free_geometry_blend,retrospective_2025,20,1235,313,1.2343661971830986,1.2028169014084507,1.2816901408450705,0.19808306709265175,0.09635627530364373,2.055736032432142,0.09596305829700819,2.0641595902412724,2.0181272358509936,1.6297653958944285,51.018867579044965,9.386269255359334
label_free_geometry_blend,retrospective_2026,20,710,194,1.3313725490196078,1.2696078431372548,1.4411764705882353,0.4587628865979381,0.24647887323943662,1.8612665684830632,0.24687817627413963,1.8582561388031176,1.8729143960935133,1.5125313283208022,95.09305388199262,221.61154872340393
label_free_geometry_blend,combined_2025_2026,20,1945,507,1.240909090909091,1.2115384615384617,1.3094405594405596,0.2978303747534517,0.15115681233933162,1.9703404044063386,0.15370967148746872,1.937616363832594,1.945520815972253,1.7528371161548728,67.88354636163243,90.59278644826001
geometry_cba_blend,retrospective_2025,20,1235,316,1.2461971830985916,1.2028169014084507,1.2816901408450705,0.20569620253164558,0.09635627530364373,2.134746303584725,0.09643570952698201,2.132987910189983,2.1024480517572797,1.9296875000000002,62.98428476592117,10.081362220821005
geometry_cba_blend,retrospective_2026,20,710,192,1.3176470588235294,1.2696078431372548,1.3725490196078431,0.421875,0.24647887323943662,1.7116071428571429,0.2459286971830986,1.7154362416107383,1.7220429717577428,1.4139402560455194,82.34207651596454,193.49728753618788
geometry_cba_blend,combined_2025_2026,20,1945,508,1.2433566433566434,1.1993006993006994,1.272727272727273,0.2874015748031496,0.15115681233933162,1.9013471530344421,0.15293699620015994,1.8792155066718188,1.912245511757511,1.634453781512605,70.30061550609504,79.40391667072346
resolved_error_router,retrospective_2025,20,1235,315,1.2422535211267605,1.2225352112676056,1.2619718309859154,0.15873015873015872,0.09635627530364373,1.6473255969054288,0.09612492770387507,1.6512902794491242,1.659484284916313,1.4486803519061584,37.41982234408171,-6.539057397959463
resolved_error_router,retrospective_2026,20,710,236,1.619607843137255,1.5784313725490196,1.6470588235294117,0.3940677966101695,0.24647887323943662,1.5987893462469733,0.24629983289567917,1.5999515386479282,1.6012259575248269,1.5434782608695654,76.04522780625925,168.57983564099388
resolved_error_router,combined_2025_2026,20,1945,551,1.3486013986013987,1.3461538461538463,1.3583916083916086,0.2595281306715064,0.15115681233933162,1.716946306653333,0.16044666568076393,1.6175352075429348,1.6303551212205698,1.637205387205387,53.96355317724668,68.46649388551239
