candidate,period,horizon,n_scope,n_signals,frequency,corridor_frequency_min,corridor_frequency_max,hit_rate,pooled_random_day_rate,pooled_lift,matched_random_day_rate,case_lift,macro_corridor_year_lift,corridor_lift_min,symmetric_benefit_bps,future_only_benefit_bps
primary,retrospective_2025,1,1235,331,1.3053521126760563,1.2225352112676056,1.3408450704225352,0.7009063444108762,0.4631578947368421,1.5133205163416645,0.463360935455068,1.5126573924979545,1.5143693711645876,1.4353652751423152,14.055665454617092,52.538211060391134
primary,retrospective_2026,1,785,213,1.3253333333333333,1.2755555555555553,1.4,0.8685446009389671,0.5503184713375796,1.5782581290210398,0.5496247121796597,1.5802502720348204,1.5893750011271635,1.303580695381422,18.25356251010988,71.62722935904982
primary,combined_2025_2026,1,2020,544,1.2843170320404722,1.2158516020236088,1.33389544688027,0.7665441176470589,0.497029702970297,1.5422501171783456,0.4971370097976012,1.5419172230994047,1.5518721861458755,1.4497607655502391,15.699327353183204,60.012403886888016
regime_blend,retrospective_2025,1,1235,319,1.2580281690140844,1.2422535211267605,1.2816901408450705,0.7304075235109718,0.4631578947368421,1.5770162439441437,0.46313758836444857,1.5770853885783187,1.57956980499012,1.5132743362831858,14.985814802088003,57.68677709737035
regime_blend,retrospective_2026,1,785,212,1.319111111111111,1.2755555555555553,1.3688888888888888,0.8773584905660378,0.5503184713375796,1.594274109014675,0.5493931017906502,1.5969594225090233,1.6060657759113302,1.3123100303951367,20.570388704928174,71.67198846535668
regime_blend,combined_2025_2026,1,2020,531,1.2536256323777404,1.239460370994941,1.2630691399662732,0.7890772128060264,0.497029702970297,1.5875856273587383,0.4975748178302768,1.585846358235881,1.5928177904507252,1.463309931583419,17.215437527892366,63.270326645417626
label_free_geometry_blend,retrospective_2025,1,1235,313,1.2343661971830986,1.2028169014084507,1.2816901408450705,0.744408945686901,0.4631578947368421,1.6072465872785362,0.4630647643931653,1.6075698324022345,1.610010045377201,1.52,13.781039083968532,62.13374337544349
label_free_geometry_blend,retrospective_2026,1,785,214,1.3315555555555554,1.2755555555555553,1.431111111111111,0.8738317757009346,0.5503184713375796,1.587865610938041,0.5514018691588785,1.5847457627118646,1.6003459524496164,1.343432007400555,15.547480864503877,72.8560591592563
label_free_geometry_blend,combined_2025_2026,1,2020,527,1.2441821247892075,1.2158516020236088,1.3102866779089377,0.7969639468690702,0.497029702970297,1.6034533592385676,0.49893599858645304,1.5973270101314938,1.605177998913409,1.4454071296176558,14.498341818379469,66.48777672978115
geometry_cba_blend,retrospective_2025,1,1235,316,1.2461971830985916,1.2028169014084507,1.2816901408450705,0.7563291139240507,0.4631578947368421,1.6329833141542003,0.46343463332137547,1.6320081831250692,1.6356200452647034,1.5561995967741937,18.45935618673006,66.6909721255278
geometry_cba_blend,retrospective_2026,1,785,219,1.3626666666666665,1.3066666666666666,1.431111111111111,0.8858447488584474,0.5503184713375796,1.6096947404025028,0.5495157490620365,1.612046152217635,1.6197286807965927,1.43161094224924,17.35559496507539,75.46700153640572
geometry_cba_blend,combined_2025_2026,1,2020,535,1.2630691399662732,1.2158516020236088,1.2984822934232716,0.8093457943925234,0.497029702970297,1.6283650444949176,0.49867157602643114,1.6230036627345803,1.627674363030648,1.5175065957161382,18.007536172632168,70.28340285633575
resolved_error_router,retrospective_2025,1,1235,315,1.2422535211267605,1.2225352112676056,1.2619718309859154,0.707936507936508,0.4631578947368421,1.5284992784992786,0.46314504209241053,1.5285416955737479,1.531769103122128,1.4095108695652174,5.0673292306743285,53.24222017345873
resolved_error_router,retrospective_2026,1,785,250,1.5555555555555554,1.4933333333333332,1.5866666666666664,0.796,0.5503184713375796,1.4464351851851853,0.549656050955414,1.4481783628441642,1.451082053264011,1.3222517730496455,4.499656791884734,60.43608355594623
resolved_error_router,combined_2025_2026,1,2020,565,1.33389544688027,1.3220910623946038,1.345699831365936,0.7469026548672566,0.497029702970297,1.5027324330994605,0.5014242495539165,1.489562292872205,1.4914255781930696,1.3807245386192755,4.8161467356346845,56.425345563939935
primary,retrospective_2025,3,1235,331,1.3053521126760563,1.2225352112676056,1.3408450704225352,0.5196374622356495,0.28421052631578947,1.8283540337921003,0.2845016328877038,1.8264832330180567,1.8251596456511827,1.6757123473541382,25.537472428635173,52.19680582534657
primary,retrospective_2026,3,785,213,1.3253333333333333,1.2755555555555553,1.4,0.704225352112676,0.40382165605095544,1.7439018971875415,0.40348673783678723,1.7453494404506036,1.7471438120645597,1.450480413895048,30.222386080107434,96.07965461158958
primary,combined_2025_2026,3,2020,544,1.2843170320404722,1.2158516020236088,1.33389544688027,0.5919117647058824,0.3306930693069307,1.7899128214159914,0.33108955081813535,1.7877693912213328,1.786151728857871,1.558641975308642,27.37182281055354,69.37887713319539
regime_blend,retrospective_2025,3,1235,319,1.2580281690140844,1.2422535211267605,1.2816901408450705,0.5611285266457681,0.28421052631578947,1.974341112272147,0.28404807533664156,1.9754702649568834,1.9763897662022092,1.7848484848484847,28.580183956463358,61.10873436307514
regime_blend,retrospective_2026,3,785,212,1.319111111111111,1.2755555555555553,1.3688888888888888,0.7122641509433962,0.40382165605095544,1.7638087018629842,0.4034070424227858,1.7656215088999774,1.7688270993715125,1.4725829725829727,35.37690991103042,97.56875083288342
regime_blend,combined_2025_2026,3,2020,531,1.2536256323777404,1.239460370994941,1.2630691399662732,0.6214689265536724,0.3306930693069307,1.8792922629317637,0.33170174957819065,1.8735774753795085,1.8726084327868608,1.6304163126593032,31.293754394068287,75.66527577851649
label_free_geometry_blend,retrospective_2025,3,1235,313,1.2343661971830986,1.2028169014084507,1.2816901408450705,0.5591054313099042,0.28421052631578947,1.9672228138681815,0.2839052657448487,1.969338010843319,1.9666933502249375,1.7848484848484847,28.319105869251423,66.04957395023278
label_free_geometry_blend,retrospective_2026,3,785,214,1.3315555555555554,1.2755555555555553,1.431111111111111,0.7149532710280374,0.40382165605095544,1.7704678793596509,0.4042204893148401,1.768721007289596,1.7787958894310532,1.4996706192358367,29.34974196140669,101.07466547098936
label_free_geometry_blend,combined_2025_2026,3,2020,527,1.2441821247892075,1.2158516020236088,1.3102866779089377,0.6223908918406073,0.3306930693069307,1.882080241793453,0.3327619219952817,1.8703789427247997,1.8727446198279953,1.6543816543816543,28.737618437982402,80.2722866360808
geometry_cba_blend,retrospective_2025,3,1235,316,1.2461971830985916,1.2028169014084507,1.2816901408450705,0.5791139240506329,0.28421052631578947,2.0376230661040786,0.2844001434940809,2.036264528335886,2.0371470876551543,1.7864030858244937,34.24545115341266,70.17735775246841
geometry_cba_blend,retrospective_2026,3,785,219,1.3626666666666665,1.3066666666666666,1.431111111111111,0.7214611872146118,0.40382165605095544,1.7865836970456475,0.4033970276008493,1.7884643114635903,1.792033386814498,1.5858585858585856,27.082538428996706,97.80766158055724
geometry_cba_blend,combined_2025_2026,3,2020,535,1.2630691399662732,1.2158516020236088,1.2984822934232716,0.6373831775700934,0.3306930693069307,1.927416195646091,0.333111017549001,1.9134256869073194,1.914590237234826,1.7448314924950437,31.313342954072297,81.4877064222842
resolved_error_router,retrospective_2025,3,1235,315,1.2422535211267605,1.2225352112676056,1.2619718309859154,0.5174603174603175,0.28421052631578947,1.8206937095825986,0.28406914722704196,1.8215998552167227,1.8239403749699012,1.637310606060606,16.939625828419246,56.20544691700973
resolved_error_router,retrospective_2026,3,785,250,1.5555555555555554,1.4933333333333332,1.5866666666666664,0.66,0.40382165605095544,1.634384858044164,0.40364331210191084,1.6351069873130089,1.6366426459281143,1.486742424242424,12.663539965126956,85.08181225246237
