candidate,horizon_case_lift_min,horizon_case_lift_mean,horizon_corridor_lift_min,horizon_symmetric_benefit_min,horizon_future_benefit_min,frequency_min,frequency_max,all_horizons_lift_1p30,all_horizons_symmetric_benefit_positive,all_horizons_future_benefit_positive
geometry_cba_blend,1.6230036627345803,1.8545481119686134,1.5175065957161382,18.007536172632168,70.28340285633575,1.2433566433566434,1.2662116040955633,True,True,True
label_free_geometry_blend,1.5973270101314938,1.8552892247175365,1.4454071296176558,14.498341818379469,66.48777672978115,1.240909090909091,1.2470989761092153,True,True,True
primary,1.5419172230994047,1.7794542725961928,1.4497607655502391,15.699327353183204,60.012403886888016,1.272727272727273,1.2877133105802048,True,True,True
regime_blend,1.585846358235881,1.8875670486445322,1.463309931583419,17.215437527892366,63.270326645417626,1.2536256323777404,1.2566552901023893,True,True,True
resolved_error_router,1.489562292872205,1.6388275723155221,1.3807245386192755,4.8161467356346845,56.425345563939935,1.33389544688027,1.3498293515358364,True,True,True
